"","timepoints1","timepoints2","timepoints3","timepoints4","timepoints5","timepoints6","timepoints7","timepoints10","timepoints11","timepoints12","timepoints13"
"CSRP2",0.544888122214565,0.338041431471901,0.471867961234318,0.201551161312278,0.253930371114829,0.700233333020884,0.220261114231217,-0.267111719834589,0.33206093731644,-0.505289208593042,0.524396581175337
"CST3",-0.750067825976111,-0.0945076570982472,-0.222497476950069,-0.236851936635296,-0.213550097619225,0.0871876597339617,0.151865353083848,-1.18437014875706,-0.0797000010175826,0.0756200996628116,0.551726279580239
"CST7",-0.10558480616119,-0.0992686229015079,-0.10558480616119,-0.10558480616119,-0.10558480616119,-0.10558480616119,-0.10558480616119,-0.10558480616119,0.381456285210383,-0.10558480616119,-0.10558480616119
"CSTA",-0.19523103325793,-0.180416944203775,-0.19523103325793,-0.19523103325793,-0.19523103325793,-0.19523103325793,-0.19523103325793,-0.19523103325793,-0.144585226337765,-0.19523103325793,-0.19523103325793
"CCN2",-0.606504797152918,-0.557919360308105,-0.554783447011212,-0.0570539188228301,-0.518842988596438,-0.362207932490341,-0.682254883634571,-0.42882935324733,-0.649874649678634,-0.682254883634571,-0.560297324411397
"CTLA4",-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706
"CTRL",1.07071738564345,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055,0.0247101465389945,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055
"CTSB",-0.718991353267385,-0.499238988947523,-0.279145770290296,-0.473415419699862,-0.282358655372865,-0.339834762600176,-0.268827507360683,-0.284039457312194,-0.514754811029385,-0.0891337022564822,-0.615598117837142
"CTSC",-0.606658793152969,-0.73119392483684,-0.487788931171547,-0.596086794693494,-0.81516781841784,-0.762257636827753,-0.546017225137086,-0.68998743092437,-0.111172837199058,-0.809362584102407,-0.740340352905552
"CTSD",-0.22331536752315,-0.369174720904887,-0.272959915922658,-0.307035957337508,-0.605147860534527,-0.142921043827215,-0.081488799751181,-0.691476812454025,-0.0364966405703875,0.0635670587597249,-0.156615452057565
"CTSE",-0.0755640355301528,-0.0755640355301528,-0.0280761690459956,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528
"CTSS",-0.368227078827219,-0.330005625305323,-0.308352305416239,-0.338876247532901,-0.307605403839598,-0.360980462694858,-0.18912367445678,-0.115821241477802,-0.159568763436987,-0.205223437541357,-0.269560097194614
"CTSV",-0.330367576872488,-0.343084249914104,-0.284744873842571,-0.231008274163283,-0.205665125836975,-0.357809613797174,-0.357809613797174,0.325646285254333,-0.357809613797174,-0.357809613797174,-0.357809613797174
"CTSW",-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.112371896300992,0.505633904368367,-0.112371896300992
"CTXN2",-0.142661111934571,-0.143445493508326,-0.139983456000553,-0.0653157856864273,0.25999997767993,-0.126896684572692,1.76702444814412,-0.255803928807474,-0.255803928807474,-0.255803928807474,-0.255803928807474
"CX3CR1",-0.175386073570276,-0.129958628739794,-0.116266362885434,-0.175386073570276,-0.175386073570276,-0.175386073570276,-0.175386073570276,-0.175386073570276,-0.0500424617673338,-0.175386073570276,-0.175386073570276
"CXCL1",-0.199843924127606,-0.164032211907948,-0.199843924127606,0.0175544042602864,-0.199843924127606,-0.199843924127606,0.0490500199912476,-0.0958675935365352,0.464568804443198,-0.199843924127606,-0.136189580275842
"CXCL12",-0.474169411604035,-0.432402888279976,-0.377247805765836,-0.337486565775487,-0.559911031910661,-0.512593835280265,-0.575509935661129,-0.322617668529939,-0.301417209497005,-0.575509935661129,-0.380455475238577
"CXCL13",-0.0816341014955098,-0.0545926332003965,-0.0816341014955098,0.347371604951108,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098
"CXCL14",-0.0936741036792646,-0.261116922554927,-0.0856016639997294,-0.326647673770342,-0.132832819958862,-0.376789700931394,-0.294158346169008,-0.299570472900467,-0.372800928129738,-0.283946717674645,-0.376740540619185
"CXCL2",-0.457477281849712,-0.439944292396931,-0.396163400400632,-0.141609965966891,-0.457477281849712,-0.331951509098279,-0.401891796853447,-0.289665307589504,-0.457477281849712,-0.431201361978563,0.115069113116497
"CXCL3",-0.286558461548555,-0.286558461548555,-0.242842700647851,-0.0164539606692838,-0.286558461548555,-0.225167273217738,-0.133380952457097,-0.239540299228272,-0.254079638028198,-0.210018792793196,-0.286558461548555
"CXCL5",-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457
"CXCL8",-0.51543513650109,-0.490989417304949,-0.390714995638459,-0.367312089668694,-0.505088653484715,-0.489592107745309,-0.1502283184101,-0.0882395606836782,0.144959911982145,-0.51543513650109,0.00509027436759555
"CXCL9",-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714
"CXCR2P1",-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955
"CXCR3",-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036
"CXCR4",-0.0195172996028127,-0.326066966738689,-0.320313854634051,-0.354290176318863,-0.414499656424616,-0.0891787412873706,-0.331923318422378,0.772880871095288,-0.307288409359524,-0.294577317894327,-0.278093219259415
"CXXC1",0.0402265834260003,-0.118894336239099,-0.289300737930615,-0.164026257138304,-0.406376043248702,-0.456885019103017,-0.277896749792897,0.218037312139778,-0.345689131029652,-0.644257268184218,-0.501402112966885
"TASL",-0.156747881492642,-0.156747881492642,-0.140717923075813,-0.156747881492642,-0.156747881492642,-0.156747881492642,-0.156747881492642,-0.156747881492642,0.575590874792242,-0.156747881492642,-0.156747881492642
"CYB561",-0.262343230228179,0.184361869739111,0.443508955856675,-0.139715794784515,0.42465173158577,0.362839409396041,0.00917682610229742,0.273233664774953,0.0209928992296479,0.292440706832288,0.807524083936057
"CYB5D2",0.0592043115183519,0.315217144593932,0.540995953581647,-0.0899788738454479,0.507402565033492,-0.00531088208496963,-0.397052401587264,0.302846845618492,-0.0403472381220009,-0.66659185205174,0.803519341034425
"CYBA",-0.490108450864206,-0.398815965306765,-0.38112844372473,-0.310644657111802,-0.177026635378661,-0.00796524373693186,-0.389174704459736,-0.480547057756396,0.14448891691419,-0.502879763001965,0.0617758337324048
"CYBB",-0.320752187028765,-0.279142933946319,-0.301809110658214,-0.315194461800072,-0.301205429426385,-0.305885066235429,-0.233663138829209,-0.119804459627689,-0.320752187028765,-0.320752187028765,-0.320752187028765
"CYP11A1",-0.124768013923071,-0.124768013923071,-0.124768013923071,-0.0675135922751012,-0.124768013923071,-0.124768013923071,-0.124768013923071,-0.124768013923071,0.0924478521187674,-0.124768013923071,-0.124768013923071
"CYP1B1",-0.136686162926888,-0.148338854661456,-0.171536970415327,-0.136504602968978,-0.023459012149322,0.173912851658139,-0.171536970415327,0.0465395242878956,-0.171536970415327,-0.171536970415327,-0.171536970415327
"CYP26A1",-0.182718928146742,-0.294140128623098,-0.279767682125498,-0.16876648173989,-0.20650499496087,-0.301292660261954,-0.133241553901842,-0.339729012390949,-0.0880264675192543,-0.339729012390949,-0.339729012390949
"CYP2B7P",-0.0627834134552039,0.0528807637109479,-0.0627834134552039,-0.0627834134552039,-0.0627834134552039,-0.0627834134552039,-0.0627834134552039,1.53353788845928,-0.0627834134552039,-0.0627834134552039,-0.0627834134552039
"CYP2S1",-0.113080988890458,-0.143348335128009,-0.150935213323584,-0.112473426983818,-0.0830172586597565,0.050866663123183,0.361229023826207,-0.0503415098223446,-0.150935213323584,-0.150935213323584,-0.150935213323584
"CYP3A4",-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0233674783006641,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,0.268878246343409,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644
"CCN1",-0.448406067303493,-0.449011208097431,-0.49400781536331,-0.214203197039008,-0.474743518147959,-0.537013551690564,-0.508926847075801,-0.330671788597997,-0.0805564504859134,-0.512867640531814,-0.337695295035352
"CYSRT1",-0.109075822586625,0.0611788025879428,-0.109075822586625,-0.109075822586625,0.206832796869207,-0.109075822586625,-0.109075822586625,-0.109075822586625,-0.109075822586625,0.695665383192967,-0.109075822586625
"CYTH4",-0.240512934868181,-0.240512934868181,-0.20268576954628,-0.229848966163467,-0.222402903499571,-0.240512934868181,-0.120247258541171,-0.106604689901084,-0.124523455319312,-0.240512934868181,-0.240512934868181
"CYTIP",-0.23130956548258,-0.220653097374619,-0.0553432736462862,-0.220737286222663,-0.23130956548258,-0.23130956548258,0.020715048967111,-0.23130956548258,0.0866962015565283,-0.23130956548258,-0.23130956548258
"CYTL1",-0.189483947485667,-0.053960317709239,-0.00623086707661866,-0.0400160944890983,0.068029141319453,-0.192524846426653,-0.124906187343785,-0.30901555554172,0.379324305097205,1.4373690360998,-0.14602878189442
"DAB2",-0.350096207902894,-0.363052159317546,-0.316706704100644,-0.33488380342651,-0.349210590503574,-0.358434276502647,-0.397236961760482,-0.25140409102965,0.499031771854045,-0.306983152747039,-0.397236961760482
"DAPL1",1.33921600344409,-0.0978742859326366,0.0430944462967029,-0.219574856888063,-0.249123061426229,-0.249123061426229,-0.249123061426229,-0.249123061426229,-0.249123061426229,-0.249123061426229,-0.249123061426229
"DBF4",-0.356985478864923,-0.180677030548564,-0.239822384033012,0.0135327489807789,-0.18343837264281,0.0861215291071793,-0.356985478864923,-0.00809703464331135,-0.356985478864923,0.369016537057991,-0.356985478864923
"DCLK1",-0.305835334257746,0.0781256708227635,0.666822258144053,0.0691844456833378,0.268904415829204,0.27252962478316,0.253457080377509,3.56704279562627,0.988749043851156,0.109784956554292,-0.305835334257746
"DCN",-0.517582524281841,-0.590985227708579,-0.488541133824667,-0.460599148290415,-0.747411285015984,-0.521903722343262,-0.24960209016641,-0.630584538430059,-0.267854486096361,-0.506533882145298,-0.627042568308506
"DCT",-0.0755207018909007,0.2451456278447,0.0566121054988382,0.0360532860916244,-0.0755207018909007,-0.0755207018909007,-0.0755207018909007,0.636208884196424,-0.0755207018909007,-0.0755207018909007,-0.0755207018909007
"DCX",1.38009757021538,2.0419209310282,2.36129420051585,0.966538813099651,1.67619601813855,1.97392009306684,0.935130292556049,6.03040491321963,0.0656523686294489,-0.377671324264622,0.939594375472954
"DDC",1.31474223823759,0.189194147868001,0.890756379545001,-0.10827359496878,0.369958999930578,-0.132800722056139,-0.132800722056139,-0.132800722056139,2.4003994584579,-0.132800722056139,-0.132800722056139
"DEFA6",-0.320085418199423,-0.135245787062289,-0.0876808884960297,-0.0260148826069595,-0.291228539749407,-0.309256700526126,-0.264266180366156,-0.137879847369618,1.40342875426284,-0.320085418199423,0.709019811382268
"DEFA4",-0.049582846437034,-0.049582846437034,-0.049582846437034,-0.049582846437034,-0.049582846437034,-0.049582846437034,0.279437836552439,-0.049582846437034,-0.049582846437034,-0.049582846437034,-0.049582846437034
"DEFB1",-0.15083963372952,-0.140784668934986,-0.130812567369069,-0.15083963372952,-0.15083963372952,-0.00376404980889338,0.0914253995713061,-0.15083963372952,-0.15083963372952,-0.15083963372952,-0.15083963372952
"DEPDC1",0.49268686663365,-0.184022643762275,-0.186865572405498,-0.167144440826077,-0.200433013021545,-0.200433013021545,-0.200433013021545,0.555759684532367,-0.200433013021545,-0.200433013021545,-0.200433013021545
"DEPDC7",-0.159362503651642,-0.0694499698913015,-0.159362503651642,-0.125834058248643,-0.159362503651642,-0.159362503651642,-0.159362503651642,0.0304152100071928,-0.159362503651642,-0.159362503651642,-0.159362503651642
"DHFR",0.749876132337168,-0.0144379090977213,-0.0133217742028687,-0.189818799840594,-0.180893464077244,0.116463259338453,1.42498496955959,1.27032548263133,-0.327961277957628,0.772483754289383,-0.327961277957628
"DHRS2",-0.126290007397457,-0.126290007397457,-0.126290007397457,-0.126290007397457,-0.0909845806392353,-0.126290007397457,-0.126290007397457,-0.126290007397457,-0.126290007397457,-0.126290007397457,-0.126290007397457
"DHRS7C",-0.0546611468050327,0.00235416435934948,-0.0546611468050327,-0.0546611468050327,-0.0546611468050327,-0.0546611468050327,-0.0546611468050327,0.487752499609599,-0.0546611468050327,1.77785694799487,-0.0546611468050327
"DHRS9",-0.12981499394099,-0.126447625488107,-0.115902391965176,-0.12981499394099,-0.12981499394099,-0.12981499394099,-0.12981499394099,-0.12981499394099,-0.12981499394099,0.411039384742378,0.5542415929052
"DIAPH3",-0.248699273693173,-0.0193199481768126,-0.194233275329384,-0.223409361291466,-0.0346717775924635,-0.248699273693173,-0.248699273693173,0.952056317884142,0.18817922919964,-0.248699273693173,-0.248699273693173
"DIO2",-0.610799578523168,0.521639556268639,0.478803251677231,0.5516661047136,0.340591684383044,0.250687612481883,1.62976634879191,0.781093148126506,0.334197981558267,1.49045819726181,-0.351201700474304
"DIRAS3",-0.486661883629848,-0.123943432536539,-0.11457042088974,-0.0594440004283746,0.0894942610125788,-0.0325767039974705,0.183787065814382,-0.832412739327733,1.02532231126872,-0.0363601599213819,-0.252176721454744
"DIRC1",0.920042281254918,1.81705860951059,1.09003835177389,0.494487264112404,0.332143146794292,0.0882209707558808,-0.127258886292909,-0.0238461397916376,-0.127258886292909,1.23473852032306,-0.127258886292909
"DKK1",-0.25578369804414,0.864592353233137,0.442525935231095,1.10088650630042,0.452142272393923,0.383027639039884,-0.26928497732372,-0.168260473705007,-0.26928497732372,-0.26928497732372,-0.26928497732372
"DKK2",-0.224151711250257,-0.0459103949461906,-0.0254372354077545,0.0182135713898481,-0.0608447391090593,-0.224151711250257,-0.055703159221011,-0.118381228954182,0.161392267400393,-0.224151711250257,-0.224151711250257
"DKK4",-0.086709413094921,-0.0198652048878854,-0.086709413094921,-0.0749703445193242,-0.0325880339906294,-0.086709413094921,-0.086709413094921,-0.086709413094921,-0.086709413094921,-0.086709413094921,-0.086709413094921
"DLEU7-AS1",-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,4.62834841090066,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209
"DLGAP5",0.346393964622426,-0.241082548614025,-0.056413999361731,-0.189471106394411,0.139322828273321,-0.176020577765742,-0.363782510521658,0.303226099839704,0.307770935818605,-0.104689083587265,-0.376254363623642
"DLGAP4-AS1",-0.0699094256029359,0.0728118120605851,0.226264381032445,-0.0699094256029359,-0.0699094256029359,-0.0699094256029359,-0.0699094256029359,0.469166791687548,-0.0699094256029359,-0.0699094256029359,-0.0699094256029359
"DLK1",0.268604815894469,0.4869240471217,0.289643773283357,0.377716549396266,0.255488724632197,0.0900066875630711,0.365055700793766,-0.305395644445699,-0.876358935742207,-0.439361301504425,0.492036977115114
"DLX1",-0.073151104900376,-0.0427969725759948,0.519387195387881,-0.073151104900376,0.241634867127761,-0.073151104900376,-0.073151104900376,7.48171222377491,-0.073151104900376,-0.073151104900376,-0.073151104900376
"DLX2",-0.162024514151563,-0.0536466729836551,0.492221671589769,-0.104896012118356,-0.162024514151563,-0.162024514151563,-0.162024514151563,7.33050464199731,-0.162024514151563,-0.162024514151563,-0.162024514151563
"DLX5",-0.0736284494506775,-0.0736284494506775,0.222654740239048,-0.0736284494506775,-0.0736284494506775,-0.0736284494506775,-0.0736284494506775,6.10829311796087,-0.0736284494506775,-0.0736284494506775,-0.0736284494506775
"DLX6",-0.0685019098562551,-0.0685019098562551,0.227630499257164,0.0231996180267855,-0.0685019098562551,-0.0685019098562551,-0.0685019098562551,6.92662073718129,-0.0685019098562551,-0.0685019098562551,-0.0685019098562551
"DLX6-AS1",-0.0556681764678509,-0.0556681764678509,0.281348040325338,-0.0556681764678509,-0.0556681764678509,-0.0556681764678509,-0.0556681764678509,5.61069382076528,-0.0556681764678509,-0.0556681764678509,-0.0556681764678509
"DMRT2",-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,1.58401393608411,-0.043528346471927,-0.043528346471927,-0.043528346471927
"DNAH8",-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,2.46378470003821,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231
"DNAJA4",-0.514854313446422,-0.359023443157844,-0.315711085455638,-0.265648480955021,-0.471461654270602,-0.476488362646732,0.316574776082504,-0.245341365597563,-0.423609659948374,-0.567453338859853,-0.456889366248917
"DNAJB1",-0.547650873577037,-0.618215078326911,-0.461873836707939,-0.0119594660028556,-0.78978093842537,-0.39313817366171,-0.24655225507831,-0.877954942619567,-0.1358225120021,-0.852295261102709,0.409278252762672
"DNAJC12",-0.353814987932676,0.00339543209204731,-0.267039226920833,-0.0179153337807554,-0.00437654042677327,0.118130346404725,-0.468921503994158,-0.608322244207332,-0.572856946618403,-0.255661850236314,-0.458939116965312
"DNAJC18",0.485186172708201,0.229041984322715,0.334591326563465,-0.106217879225074,0.49172471154239,0.0898541004947667,-0.482682169531505,0.342476218082546,0.0180270036286264,0.662519468939769,0.375613647088383
"DNASE1L3",-0.148095852520627,-0.148095852520627,-0.148095852520627,-0.0908757657726495,-0.148095852520627,-0.121722653688602,-0.148095852520627,0.343336658131579,-0.148095852520627,-0.148095852520627,-0.148095852520627
"DNASE2B",-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986
"DNER",-0.499758404794896,-0.202632637405758,0.109992769255675,-0.325209935660243,-0.149546169489516,-0.0626540389472077,-0.219109489350866,1.19455086306246,0.428758429560347,-0.462090632273073,0.060558462768135
"DNM3-IT1",-0.0486823913851049,0.272302806730418,-0.0486823913851049,-0.0486823913851049,0.26533893334568,0.45375172818415,-0.0486823913851049,-0.0486823913851049,-0.0486823913851049,-0.0486823913851049,-0.0486823913851049
"DOCK8",-0.322343630230963,-0.180047002701924,-0.239547700125575,-0.0225212717102613,-0.11675298047475,-0.192182516861809,-0.203951417715318,1.52305729723948,-0.322343630230963,0.486580720759617,-0.322343630230963
"DOCK9-DT",-0.0633476964048361,0.052322966772231,-0.0633476964048361,-6.36747320132231e-05,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361
"DOK2",-0.235109972927228,-0.220913437917536,-0.229405374642797,-0.235109972927228,-0.235109972927228,-0.235109972927228,-0.235109972927228,-0.235109972927228,-0.0253184864037983,-0.235109972927228,-0.134338434321713
"DPEP2",-0.168770588361652,-0.148034150071233,-0.168770588361652,-0.146620764242469,-0.168770588361652,-0.168770588361652,-0.168770588361652,0.123397498617438,0.389155232585636,-0.168770588361652,-0.168770588361652
"DPH3P1",-0.107385979311006,-0.0192511669260284,-0.0276878716693296,-0.107385979311006,-0.107385979311006,-0.107385979311006,-0.107385979311006,2.99660891848816,-0.107385979311006,-0.107385979311006,-0.107385979311006
"DPP4",-0.0900436819032056,-0.0900436819032056,0.527274505467113,-0.0900436819032056,0.22527018315627,-0.0900436819032056,-0.0900436819032056,0.376263703756183,-0.0900436819032056,-0.0900436819032056,0.854166709261851
"DPT",-0.138884645900248,0.0128941365563896,-0.128796273864565,-0.120063826886964,-0.0599267556655127,-0.138884645900248,-0.138884645900248,-0.138884645900248,-0.138884645900248,-0.138884645900248,-0.138884645900248
"DPYSL3",0.488145540549427,0.250809328934088,0.783328874491575,0.584948104437658,0.462352571453094,1.37438168420026,1.05022857345143,5.14498543335953,2.49533862210008,-0.33953351803104,-0.250012323784459
"DRC7",-0.083703490959528,0.00277182927352778,-0.083703490959528,0.46605069551869,-0.083703490959528,-0.083703490959528,-0.083703490959528,2.32446437228342,-0.083703490959528,-0.083703490959528,-0.083703490959528
"DSG3",0.0124721547158445,0.021929080157868,-0.128022783939557,0.233289662446266,-0.0349569789920645,0.0391840413056083,-0.182747737547033,0.86777744136078,-0.0159107340465331,0.235321232610098,-0.450635995342234
"DTX1",-0.169466744300813,0.110236154671,0.454469194447131,-0.139110459815766,0.247252628088835,-0.0854548352769989,0.240339463160883,1.48845786860629,0.909949252897123,-0.0647325959531867,-0.169466744300813
"DTYMK",-0.230762245987424,0.000197539825285852,-0.229775170465486,-0.112516518516522,-0.274956096286698,-0.153630351181782,-0.341560169081167,0.262689889033032,-0.466648303910018,0.0123913688938512,-0.466648303910018
"DUSP2",-0.535739814313349,-0.471980329070518,-0.520812444949829,-0.357949657632466,-0.390479976268636,-0.392718651607157,-0.395096584957732,-0.532538772658277,-0.107194445054602,-0.542198247042677,-0.542198247042677
"DYNC1I1",0.148423711339628,-0.0200434538884196,0.150700810015602,-0.110643970405313,-0.0997105765999531,0.741525758264154,-0.389087047280519,0.648816325938292,-0.389087047280519,-0.389087047280519,-0.389087047280519
"DZANK1",-0.313181600053542,0.602631298993044,0.795297762697813,0.288666674274427,0.347942363563939,0.382751017536536,0.784866316813966,0.00492125680472708,-0.330445222891547,-0.330445222891547,-0.330445222891547
"E2F2",-0.153472613466414,-0.0441593212929548,-0.0116198541112998,-0.119340407506475,-0.0469282255719477,-0.175989972180518,-0.175989972180518,2.92501767407428,-0.175989972180518,-0.175989972180518,-0.175989972180518
"E2F3",-0.257332274770911,-0.136727540934017,-0.136833250321772,-0.230551649495722,0.308220656341859,0.0487776186211585,-0.257332274770911,1.21253333186367,-0.257332274770911,0.156122853413922,0.495264328984238
"E2F7",-0.145350232027027,-0.0765703789853517,-0.150562381055336,-0.164124334223509,-0.149842468679186,-0.170431160372073,-0.170431160372073,0.784781422950894,-0.170431160372073,-0.170431160372073,-0.170431160372073
"EBI3",-0.158423327808669,-0.109292849584386,-0.158423327808669,-0.158423327808669,-0.158423327808669,-0.158423327808669,-0.158423327808669,-0.158423327808669,0.442719868798205,0.511906375335845,-0.158423327808669
"ECEL1",-0.188631374562127,-0.114850872748635,0.268753816862794,-0.00104895091782964,0.223542542724231,0.081351741478153,-0.188631374562127,-0.120204040516835,1.69987773101299,0.80347776212222,-0.188631374562127
"ECSCR",-0.191217544339625,-0.208407544643243,0.0761906902693735,-0.14662512805042,-0.123016718306362,-0.172719577165814,-0.217515316819377,0.258672952875298,-0.217515316819377,-0.217515316819377,-0.217515316819377
"ECT2",-0.213494514216303,-0.201058730321063,-0.176306475721279,-0.0941284016153132,-0.222446690583103,-0.271557476532525,-0.271557476532525,0.462010043590627,-0.271557476532525,-0.214012610838575,-0.271557476532525
"EDN1",-0.100416231931416,-0.100416231931416,-0.100416231931416,-0.0823230424685739,-0.100416231931416,-0.0443159112899283,0.372198654929053,0.755986890187787,-0.100416231931416,-0.100416231931416,-0.100416231931416
"EDN2",-0.0958547268928964,-0.0599565253085244,-0.0813968789057746,-0.0355671660230678,0.319083658838904,-0.0958547268928964,-0.0958547268928964,-0.0958547268928964,-0.0958547268928964,-0.0958547268928964,-0.0958547268928964
"EDN3",-0.168389706035128,-0.135403776244032,-0.145491231011716,-0.168389706035128,-0.0847096180207439,-0.168389706035128,-0.168389706035128,-0.0197626739885676,-0.168389706035128,-0.0893749847537099,-0.168389706035128
"EDNRA",-0.356219056387444,-0.334825454196939,-0.248531476819253,-0.337703759083681,-0.364234614559078,-0.349518665053976,-0.287986904858778,0.0859093876143822,-0.118950578881371,-0.364234614559078,-0.364234614559078
"EDNRB",-0.283457357368871,-0.245228643935182,-0.219049681984191,-0.284983172772968,-0.26702685485293,-0.29320517526094,-0.29320517526094,-0.29320517526094,0.00508772716969232,-0.29320517526094,0.243801621288276
"EFNA1",-0.282473479633821,-0.278727224683828,-0.243829047873877,-0.208787815759618,-0.308710843314982,-0.345553989079211,-0.401954670578219,-0.0170658980320174,-0.119292519722252,-0.401954670578219,-0.144821419299312
"EFNA2",-0.105691769455531,-0.143349917704921,0.0887773553340903,-0.0977980648691129,-0.306697005063172,-0.128272560638412,-0.306697005063172,0.850020497665901,0.283279039371359,0.922291986727517,-0.261035236832693
"EGFL6",-0.257363929706642,-0.0937542826474233,-0.116198331977366,0.0400989852830892,-0.108962436360328,-0.179782074971851,-0.164897409330851,-0.283396345823682,0.773215311665623,-0.274863610094677,-0.311724306492292
"EGFL7",-0.350650883718094,-0.41743895749095,-0.0878640473826815,-0.284875348275839,-0.294729955840904,-0.274268641911413,-0.394128145531465,0.182325484006486,-0.49174358296762,-0.0184525710298224,-0.170563308518978
"EGLN3",-0.1349652436295,-0.199791268754995,-0.283436211143679,0.137548260755501,-0.174943862396595,-0.180904875476573,0.921809912032182,-0.432844776601608,-0.445975915197281,-0.358867498178137,-0.445975915197281
"EGR2",-0.535521996188328,-0.415424076141179,-0.41321115758455,-0.350610803673743,-0.601145100094794,-0.593675210063712,-0.559495185159956,-0.194078937900868,-0.518782646585594,-0.588924413150358,-0.45449270508704
"EGR4",-0.187675417515937,-0.137544071958368,0.111962094763943,-0.0673932103054909,-0.187675417515937,-0.187675417515937,-0.187675417515937,-0.147872075811361,-0.187675417515937,0.846966336736818,-0.187675417515937
"ELANE",-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864
"ELF3",-0.198360868548388,-0.107528622954962,-0.251654323694985,-0.206222705215803,-0.28180595217579,-0.166178447706205,-0.28180595217579,1.13511899727693,-0.28180595217579,-0.28180595217579,-0.0397321392448386
"EMC3-AS1",-0.234294784790575,0.167185637101489,-0.13103298397838,0.0956667791602003,0.0643169775809082,-0.251020605199587,-0.251020605199587,0.710400336919703,-0.133023196026057,0.964570544665615,-0.251020605199587
"EML2-AS1",0.0502083668058739,-0.0868713536005618,-0.0868713536005618,-0.0868713536005618,-0.0868713536005618,-0.0868713536005618,-0.0868713536005618,1.93364473768273,-0.0868713536005618,-0.0868713536005618,-0.0868713536005618
"EMX2",-0.270315337327682,-0.229585905920289,-0.238078268791235,-0.291984599711867,-0.307910095029874,-0.00379472126436269,-0.211325075051094,-0.183053383658245,-0.307910095029874,-0.307910095029874,-0.307910095029874
"ENO3",-0.181582047681959,-0.0316349286900124,-0.146379770721314,-0.0703437857472824,-0.181582047681959,-0.181582047681959,-0.181582047681959,0.752395937317249,-0.181582047681959,1.12195322242459,-0.181582047681959
"ENOX1",-0.2022495939968,-0.0681410378971853,-0.2022495939968,-0.173168484810847,-0.2022495939968,0.30786288570304,-0.2022495939968,0.614836389901604,-0.2022495939968,-0.2022495939968,-0.2022495939968
"ENOX2",0.375240076942349,0.355724645376752,0.122019060370189,0.23461860326102,-0.0045353360330236,-0.326707463137531,0.0908875372969165,0.624343333116993,-0.326707463137531,-0.326707463137531,-0.326707463137531
