"","timepoints9","timepoints10","timepoints12","timepoints13","timepoints14","timepoints15"
"KTN1-AS1",-0.12197012631951,-0.12197012631951,0.0620656941590265,-0.12197012631951,-0.12197012631951,-0.12197012631951
"L1TD1",-0.201078047849368,-0.201078047849368,-0.195274481435175,-0.191291462801737,-0.179197997023065,-0.201078047849368
"L3MBTL4-AS1",-0.0621813026541563,-0.0621813026541563,-0.0621813026541563,-0.0621813026541563,-0.0621813026541563,-0.0621813026541563
"LAD1",-0.134363800782741,-0.134363800782741,-0.134363800782741,-0.134363800782741,-0.134363800782741,-0.134363800782741
"LAIR1",-0.261344777225704,-0.261344777225704,-0.194971310875587,-0.220132675335791,-0.156502739764282,-0.261344777225704
"LAIR2",-0.192346967014433,0.407884414716652,-0.192346967014433,-0.160074745102737,-0.0307886033170872,-0.192346967014433
"LAMP3",-0.0734617158622619,-0.0734617158622619,0.0378318740616707,-0.0403843368870387,0.125100321177167,-0.0734617158622619
"LAP3",-0.533336473618254,-0.11139426938431,-0.193552959359741,-0.0698026180318337,-0.434385757650546,-0.405153448629797
"LAPTM5",-0.234599278829821,-0.363381839543791,-0.324986379456956,-0.318396509552354,-0.394316146716128,-0.342077920819086
"LARP1B",-0.185183619912856,-0.130057991394405,0.157064567594427,0.195578711362711,0.0580258573974415,-0.321729020607689
"LBX2",-0.0401898488720626,-0.0401898488720626,-0.0401898488720626,-0.0401898488720626,0.000771407362031053,-0.0401898488720626
"LBX2-AS1",-0.0635519790692869,-0.0635519790692869,-0.0635519790692869,-0.0635519790692869,-0.0635519790692869,-0.0635519790692869
"LCE5A",-0.0301024240233701,-0.0301024240233701,-0.0301024240233701,-0.0301024240233701,-0.0301024240233701,-0.0301024240233701
"LCK",-0.127842335232496,-0.0793159406111668,-0.124385831316902,-0.127842335232496,-0.122812770419501,-0.127842335232496
"LCN2",-0.0771823356103915,-0.0771823356103915,-0.0771823356103915,-0.0771823356103915,0.461796784604707,0.0844436540041998
"LCP2",-0.0529003120347914,-0.194108816245323,-0.156855437517597,-0.183291358693396,-0.181253373129457,-0.230147685503702
"LDLRAD2",-0.0563013846659328,-0.0563013846659328,-0.0563013846659328,-0.0563013846659328,0.03282084295176,-0.0563013846659328
"CNMD",-0.133779581577662,-0.133779581577662,-0.133779581577662,-0.0427386437540036,-0.133779581577662,-0.133779581577662
"LEF1-AS1",-0.0922850262641257,-0.0922850262641257,-0.0626837907200705,-0.0922850262641257,-0.0922850262641257,-0.0922850262641257
"LEFTY2",-0.127792619585153,-0.127792619585153,0.0241033341893318,-0.120487461322267,-0.0120749331230318,0.0160170324543483
"LGALS1",-0.673153552316641,-0.841926500374571,-0.829588392613333,-0.322048276611089,-0.84485361114853,-0.825821672694231
"LGALS13",-0.246244692142478,-0.219073533026275,-0.0543955971029776,-0.200110773206498,-0.0318133947957161,-0.0428725875533391
"LGALS14",-0.0593506941094531,-0.0593506941094531,-0.0593506941094531,-0.0593506941094531,-0.0593506941094531,-0.0593506941094531
"LGALS3",-0.0890117353389503,1.56951433668649,1.53512530364856,1.66365662679739,0.994155075748929,1.13459867636637
"LGALS9",-0.260506538909705,-0.233170053346288,-0.24558814774864,-0.239386729672589,-0.260506538909705,-0.260506538909705
"LGI1",0.0221384855185134,-0.155462538506794,-0.155462538506794,-0.155462538506794,-0.155462538506794,-0.155462538506794
"LGMN",0.479275593876343,0.0560325191441579,0.147577786757127,0.18777379821563,0.189585025588831,0.737138525327348
"LGR5",-0.142652553384206,-0.142652553384206,-0.128931789241405,-0.142652553384206,-0.142652553384206,-0.142652553384206
"LHB",-0.13746230665099,-0.0042801066789643,-0.126327728381765,0.154137807831826,-0.719940117881382,-0.238313297453513
"LHX2",-0.129115970517657,-0.129115970517657,-0.129115970517657,-0.129115970517657,-0.129115970517657,-0.129115970517657
