"","timepoints9","timepoints10","timepoints12","timepoints13","timepoints14","timepoints15"
"CLECL1",-0.137443198776343,-0.137443198776343,-0.0782770847686234,-0.0798522273505969,-0.137443198776343,-0.137443198776343
"CLIC2",-0.188534307120898,-0.188534307120898,-0.188534307120898,-0.145131737482852,-0.188534307120898,-0.188534307120898
"CLIC3",-0.0182030002939412,-0.0695295306687909,-0.0638858278440909,0.158291740085839,0.184766498009246,-0.155039276075291
"CLIC4",-0.391889277395917,-0.208784052959338,-0.355884973372411,-0.343374668514692,-0.258674261353172,-0.372143596232169
"CLPSL2",-0.0864724924905095,-0.0864724924905095,0.299678861543248,-0.0864724924905095,-0.0864724924905095,-0.0864724924905095
"CLSPN",0.774090820233499,-0.0789998949315027,-0.238612102795346,-0.176880467452985,-0.240982733839217,-0.280041857393485
"CLU",0.7464508351637,0.3647446851764,0.331842349423374,0.908760978970017,0.354283395403631,0.18463711399688
"CMTM2",-0.0701852084380044,-0.0701852084380044,-0.0551427474742869,-0.0701852084380044,-0.0701852084380044,-0.0701852084380044
"CMYA5",-0.305553287012088,-0.00473742599536115,0.0542984061935641,0.0895855255789139,-0.268133278681951,0.00799303882493277
"CNNM1",-0.142315014662921,1.89144457782086,-0.0326430259659861,0.0731962897985106,-0.142315014662921,-0.142315014662921
"CNRIP1",-0.183342859361223,-0.25562823952791,-0.161105277641712,-0.0411376105499584,0.103327738721986,-0.460751853509284
"CNTN2",-0.132556203893259,-0.132556203893259,0.187108978458719,0.267217199380303,0.435037026732395,-0.132556203893259
"COL11A1",-0.347394774865009,-0.327140110321831,-0.335363333868019,-0.309807563571715,-0.347394774865009,-0.321890230852685
"COL12A1",1.24067105182701,-0.0585692894753141,-0.00576573253393868,-0.201579022965508,-0.160647379341461,-0.221102015111318
"COL13A1",-0.400060329911275,-0.400060329911275,-0.381220908214194,-0.268098301240614,-0.386408066769181,-0.400060329911275
"COL14A1",-0.333901463357106,-0.31122325807941,-0.330797524276094,-0.31185953109658,-0.333901463357106,-0.333901463357106
"COL15A1",-0.226350340341957,-0.190832077757603,-0.217295408848106,-0.145580879773508,-0.207275542429935,-0.182346459547476
"COL19A1",-0.105326502605488,-0.0310558947412559,-0.0940547738566202,-0.105326502605488,0.264689371212969,0.202179214034805
"COL1A1",-0.39911194515795,-0.650577899778546,-0.682546459670731,-0.582939911946925,-0.644818503863931,-0.675296414522126
"COL1A2",-0.584757087495266,-0.577194633056413,-0.717578770264963,-0.592694313477501,-0.797392831962924,-0.865051127986495
"COL20A1",-0.0861527420070158,-0.0861527420070158,-0.0768903471344733,-0.0861527420070158,-0.0861527420070158,-0.0861527420070158
"COL25A1",0.0174216378551838,-0.218035260319705,-0.201144540144341,-0.218035260319705,-0.038072144820528,-0.218035260319705
"COL28A1",-0.0894426062461658,-0.0894426062461658,-0.0293965455228324,-0.027794796180823,-0.0894426062461658,-0.0894426062461658
"COL3A1",-0.447835205081628,-0.645125294544794,-0.641869318893524,-0.563175004443667,-0.61625048623922,-0.677545974621867
"COL4A1",-0.548968385419461,-0.549794938659339,-0.584920815735821,-0.392114015128207,-0.598681636481776,-0.573589817589756
"COL5A2",-0.490902835327266,-0.430835584469946,-0.43172161534916,-0.472601142613242,-0.461636371212116,-0.446281423061497
"COL6A3",-0.45418784387761,-0.504038946941494,-0.594273024256918,-0.517334955831515,-0.516160465849499,-0.622171792123047
"COL6A6",-0.104969849189131,0.108901309398322,-0.104969849189131,-0.104969849189131,0.3857282738646,-0.104969849189131
"COL8A1",-0.26939025339492,-0.247181338721824,-0.250495272601913,-0.26939025339492,-0.26939025339492,-0.149394031282652
"COLEC11",-0.263084162631604,-0.335079578008511,-0.321300614506383,-0.317666198888184,-0.245948722794867,-0.300957404524218
"CORO1A",-0.279601770981846,-0.203310641983836,0.168486654005006,-0.0318545708409208,-0.234358457308088,-0.152758845126
"CORO2A",-0.221268059617612,-0.221268059617612,-0.214338677906604,-0.221268059617612,-0.209671237062481,-0.221268059617612
"COTL1",0.978786813632543,0.201280747667253,0.449472252033136,0.513319725742194,0.291490584011616,0.21207872488959
"COX4I2",-0.12501816874479,-0.0635041668110254,-0.12501816874479,-0.12501816874479,-0.12501816874479,-0.0631100578292039
"COX6A2",-0.181343583213343,-0.142053535001185,0.189593395405926,-0.00258900658432548,-0.181343583213343,-0.0664394860813543
"COX7A1",-0.666441101706588,0.220524811349274,-0.0221145350414406,0.382806801409748,0.672514107906013,0.384744987819041
"CP",-0.0824315902327298,-0.0824315902327298,-0.0444820056366839,-0.00406982119841005,-0.0824315902327298,0.0752444113237391
"CPA5",-0.134512207569591,0.328092451286667,0.249678188592567,0.387052126868059,0.725975099621825,-0.134512207569591
"CPED1",-0.553482259529358,-0.585213216876088,-0.568838806800817,-0.580989367489566,-0.609773775371859,-0.616863793778384
"CPLX3",-0.174132564841813,0.393515428257729,1.26341542613076,0.968747119786963,3.00009554749085,2.07293995937256
"CPVL",-0.191461677566777,-0.157530115419417,-0.200499644066537,-0.32008731837492,-0.331507943715629,-0.35613071791477
"CPZ",-0.21185477769921,-0.317058172695278,-0.343796736068415,-0.354284006735215,-0.317054879206059,-0.380185640842459
"CR1L",-0.126250911473439,-0.126250911473439,-0.116489186961576,-0.126250911473439,-0.0821553931919091,-0.00736948696717473
"CRABP1",-0.174008929527626,-0.0129052576026593,-0.138794606489868,0.197906124304081,-0.174008929527626,-0.174008929527626
"CRELD2",-0.684433214406176,0.0397333214855366,0.141443245818694,-0.245019858944446,-0.149296308838797,-0.0900132246273981
"CRH",-0.080346387149899,-0.080346387149899,-0.0666720937754772,0.0286904955370408,-0.080346387149899,-0.080346387149899
"CRISP2",-0.0826415775716331,-0.0826415775716331,-0.0826415775716331,-0.0826415775716331,-0.0826415775716331,-0.0826415775716331
"CRISP3",-0.0518330022810194,-0.0518330022810194,-0.0518330022810194,-0.0518330022810194,0.388259906502478,-0.0518330022810194
"CRNDE",-0.183475775732071,-0.183475775732071,-0.183475775732071,-0.169874677862327,-0.131482487845346,-0.183475775732071
"CRTAM",-0.0795148322977709,-0.0795148322977709,-0.070579560460677,-0.0795148322977709,-0.0795148322977709,-0.0795148322977709
"CRTC3-AS1",-0.0829573787397848,0.118722078753465,-0.0715194962767904,-0.0829573787397848,-0.0829573787397848,-0.0829573787397848
"CRYAB",-0.0982615083957549,-0.0897835627573413,-0.350546933972759,-0.186325048522409,-0.0504953625751985,-0.404924297007604
"CRYBA2",-0.231182457920225,0.148735986871627,0.991553948245727,0.975549442575177,0.287109334998792,-0.231182457920225
"CRYBB1",-0.119625367683471,-0.119625367683471,0.150521332983333,-0.0143950401005032,-0.119625367683471,-0.119625367683471
"CRYBG3",-0.320208364288088,-0.320208364288088,-0.320208364288088,-0.270874779815135,-0.320208364288088,-0.320208364288088
"CRYGA",-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,0.276309456224253,-0.0275558732687388,-0.0275558732687388
"CRYGC",-0.0814259183650513,-0.0814259183650513,-0.0636027687438825,-0.0814259183650513,-0.0814259183650513,-0.0814259183650513
"CRYGD",-0.18138619562597,-0.18138619562597,-0.18138619562597,-0.157952290717236,-0.135889639135683,-0.18138619562597
"CRYM",-0.331373330910767,-0.28629980962314,-0.317462051052817,-0.299530350233196,-0.19214189044109,-0.331373330910767
"CSE1L-AS1",-0.0298806486468622,-0.0298806486468622,-0.0298806486468622,-0.0298806486468622,-0.0298806486468622,-0.0298806486468622
"CSF1",-0.171832747759935,-0.171832747759935,-0.171832747759935,-0.171832747759935,-0.171832747759935,-0.0968489358211923
"CSF1R",-0.007522546806403,-0.269880921982861,-0.249674738111306,-0.261403347659267,-0.288229568718131,-0.263615743413118
"CSF3",-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,0.21089170327996
"CSF3R",-0.226477179536388,-0.226477179536388,-0.197134433292671,-0.156633554786084,-0.185261968767808,-0.226477179536388
"CSHL1",-0.0609005623721031,-0.0609005623721031,-0.0347788535269184,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031
"CSNK1A1L",-0.0677310649152888,0.101377851928019,0.071889832750017,-0.0298956313673813,-0.0677310649152888,-0.0677310649152888
"CSNK1E",-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979
"CSRP2",-0.50218231153956,-0.625055510418938,-0.465298406799196,-0.423138066703648,-0.152750014421167,-0.623978909696616
"CST3",0.290989335198421,0.028252497863358,0.443285752951333,0.397087424452725,0.632982356092202,0.32969407111793
"CST7",-0.10558480616119,-0.10558480616119,-0.0789022262654102,-0.0919082804601534,-0.0105763358073983,-0.10558480616119
"CSTA",-0.19523103325793,-0.19523103325793,-0.156201751423283,-0.139951031037117,-0.19523103325793,-0.19523103325793
"CCN2",-0.423106512313792,-0.368156569283489,-0.501798013439399,-0.502235635453286,-0.563023610141851,-0.501992387792549
"CTLA4",-0.0588141561450706,0.093070359851767,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706
"CTRL",-0.0776810968904055,-0.0776810968904055,-0.0671877444930381,0.446551637517489,-0.0776810968904055,-0.0776810968904055
"CTSB",-0.313770084625481,-0.194980897418407,-0.0698849830927067,-0.090954033824371,0.00598574869729395,-0.135599701535045
"CTSC",-0.428235040263506,-0.539553414481982,-0.602996121677572,-0.521543115798411,-0.454818805939175,-0.814259311135076
"CTSD",0.101907362162799,0.374182644957969,0.221393720907832,-0.267865848785873,-0.387292484096137,-0.240892314478455
"CTSE",-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.00575557100785131,-0.0755640355301528
"CTSS",-0.368227078827219,-0.262870563925618,-0.252156526498052,-0.265848625281614,-0.326854223071674,-0.296097483803102
"CTSV",-0.187644682736775,-0.283375176794281,-0.286994911665597,-0.304925595171872,-0.246552822413778,-0.299793762041356
"CTSW",-0.112371896300992,-0.112371896300992,-0.0646166453510115,-0.112371896300992,0.0946272694635313,-0.112371896300992
"CTXN2",-0.255803928807474,0.459152784733125,0.155359919105531,-0.00302579254344524,1.09461603779169,0.676541882902296
"CX3CR1",-0.175386073570276,-0.14724335425016,-0.149348007876115,-0.175386073570276,-0.175386073570276,-0.175386073570276
"CXCL1",-0.199843924127606,-0.0338553412529406,-0.190680741679082,0.120477534783808,-0.199843924127606,-0.199843924127606
"CXCL12",-0.496279140075385,-0.575509935661129,-0.524019066244753,-0.497384711327887,-0.536670409449447,-0.575509935661129
"CXCL13",-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098
"CXCL14",-0.414816787267219,-0.403729418011048,-0.309546836056978,-0.393741792701911,-0.346378654642144,-0.386637844275134
"CXCL2",-0.0723398237817904,-0.262171107128663,-0.386628659725392,0.0386304305480381,-0.457477281849712,-0.247796130516171
"CXCL3",-0.071677528023107,-0.201375467177952,-0.27546939621351,-0.0782819762289532,-0.286558461548555,-0.247199422725934
"CXCL5",-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457
"CXCL8",-0.51543513650109,-0.374177972428066,-0.372693178243561,0.137037381884271,-0.451520086552858,0.0643656764236896
"CXCL9",-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714
"CXCR2P1",-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,0.00768307157452704,-0.0892529297644955,-0.0892529297644955
"CXCR3",0.720589661234605,-0.00785925572617508,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036
"CXCR4",-0.290189327154886,-0.3094720507333,-0.312912574747919,-0.379221187613895,-0.316526035227094,-0.486621529971447
"CXXC1",-0.101956656595483,-0.512763877938424,-0.397326936768635,-0.338095952453692,-0.543307124540375,-0.203320739611857
"TASL",-0.156747881492642,-0.156747881492642,-0.125069374239794,-0.125848205285173,-0.103323409126656,-0.156747881492642
"CYB561",0.909676060370266,1.1867192528683,0.760087335603944,0.328839336220408,0.110284531305125,0.489818518457574
"CYB5D2",0.133020061710688,-0.0837708073139709,0.186535338884656,0.0811614777008305,0.339265492415869,-0.310193208231355
"CYBA",-0.445022453898038,-0.460372708519842,-0.366409487924758,-0.399226127604483,-0.385562417581148,-0.502879763001965
"CYBB",-0.320752187028765,-0.276664460232325,-0.226939619649332,-0.177337947359611,-0.264586642368435,-0.320752187028765
"CYP11A1",-0.124768013923071,-0.124768013923071,-0.124768013923071,0.147792424114544,0.0482184816326854,-0.124768013923071
"CYP1B1",-0.171536970415327,-0.171536970415327,-0.161777379164327,-0.171536970415327,-0.124368964786842,-0.171536970415327
"CYP26A1",-0.197776933596147,-0.277829101645972,-0.338310620240525,-0.339729012390949,-0.339729012390949,-0.339729012390949
"CYP2B7P",-0.0627834134552039,-0.0627834134552039,-0.0627834134552039,0.473631225706832,-0.0627834134552039,-0.0627834134552039
"CYP2S1",2.77237148508725,0.335391370174525,0.0926746595746542,0.230779381172057,-0.150935213323584,-0.150935213323584
"CYP3A4",-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644
"CCN1",-0.446888998006604,-0.342922174770302,-0.513411328970361,-0.469956675471075,-0.394409050420402,-0.489076641571257
"CYSRT1",-0.109075822586625,-0.109075822586625,-0.100425819437994,0.197259808400849,0.114062187516906,-0.109075822586625
"CYTH4",-0.240512934868181,-0.214470447978925,-0.217360439329266,-0.230755008517004,-0.240512934868181,-0.240512934868181
"CYTIP",0.0506596055453222,-0.23130956548258,-0.185957246511754,-0.215696526866133,-0.210373059823101,-0.187116622380793
"CYTL1",-0.184423615508063,-0.223396647638576,-0.144237991552362,-0.274567577751534,-0.300806361790227,-0.264615227624232
"DAB2",-0.326472600217089,-0.397236961760482,-0.321625013359571,-0.300034325811513,-0.389644927349424,-0.383222055921784
"DAPL1",0.980909023547762,-0.249123061426229,-0.192491762152605,0.15535909120878,0.209064654588183,0.167512295568476
"DBF4",-0.229924906485422,-0.154411098625131,-0.211215550700951,-0.14904688316337,-0.0788727752603671,-0.199465655636816
"DCLK1",-0.175621251366785,-0.103275861919695,0.477960673941189,0.641177524447781,0.16653970341477,0.159249826566788
"DCN",-0.0991026839585846,-0.566364483200786,-0.66738806384652,-0.584083743284293,-0.718257895621654,-0.69369069076739
"DCT",-0.0755207018909007,-0.0755207018909007,-0.0524580103536055,-0.0755207018909007,-0.0755207018909007,-0.0755207018909007
"DCX",0.543781813676732,1.69710118155361,0.789256438428014,0.158533122071008,0.517142404280199,-0.101210052840044
"DDC",-0.132800722056139,-0.132800722056139,-0.116056062122836,0.347611952111511,0.382581469580659,-0.132800722056139
"DEFA6",0.29922796848825,-0.268486726658348,-0.264858844966739,-0.305442359020764,-0.317574573729147,-0.308020922407025
"DEFA4",-0.049582846437034,-0.049582846437034,-0.049582846437034,-0.049582846437034,-0.049582846437034,-0.049582846437034
"DEFB1",-0.15083963372952,-0.0393184327834107,-0.15083963372952,-0.15083963372952,-0.15083963372952,0.389827652171367
"DEPDC1",-0.200433013021545,-0.200433013021545,-0.0940135214097393,-0.200433013021545,-0.173351530499215,-0.200433013021545
"DEPDC7",-0.159362503651642,0.406912153544844,-0.142169534857768,-0.137672197318242,-0.159362503651642,-0.159362503651642
"DHFR",-0.192156535193743,0.136267239382697,-0.188250741887659,-0.000786887876011432,-0.130512747384774,-0.327961277957628
"DHRS2",-0.126290007397457,-0.126290007397457,-0.0597787570918793,0.371082899112349,-0.126290007397457,-0.126290007397457
"DHRS7C",-0.0546611468050327,-0.0546611468050327,-0.0546611468050327,0.0529620411215906,-0.0546611468050327,-0.0546611468050327
"DHRS9",-0.12981499394099,-0.12981499394099,-0.12981499394099,-0.100671252078577,-0.12981499394099,-0.12981499394099
"DIAPH3",-0.248699273693173,-0.248699273693173,-0.123225192948758,-0.0594759342247929,-0.21666084871362,-0.248699273693173
"DIO2",1.14330161560407,1.77280993474769,1.55181888239161,1.52450917616706,1.47977967755221,0.912914903480813
"DIRAS3",1.2669525143178,0.894486011802843,0.885493219113582,0.725720500036624,0.619724540048364,0.298387631683072
"DIRC1",-0.127258886292909,-0.127258886292909,-0.0943491455496356,0.179627746625058,-0.127258886292909,-0.127258886292909
"DKK1",0.387571663253992,0.0433941739001091,-0.170671210596235,-0.188902183787332,-0.24322048928478,-0.26928497732372
"DKK2",-0.224151711250257,-0.224151711250257,-0.204799482822009,-0.224151711250257,-0.189983707791153,-0.224151711250257
"DKK4",-0.086709413094921,-0.086709413094921,-0.086709413094921,-0.086709413094921,-0.086709413094921,-0.086709413094921
"DLEU7-AS1",-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209
"DLGAP5",-0.292647467002116,0.589533697385798,0.0117515306869066,-0.0892715688738615,0.283653749791235,-0.133787876682989
"DLGAP4-AS1",3.28672704959804,-0.0699094256029359,0.106985842897545,-0.0151427333129707,-0.0699094256029359,-0.0699094256029359
"DLK1",0.108149249671978,0.442612716118204,0.384897420613193,0.0383262793097546,0.114054253990292,0.61493227030429
"DLX1",-0.073151104900376,0.547227472819836,-0.073151104900376,-0.073151104900376,-0.073151104900376,-0.073151104900376
"DLX2",-0.162024514151563,0.405667544776657,-0.162024514151563,-0.162024514151563,-0.162024514151563,0.463844939734817
"DLX5",-0.0736284494506775,0.373094959312255,-0.0736284494506775,-0.0272449854120265,-0.0736284494506775,-0.0736284494506775
"DLX6",-0.0685019098562551,-0.0685019098562551,-0.0685019098562551,-0.0685019098562551,-0.0685019098562551,-0.0685019098562551
"DLX6-AS1",-0.0556681764678509,-0.0556681764678509,-0.0556681764678509,0.0896247223124212,-0.0556681764678509,-0.0556681764678509
"DMRT2",-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927
"DNAH8",-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231
"DNAJA4",0.127396182805879,0.403607174829131,-0.141452289539026,0.426514817807328,0.356309270775595,-0.301129900135971
"DNAJB1",0.158176321444,0.244081062297218,-0.0330974871151557,1.04947626587399,0.945859190081843,0.0146829100773248
"DNAJC12",1.26734119918136,-0.488215036532616,0.189720882913102,0.0125461599506511,0.184256375194883,-0.311993228637589
"DNAJC18",0.257487465820338,0.358014037578095,0.064662105256705,0.215136756819165,0.196947097228928,-0.482682169531505
"DNASE1L3",-0.148095852520627,-0.148095852520627,-0.0875319396336746,-0.0902707610489152,-0.148095852520627,0.0800821893430003
"DNASE2B",-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986
"DNER",0.345041700795753,0.378777275191148,0.579465911825681,0.322301872700823,0.31183713579381,0.378695518415183
"DNM3-IT1",-0.0486823913851049,-0.0486823913851049,0.134020924821897,-0.0486823913851049,-0.0486823913851049,-0.0486823913851049
"DOCK8",-0.322343630230963,-0.322343630230963,0.0483824402449313,-0.0955741928489075,0.329153472875213,0.0510302470613609
"DOCK9-DT",-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361
"DOK2",-0.235109972927228,-0.205766448882965,-0.198040681487273,-0.172229799020028,-0.0675167950706376,-0.235109972927228
"DPEP2",-0.168770588361652,-0.168770588361652,-0.16513643177374,-0.147023588951853,-0.114108677305658,0.528579526710288
"DPH3P1",-0.107385979311006,-0.107385979311006,-0.0781475699307713,-0.107385979311006,-0.107385979311006,-0.107385979311006
"DPP4",-0.0900436819032056,-0.0900436819032056,-0.0505319471563785,-0.0900436819032056,-0.0900436819032056,-0.0900436819032056
"DPT",-0.138884645900248,-0.138884645900248,-0.138884645900248,-0.132842386702664,-0.134144678682694,-0.138884645900248
"DPYSL3",-0.387465906283463,0.643136458236115,0.084123385244096,-0.0815335535557457,0.0126293716706453,-0.250501675883206
"DRC7",-0.083703490959528,-0.083703490959528,0.0433308159052267,-0.0639692006826017,0.0961681399892704,-0.083703490959528
"DSG3",-0.378564928874989,0.168981423467554,0.122285580411516,-0.182789465137803,0.0288439124850632,-0.217963018868286
"DTX1",-0.169466744300813,0.192957962035789,0.0783268090574276,-0.0713333412559651,-0.0888278250174457,-0.169466744300813
"DTYMK",0.499378212444091,-0.351390212425194,-0.284201235826748,-0.359307128306447,-0.409036071333287,-0.253587769298786
"DUSP2",-0.176654525787763,-0.144597269153778,-0.14266206397624,0.0221120794855946,0.0884337278261458,0.832906388039161
"DYNC1I1",-0.0187928134220442,0.57689457797534,0.541046713590383,0.294456667019816,0.770813978458933,0.513183398351949
"DZANK1",1.49901369819313,0.647391943729084,0.369235631492984,0.48037110865042,0.161646831354305,0.0147993265683964
"E2F2",-0.175989972180518,-0.175989972180518,-0.15628217970503,-0.140209944898404,0.0400010753422649,-0.175989972180518
"E2F3",-0.257332274770911,-0.257332274770911,-0.109692228940407,0.0558615253700104,-0.140495354577397,-0.257332274770911
"E2F7",-0.170431160372073,-0.170431160372073,-0.111224822197758,-0.170431160372073,-0.170431160372073,-0.170431160372073
"EBI3",-0.158423327808669,-0.158423327808669,-0.138831030562296,-0.1319800763436,-0.158423327808669,-0.158423327808669
"ECEL1",0.909071939454626,-0.128764971825338,0.970605797586329,0.31007296114228,0.130366019137314,-0.188631374562127
"ECSCR",-0.217515316819377,-0.115523183577799,-0.213553761983668,-0.168567207061297,-0.217515316819377,-0.146912675206254
"ECT2",-0.271557476532525,0.0190672834468142,-0.10282373521912,-0.00794228064961646,-0.271557476532525,-0.271557476532525
"EDN1",-0.100416231931416,-0.100416231931416,-0.0672243750461104,0.0528415475003876,-0.100416231931416,-0.100416231931416
"EDN2",-0.0958547268928964,-0.0958547268928964,-0.0867223085987432,-0.0958547268928964,-0.0958547268928964,-0.0958547268928964
"EDN3",-0.168389706035128,-0.168389706035128,-0.168389706035128,-0.168389706035128,-0.168389706035128,-0.168389706035128
"EDNRA",-0.364234614559078,-0.364234614559078,-0.357574031057331,-0.323456362160686,-0.342224410497962,-0.364234614559078
"EDNRB",-0.29320517526094,-0.243446483707247,-0.29320517526094,-0.223647352904801,-0.29320517526094,-0.201502185109684
"EFNA1",-0.401954670578219,-0.129597159906211,-0.364267316193151,-0.248098293627188,-0.252598814745719,-0.375604610296089
"EFNA2",-0.188010535421049,-0.217764010489454,-0.195204801119782,-0.0985690879059684,-0.306697005063172,-0.306697005063172
"EGFL6",-0.311724306492292,-0.285708352536085,-0.259752659353199,-0.290776456285548,-0.295836481659669,-0.311724306492292
"EGFL7",-0.417197364756184,-0.329917871125175,-0.352620240084707,-0.199219361694991,-0.230377956248887,-0.212439148483377
"EGLN3",-0.249074347921021,-0.344071361223829,-0.369115085490224,-0.399256677683099,0.111804199522397,-0.36333879202843
"EGR2",0.340433915883974,-0.10073401817791,-0.257116062980633,-0.0505627228251324,-0.448907597690184,0.102262339797163
"EGR4",-0.187675417515937,0.184725308737786,0.40306510351239,0.908085060891769,0.185024603336636,2.31912794140739
"ELANE",-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864
"ELF3",-0.28180595217579,0.461976492476651,-0.0762655769837308,-0.193837839241026,-0.0319980693716062,-0.242474964332706
"EMC3-AS1",-0.251020605199587,0.338341613897154,-0.0425712076238229,-0.239937435497918,-0.211323033842031,-0.171882814504062
"EML2-AS1",-0.0868713536005618,-0.0868713536005618,-0.0868713536005618,-0.0868713536005618,-0.0868713536005618,-0.0868713536005618
"EMX2",-0.187014468281108,-0.307910095029874,-0.304666799043928,-0.301341083063767,-0.302492181746909,-0.307910095029874
"ENO3",-0.181582047681959,-0.0885988249030993,-0.0334521204719387,-0.181582047681959,-0.181582047681959,-0.181582047681959
"ENOX1",-0.2022495939968,0.220837668877235,0.0191109586384127,-0.191157520184557,-0.162717189551935,-0.2022495939968
"ENOX2",-0.326707463137531,0.0529319541838282,-0.12970868845067,-0.139250035333353,-0.196102777890893,-0.289449787784846
"ENTPD1-AS1",-0.151922198274487,0.15346019419481,-0.0820625636886953,0.155711807733831,0.612995296083748,-0.151922198274487
"EOMES",-0.0562162315548763,-0.0562162315548763,-0.0562162315548763,-0.0562162315548763,-0.0562162315548763,-0.0562162315548763
"EPB41",-0.37166541522209,-0.341755898671404,-0.288795118296371,-0.233664677279636,-0.356839467696068,-0.0797529857494846
"EPB42",-0.203699042490087,-0.203699042490087,-0.201840473214787,-0.18463828889139,0.065767223655425,-0.0648571360463923
"EPCAM",-0.0245450109439964,0.78779720923652,0.474570073576464,0.649961121308614,0.55217385170013,0.363273575671369
"EPHA5",-0.132932823004051,0.14179313367195,0.236635530252249,0.313777618717227,0.0843181512954675,-0.132932823004051
"EPSTI1",-0.327671128252856,-0.305049604983433,-0.244107260738774,-0.322813450102806,-0.313642168097977,-0.260098713145356
"ERBB4",-0.202025499508034,-0.202025499508034,0.0872678628275477,0.295435518999567,0.128113607801369,0.350065832317678
"EREG",-0.098415917103168,-0.0232686942299179,-0.098415917103168,-0.0599946769510739,-0.098415917103168,-0.098415917103168
"ERICH6B",-0.0994208165508706,-0.0994208165508706,-0.0994208165508706,-0.0994208165508706,-0.0994208165508706,-0.0994208165508706
"ESAM",-0.183914524539832,-0.188366046015476,-0.260857663002521,-0.19467926331145,-0.277899005375449,-0.0980319321338513
"ESCO2",-0.193379004032562,-0.193379004032562,-0.193379004032562,-0.163662692886958,-0.193379004032562,-0.193379004032562
"ESM1",-0.160328124736751,-0.160328124736751,-0.113404693139631,0.0299852102959584,-0.160328124736751,-0.0209203120463292
"ESPL1",-0.146884569127273,-0.146884569127273,-0.146884569127273,-0.12549557290559,-0.105002264421155,-0.146884569127273
"ESR1",-0.106745122481428,-0.106745122481428,0.204199581298901,-0.0849378744949847,0.0799109444395807,-0.106745122481428
"EVI2A",-0.25790457599148,-0.148627466546665,-0.220142127509308,-0.2279863201147,-0.197244278772553,-0.25790457599148
"EZR",-0.0808242988102053,-0.892473897386892,-0.594667024812571,-0.541525411534758,-0.620371214552675,0.429868636270486
"F13A1",-0.177080130549105,-0.227327158681994,-0.171568245509769,-0.25074267288178,-0.24067789175046,-0.160540535144536
"FABP1",-0.0307843120977003,-0.0307843120977003,-0.0307843120977003,-0.0307843120977003,-0.0307843120977003,-0.0307843120977003
"FABP3",-0.284499785471784,-0.244677555462883,-0.036230980208664,-0.180826484907184,-0.0598178038546369,-0.284499785471784
"FABP4",-0.177241491210086,-0.177241491210086,-0.119535546710267,-0.0373318939986961,-0.177241491210086,-0.177241491210086
"FABP6",3.26354299632391,-0.0155178250943006,-0.0392652729342132,-0.0320367330925744,-0.104685505514132,-0.104685505514132
"FABP7",-0.196226538538794,-0.169043513317455,-0.190610049288087,-0.141618589202088,-0.123172186595722,-0.196226538538794
"FAIM2",-0.246645047640195,0.192157326045606,1.28816697411138,0.587203689884924,1.20714265530323,0.590601910768354
"FALEC",-0.182518421314009,0.0695244077307024,0.194570928248389,0.0920227320066901,-0.0187483393525642,-0.182518421314009
"FAM106C",-0.0343086571027748,-0.0343086571027748,-0.0343086571027748,-0.0343086571027748,-0.0343086571027748,-0.0343086571027748
"FAM107A",-0.1706826300257,-0.474208366263241,-0.451345162759636,-0.415533894973057,-0.393719586232421,-0.49944965311434
"FAM111B",-0.206241863125895,-0.206241863125895,-0.1437983299156,-0.206241863125895,-0.206241863125895,-0.206241863125895
"FAM122B",-0.391536759313808,-0.0455772218744044,0.0498564053076877,0.0112822620526998,-0.182089730346599,-0.190569754092378
"NIBAN3",-0.0552155833744536,-0.0552155833744536,-0.0552155833744536,-0.0552155833744536,-0.0552155833744536,-0.0552155833744536
