"","timepoints2","timepoints3","timepoints4","timepoints5","timepoints6","timepoints7","timepoints8","timepoints9","timepoints10","timepoints11","timepoints12","timepoints13","timepoints14","timepoints15"
"AGAP1-IT1",-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,0.117281374046624,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973
"AGR2",-0.600464657280728,0.278106819412478,0.73419819336652,0.126525909737298,0.147049537568147,2.04814640228924,0.303093148185952,1.86283993707984,1.99218789833633,0.0619136778748336,2.12267021890178,1.40552820688873,1.45351311024678,0.930760140483426
"AGR3",-0.140103613451929,-0.269115860239309,-0.0317106253827839,-0.381279626064275,-0.166411288912309,-0.381279626064275,-0.0155956238078677,-0.11356912551501,-0.0980137321109121,-0.351833637001467,0.300998963001076,0.0659631982665787,-0.251869178831617,0.369059784648233
"AGRP",-0.0690189534455209,1.49677814110458,0.0667361838197931,-0.0690189534455209,1.43706178258096,-0.0690189534455209,-0.0690189534455209,-0.0690189534455209,0.490370988412564,-0.0690189534455209,0.0765774514228328,0.222929290112639,-0.0690189534455209,1.74494762322799
"AGXT",-0.187148885763461,0.805931104818796,-0.15188219813685,-0.187148885763461,0.104824199261052,-0.187148885763461,1.10520634584562,-0.187148885763461,0.641853383733153,-0.187148885763461,0.0524329849045245,0.703208892939053,0.09692129038378,0.447084029025548
"AHSP",-0.331175078249402,0.633219531281865,-0.220029915155966,-0.350106760862385,-0.00743152100791762,-0.334061492992926,-0.365021583742738,-0.345093213731697,-0.314261479185121,0.0963185972221352,-0.298010197597994,-0.232558947296411,0.1126817207113,-0.0797373313254077
"AIF1",-0.43238567484462,-0.35763469682732,-0.399362696961057,-0.464628182678367,-0.413740374085323,-0.282304100694052,-0.0955399322084613,-0.28660120387993,-0.206169736046967,0.834827102714913,-0.305724115281422,-0.212086810414369,-0.262642598538129,-0.437893488701535
"AIM2",-0.170052784744033,-0.170052784744033,-0.170052784744033,-0.170052784744033,-0.170052784744033,-0.170052784744033,0.98494045829733,-0.170052784744033,0.858791142576784,0.407833031592854,0.173737003363535,0.220547256210836,0.61311880029666,-0.140190893258755
"AJAP1",-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.0585333764318578
"AKAP12",-0.156878823649642,-0.0692292719518774,-0.388848531797974,-0.420047736489967,-0.579344349522811,-0.174672170089822,-0.255057946770502,0.0563143481279912,-0.409519101288709,-0.0609824395698445,-0.322987490770607,-0.0874494148061019,-0.358539241261263,0.139763945941669
"AKR1B15",-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878
"AKR1C6P",-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601
"ALAS2",-0.28680029638992,0.245324200984679,-0.201553984777307,-0.28680029638992,-0.107927460570762,-0.273638747612345,-0.258316216342414,-0.253791783607848,-0.223517306780192,-0.237541695719861,-0.234766499396668,-0.225216418470984,0.116522952084,-0.145871132794383
"ALDH1A1",-0.296769233051368,-0.356448650576964,-0.393519568204907,0.0593240989530286,-0.0554870555542808,-0.458907652986663,-0.530649780647705,-0.342089590050982,-0.443137481128548,0.288029130997444,-0.322703093630323,-0.233248779600808,-0.479288375576532,-0.353178355570891
"ALDH1A2",-0.425416704462433,0.0489109308551013,-0.291659410309142,-0.101106313003379,-0.228234589693364,0.0809430449721713,-0.349711569103068,-0.442957351354411,-0.272348307890178,0.477878353999159,-0.0875372476494151,-0.110871193680922,-0.00630696239952176,0.114799072902235
"ALDH3A1",-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,1.04578127223577,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,0.0766606017917875
"ALOX12B",-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,0.0149600092866782,-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,-0.0629718393706684
"ALOX15",-0.21293640860241,-0.21293640860241,-0.0394337125792019,-0.21293640860241,-0.167590012106716,-0.21293640860241,-0.21293640860241,-0.21293640860241,-0.200304514453322,-0.21293640860241,-0.179064312054613,-0.185873580612015,-0.21293640860241,-0.204824306967911
"ALOX5AP",-0.246982322893558,-0.246982322893558,-0.227860899366378,-0.246982322893558,-0.246982322893558,-0.227073269036874,-0.159074285790713,-0.144995825528368,-0.231208802910301,0.711527491695078,-0.212313421554566,-0.218297984730979,-0.22123196417673,-0.150183044748183
"ALPK1",-0.132496946276169,-0.19041940694335,-0.160900050214471,-0.19041940694335,-0.19041940694335,0.554912916082303,-0.19041940694335,-0.19041940694335,-0.19041940694335,-0.19041940694335,-0.19041940694335,-0.150216764817557,-0.15642178968467,-0.108593977374747
"FLACC1",-0.137599381632742,-0.137599381632742,-0.127751657604105,-0.137599381632742,-0.137599381632742,-0.137599381632742,-0.137599381632742,-0.079794736166244,-0.0698571438887717,-0.137599381632742,-0.112119334109763,-0.137599381632742,-0.137599381632742,-0.121275261966919
"JAML",-0.281071845541082,-0.281071845541082,-0.281071845541082,-0.281071845541082,-0.158248002778646,-0.228448331648706,-0.281071845541082,-0.245155636626574,-0.218732089995512,-0.0726297276416375,-0.192065353916031,-0.201624832543309,-0.272822615113328,-0.276696136038423
"AMPD1",-0.0461920447132478,1.9630463642294,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,0.511929735548599,-0.0461920447132478,-0.0461920447132478,0.143509795091995,-0.0461920447132478,0.112802661070918
"ANGPT1",-0.552833926673767,-0.385311480873051,-0.483723223535577,-0.480247361016644,-0.579081209375035,-0.48235440157395,-0.577520099796137,-0.50235178189906,-0.499984085664222,-0.562162464448629,-0.531252813610283,-0.519999675290079,-0.488866703351188,-0.561024863003704
"ANGPT2",-0.118908394568588,-0.304393881333113,-0.219860212295592,-0.289581393334836,-0.283363333820094,0.0621848192278868,-0.27985899295785,-0.304393881333113,-0.209865803982911,-0.304393881333113,-0.266009499116814,-0.128226689397284,-0.103340411507088,-0.0751581822778154
"ANGPTL1",-0.289425716969793,-0.289425716969793,-0.227474616570599,0.0429453850281951,-0.289425716969793,-0.289425716969793,-0.289425716969793,-0.253078986646586,-0.279363174628335,-0.289425716969793,-0.184087527100585,-0.279287288231889,-0.289425716969793,-0.262633566606362
"ANGPTL4",-0.268746396977308,-0.268746396977308,-0.236615342577853,-0.268746396977308,-0.268746396977308,-0.216567897244742,-0.268746396977308,-0.244339478345093,-0.187027751725869,-0.268746396977308,-0.268746396977308,-0.262431169419593,-0.268746396977308,-0.240445129312838
"ANK1",-0.16931670404394,-0.0920137716607211,-0.161083764730809,0.0556781436002493,-0.16931670404394,-0.16931670404394,-0.16931670404394,-0.16931670404394,-0.11419803404894,0.929912149528583,-0.138834570195128,-0.143159392498372,-0.16931670404394,0.0401242989329806
"ANKRD1",-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,-0.027290026506742,-0.0418530511820642,0.0527463408711676
"ANKRD19P",-0.146942070831422,-0.146942070831422,-0.0930660887531582,-0.146942070831422,-0.146942070831422,-0.146942070831422,-0.146942070831422,-0.146942070831422,0.0667881803588817,-0.110465391831303,-0.0778732024729808,0.0088196255967479,0.116951114604903,0.188739045707252
"ANKRD34C",-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,0.216514892670282
"ANKRD50",0.226124823105946,0.0258278022381759,-0.329103115667621,0.175867318327493,0.220411310454274,-0.0321529720703066,-0.455052383552795,-0.122655003816069,-0.0882073124897018,-0.30484623140282,0.167675621587752,-0.070640055346423,-0.139975253540427,-0.331333394524011
"ANKRD9",0.0861966447243376,-0.132870054672532,-0.132870054672532,-0.132870054672532,-0.132870054672532,-0.132870054672532,-0.0700852055308807,-0.0805315021204997,-0.109150475644912,-0.132870054672532,-0.125625324369713,-0.132870054672532,-0.132870054672532,0.148598557957261
"ANKS4B",-0.0450935973180918,-0.0450935973180918,-0.0310126526117688,-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,-0.016395915949059,-0.0450935973180918,0.233936780385189
"ANLN",-0.237602534045907,-0.197829272419163,-0.0579277866935917,-0.237602534045907,-0.237602534045907,-0.237602534045907,-0.237602534045907,-0.237602534045907,-0.0102459261832266,-0.237602534045907,-0.217948486930036,-0.208782816962044,-0.237602534045907,-0.232602312227475
"ANXA1",-0.545205780587867,-0.524227152622275,-0.36738388897431,-0.644959138605147,-0.531980395004983,-0.574518820552033,-0.52146484863253,-0.586259600936158,-0.58589177762636,-0.381804372713476,-0.595503850697291,-0.383121227657365,-0.535096799235677,-0.272750793285286
"ANXA2",-0.629950119224515,-0.156312838872658,-0.340406764048813,-0.639913523839193,-0.204535631156248,0.424982280188533,0.526623544591987,-0.455273722749281,-0.0673892927879157,-0.451312542844654,-0.316227017124872,-0.320474360423923,-0.500889219218153,0.328129155968714
"ANXA2R",-0.125853363643615,-0.125853363643615,-0.116015202897607,-0.125853363643615,-0.125853363643615,-0.125853363643615,-0.125853363643615,-0.125853363643615,-0.125853363643615,-0.0982929615530009,-0.120116495694931,-0.0658130943390117,-0.109101731829887,-0.125853363643615
"ANXA3",-0.243235395352358,-0.176784130016542,-0.143251967521084,-0.284805712766358,-0.214183968679234,-0.0117964302176802,-0.284805712766358,-0.251009289681347,-0.10429547382491,-0.0235505640045604,-0.167171811630563,-0.251322320381763,-0.139711413561162,-0.228092636265841
"APBB1IP",-0.226054389316592,-0.226054389316592,-0.107595509031304,0.529165562792821,0.917619524162309,-0.144281349844722,-0.226054389316592,0.3733624852592,-0.203256287296909,-0.180359680162822,-0.195753347520623,-0.183790653713838,-0.226054389316592,-0.215688063873177
"APBB2",-0.158701641567928,0.330357973091508,0.257939116220026,-0.253163038814287,0.560864780658974,0.864187113549392,0.434876134797373,-0.305126243604639,0.230296087180129,0.52407003747728,-0.0481298656654215,0.113819205598587,-0.313961979765399,-0.124303924134689
"APCDD1L-DT",-0.0978040952256822,-0.0978040952256822,-0.0978040952256822,-0.0978040952256822,-0.0978040952256822,-0.0978040952256822,-0.0978040952256822,1.09844856487058,-0.0874592819586765,-0.0978040952256822,-0.0978040952256822,0.161113958498053,-0.0978040952256822,-0.0978040952256822
"APLNR",0.033737186418127,-0.13686043050462,-0.130941369595834,-0.189601963616464,-0.189601963616464,-0.189601963616464,-0.189601963616464,-0.189601963616464,0.104986944774795,-0.189601963616464,-0.189601963616464,-0.17948902824691,-0.189601963616464,-0.189601963616464
"APOA2",-0.0319487427173795,0.247286936306666,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,0.0653271025237459,-0.0319487427173795,-0.0319487427173795
"APOBEC3A",-0.0405496031434753,-0.11218907269889,-0.11218907269889,-0.11218907269889,0.146015154188461,-0.11218907269889,-0.11218907269889,-0.11218907269889,-0.0957459435922121,-0.11218907269889,-0.0693423570559223,-0.11218907269889,-0.0529174444849492,-0.0783093797411495
"APOBEC3D",0.159767935956561,-0.115605709016721,-0.109964752101077,-0.115605709016721,-0.115605709016721,-0.115605709016721,0.181964755870644,-0.115605709016721,-0.115605709016721,-0.115605709016721,-0.0281183840836649,-0.0957239004625449,-0.0947717114579715,-0.115605709016721
"APOBR",-0.164579104636091,-0.164579104636091,-0.164579104636091,-0.164579104636091,-0.164579104636091,-0.164579104636091,-0.164579104636091,0.0311411430661587,-0.164579104636091,-0.164579104636091,-0.146095290846335,-0.133036275658175,-0.130618526557688,-0.164579104636091
"APOC1",-0.244634763673302,-0.137474780238471,-0.120163696856755,-0.316301730679347,-0.243395748720486,0.0115891924616926,-0.287435776422643,0.00248070578046049,-0.0706417530158481,0.157307617288357,-0.0870579864543426,-0.110441110106306,-0.221867840976857,-0.166924299798029
"APOD",-0.472148168595584,-0.398398234801057,-0.372397083952533,-0.472148168595584,-0.458750557889606,-0.295776378694877,-0.269891805727431,-0.369839017764629,-0.399654927256015,-0.472148168595584,-0.423389906443421,-0.389439394006536,-0.454945171974115,-0.326796677806428
"APOE",-0.307048520262674,-0.155173695499078,-0.146006900542346,0.0955340342600213,-0.206532910889381,-0.150001401641218,-0.234172649187011,-0.228241958278911,-0.259430416378492,0.389640581995885,-0.255078645769007,-0.197962126607748,-0.214059190916443,-0.258226041059996
"APOLD1",-0.366757609021284,-0.333716687695822,-0.0921510838019619,-0.366506656521781,-0.327442816932689,0.0565064169026481,-0.204748749099363,-0.390527001834938,-0.126399271792427,-0.368275787716595,-0.22668596181003,-0.177933177877311,-0.23968131168903,-0.266682095160705
"AQP1",-0.106684788860242,-0.106684788860242,-0.106684788860242,-0.106684788860242,-0.106684788860242,0.355815739464578,-0.106684788860242,-0.0333723834409694,-0.106684788860242,-0.0337732949078383,-0.106684788860242,-0.0133865469927996,-0.106684788860242,-0.106684788860242
"AQP4",-0.102596097870496,-0.102596097870496,0.433676065379627,-0.102596097870496,-0.102596097870496,-0.102596097870496,-0.102596097870496,0.0491473900692385,0.458659240900087,-0.102596097870496,0.161237775194942,-0.0599139962014549,0.591923504643947,-0.102596097870496
"ARFIP2",0.0301168947526016,0.670488659043503,0.189282078833373,-0.320010830551786,0.819707976748855,-0.337833846030407,-0.286447014491338,0.0917073408068821,-0.223109367072935,0.336480120021018,0.340341239411325,-0.139271786272797,0.413374904488323,0.142291342345783
"ARG2",0.00358652298060639,0.420553751714483,0.694030139896531,0.0972301387783669,1.26040475581604,2.36106977767925,0.756419340851043,0.722513434259662,-0.00568737994083465,-0.0470252608635674,0.369431558767216,1.24315823395391,-0.0145761083853885,0.915409645474133
"ARHGAP11A",-0.227742120175509,-0.180138354913888,-0.160529310346218,-0.227742120175509,-0.182365638677266,-0.152349750130762,-0.227742120175509,-0.227742120175509,0.0815440824338623,-0.227742120175509,-0.209700832744567,-0.190006686884425,-0.205699718280307,-0.227742120175509
"ARHGAP11B",-0.104643324945844,-0.104643324945844,-0.104643324945844,-0.104643324945844,-0.104643324945844,-0.104643324945844,-0.104643324945844,-0.104643324945844,-0.104643324945844,-0.104643324945844,-0.104643324945844,-0.0876092932576349,-0.0706219985339837,-0.104643324945844
"ARHGAP15",-0.186759471747397,-0.186759471747397,-0.169316244445551,-0.186759471747397,-0.186759471747397,-0.112431352322478,-0.0393778377792076,-0.053572094619303,-0.146521987824197,-0.100145446962724,-0.171097610420812,-0.166782058866815,-0.139765798522783,-0.186759471747397
"ARHGAP18",-0.380945382052193,0.344048437984865,-0.255729783057919,-0.138596728543906,-0.266436963955687,-0.328906259721297,-0.397741195198174,0.024773567990682,-0.234039968628548,-0.118503576672618,0.0888714806797741,0.0377114172487579,-0.434016453086861,-0.260160807057894
"ARHGAP19",-0.213413010383202,-0.213413010383202,-0.12122721804818,-0.213413010383202,-0.213413010383202,0.0554556182369587,-0.213413010383202,-0.16033316703711,-0.126761304783723,0.295831454349469,-0.140380075907348,-0.204066206672115,-0.0926945284135139,-0.0698853692195176
"ARHGAP26-AS1",-0.0297057098501269,-0.0297057098501269,-0.0297057098501269,-0.0297057098501269,-0.0297057098501269,-0.0297057098501269,-0.0297057098501269,-0.0297057098501269,-0.0297057098501269,-0.0297057098501269,-0.0297057098501269,-0.0297057098501269,-0.0297057098501269,-0.0297057098501269
"ARHGAP36",-0.197563824498965,-0.43408590069042,-0.361260032571062,-0.682945305212901,-0.596335814949853,0.140178290351372,0.0503383245163824,-0.639913033068184,-0.436672908185385,-0.672887118278424,-0.326125058875027,-0.487271521842915,-0.0922370850500036,-0.487119187694215
"ARHGAP6",-0.29151246157304,-0.29151246157304,-0.112316080583292,-0.29151246157304,-0.124451980749778,0.655410208222593,-0.217569705798342,-0.258397593675018,0.0047659304193036,-0.0566848855383166,-0.108913106257758,-0.0506345799093301,0.17374089788046,-0.0949244998954014
"ARHGDIB",-0.541761903294307,-0.446335854108605,-0.424934746543436,-0.624954313926836,-0.521050132700872,-0.368242444387331,-0.376722888875071,-0.332561758170554,-0.384900751052021,-0.0605722013728108,-0.56127507021967,-0.502204266056432,-0.468047309078763,-0.57362864455484
"ARHGEF15",-0.105636744992635,-0.105636744992635,-0.105636744992635,-0.105636744992635,-0.105636744992635,-0.105636744992635,-0.0140859900548067,-0.105636744992635,-0.105636744992635,-0.105636744992635,-0.105636744992635,0.0771070039706255,-0.105636744992635,0.0694342221890789
"ARID3A",0.307270497498604,0.976415681583835,-0.155614554742836,-0.304041407769999,-0.251920368019179,-0.227911352678057,-0.304041407769999,-0.121458654510284,-0.27034655116378,-0.304041407769999,-0.0378454109326718,-0.233524349272042,-0.204434121344879,-0.215231573459043
