"","timepoints4","timepoints5","timepoints6","timepoints7","timepoints8","timepoints9","timepoints10","timepoints11","timepoints12","timepoints13","timepoints14","timepoints15"
"CSF1R",-0.327999908565576,-0.314634073577303,-0.327999908565576,-0.130037115959897,-0.199530742464167,-0.292979323594108,-0.226591768813089,-0.269615520366134,-0.217195904193142,-0.289219421336419,-0.309764706701173,-0.264224206212545
"CSF3",-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.000419702807946147,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695
"CSF3R",-0.226477179536388,-0.226477179536388,-0.226477179536388,0.0861845111155865,-0.226477179536388,-0.226477179536388,-0.226477179536388,0.0357273362277368,-0.159018614180887,-0.153750250990439,-0.195620633590545,-0.226477179536388
"CSHL1",-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,0.0203914324788244,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031
"CSNK1A1L",-0.0677310649152888,-0.0677310649152888,-0.0677310649152888,-0.0677310649152888,-0.0677310649152888,-0.0677310649152888,-0.0677310649152888,1.94581514806777,-0.0268809000135887,-0.0677310649152888,-0.0677310649152888,0.111025371701906
"CSNK1E",-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979
"CSRP2",-0.0109314193689977,-0.117177976439387,-0.320595418525451,-0.20035594320025,-0.440934852600084,-0.237877537647797,-0.480049740804467,-0.536578339297721,-0.300323452949353,-0.257387225311289,-0.179794328210258,0.275643683740857
"CST3",0.0376533181976887,0.453552011791973,0.502226519662458,0.296258485191615,0.645178215831772,0.455232444954036,0.431836106819365,0.124013675215786,0.685726788303128,0.77124255794433,1.0019067477691,0.785389907984275
"CST7",-0.10558480616119,-0.10558480616119,-0.10558480616119,-0.00820890320734,-0.10558480616119,0.0116827133076532,-0.10558480616119,-0.10558480616119,-0.10558480616119,-0.10558480616119,0.0356582519818747,-0.10558480616119
"CSTA",-0.19523103325793,-0.19523103325793,-0.19523103325793,-0.19523103325793,-0.19523103325793,-0.19523103325793,-0.19523103325793,-0.19523103325793,-0.126869244449335,-0.158206656318708,-0.175706555267774,-0.168463134677284
"CCN2",-0.230941015279383,-0.541512317554789,-0.62674482636611,-0.596329468786705,-0.501630454786828,-0.5414750937336,-0.330521270453032,-0.682254883634571,-0.379510221177884,-0.370972876936325,-0.265355588209901,-0.457103381350729
"CTLA4",-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706
"CTRL",-0.0776810968904055,-0.0776810968904055,1.3619876312368,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055,-0.036492686932163,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055
"CTSB",-0.600984101360498,-0.264400498250835,-0.217786705376008,-0.11574065915818,-0.689845676638523,-0.412794029237156,-0.433695869735303,-0.012152495067085,-0.0979899125463302,-0.401438688258944,-0.255215082244324,-0.367268434974017
"CTSC",-0.665991959107088,-0.860500448421278,-0.712205836315972,-0.536083787121009,-0.792530311458869,-0.701209797193149,-0.714186891652799,-0.597377892416369,-0.690121349914184,-0.705832919496503,-0.679660453640531,-0.748282015250765
"CTSD",-0.271276483842014,-0.014714976327241,0.238192671542725,0.160174166909775,0.720531936649634,0.324986796349724,0.299417374720817,-0.0786679929963949,0.562692790006855,0.181156147210253,0.461823975635466,0.96087321446733
"CTSE",-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0503863048824967,-0.0755640355301528,-0.0755640355301528
"CTSS",-0.333028653495627,-0.340917897942326,-0.322613744900109,0.0832326868759959,-0.272443916758707,-0.298931638018841,-0.348312909927533,-0.145253618282814,-0.261921866243459,-0.297183808530323,-0.279401410226752,-0.331837376466808
"CTSV",-0.336723103492132,-0.345918143353083,-0.357809613797174,-0.357809613797174,-0.357809613797174,-0.277674912326252,-0.357809613797174,-0.357809613797174,-0.11825697556992,-0.257555135442036,-0.326159124087294,-0.264840111275023
"CTSW",-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.00566731361694154,-0.0887170671670374,0.461657708688327,0.0290583423122247,0.170833473713982,-0.0785003400213141,-0.112371896300992
"CTXN2",0.527328286062628,0.322331220839969,0.00729157365545025,0.988212011816167,0.535799092908656,0.133391440230808,0.833835729011003,0.788362789595566,0.760739540861463,0.371508900098204,0.487662518655031,1.15161264427434
"CX3CR1",-0.175386073570276,-0.175386073570276,-0.175386073570276,-0.175386073570276,-0.175386073570276,-0.175386073570276,-0.175386073570276,0.0593686735119907,-0.147057189683475,-0.146282310352105,-0.144115505368531,-0.151352393949375
"CXCL1",-0.0119819115394345,-0.199843924127606,-0.199843924127606,-0.199843924127606,0.204709853886093,-0.199843924127606,-0.199843924127606,0.00954846152003628,-0.17955149255296,0.0164114599144163,-0.199843924127606,-0.168824471140156
"CXCL12",-0.50624858349564,-0.564845366932399,-0.352964176770754,-0.575509935661129,-0.410650802233528,-0.441514967300027,-0.562550345381624,-0.462366507011001,-0.524639968488808,-0.514532844143635,-0.518995676585884,-0.558097605366675
"CXCL13",-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0474788768321725,-0.0377374230373591,-0.0816341014955098,-0.0816341014955098
"CXCL14",1.47778213524886,1.95532069563398,1.80885539067302,1.58917947280569,1.13236843504776,0.104700900100897,1.24344918412574,0.599913440070715,1.1556810440145,1.06321374984045,1.62311679278864,2.05175351331874
"CXCL2",-0.198140733760455,-0.457477281849712,-0.20562108551152,-0.414222132521273,0.159624905972064,-0.405799509646616,-0.285707991018909,0.120546302366015,-0.394167732511577,0.191881653099457,-0.397676388780624,-0.133210950691862
"CXCL3",-0.129903461844554,-0.286558461548555,-0.286558461548555,-0.0480464192487202,-0.0615921898551993,-0.286558461548555,-0.243571171752788,-0.239012057068699,-0.250178102545995,0.0497426141364682,-0.286558461548555,-0.0546053686449038
"CXCL5",-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457
"CXCL8",-0.51543513650109,-0.499236513579852,-0.462666012439314,-0.14084187379685,-0.0643455762895778,-0.417727894644978,-0.444483937114956,0.277039399116318,-0.318019661716711,0.257071043754898,-0.368262328707761,-0.0144056888477108
"CXCL9",-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714
"CXCR2P1",-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0390424810938924,-0.0892529297644955,-0.0242085603719711,-0.0892529297644955
"CXCR3",-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,0.0486595926128048,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036
"CXCR4",-0.467893714480804,-0.439164842717766,-0.486621529971447,-0.355497797280428,-0.470134745695023,-0.486621529971447,-0.400329223004918,-0.452966795015743,-0.344134444450272,-0.27155921970857,-0.324048166636577,-0.409949591920343
"CXXC1",-0.376391016385049,-0.515348108280517,-0.463352960813099,-0.156699071089702,-0.0233331193978707,-0.210633106090297,-0.409755004155321,-0.525611189553501,-0.443783529663247,-0.443565879580457,-0.394364862419301,-0.299357277144445
"TASL",-0.156747881492642,-0.145010298981236,-0.0154656387512605,-0.156747881492642,-0.156747881492642,-0.156747881492642,-0.156747881492642,-0.156747881492642,-0.118878158441796,-0.145806980357328,-0.156747881492642,-0.139910147148136
"CYB561",0.050542812833639,0.54453440843043,1.52689067844154,0.663185260026617,1.27526019987794,0.122614266500184,0.919037667819852,0.750475744563008,0.987565136635112,0.904908758216305,0.924007307931286,0.509398546573689
"CYB5D2",0.0441487422289293,0.458545021169327,0.154227372520645,-0.274003649347242,-0.00370339709583086,0.295141061739965,0.0881534430551587,0.284199297235053,0.371528252436584,0.140594028824393,0.310836688655643,0.271526051713359
"CYBA",-0.326896598308726,0.0101747833807532,0.382649281571225,-0.195110149968449,-0.502879763001965,0.0332307987368029,-0.479487275317839,-0.502879763001965,-0.184904190904308,-0.131603002371976,-0.372658350006613,-0.0939660828163033
"CYBB",-0.320752187028765,-0.320752187028765,-0.266417806125695,-0.262771629008051,-0.147322661692001,-0.320752187028765,-0.231420129404371,-0.27652647658131,-0.232458559626257,-0.27473649280219,-0.257749474395528,-0.312843394975974
"CYP11A1",-0.0685116672534602,-0.124768013923071,-0.124768013923071,-0.124768013923071,-0.124768013923071,-0.124768013923071,-0.0405085356504127,-0.124768013923071,-0.0722712962438181,-0.0983159409420396,-0.124768013923071,0.14029525057669
"CYP1B1",-0.154734890472427,-0.171536970415327,-0.171536970415327,-0.171536970415327,-0.171536970415327,-0.171536970415327,-0.171536970415327,-0.171536970415327,-0.171536970415327,-0.163497190845762,-0.163422158271684,-0.164801125045899
"CYP26A1",-0.190890990663999,-0.339729012390949,-0.339729012390949,-0.0534978190872554,-0.317722848584607,-0.23172452778377,-0.275726402835117,-0.228584818931826,-0.33350391836401,-0.320695433055179,-0.339729012390949,-0.331853282315908
"CYP2B7P",-0.0627834134552039,-0.0627834134552039,-0.0627834134552039,0.404970202204011,-0.0627834134552039,-0.0627834134552039,-0.0627834134552039,-0.0627834134552039,-0.0627834134552039,0.29638681227436,-0.0259038880044099,-0.0627834134552039
"CYP2S1",-0.114995428050179,-0.150935213323584,-0.150935213323584,-0.150935213323584,-0.150935213323584,0.483924616846594,-0.112570239475839,-0.150935213323584,-0.0543477225886702,0.00369686917640336,-0.150935213323584,0.318297895338874
"CYP3A4",-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644
"CCN1",-0.167354043907432,-0.534087201089019,-0.546922088866932,-0.560934264757451,-0.270205440607052,-0.439082726214142,-0.369504366294543,-0.509806605402624,-0.421369888271711,-0.233298500473494,-0.257561569557111,-0.505731907555215
"CYSRT1",-0.109075822586625,0.153546008637272,-0.109075822586625,-0.109075822586625,-0.109075822586625,-0.109075822586625,-0.109075822586625,-0.109075822586625,0.265920742492492,0.0381717274573817,-0.109075822586625,-0.109075822586625
"CYTH4",-0.240512934868181,-0.240512934868181,-0.240512934868181,-0.0609346384917363,-0.206687692841793,-0.240512934868181,-0.223849899693587,-0.240512934868181,-0.165534868606319,-0.137706827798511,-0.218192958032643,-0.222926724328725
"CYTIP",-0.23130956548258,-0.211732228405844,-0.23130956548258,0.0149152302075039,-0.096924313473633,-0.182687854976372,-0.23130956548258,-0.110887954055648,-0.179335622375026,-0.128678251791313,-0.0208763733705979,-0.23130956548258
"CYTL1",-0.226674595273494,-0.0262452853302433,-0.30901555554172,0.529638993214862,0.0321684734483537,-0.214581670360195,-0.223793048274167,-0.25186788065922,0.120383961654681,-0.162625656357355,-0.302229251871557,-0.165047319962025
"DAB2",-0.397236961760482,-0.355303546577423,-0.357359903347259,-0.239915564635341,-0.262396618354129,-0.339933194673131,-0.337784066185583,-0.309200663473741,-0.297731886536105,-0.333091942077771,-0.374260770733101,-0.368964929728573
"DAPL1",0.0151477548201546,-0.249123061426229,-0.249123061426229,-0.249123061426229,-0.249123061426229,-0.0697190379008021,-0.249123061426229,0.843160445742521,0.20615799075419,0.650627658404617,0.0941554944490339,0.528140001826116
"DBF4",0.0892480194988511,-0.174558186538317,-0.121895485858438,-0.0361407172744459,-0.328435275563604,0.057866983680385,-0.156698498856995,-0.305061649350105,-0.078932037597755,-0.266948723966422,-0.344394151806283,-0.0511541975444559
"DCLK1",0.562244733783603,1.05788921593285,0.370169508375013,0.498707063293392,0.0516786694833342,0.782916318315648,0.738627792341546,2.47407765570431,0.760549799563578,1.07002419178605,0.947018050321602,0.775705527861919
"DCN",-0.420044685652406,-0.739080595010626,-0.64562458054374,-0.397051190059294,-0.269243413941614,-0.215062515707568,-0.587298976474228,-0.517871850884749,-0.673181958117025,-0.519177698188406,-0.627200183844068,-0.696867117422231
"DCT",-0.0755207018909007,-0.0755207018909007,-0.0755207018909007,-0.0755207018909007,-0.0755207018909007,-0.0755207018909007,-0.0755207018909007,-0.0755207018909007,-0.018281996460856,-0.0755207018909007,-0.0755207018909007,-0.0393258801426209
"DCX",1.84336635720063,1.91476595043113,2.68688304888294,1.1469523143743,1.18013466328855,-0.0253334745785959,0.603507448802401,1.51140249169235,0.463854366446719,0.365807037709008,0.578796873841129,0.128680480068532
"DDC",2.06148669297399,0.00524515037925924,2.49741099228522,1.89375942235509,1.89375942235509,0.122843569503175,1.91706551154309,0.962201021592266,0.420774295530321,0.13893414127569,0.301582573279522,-0.132800722056139
"DEFA6",0.121580844905749,-0.320085418199423,-0.320085418199423,-0.258863964529098,-0.0261437880113043,-0.0644512874533651,-0.178316917454267,-0.295225795030436,-0.267899685257628,-0.258525068572677,-0.256100219164733,-0.202179042996618
"DEFA4",-0.049582846437034,-0.049582846437034,-0.049582846437034,0.864666893367256,-0.049582846437034,-0.049582846437034,-0.049582846437034,-0.049582846437034,-0.049582846437034,-0.049582846437034,-0.0297415887460144,-0.049582846437034
"DEFB1",-0.15083963372952,-0.15083963372952,-0.15083963372952,-0.15083963372952,-0.15083963372952,-0.15083963372952,-0.0872499799076205,-0.15083963372952,-0.15083963372952,-0.112723761992184,-0.15083963372952,-0.0522739807089838
"DEPDC1",-0.191248081802354,-0.200433013021545,-0.200433013021545,-0.200433013021545,-0.200433013021545,-0.200433013021545,-0.173462324150938,-0.200433013021545,-0.154880228155722,-0.171619332886648,-0.200433013021545,-0.200433013021545
"DEPDC7",-0.159362503651642,-0.159362503651642,-0.159362503651642,-0.159362503651642,-0.159362503651642,-0.159362503651642,-0.159362503651642,-0.159362503651642,-0.0577318760701426,-0.0898306386783037,-0.0672955252682689,-0.126196990401339
"DHFR",-0.0778975755956079,0.251085298344057,-0.251432732488205,-0.177489822941311,-0.327961277957628,-0.327961277957628,0.564539312493262,1.24806780511393,-0.0190903588408656,-0.111373959423412,-0.171131757638661,-0.104154315400621
"DHRS2",-0.126290007397457,-0.126290007397457,-0.126290007397457,-0.126290007397457,1.56110281416297,0.225699359759051,-0.126290007397457,-0.126290007397457,0.00754154306511312,0.0493266010971184,-0.126290007397457,-0.000278864073924819
"DHRS7C",-0.0546611468050327,-0.0546611468050327,-0.0546611468050327,-0.0546611468050327,-0.0546611468050327,-0.0546611468050327,-0.0546611468050327,-0.0546611468050327,-0.00862359355686568,-0.0546611468050327,0.709795408786091,-0.0546611468050327
"DHRS9",-0.12981499394099,-0.12981499394099,-0.12981499394099,-0.12981499394099,-0.12981499394099,-0.12981499394099,-0.10110121461204,-0.12981499394099,-0.12981499394099,-0.11092233922769,-0.12981499394099,-0.12981499394099
"DIAPH3",-0.196993422165469,-0.248699273693173,-0.248699273693173,-0.133263547215705,-0.248699273693173,-0.248699273693173,-0.248699273693173,-0.248699273693173,-0.0857701152965493,-0.241010824215227,-0.248699273693173,-0.248699273693173
"DIO2",2.48210586250716,2.56908963538285,2.34648167596265,2.10044431597868,2.31499372132957,2.51104263490102,2.34689107390088,2.40231401181363,2.68065702937691,2.25074483220697,2.44377303541106,2.60737968538027
"DIRAS3",1.7058520084745,1.86736903728986,2.11478760422994,1.26245834559081,1.72267532392714,0.891321873760983,1.15026797031031,0.371190548724038,1.53093289759842,0.932485654807396,1.68139811038224,1.31404873731404
"DIRC1",-0.0653201576564515,0.150363830402379,0.61425779760982,-0.127258886292909,-0.127258886292909,-0.127258886292909,-0.127258886292909,0.796568136180162,0.119603642252527,-0.127258886292909,-0.127258886292909,-0.0290772679836546
"DKK1",0.72261030727818,-0.228660841823325,-0.103072189844674,-0.26928497732372,-0.26928497732372,-0.23544687356484,-0.0257038839080679,-0.26928497732372,-0.126200398181381,-0.205214641200121,-0.243880194871386,-0.26928497732372
"DKK2",-0.130275868348241,-0.205261741994084,-0.224151711250257,-0.128322592128706,-0.224151711250257,-0.224151711250257,-0.203508296635465,-0.224151711250257,-0.197114658876734,-0.224151711250257,-0.224151711250257,-0.224151711250257
"DKK4",0.768889888386073,-0.086709413094921,1.35424907449007,-0.086709413094921,-0.086709413094921,-0.086709413094921,-0.086709413094921,-0.086709413094921,-0.064489078768392,-0.086709413094921,-0.086709413094921,-0.00912912858753332
"DLEU7-AS1",-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,0.0659337671420867,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209
"DLGAP5",0.00371067148975048,-0.215855969167624,-0.13862804477932,0.521219553598937,-0.378484598127421,0.260442573952243,0.567577092524659,-0.0150111829234519,0.160333145954456,0.268634646724353,0.486744934509688,-0.136081555495345
"DLGAP4-AS1",-0.0699094256029359,-0.0699094256029359,-0.0699094256029359,-0.0699094256029359,-0.0699094256029359,-0.0699094256029359,-0.0699094256029359,-0.0699094256029359,-0.0699094256029359,-0.00674525250594918,-0.0699094256029359,-0.0699094256029359
"DLK1",0.471466172629824,0.832745746577807,0.557537027993002,0.824167780827496,0.653285318512196,0.58106913965715,0.817791511237343,0.220684674731554,0.703228839426545,0.422573538682604,-0.0700455352181603,0.535295520879754
"DLX1",-0.073151104900376,-0.073151104900376,-0.073151104900376,-0.073151104900376,-0.073151104900376,-0.073151104900376,0.522535292188287,-0.073151104900376,-0.073151104900376,-0.0651123217559187,-0.073151104900376,-0.073151104900376
"DLX2",0.0564291942287066,-0.162024514151563,-0.162024514151563,0.478909336321124,1.15898916681837,-0.162024514151563,0.338700688233212,-0.162024514151563,-0.150101906045711,-0.0426182918956053,-0.138818878488167,-0.162024514151563
"DLX5",-0.0736284494506775,-0.0736284494506775,-0.0736284494506775,-0.0736284494506775,-0.0736284494506775,-0.0736284494506775,1.18280972937393,-0.0736284494506775,-0.0736284494506775,-0.0736284494506775,-0.0736284494506775,-0.0736284494506775
"DLX6",-0.0685019098562551,0.0208270864681426,-0.0685019098562551,-0.0685019098562551,-0.0685019098562551,-0.0685019098562551,0.0949823315508541,-0.0685019098562551,-0.0685019098562551,-0.0685019098562551,-0.0685019098562551,-0.0685019098562551
"DLX6-AS1",-0.0556681764678509,-0.0556681764678509,-0.0556681764678509,-0.0556681764678509,-0.0556681764678509,0.152500712599057,0.119616838364438,-0.0556681764678509,-0.0556681764678509,-0.0556681764678509,-0.0556681764678509,-0.0556681764678509
"DMRT2",-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927
"DNAH8",-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231
"DNAJA4",-0.206494646472413,-0.537761089872182,0.0555749520784795,-0.232714942714329,-0.281404635271691,-0.329458214385887,0.0618106200458843,0.338902437904607,0.141960557306047,0.464157643725203,-0.127054724540296,-0.13294527480631
"DNAJB1",0.24997962863538,-0.822373771029411,0.736286710493643,0.056377089107229,-0.146589358179562,0.146467663277795,-0.34922699793318,-0.667998452006028,0.213825658296129,0.998438987048732,0.101024591197765,-0.338785810529493
"DNAJC12",0.471478036530895,-0.144619541083415,0.349990074910863,0.733910397896526,0.341778486643947,0.313878914812695,-0.104030352562951,-0.220558230006301,0.319985053852887,0.0317929724972487,0.15078745375975,0.145078588035257
"DNAJC18",0.626645600395475,0.722948180206633,0.215099255477352,0.144154650594143,0.122225822260886,-0.257025788429493,0.412034210765254,0.886952152375968,0.152705412497968,0.0130838730025025,0.720479084838516,0.510996964596043
"DNASE1L3",-0.148095852520627,-0.148095852520627,0.0532394002918598,-0.148095852520627,-0.148095852520627,-0.112772069077998,-0.148095852520627,-0.148095852520627,-0.106435317104423,-0.120652572585215,-0.131618309926532,-0.0767684467034767
"DNASE2B",-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,0.0383490008634964,-0.0642227387593986,-0.0642227387593986
"DNER",0.00428342974238807,1.89108220711083,2.39265665049305,3.75454578989521,2.23258243488284,0.871368064582157,3.10730389736607,2.22381068266007,2.31803870305626,1.98525743929058,2.10180627535358,3.02856541074579
"DNM3-IT1",-0.0486823913851049,0.0199379069103067,-0.0486823913851049,-0.0486823913851049,-0.0486823913851049,-0.0486823913851049,-0.0486823913851049,-0.0486823913851049,0.0187886033063575,-0.0486823913851049,-0.0486823913851049,-0.0486823913851049
"DOCK8",-0.204588734939585,-0.0298077742448387,0.950037921757694,-0.115302229807503,0.0328151225889472,0.392971289213398,0.0584114520133984,0.0534856979095869,0.106247245760943,-0.0504860739757247,-0.0731094573408888,0.272116151472231
"DOCK9-DT",-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,0.0314255310491387,0.121612713738426,-0.0633476964048361,-0.0633476964048361
"DOK2",-0.235109972927228,-0.235109972927228,-0.235109972927228,-0.235109972927228,-0.202682036007929,-0.203854411008046,-0.165727638476342,-0.176133767036702,-0.189609191838401,-0.199680456887521,-0.127140137128188,-0.180977156687566
"DPEP2",-0.168770588361652,-0.168770588361652,-0.168770588361652,-0.0572224427154317,-0.168770588361652,-0.168770588361652,-0.084372046312268,-0.168770588361652,-0.153094829416964,-0.14623122132156,-0.147782964328878,-0.168770588361652
"DPH3P1",0.00230528781661573,0.0225308932030765,-0.107385979311006,-0.107385979311006,-0.107385979311006,-0.107385979311006,0.193935079282543,-0.107385979311006,0.149786948512649,-0.0804503197602793,0.0147364374827272,-0.107385979311006
"DPP4",-0.0900436819032056,-0.0900436819032056,-0.0900436819032056,-0.0900436819032056,-0.0900436819032056,-0.0900436819032056,-0.0900436819032056,-0.0900436819032056,-0.0900436819032056,-0.0900436819032056,-0.0900436819032056,-0.0900436819032056
"DPT",-0.0102650765856455,-0.138884645900248,-0.138884645900248,-0.00363136888398965,-0.0883452548926252,-0.138884645900248,-0.138884645900248,-0.138884645900248,-0.0905159170690672,-0.109974063102352,-0.138884645900248,-0.138884645900248
"DPYSL3",0.226687658280227,0.3664090655962,-0.0599407549476835,2.23860163384225,0.662216575935326,0.427172819670391,1.58666203440304,1.66668235840733,0.321646097080132,0.797503167277119,0.11008309093824,1.11955569568954
"DRC7",-0.083703490959528,-0.083703490959528,-0.083703490959528,-0.083703490959528,1.85966590697412,-0.083703490959528,-0.083703490959528,-0.083703490959528,-0.0731590521548741,-0.083703490959528,-0.083703490959528,0.109094192389687
"DSG3",-0.159261031057336,-0.0722863565139705,-0.450635995342234,0.389230368993046,-0.160446131969022,-0.329397962866995,-0.247559207700187,-0.280162513170018,-0.113256255117592,-0.328025477880478,0.099858684167645,0.0579756258235547
"DTX1",-0.169466744300813,-0.169466744300813,-0.169466744300813,1.31942778429761,-0.169466744300813,0.0014379119739744,0.77062400922153,0.883727158020972,0.272285866101056,0.260123457919542,0.0592002863739512,0.831215820404292
"DTYMK",0.0377114836053237,-0.197057287506973,-0.203705959164357,0.19126487979385,0.0395408267476285,-0.330025956909837,-0.429869051994138,0.485443244361108,-0.27078258363459,-0.0976057751410923,-0.377217748298443,-0.239438666242108
"DUSP2",0.0740495970683678,0.0625699886698587,-0.0282427995497949,-0.0285883135444362,0.715978817412698,0.514438257739349,0.297869525438821,0.89522738846762,0.367963306153613,1.44640095053662,0.690605924064366,1.22184044039412
"DYNC1I1",0.71141202026947,0.487580143380436,0.325164276174828,-0.235833334970928,0.822670722798385,0.761621184678002,0.588150360334891,-0.144826508947519,0.86884132246936,0.58959547529344,0.615689410548749,0.986067613102418
"DZANK1",0.452345849906446,-0.00179530845450882,-0.139504119867439,0.424464678763784,0.533448411920081,0.391773601932112,-0.2148719386403,0.846461830334642,0.138967781490252,0.0260247687747018,-0.0728652214541127,0.175020499342869
"E2F2",-0.0944384674581174,-0.175989972180518,-0.175989972180518,0.303141879041845,-0.175989972180518,-0.0673187483812288,-0.175989972180518,-0.175989972180518,-0.175989972180518,-0.162359407849741,-0.0704797560767936,-0.175989972180518
"E2F3",-0.239846532355892,-0.194968791077612,-0.257332274770911,0.622565091047885,-0.257332274770911,-0.257332274770911,-0.106852739915121,0.325466999020888,-0.136895902774201,-0.210176024557185,-0.247679868426874,-0.065381092577006
"E2F7",-0.158384267933911,-0.136074608765577,-0.170431160372073,-0.170431160372073,-0.170431160372073,-0.0557670733328678,-0.107434216079594,-0.170431160372073,-0.166062850868334,-0.0879416699871569,-0.170431160372073,-0.170431160372073
"EBI3",-0.158423327808669,-0.119931415503055,-0.158423327808669,-0.158423327808669,-0.158423327808669,-0.158423327808669,-0.114964919305055,-0.158423327808669,-0.0496577655311636,-0.08875977776667,-0.158423327808669,-0.158423327808669
"ECEL1",0.768103407355371,2.27106594327697,1.75626271879352,-0.188631374562127,0.77608582545161,0.972606787996632,1.07364709978336,2.69507373933269,2.21283341426189,1.01502211618959,1.89086204274299,0.159113578524795
"ECSCR",-0.137260615830957,-0.217515316819377,-0.217515316819377,-0.217515316819377,-0.217515316819377,-0.217515316819377,-0.110202620539679,-0.217515316819377,-0.142030332892392,-0.13104548915699,-0.210843428912209,-0.183809890517921
"ECT2",-0.147605849480759,-0.225494294395847,0.0436600088794143,-0.271557476532525,0.289275919465942,-0.238557224422258,-0.231662791337209,-0.148609036298648,-0.0409558586581208,0.105915682187468,-0.115237459289863,-0.055344796976101
"EDN1",0.0476928316466153,-0.0464984439501091,-0.100416231931416,0.253956781168542,-0.100416231931416,-0.100416231931416,-0.100416231931416,-0.100416231931416,-0.0762242194553452,-0.0690985604969769,-0.100416231931416,-0.0216057487303792
"EDN2",-0.0766670685604827,-0.0411334137335686,-0.0958547268928964,-0.0958547268928964,-0.0958547268928964,0.475866837285537,-0.0958547268928964,-0.0958547268928964,-0.0482560114607339,-0.0958547268928964,-0.0566199987821806,-0.0958547268928964
"EDN3",-0.168389706035128,-0.168389706035128,-0.168389706035128,-0.168389706035128,-0.168389706035128,-0.100226461572141,-0.168389706035128,-0.168389706035128,-0.132411093786646,-0.121816767875876,0.0156056405355023,-0.168389706035128
"EDNRA",-0.364234614559078,-0.364234614559078,-0.185638323738065,-0.304900670288203,-0.364234614559078,-0.364234614559078,-0.364234614559078,-0.364234614559078,-0.345243761023634,-0.356983527181291,-0.228485070841307,-0.364234614559078
