"","timepoints1","timepoints2","timepoints7","timepoints9"
"FAM86B3P",0.0779550774941742,0.589157867896128,0.470368638772289,-0.174450530829359
"FAM87B",0.218193606167961,0.297473269409916,-0.0743626475868099,-0.0743626475868099
"FAM95A",-0.0336220924716688,-0.0336220924716688,-0.0336220924716688,-0.0336220924716688
"FANCB",-0.157427684347254,-0.157427684347254,0.375941955138627,-0.157427684347254
"FANCD2",-0.0777088222127257,-0.226793603351079,0.522669421958122,-0.107595070939844
"FASLG",-0.0407842658061659,-0.0407842658061659,-0.0407842658061659,-0.0407842658061659
"FBLL1",-0.203229976513628,-0.231838124482669,-0.231838124482669,0.048322195434886
"FBLN1",0.0978888972916564,-0.0398313789198597,-0.436707066933632,-0.260961398271168
"FBLN5",-0.433379447053999,-0.334416992618362,0.334768644160477,0.171594580917709
"FBXO32",-0.369583020806442,-0.0640758416797722,-0.294137875120702,-0.339560710717536
"FBXO47",0.0402134161219829,-0.0402229040172825,-0.0402229040172825,-0.0402229040172825
"FBXO5",0.331217667988352,0.0280646207738751,-0.371999871844553,0.0824647841362501
"FBXW12",-0.0430709791260103,-0.0430709791260103,-0.0430709791260103,-0.0430709791260103
"FCER1A",-0.0693863266356995,-0.0693863266356995,-0.0693863266356995,-0.0693863266356995
"FCER1G",-0.186863357603174,-0.436183155830731,-0.279906300146719,-0.15027328138284
"FCER2",-0.101159911806546,-0.101159911806546,-0.101159911806546,-0.101159911806546
"FCGBP",0.0347700589612769,0.108399425859366,0.121220478146175,0.400098248371019
"FCGR1A",-0.192567899487465,-0.204655820409482,-0.204655820409482,-0.115676895218117
"FCGR1CP",-0.0738222010455877,-0.142743453342045,-0.142743453342045,0.0134660500770252
"FCGR2A",-0.19286739723488,-0.31353017718187,-0.0639066625773217,-0.222582030797077
"FCGR2B",-0.0978503415017511,-0.0978503415017511,-0.0978503415017511,-0.0978503415017511
"FCGR3A",-0.22951360465408,-0.259025891120923,0.407660275188514,0.270579831247932
"FCN1",-0.154946302054285,-0.170355577863726,-0.170355577863726,-0.161069536386427
"FCN2",-0.18667067637913,-0.18667067637913,-0.18667067637913,-0.18667067637913
"FCRLA",-0.0398605950722638,-0.0398605950722638,-0.0398605950722638,0.184544933890478
"FECH",-0.103046585827899,-0.0562061568305093,-0.267060088805467,-0.00537329976486292
"FEV",-0.202419741787251,-0.202419741787251,-0.202419741787251,-0.202419741787251
"FEZF1",3.99249560312642,6.79413586251088,0.60838599491878,1.97316064059221
"FEZF1-AS1",7.02109933166659,4.34549075404279,1.02320384608849,2.63106679548505
"FFAR2",-0.119355034199698,-0.119355034199698,0.253245673512463,-0.103685228733632
"FFAR3",-0.00645018628437093,-0.0647796531895569,-0.0647796531895569,0.152550143954918
"FGF1",-0.0995072522964534,-0.0995072522964534,-0.0995072522964534,-0.0995072522964534
"FGF13-AS1",-0.0701322208018918,0.486287415168757,-0.0971426701934823,-0.0971426701934823
"FGF18",0.488888344898355,0.387686644305187,-0.168266368383574,-0.168266368383574
"FGF8",0.274557544300628,1.50767890226804,-0.0496238708893513,0.394814887765611
"FGFBP2",-0.0592288914381567,-0.0592288914381567,-0.0592288914381567,-0.0592288914381567
"FGL2",-0.297691490682599,-0.297691490682599,0.0678650292073322,-0.0530406936545641
"FGR",-0.156104767351665,-0.180378751925144,-0.180378751925144,-0.180378751925144
"FHL2",-0.435371873141426,-0.518277814458918,-0.493059802333948,-0.544096031576277
"FILIP1",0.379725727329049,-0.183246448401005,-0.0690855696521684,-0.105533959412635
"FILIP1L",-0.299974014749797,-0.287251776707026,-0.0727043636697344,-0.192707555538357
"FKBP11",-0.684510982373711,-0.711426860194103,-0.511819224438905,-0.666681550702322
"FKBP2",-0.563227167705308,-0.64128627855014,-0.299831245091471,-0.634414930123097
"C3orf85",-0.0247391719089326,-0.0247391719089326,-0.0247391719089326,-0.0247391719089326
"LRRC8C-DT",-0.156649557774282,-0.156649557774282,0.144053049617436,0.133540429590697
"LINC02076",0.0107141713400829,-0.180819709440757,-0.0649200233857664,-0.11502378787021
"FLRT2",-0.372779713783143,-0.397710393350915,-0.113570468940213,-0.457926292552361
"FLT1",-0.179740495316101,-0.220474162253767,-0.220474162253767,-0.206577026968843
"FMN1",-0.213680976599761,-0.211835828801676,-0.228513233107074,-0.260452891178703
"FMN2",-0.215316999056657,-0.0919522638750729,-0.160067321417157,-0.180334391018877
"FMO1",-0.163379438973646,-0.205232808355982,-0.205232808355982,-0.205232808355982
"FN1",0.0774910269835786,-0.161158844431103,-0.0759699186712797,-0.35643684397699
"FNDC1",-0.0426070603920982,-0.0426070603920982,1.44322746922193,-0.0426070603920982
"FNDC9",-0.397475705639183,-0.397475705639183,-0.397475705639183,-0.397475705639183
"FOLR1",-0.232014054400374,-0.232014054400374,-0.232014054400374,0.192102777116145
"FOLR2",-0.23865320934606,-0.293256893103389,-0.198908557396454,-0.225324631270949
"FOSB",-0.875013413463691,-0.760144971378891,-0.292707863334448,-0.0239398873843392
"FOXC1",-0.307327569108019,-0.327377188394221,-0.393436732899444,-0.393436732899444
"FOXG1",-0.209066693593009,-0.209066693593009,-0.209066693593009,-0.209066693593009
"FOXK1",0.118340186246994,0.16732376988116,0.79289825528683,0.18121080659461
"FOXP1-AS1",-0.0997770234191005,-0.0997770234191005,0.202686052006167,-0.0997770234191005
"FOXP2",0.226274003371331,0.116765612839835,-0.227134804027535,-0.115735460401543
"FPR1",-0.199559897253352,-0.207518390641231,-0.00231463911120598,0.0738230095955005
"FPR2",-0.0439578521435642,-0.0725590101346779,-0.0725590101346779,-0.0725590101346779
"FPR3",-0.121459959915009,-0.121459959915009,-0.121459959915009,-0.121459959915009
"FREM2",-0.0274264635536386,-0.137336902816563,0.217976760347575,-0.171680098360378
"FRMD1",-0.0420203464491096,0.719651313146659,-0.0420203464491096,-0.0420203464491096
"FRMD3",-0.110621882882491,-0.213911721812776,-0.298459642300284,0.00142267619189706
"FRZB",1.71406710159648,1.65473149386203,0.0989730340860712,0.177172456297392
"FSD1L",0.0329583466708675,-0.224581129018245,-0.361260487683889,-0.0551080725147764
"FSHB",-0.265831169438405,-0.265831169438405,-0.265831169438405,-0.265831169438405
"FST",-0.0926827363340873,-0.0793760598614793,-0.00657491053444312,-0.142629826862705
"FSTL5",-0.17382511912376,-0.0592493423123459,-0.254298605352307,0.234579187893879
"FUOM",-0.18585225282619,-0.263767298277324,0.239007677042338,0.490355880448566
"FXYD3",-0.517783530164286,-0.388860567562893,-0.300474540311845,-0.513440416482329
"FXYD5",-0.464251443780475,-0.423467517780343,-0.477990087409569,-0.436497839920461
"FYB1",-0.21131661506106,-0.289372929130562,0.198273440734563,-0.231868297866383
"G0S2",-0.251651547547289,-0.251651547547289,0.985732147595895,0.00787902137831874
"GABBR2",-0.150979866678623,-0.150979866678623,-0.150979866678623,0.362517838742206
"GABRA1",0.246547390190699,-0.0785676968029441,-0.0785676968029441,0.953918350189317
"GABRA3",0.586421306253729,-0.0561949519429468,-0.0561949519429468,-0.0561949519429468
"GABRB2",0.511900557480865,-0.155644854180202,-0.155644854180202,0.134516427367804
"GAD1",-0.0665773832563419,-0.143550993792753,2.39233675465544,0.14626474888704
"GAD2",-0.316443118946528,-0.316443118946528,-0.316443118946528,-0.316443118946528
"GADD45B",-0.351433937231902,-0.987937886325375,0.216327009145771,0.0654399749836365
"GADD45G",-0.493225326766698,-0.476157189003546,-0.419115841668204,-0.0284925447781455
"GAGE10",-0.0568175773699204,-0.0568175773699204,0.381822360612212,-0.0568175773699204
"GAL",-0.167631959767115,0.678514052431525,-0.315272432814074,-0.315272432814074
"GALC",-0.0982032194674024,0.104711328314026,0.91147842908668,-0.167484452257873
"GALNT14",-0.191835905571067,-0.184155330227421,-0.130891084951206,-0.238774657501077
"GALNT6",-0.124698139777701,0.0484098801644093,-0.124698139777701,-0.124698139777701
"GAP43",-0.291852483173713,-0.406609025206569,0.761976634442726,0.0978175934435602
"GAPDHS",0.126925230612161,-0.0273725342063462,-0.0635397829866583,-0.0635397829866583
"GAREM1",2.76395208662236,3.2318645620756,1.77267234456267,1.66527772905584
"GAS1",-0.107253993074232,-0.153682712636776,-0.179563023297552,-0.179563023297552
"GAS2L3",-0.124515169097401,-0.215381846439964,0.0696412244565053,-0.242455199560302
"GATA1",-0.0120848958195885,-0.150572000600754,-0.0433199823133402,-0.150572000600754
"GATA2",-0.5287841171554,-0.593896691363129,-0.62614760174551,-0.609941352730927
"GBP1",-0.24022849481782,-0.24022849481782,-0.24022849481782,0.0244114985022792
"GBP2",-0.200354653332778,-0.200354653332778,-0.200354653332778,-0.200354653332778
"GBP4",-0.229142173052703,0.109064023283328,0.523587133789326,0.21489989754285
"GBP6",-0.0592155211030284,0.113272251308871,-0.0592155211030284,-0.0592155211030284
"GDF10",-0.152055617269221,-0.152055617269221,-0.152055617269221,-0.152055617269221
"GDF3",-0.0754075185721376,-0.0754075185721376,-0.0754075185721376,-0.0754075185721376
"GEM",-0.513564912965643,-0.402952030917862,-0.450857314032626,0.450888265780482
"GFI1B",-0.105039101703932,-0.0306308809225036,-0.105039101703932,-0.105039101703932
"GFRA1",3.10015729933628,2.29904892044423,2.26821812831763,0.523660375384998
"GGH",0.0405903810611462,0.337293867449204,0.620098442468722,0.472024763089609
"GH1",-2.33511352884424,-1.58223096480492,-2.27852533421033,-1.87312392897443
"GH2",-0.456185105280983,-0.44191295686817,-0.456185105280983,-0.456185105280983
"GHRH",0.497955439024976,0.67130636253596,1.0365705461072,-0.046285455730505
"GHRHR",-0.649688242550046,-0.568339751667435,-0.649688242550046,-0.649688242550046
"GIMAP4",-0.274639809891106,-0.287353955884544,-0.159054705352769,-0.214515732337307
"GIMAP7",-0.261138060902265,0.0394929072489195,-0.261138060902265,-0.261138060902265
"GIMAP8",-0.175727928196716,-0.175727928196716,-0.145463025042695,0.034067864350002
"GINS2",-0.108151984879947,0.344371013274542,-0.227355539624644,0.0818265752321429
"GJA1",0.0581084254611724,0.15311778761141,0.250803538602819,0.521639894173813
"GJA4",-0.116147580689624,-0.116147580689624,-0.116147580689624,-0.116147580689624
"GJB7",-0.300486194770236,-0.300486194770236,-0.300486194770236,-0.300486194770236
"GJD4",-0.0379246742536986,-0.0379246742536986,-0.0379246742536986,-0.0379246742536986
"GK",0.0818635660274359,-0.359911785309334,-0.160982873693166,0.182342712685703
"GLIS3-AS1",-0.0107176516565409,0.111571034828538,-0.0721783267476583,-0.0721783267476583
"GLOD5",-0.0591499464339018,-0.0591499464339018,-0.0591499464339018,-0.0591499464339018
"GLRX",-0.365334434092634,-0.506905434972822,-0.175305119844685,0.0256372030079855
"GMDS",-0.224145405290083,-0.459934386117466,-0.544026548649239,-0.405461870435336
"GMFG",-0.331848168434457,-0.386246572232858,-0.417869767913799,-0.286162338775341
"GMNN",0.145344907199154,-0.154095971074621,0.265434929126773,0.0497781957434115
"GNAI2",0.380378087110132,-0.436900405948943,0.0574183515240581,0.0461301616755497
"GNAS",-1.17252482854302,-0.880216605400281,-0.356482141313725,-0.452574891232237
"GNAT1",-0.0287523443827773,-0.0287523443827773,-0.0287523443827773,0.257783436885302
"GNB3",-0.338561134105609,-0.131477723815227,-0.416521672304146,0.311445226727045
"GNG11",-0.144784851754954,-0.429171060049767,0.073255946489091,-0.30395502362146
"GNG12-AS1",-0.135306405181517,-0.135306405181517,-0.135306405181517,-0.097984394821629
"GNG3",-0.342889198424585,-0.0689982793487477,-0.579960766318895,-0.332081197786908
"GNG8",-0.325918465143063,-0.283188636529543,-0.402349625477107,-0.402349625477107
"GNGT1",0.0624957549865435,-0.11917290581432,-0.11917290581432,-0.11917290581432
"GNLY",-0.0801716756784453,-0.0801716756784453,-0.0801716756784453,-0.0801716756784453
"GNRHR",-0.201902378223907,-0.321831503700795,-0.321831503700795,-0.309249020874433
"GOLGA6L2",0.823245724770329,0.677555603149917,-0.039555504300089,-0.039555504300089
"GOLGA8IP",-0.0699198536572976,0.649360135889652,-0.0699198536572976,-0.0699198536572976
"GOLPH3L",-0.0507030991710422,-0.22711441151486,0.472911731073389,-0.403772204664477
"GP5",-0.0733706061701016,-0.0733706061701016,-0.0733706061701016,-0.0733706061701016
"GPC3",1.98798315026829,1.79930985023097,-0.172660703784752,0.93886075626651
"GPC4",0.286901901402863,-0.373622078377081,-0.352696438731672,0.0456241155119555
"GPC5-AS1",-0.254439348486388,-0.216478826170534,-0.254439348486388,-0.254439348486388
"GPIHBP1",-0.0652899673065981,-0.0652899673065981,-0.0652899673065981,-0.0652899673065981
"GPM6A",3.70786465123726,3.12355862164968,3.52833531603377,4.81345290007871
"GPR1",2.41346068882834,2.16931075494363,-0.0867410727065249,0.0763625608797063
"GPR135",-0.149838392769273,0.575150063857104,-0.149838392769273,-0.0277182022317333
"GPR17",-0.0431723002721657,-0.0431723002721657,-0.0431723002721657,1.41762016199607
"GPR171",-0.0590464490071383,-0.109881626134759,-0.109881626134759,-0.109881626134759
"GPR183",-0.308338072315588,-0.302770467685121,0.0572509169685872,-0.126356043498591
"GPR33",-0.0251669143877554,-0.0251669143877554,-0.0251669143877554,-0.0251669143877554
"GPR34",-0.218573562894328,-0.233990591866912,-0.12993688588043,0.0243795765211204
"GPR55",-0.0319445481141407,-0.0319445481141407,-0.0319445481141407,-0.0319445481141407
"GPR6",-0.215310921947533,-0.215310921947533,-0.215310921947533,-0.215310921947533
"GPR65",-0.18974833634907,-0.18974833634907,-0.18974833634907,-0.18974833634907
"GPR84",-0.0985930471679463,-0.123170532088138,-0.123170532088138,0.363198449516811
"GPR87",-0.0265939219895654,-0.0265939219895654,-0.0265939219895654,-0.0265939219895654
"GPRC6A",-0.0325702974358573,-0.0325702974358573,-0.0325702974358573,0.0620663389601111
"GPX3",-0.680522771939099,-0.54871480134699,-0.347349630689119,-0.654770314161164
"GPX8",0.0620255837091729,0.106580036792429,0.494332592478526,-0.2678033445597
"GRAP",-0.094667482177308,-0.094667482177308,-0.094667482177308,-0.094667482177308
"TAMALIN",-0.10515040962116,-0.179319247798209,-0.117642358539094,-0.100017666154014
"GRB14",-0.143385974793145,-0.143385974793145,0.355824204837709,1.0760687568244
"GRIA4",-0.0872505887626544,-0.139861023158329,1.11896643471763,0.211066441926997
"GRIK1",0.219496051880269,0.297008969361807,-0.136895815959646,-0.136895815959646
"GRIK1-AS1",-0.054473359030904,-0.054473359030904,-0.054473359030904,0.0728184864124647
"GRK5",-0.05873216737939,-0.237067084224564,-0.306397959956645,-0.0348502354791858
"GRP",-0.0428941262682731,-0.0428941262682731,-0.0428941262682731,-0.0428941262682731
"GSC",-0.114434544767412,-0.114434544767412,-0.114434544767412,-0.114434544767412
"GSN-AS1",-0.0892337227280717,-0.0892337227280717,-0.0892337227280717,-0.0703858528250309
"GSTA1",-0.0455488017308453,-0.0455488017308453,-0.0455488017308453,-0.0455488017308453
"GSTA7P",-0.0339346397602179,-0.0339346397602179,-0.0339346397602179,-0.0339346397602179
"GTSE1",0.0214750022922809,-0.19533236139716,-0.253343537565738,-0.244463556785111
"GUCA1A",-0.137136469119927,-0.137136469119927,-0.137136469119927,0.122014045698816
"GUCY1A1",-0.125237678137098,-0.34334384070383,-0.397135370766601,-0.202616545027598
"GYPA",-0.119230393058201,-0.232160186192524,0.0472227831651275,-0.253729807696188
"GYPB",-0.0627876355569862,-0.234118502529645,0.613195275336788,-0.234118502529645
"GYPC",-0.0197367567140606,0.190355543090557,1.25279367164369,0.149579463925091
"GYPE",-0.15975844336904,-0.15975844336904,0.170239997543243,-0.15975844336904
"GZMA",-0.123436258411025,-0.123436258411025,-0.123436258411025,-0.123436258411025
"GZMB",-0.109620140831119,-0.109620140831119,-0.109620140831119,-0.109620140831119
"GZMH",-0.0769377588052377,-0.0769377588052377,-0.0769377588052377,-0.0769377588052377
"GZMK",-0.0520308168264611,-0.0520308168264611,-0.0520308168264611,-0.0520308168264611
"H2AZ1",0.345096132803681,0.40269227997819,-0.571579877592212,0.108900887397058
"HAMP",-0.0937589658656693,-0.115451504001665,-0.00315071755026948,-0.0768387688563837
"HAPLN1",-0.0680501078443618,-0.117155572108492,-0.117155572108492,-0.117155572108492
"HAPLN3",-0.130072901466303,-0.184652478098976,-0.184652478098976,0.114675106058505
"HAVCR2",-0.173956958291285,-0.218209186353463,-0.218209186353463,0.0560124684558279
"HBA1",0.355069109590829,-0.679370910118154,1.10464123286249,-1.00070149540254
"HBA2",0.621353884243036,-0.731305121334725,1.40210862823829,-1.30617277367007
"HBB",-0.0157120912410544,-0.613188835252651,1.0948030146834,-0.699501952311045
"HBBP1",-0.0445702598629042,0.0371559553582537,-0.0835912947169145,-0.0835912947169145
"HBD",-0.0806523521099748,-0.0806523521099748,-0.0806523521099748,-0.0806523521099748
"HBE1",-0.132695708804823,0.257020398661718,-0.247538801868646,-0.247538801868646
"HBEGF",-0.407349168712602,-0.435522494897738,-0.0188262792217606,0.778993154766754
"HBG1",0.757835732539049,-0.710105191881051,1.64564872875122,-0.903417523172232
"HBG2",0.402107211417354,-0.843472565736291,1.47429889425461,-1.32316688390736
"LRP5",-0.0527735018218487,-0.151988996344423,0.184259472860102,-0.321033743619586
"HBQ1",-0.131287058270183,-0.232724090811396,0.171825392453733,-0.232724090811396
"HBZ",-0.248908930790676,-0.311461495502993,0.0130673423079508,-0.314601577276732
"HCAR2",-0.141453257922547,-0.141453257922547,-0.141453257922547,-0.141453257922547
"HCAR3",-0.142859072861186,-0.142859072861186,1.15927266270951,-0.142859072861186
"HCK",-0.218698448774264,-0.269408908714781,-0.189779069380102,-0.135125565591372
"HCLS1",-0.278283406250152,-0.313560906202519,-0.0231751912321514,-0.278966133997533
"HCST",-0.310139790930866,-0.370598007632189,-0.258884454321481,-0.328192116504579
"HELLS",-0.00991159850566123,-0.311524500172567,-0.136701738616625,-0.281669543471475
"HELT",-0.0199095327388359,-0.0199095327388359,-0.0199095327388359,-0.0199095327388359
"HEMGN",-0.137795130343804,-0.210619349899073,-0.141939758200112,-0.210619349899073
"HEPACAM",-0.0335089043296711,-0.0335089043296711,-0.0335089043296711,0.71591933771375
"HEPACAM2",-0.459649122020465,-0.448990572490708,-0.459649122020465,-0.459649122020465
"HES5",0.649457656146122,0.035148368162335,-0.0507711209882183,-0.0507711209882183
"HES6",-0.249252797111673,-0.314538107987977,-0.407462791931768,-0.254413005829252
"HES7",-0.0649611781655049,-0.0649611781655049,-0.0649611781655049,0.460011980789954
"HHATL",-0.118966503507984,-0.118966503507984,-0.118966503507984,-0.118966503507984
"HHIP",1.20361006143553,0.602514141468638,-0.144493612129345,-0.144493612129345
"HILPDA",0.598316301923267,0.70470833441342,2.0512666145543,0.329477390049108
"HIPK4",-0.0569678271950093,-0.0569678271950093,-0.0569678271950093,-0.0569678271950093
"H1-1",-0.0768245080414885,0.211065586273645,-0.161999203162539,-0.0375793079757213
"H1-5",-0.120156507190141,-0.0115143148953448,-0.0414374514595758,-0.120156507190141
"H1-2",-0.304852801422265,-0.27287475267497,0.564306262981428,-0.337635929761573
"H1-3",-0.00519059994903671,-0.198132170023501,-0.216201244520838,0.0259111055795714
"H2AC12",0.532074108717285,-0.0971068002380086,0.284702270861428,0.0501122552734378
"H2BC9",0.233555342047622,0.408920638558508,0.401763463045105,-0.118029076853906
"H2BC12",-0.238933951227445,-0.190892510318423,-0.573326114669079,0.123567848480072
"H2BC13",-0.0737429452702921,-0.0737429452702921,-0.0737429452702921,-0.00667013508767922
"H3C4",0.19661064897609,-0.217968604855047,0.399204955450331,0.0968745194502475
"H3C8",-0.098951562734814,-0.098951562734814,-0.098951562734814,-0.098951562734814
"H4C3",0.355170598926697,0.671159990531878,0.154686077347769,0.0760831702008724
"H4C6",-0.0820166176280907,-0.0820166176280907,-0.0820166176280907,-0.0820166176280907
"H2AC20",0.00477868854021416,0.189242937188086,-0.356164050300387,0.492358844481779
"HJURP",-0.179093041137034,-0.152527061523433,-0.231453762298898,-0.010381444047991
"HLA-B",-0.683611084302759,-0.878185161140512,-0.00718302415496391,0.00538806899776833
"HLA-DMA",-0.305283383839454,-0.1933287036891,-0.174501852321719,-0.323987464741984
"HLA-DMB",-0.193885990396725,-0.284665883443126,-0.246153458508028,-0.317106847613208
"HLA-DPA1",-0.35726425719684,-0.369295232472611,-0.369295232472611,-0.36167310877315
"HLA-DPB1",-0.384287671446898,-0.236878714604785,-0.138673640219785,-0.216370847698583
"HLA-DQA1",-0.171709629964073,-0.171709629964073,-0.149764862140447,-0.171709629964073
"HLA-DQB1",-0.361898185746654,-0.353218826338065,-0.147790137715977,-0.361898185746654
"HLA-DRA",-0.507732510897385,-0.536488156621326,-0.20861014363611,-0.496057205317784
"HLA-DRB1",-0.401106818526454,-0.397872896510722,-0.272897741132439,-0.38518312517962
"HLA-DRB5",-0.256507055520874,-0.256507055520874,-0.256507055520874,-0.18154304768369
"HLA-E",-0.328199512062244,-0.466024385488381,0.0576628716913712,-0.201320969652359
"HLA-G",-0.0998057845964675,-0.0998057845964675,-0.0998057845964675,-0.0998057845964675
"HMBS",0.0723753365930915,-0.0773455288920171,0.378586820111705,-0.150637047521225
"HMGA1",0.187889329737943,-0.233234179079507,0.598835753494502,0.382424668477126
"HMGA2",0.237208307435802,0.280142741729805,0.0979916785128677,0.0846599663506984
"HMGB2",0.0270620743228235,0.417954659438489,-0.233149114194186,0.345256875562898
"HMGB3",0.487664048038228,-0.0755347621423363,-0.367883487742417,0.303244279056023
"HMGN5",-0.151610886216397,0.418600397234427,-0.57421554045632,0.191898661495104
"HMMR",-0.184597745259969,-0.157610448596451,-0.224713504259073,-0.0110642521542107
"HMOX1",-0.0752365856460803,-0.22713549558497,0.212636887982008,-0.177859036673144
"NSG2",-0.115327385963475,-0.224472949285699,0.243194092288879,-0.200314893088581
"JPT1",-0.090225704968161,-0.210386832331927,-0.0154723773267416,0.376267169762281
"HNMT",-0.125034686510511,-0.337267096713203,-0.175317639794646,0.384276841007853
"HOPX",0.0687628309109613,-0.283444929481368,0.803131914656029,1.82175735610835
"HORMAD2",-0.0305559774936098,-0.0305559774936098,-0.0305559774936098,-0.0305559774936098
"HPGD",0.369954455474591,-0.115574876873245,0.0161939103853276,0.285046131396209
"HPGDS",-0.136849755897507,-0.214804195770966,-0.214804195770966,-0.108169465053898
"PLAAT2",-0.039464448752888,-0.039464448752888,-0.039464448752888,0.30606572722812
"HS3ST1",-0.281962810705046,0.246316368433801,0.487885246378978,-0.267207352757446
"HSD17B2",-0.0678691558383857,-0.144200145010254,-0.144200145010254,-0.125850642734422
"HSPA1A",0.159472366297958,-1.19458683501441,-0.997341529673329,0.168893204582825
"HSPA6",0.340928156428917,-0.543216649854904,-0.543216649854904,-0.368776296682621
"HSPA7",0.428033380186521,-0.328189567429667,-0.243238533453835,-0.267368605504342
"HSPB1",1.05429037170188,0.063275447531946,0.000565824765937552,0.786047048236971
"HSPB3",-0.0585940191733127,-0.144051575627798,-0.171688362666168,-0.0428595385311763
"HSPB9",-0.0929723987631108,-0.0929723987631108,-0.0929723987631108,-0.0929723987631108
"HSPH1",-0.410002702632803,-0.838853709426206,-0.686782693574468,0.121888203342841
"HTATSF1",0.143338695254286,-0.0950902403362901,-0.639993552465063,-0.685986581309198
"HTN3",-0.050833406134491,-0.050833406134491,-0.050833406134491,-0.050833406134491
"HTR1F",1.15369074990261,1.26070143521575,-0.0489015814755111,0.540335845200452
"HTR2C",3.98712002866194,4.68053298852661,1.13300711330041,3.84450834791428
"HYAL2",0.480842635515802,0.131309122440097,0.461029665713622,0.183369325578493
"IBSP",-0.159906133538,-0.159906133538,0.750429930729904,0.860291489036772
"ICAM1",-0.307285483929549,-0.199867089586705,-0.254893907037761,-0.214667501339587
"ICAM4",-0.237286797148089,-0.237286797148089,-0.237286797148089,-0.222640585308695
"ICOS",-0.0734118643853205,-0.0734118643853205,-0.0734118643853205,-0.0734118643853205
"IDO1",-0.150908612515495,0.472415369103534,0.104431136389698,-0.15516829720565
"IER3",-0.497206891532086,-0.378196173774482,0.788505436822667,0.361981677516185
"IER5",-0.401383653333928,-0.38697650119399,-0.0142122506988899,-0.0745688263670094
"IFI16",-0.396694902887789,-0.287092164275724,-0.165568676454435,-0.302541883173366
"IFI27",-0.0763328732101115,-0.11685139365699,-0.168038056362119,0.0210360203581951
"IFI30",-0.390263644165056,-0.390157689818426,-0.211806891137478,-0.169795980790369
"IFI44L",-0.0396873204847555,2.18344325006077,0.15669337657899,0.0388373318691266
"IFI6",-0.743855525849264,-0.474159858162998,-0.487502194351293,-0.565111248101947
"IFIH1",-0.181668261211526,-0.181668261211526,-0.181668261211526,-0.071691443104852
"IFIT1",-0.340364425428821,-0.30996667758494,0.384701622958587,-0.369950672081005
"IFIT1B",-0.0161949987929805,-0.0650706860560752,-0.0650706860560752,-0.0650706860560752
"IFIT2",-0.245845745210494,-0.135019722242929,0.193708572131755,-0.245845745210494
"IFIT3",-0.21843539557446,-0.0284410575221648,-0.21843539557446,-0.103354332161364
"IFITM1",-0.741642792715175,-0.43955248169613,-0.590424389474871,-0.712284453222257
"IFITM2",-0.229555863778723,0.0764206449159414,1.03383845450456,-0.0937753211900604
"IFITM3",0.0128888512247221,0.00534453988491908,0.74798417581781,0.00298189526418115
"IFNG",-0.0981435303393001,-0.0981435303393001,-0.0981435303393001,-0.0981435303393001
"IGF1",0.152872430812297,-0.152176980294913,-0.205198023088704,0.730603487759064
"IGFBP3",0.118040057637347,-0.317240075310264,3.34412070291436,0.250802807368701
"IGFBP5",0.253826907886019,0.194292167634005,1.43821815391809,-0.487851562769262
"IGFBP6",-0.422097319666661,-0.448582688639172,-0.159054895750968,-0.0800913784337821
"IGFBP7",-0.394234791643644,-0.460974178815392,0.413325600533931,0.577305655515309
"IGLL1",-0.0385876824204717,-0.0385876824204717,-0.0385876824204717,-0.0385876824204717
"IGLL5",-0.0435452560699151,-0.0435452560699151,-0.0435452560699151,-0.0435452560699151
"IGSF1",-0.877641879826585,-0.513864789252809,-1.30850876014596,-1.30630112892684
"IGSF6",-0.182570714232788,-0.25169623954455,-0.221743059501298,-0.179240941060532
"IKZF1",-0.171585465520266,-0.218565473746262,-0.218565473746262,-0.195764637854364
"IL10",-0.137665290402813,-0.121845607613709,-0.137665290402813,0.0994249705385721
"IL10RA",-0.276928849388521,-0.303966753669295,-0.0811804514081702,-0.0677778055261624
"IL12B",-0.0402118214843573,-0.0402118214843573,-0.0402118214843573,-0.0402118214843573
"IL13RA2",0.11697273342745,0.982752692384387,0.815333447910996,2.12134059220374
"IL17RB",-0.350212603116174,-0.337170129544454,-0.27624624744238,-0.152119885913601
"IL17RD",1.61496907614091,1.13509959452932,0.584415912319579,0.160518903604028
"IL17RE",-0.0491579420737308,-0.0491579420737308,0.804199634344239,-0.0491579420737308
"IL1A",-0.193837874990963,-0.193837874990963,-0.0700083592524636,-0.00785507131197207
"IL1B",-0.410491857281191,-0.40386710691266,-0.300448766097407,0.829564759402833
"IL1R2",-0.116471990046749,-0.100383289340642,-0.116471990046749,-0.116471990046749
"IL1RL1",-0.0425563990128738,-0.0425563990128738,0.717369315538176,-0.0425563990128738
"IL1RN",-0.197853240899976,-0.207158272102382,-0.207158272102382,-0.207158272102382
"IL2",-0.0294151186165354,-0.0294151186165354,-0.0294151186165354,-0.0294151186165354
"IL21R",-0.0865752712677118,-0.0865752712677118,-0.0865752712677118,-0.0865752712677118
"IL23A",-0.155447488213653,-0.201547025584009,-0.201547025584009,-0.201547025584009
"IL2RA",-0.0532044021148167,-0.0532044021148167,-0.0532044021148167,-0.0532044021148167
"IL2RB",-0.0771488789623496,-0.0771488789623496,-0.0771488789623496,-0.0771488789623496
"IL2RG",-0.206999683807756,-0.206999683807756,-0.206999683807756,-0.206999683807756
"IL32",-0.185155792100874,-0.20820352256811,-0.20820352256811,-0.20820352256811
