"","timepoints1","timepoints2","timepoints3","timepoints4","timepoints5","timepoints6","timepoints7","timepoints8","timepoints9","timepoints10","timepoints11","timepoints12","timepoints13","timepoints14","timepoints15"
"ADAMTSL3",0.592894284765319,0.0633727617857322,-0.0790418377514435,-0.00182567156441183,-0.0790418377514435,-0.0790418377514435,-0.0790418377514435,0.244803234929467,-0.0790418377514435,-0.0790418377514435,0.0833003514807087,-0.0790418377514435,0.0845395647854924,-0.0790418377514435,0.268511329067572
"ADAMTSL5",-0.0562876225990222,-0.0435741972132665,-0.0562876225990222,-0.0562876225990222,-0.0562876225990222,-0.0562876225990222,-0.0562876225990222,-0.0562876225990222,-0.0562876225990222,-0.0562876225990222,-0.0562876225990222,-0.0562876225990222,-0.0562876225990222,-0.0562876225990222,-0.0562876225990222
"ADAP2",-0.125809083829629,-0.170819396182243,-0.0652579935419123,-0.233323389494607,-0.263265117600787,-0.0595449550927052,-0.263265117600787,-0.160683409440582,-0.160720636618808,-0.170939453411489,-0.143980419412423,-0.221152728000774,-0.203774076893292,-0.250792528728949,-0.258130542239833
"ADGRE5",-0.1584303045096,-0.12831904050542,-0.0118467969057001,-0.180093587489803,0.597779937707355,-0.0846660871505191,0.202001815084687,0.00628534081727802,0.135246867145568,0.10885020068303,0.0875171812197935,0.0315327376856784,0.145026009997738,-0.0519718599596423,-0.0542286913256348
"ADGRF3",-0.10163007333484,-0.085749278985854,-0.10163007333484,-0.0582865288603607,-0.10163007333484,-0.0448431081108959,-0.10163007333484,-0.10163007333484,0.188920303634103,-0.10163007333484,-0.0594512159536581,-0.10163007333484,0.0204885453409418,-0.10163007333484,0.0725359624123125
"ADGRG6",-0.117757352714262,-0.0259487845061408,0.0377085977188244,0.0332917828395379,-0.117757352714262,-0.117757352714262,-0.117757352714262,-0.117757352714262,-0.117757352714262,-0.0748029379410002,0.026524726354826,-0.0145042498270039,-0.0274340892706592,-0.117757352714262,-0.112007089196315
"ADGRL4",-0.130436617541344,-0.0885760141197415,-0.0909840929004522,0.0228037152111144,-0.130436617541344,-0.0953514340427432,-0.130436617541344,-0.130436617541344,-0.110579491667911,-0.0892277261097755,-0.130436617541344,-0.130436617541344,-0.109765006378799,-0.130436617541344,-0.117257285465232
"ADH1A",-0.0842821291417367,-0.0842821291417367,-0.0842821291417367,-0.0842821291417367,-0.0842821291417367,-0.0842821291417367,-0.0842821291417367,0.130523937212656,0.0277654500709492,-0.0842821291417367,-0.0842821291417367,-0.0842821291417367,-0.0143440996376971,0.0485151371354389,0.023221515964724
"ADIRF",-0.161101423940124,-0.161101423940124,-0.108427230757737,-0.0985717812949965,-0.161101423940124,-0.161101423940124,-0.161101423940124,-0.161101423940124,-0.11412989149376,-0.161101423940124,-0.136301359559089,-0.133512171874613,0.0150028788234066,-0.161101423940124,0.0110825488279633
"ADM",-0.168060239029608,-0.0279640527758711,-0.356733847050747,-0.0366758584642234,0.540043285811531,-0.0779179380171077,0.198360335038967,0.565611924726782,0.404892793794781,0.382067653642293,0.00889345653487917,-0.17937032328483,0.773694580949693,1.1667632424952,1.28672370262057
"ADPRH",-0.143561520034798,-0.0686234412198768,-0.143561520034798,-0.0609999693977648,-0.143561520034798,-0.143561520034798,-0.0610802569259663,-0.0655602434516071,-0.0808146284044788,-0.117313456838308,-0.0745902594845759,-0.143561520034798,-0.132790323955485,-0.0682205243882927,-0.143561520034798
"ADRA1B",0.277780302275533,0.0380480871909646,0.0285863938032853,-0.0574686528184145,-0.0574686528184145,0.0951467943335595,-0.0574686528184145,-0.0574686528184145,0.321851519131336,-0.0574686528184145,-0.0574686528184145,-0.0574686528184145,0.00913709984925709,-0.0574686528184145,0.0305296513506219
"ADRA2C",-0.0769220865407734,-0.0769220865407734,-0.0769220865407734,-0.0769220865407734,-0.0769220865407734,-0.00949687301195176,-0.0769220865407734,0.18504065342916,-0.0769220865407734,-0.0769220865407734,0.675769941512358,0.472728209088723,-0.000631377975684774,-0.0769220865407734,-0.0769220865407734
"AGAP1-IT1",-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,-0.0371361044838973,0.279931157197912,0.159584963358078
"AGR2",-0.661806673737079,-0.667477091502558,-0.346847801264106,-0.440693450747668,-0.527394055714803,-0.669491896028492,-0.266307204144153,-0.476190233931977,-0.407058687803583,-0.361444185551847,-0.525624430402949,-0.337173977740292,-0.182524311604959,-0.476928682473626,-0.579314313968344
"AGR3",-0.0901582226140823,-0.316894117668383,-0.0536938753467778,-0.303017864575691,-0.381279626064275,-0.381279626064275,-0.215109818975636,-0.363024900806309,-0.2629258806685,-0.323452599095433,-0.16445500087032,-0.3080964524882,-0.114476349686689,-0.381279626064275,-0.27107746169519
"AGRP",-0.0690189534455209,-0.0690189534455209,-0.00368366985996929,0.0524585855006067,-0.0690189534455209,-0.0690189534455209,-0.0690189534455209,-0.0690189534455209,-0.0690189534455209,-0.0690189534455209,-0.0690189534455209,-0.0690189534455209,0.0863924004798931,-0.0690189534455209,-0.0690189534455209
"AGXT",0.365255441475764,-0.0929552279712055,-0.187148885763461,-0.130637623832569,-0.187148885763461,-0.0554390747442647,-0.187148885763461,0.191808004301044,-0.0620697385852859,-0.103245914520205,-0.187148885763461,0.0952824822672667,-0.0305098346777171,-0.187148885763461,-0.120221770019953
"AHSP",-0.133751684738007,-0.178245009195324,0.0438641227978148,-0.111751624364711,-0.365021583742738,-0.138726520737691,-0.358194725641777,-0.360390173447084,-0.237812587432913,-0.318771026659134,0.0705214202492773,-0.280849072345548,-0.243037118034839,0.180351997377828,0.229647423428034
"AIF1",-0.322163851442901,-0.18353158449879,-0.198929468602065,-0.0822807983702219,-0.116814646742142,-0.330358176060702,-0.314591000843389,-0.0289772231107131,-0.22678327545209,-0.178740623671908,-0.0897254499142665,-0.262524584310284,-0.217087850869937,-0.331268067631021,-0.32905964290398
"AIM2",-0.157778750104341,-0.096675284586353,-0.170052784744033,-0.170052784744033,-0.170052784744033,-0.170052784744033,-0.170052784744033,-0.170052784744033,-0.151906549747532,-0.149345232210661,-0.0460686347637283,-0.170052784744033,-0.162031990787223,-0.108939346986965,-0.170052784744033
"AJAP1",-0.102382763325236,-0.0163944533737849,0.28617041987958,-0.0661862828546205,-0.102382763325236,0.240070889668839,-0.102382763325236,-0.102382763325236,-0.102382763325236,-0.102382763325236,0.0300774774808183,-0.102382763325236,-0.0276716948629201,-0.102382763325236,0.0142082041873241
"AKAP12",0.762727133448387,1.36830721868248,0.917525378838447,1.05881445936937,1.97187547724055,1.47575363832051,1.30107808724328,1.26844156614247,1.17289750177635,1.04751595678553,1.20165971680766,1.52709050085023,1.20289713261951,0.975335208961062,1.14839561434756
"AKR1B15",-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,0.0903895396202679,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878,-0.0261941128547878
"AKR1C6P",-0.0308250166450601,0.00752982270653988,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,-0.0308250166450601,0.142120242262613
"ALAS2",-0.135040661106635,-0.210440829082803,-0.0591968068598574,-0.101050513537921,-0.28680029638992,-0.143861208413593,-0.28680029638992,-0.269715441469047,-0.204889491445903,-0.271994015753185,-0.1878147972727,-0.147926317640422,-0.206727400926071,0.0258369571147741,0.0904165548632689
"ALDH1A1",-0.520559037467399,-0.528735847558942,-0.491900574914276,-0.53038486761104,-0.589254763660235,-0.506619751324049,-0.537158255024901,-0.410224961512811,-0.528624849370788,-0.533782837025296,-0.402366669640263,-0.385674130009736,-0.359583880350984,-0.150873705111732,-0.350275008014547
"ALDH1A2",-0.380321327083,-0.311297256911162,-0.341239082521836,-0.258512299976967,-0.442957351354411,-0.19443604833634,-0.164713401804234,-0.280793720093847,-0.0487304835305562,-0.117301143731953,0.0227569223808101,0.0773781763437734,0.180013828439509,0.0951505945906436,-0.011779999249061
"ALDH3A1",-0.0384655334479694,-0.0512420813143113,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278,-0.0646270810307278
"ALOX12B",-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,-0.0629718393706684,0.526895770081821,0.374548675384578,-0.0629718393706684,0.00441773966463908,-0.0629718393706684,-0.0629718393706684,0.0152356858546273,-0.0629718393706684,-0.0629718393706684
"ALOX15",-0.0503095256097667,-0.176012441522955,-0.154589683976,-0.10169425860808,-0.21293640860241,-0.21293640860241,-0.178704841763471,-0.06145530840772,-0.21293640860241,-0.12288046981819,-0.177884611972563,-0.205381223481186,-0.137877132210498,-0.21293640860241,-0.21293640860241
"ALOX5AP",0.0210339808182688,-0.218575099924254,-0.233180761660552,-0.18292669317786,-0.246982322893558,-0.225573267519981,-0.246982322893558,-0.192964398101641,-0.202735849773725,-0.205187220892925,-0.102641393200349,-0.196046256882888,-0.201287866144935,-0.233060728448429,-0.209956919438076
"ALPK1",-0.19041940694335,0.192307727818931,-0.0241155730744263,0.0751873727611716,-0.19041940694335,0.279199338164011,-0.19041940694335,0.216645896934787,-0.0323754070364089,0.0261788480418079,0.19081692053906,-0.19041940694335,0.102539215452836,-0.0754197839045729,-0.166565026866496
"FLACC1",-0.137599381632742,0.0302915439852394,-0.137599381632742,-0.0973595693206353,-0.137599381632742,-0.137599381632742,-0.137599381632742,-0.091383823623393,-0.114567995207464,-0.133173836843447,-0.137599381632742,-0.137599381632742,-0.0617213788460281,-0.137599381632742,-0.101138366146911
"JAML",-0.281071845541082,-0.22593366172526,-0.136860056168011,-0.15992001174396,-0.281071845541082,-0.235752406280281,-0.222634197601255,-0.0775108101784837,-0.181460052866394,-0.126412620140886,-0.12508277787405,-0.212177003838362,-0.180089307082239,-0.281071845541082,-0.230599751402725
"AMPD1",-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,0.0207304402179147,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478,-0.0461920447132478
"ANGPT1",1.38961133139449,1.06352103862627,1.24811242220909,0.898796117873845,0.929828496574947,1.17622512179004,1.18715307849643,0.832961414395003,1.06046884459346,1.09017481535538,1.10703765873144,1.36906187193836,1.01771142154118,1.65495470367473,1.28086968384195
"ANGPT2",1.48010514005732,0.321583305041418,0.935113770401699,0.456478330291124,1.36529937858001,0.435772961946699,1.66701282233903,0.192655146880862,0.722028091073412,1.46965631215231,0.363510860651541,0.653026122946264,0.482413910295619,0.394667507801336,0.701666308743031
"ANGPTL1",1.7089088687534,0.953385341782802,0.620859860703365,0.926154392927921,1.40334774032169,0.643670247149,0.0708308235851232,0.0890080790753026,1.15346603049855,0.560410718895508,1.13279755077225,0.67591895615213,0.467347074763315,0.409640143433992,0.248021526134153
"ANGPTL4",0.0626888300990875,0.771215060979084,0.843033429191718,0.629366753577773,-0.268746396977308,0.574464753532994,0.71027996551038,0.550519761835337,0.521186812846016,1.16379012015937,0.113226538152707,-0.0470043125958816,0.79288181099436,0.0875052652564319,0.429431576421836
"ANK1",-0.143897189123192,-0.154140201288386,-0.158034579581228,-0.129938737140374,-0.16931670404394,-0.145645982889324,-0.127028175246418,-0.16931670404394,-0.16931670404394,-0.163167089106282,-0.149426714953198,0.0747006455737921,-0.162797952767966,-0.16931670404394,-0.0781127175652702
"ANKRD1",-0.0610789538304664,-0.0392986768314366,-0.0610789538304664,0.0921265015795238,-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,0.0497766912127138,-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,-0.0610789538304664,-0.0409993912890459,-0.0610789538304664,-0.0610789538304664
"ANKRD19P",-0.146942070831422,0.0631273953732359,-0.043385903620091,-0.0138616130204926,-0.146942070831422,-0.00622287864501597,-0.0729748640460699,0.0736436263605653,-0.0217230746422847,0.00183533292807086,0.724245116630582,-0.0574590919820373,-0.0742601887426091,-0.146942070831422,0.0678312543212269
"ANKRD34C",-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.0630132532534247,-0.01203400421926,-0.0630132532534247,-0.0630132532534247
"ANKRD50",0.838980554790014,0.651160200854669,0.89977919352666,0.320806487136085,0.538944051418842,0.897076459681262,1.26075639871847,0.140766523337275,0.229589411472215,0.136217859128313,0.435725411221489,0.680044389023508,0.555571871582532,-0.127759333771571,0.155476288729124
"ANKRD9",-0.0554054365942355,-0.11514405023321,-0.119765091607639,-0.0541613068739485,-0.132870054672532,-0.132870054672532,-0.132870054672532,0.0812313503922303,-0.121117307337759,-0.116191063898053,-0.132870054672532,-0.104161076095375,-0.0875527598473801,-0.132870054672532,-0.0959201109025296
"ANKS4B",-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,0.0298697877365208,-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,0.0682834358781344,-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,-0.0450935973180918,0.128097671601186
"ANLN",0.334277960796489,0.351333654788302,0.132708008298557,0.387012527254138,-0.237602534045907,-0.0700228698486815,-0.237602534045907,-0.103821958220737,-0.0441317517151219,0.183471067994676,-0.0109218673217654,0.365856402918721,0.0106693399231941,-0.237602534045907,0.0305676075943973
"ANXA1",0.882133056248269,0.302292607676229,0.836940490414921,0.469736058591034,1.57104467958069,0.551321342902076,0.441670423335932,0.969671006725808,0.314210270908271,0.0132011420356649,0.874932730546408,0.440005127173762,0.909659779682727,0.606293845331801,0.264028133386065
"ANXA2",0.088611301523442,0.03403998750076,-0.15448411992442,-0.0852203742673717,1.1909330614457,-0.116576972867232,-0.205082243610989,0.513538748921225,0.102445796964798,0.44296437610879,-0.115262033274513,0.429725083455132,0.422593310309249,0.0266984389285176,0.558575233095806
"ANXA2R",-0.125853363643615,-0.105976546445892,-0.0581071745091343,-0.104994555568737,-0.125853363643615,-0.0320046706796424,-0.125853363643615,-0.079199231634391,-0.125853363643615,-0.104795929635996,-0.0542056415874999,-0.125853363643615,-0.0510893415560567,-0.095597980550341,-0.125853363643615
"ANXA3",-0.220664996908728,-0.159404987446904,0.0507934932836851,-0.112861883755027,-0.284805712766358,-0.216793779507481,-0.284805712766358,-0.196186986014973,-0.275572914467085,-0.22407555357274,-0.205998420715529,-0.284805712766358,-0.268704516825268,-0.284805712766358,-0.269805892398885
"APBB1IP",-0.216399560212902,-0.183539409419499,-0.145142005203969,-0.181566759431898,-0.226054389316592,-0.214087366264255,-0.0809682396334777,-0.211754720462633,-0.208294227283994,-0.192520537920203,-0.204118197322371,-0.205285083238174,-0.190863046529637,-0.226054389316592,-0.178516144427035
"APBB2",-0.312158647845535,-0.153467811381708,-0.0460824582929161,-0.221573791012533,1.91620106131969,0.0801091153073162,-0.14749864061358,-0.168138571114651,-0.0250608276535299,0.193552812213471,0.209186061283396,0.0988991407962871,-0.0415528934766371,-0.00505678656111849,0.351022823162724
"APCDD1L-DT",-0.0594212241445647,0.0125544194762378,-0.0978040952256822,-0.0921436378326883,-0.0978040952256822,-0.0978040952256822,-0.0978040952256822,-0.0978040952256822,-0.0978040952256822,-0.0858375642997524,-0.0978040952256822,-0.0978040952256822,-0.0616937795361525,-0.0978040952256822,-0.0978040952256822
"APLNR",-0.0444037161968979,-0.0717374158183676,-0.0442395419720975,-0.0666681347773166,-0.189601963616464,-0.0928508811835596,-0.168401339224644,-0.117611689356472,-0.106089972285468,-0.164151895614799,-0.189601963616464,-0.189601963616464,-0.0308624544735934,0.227304390083151,-0.177059119166869
"APOA2",-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,0.126263926725001,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795,-0.0319487427173795
"APOBEC3A",-0.11218907269889,-0.0859546908618976,-0.11218907269889,-0.0703480025638589,-0.11218907269889,-0.11218907269889,-0.11218907269889,-0.0894893485807002,-0.104093434031907,-0.0889928133240201,-0.11218907269889,-0.11218907269889,-0.0499883383185717,-0.0516772993532527,-0.0234328685036792
"APOBEC3D",-0.0985351670606452,-0.0162521003435678,-0.115605709016721,-0.110384445291373,-0.115605709016721,-0.115605709016721,-0.0813368654033899,0.0632881848510989,-0.081449194476644,-0.0938741247316349,-0.0703590628609433,-0.0234602326191168,-0.0364423619105355,-0.115605709016721,-0.115605709016721
"APOBR",-0.164579104636091,-0.0837949239423602,-0.164579104636091,-0.154530043359732,-0.164579104636091,-0.164579104636091,-0.164579104636091,-0.0761245380067992,-0.117979847025568,-0.132912912556751,-0.125411147708533,-0.128698999319027,-0.127601073284579,-0.127501050701405,-0.164579104636091
"APOC1",-0.133269026925887,-0.0326825091517735,-0.148010452684628,0.10183432365956,-0.316301730679347,-0.177857496382177,0.152189965973347,0.0199790051036691,0.649502304279947,0.430522598194135,0.349211770987875,0.589504293620219,0.554221670761637,0.218348574709582,-0.242061286914004
"APOD",0.535345451134669,0.990162032889382,1.17569511010785,0.888133452635055,0.347489953763396,0.974698350720784,1.92004627070612,2.70005314852206,0.830905335271318,1.28837667839134,0.339611298267821,0.941555348586537,1.39633156812574,1.76591934970256,2.08677049582219
"APOE",0.146948219625691,-0.0664199266165316,0.20883882433007,-0.0874465072560276,0.564805946734329,-0.132286275250441,0.969544371127009,-0.00819680967100382,0.480844200339319,0.412638015332491,-0.0687662146267757,0.856494767688068,0.684252346472713,1.12435368419083,-0.15465825548244
"APOLD1",0.107075132273966,0.160713011735352,0.153352594280626,0.142066473535539,-0.390527001834938,-0.153523682307325,-0.272980821552916,-0.194425757025839,-0.0429717383731271,-0.106640865196625,-0.0563021014997596,-0.1227280422256,-0.116538519189821,-0.366381701087924,-0.186643817157034
"AQP1",-0.106684788860242,-0.106684788860242,-0.0823418666390139,-0.106684788860242,-0.106684788860242,0.235914695507902,0.39864945058277,-0.106684788860242,0.0287686521127179,0.0932578072110065,0.0966076628813606,0.0995926953654728,-0.0998923428347346,-0.106684788860242,-0.0775477551665541
"AQP4",-0.102596097870496,-0.102596097870496,-0.102596097870496,-0.0893506850150014,-0.102596097870496,-0.102596097870496,-0.102596097870496,-0.0744610340534679,0.00965496988362075,0.053125764725325,-0.102596097870496,-0.102596097870496,0.00220959980104376,-0.0426941510225568,-0.102596097870496
"ARFIP2",-0.351916268917104,-0.10756905666466,-0.199755370934478,-0.137886114036888,-0.119710733410905,-0.233363510849887,-0.548986441305358,-0.406309649103531,-0.23743729842952,-0.209555402261499,-0.229023210973532,0.023117121538669,-0.295752380388859,-0.122985270220723,-0.419202938211974
"ARG2",-0.546027725561857,-0.518287330825117,-0.360040073536645,-0.539474062030286,-0.374549412728832,-0.568358682708004,-0.501642286984399,-0.528267565031614,-0.53583540307789,-0.559040599568879,-0.575106194027574,-0.554363947967016,-0.425891292949224,-0.541963915641193,-0.355564504258725
"ARHGAP11A",0.00228548373796778,0.0724068131193744,0.178013089601291,0.118058999266254,-0.227742120175509,0.177396379614308,-0.12753494082608,-0.170168608662103,0.0810419854028597,0.00286345937911539,0.374380261000889,0.300514835828316,-0.0833504356013856,-0.179442315829714,0.0156432788436586
"ARHGAP11B",-0.104643324945844,0.220316023513386,-0.104643324945844,-0.0820864235075824,-0.104643324945844,0.23788695725571,-0.104643324945844,-0.104643324945844,-0.104643324945844,0.0128525276698049,-0.104643324945844,0.115242803279352,-0.0377251572309713,-0.104643324945844,-0.104643324945844
"ARHGAP15",-0.186759471747397,-0.144180317135308,-0.161684634285684,-0.155275377837405,-0.186759471747397,-0.186759471747397,-0.186759471747397,-0.0236238257723423,-0.117433339362766,-0.100136444125979,-0.109151621674081,0.0476928177778849,-0.113448655838283,-0.07401491182825,-0.0969564487226986
"ARHGAP18",-0.382294889537846,0.0442330775115978,0.230048970880683,0.08785505827968,-0.458873058935758,-0.128781770702777,-0.19929596771234,0.08811490424517,-0.341980303129019,-0.22588642385531,-0.0948204785219031,0.253885458660039,-0.0273533334425045,-0.444797615575954,-0.100259669395571
"ARHGAP19",0.838583947027516,0.0534405505548624,0.0111738705486414,0.274859237409017,-0.213413010383202,-0.109303915572666,0.211929505016048,-0.0221153063951377,-0.0599085670623162,-0.0942507289483086,-0.185005559119187,0.235536439812408,-0.080961905551977,-0.153424020526132,-0.0240749635689582
