"","timepoints1","timepoints2","timepoints3","timepoints4","timepoints5","timepoints6","timepoints7","timepoints8","timepoints9","timepoints10","timepoints11","timepoints12","timepoints13","timepoints14","timepoints15"
"CMYA5",0.28164965802427,-0.205341340611297,-0.13196307453203,-0.18804266979689,-0.305553287012088,-0.305553287012088,-0.0852228296132237,-0.305553287012088,-0.280533794587567,-0.271594880454649,0.0549012379943777,-0.252268751558697,-0.243520524954761,-0.305553287012088,-0.240496677375816
"CNNM1",0.170011104288947,-0.142315014662921,-0.142315014662921,-0.142315014662921,-0.142315014662921,-0.142315014662921,-0.142315014662921,-0.142315014662921,-0.142315014662921,-0.0890617888073749,0.173170200589574,-0.142315014662921,-0.121861396702308,-0.10773585594468,-0.00590175726066753
"CNRIP1",-0.345365563145307,-0.0693813293568934,-0.229665126672756,-0.320035887987694,-0.718134448511875,-0.0849869163696065,-0.0878510263012311,-0.363333218417669,0.0284326359149103,0.0642143276102746,0.0335439362019789,-0.201728025515779,-0.12438687903772,-0.114094917776789,0.0876902151712791
"CNTN2",-0.132556203893259,-0.100903309390255,-0.0944345346415207,-0.132556203893259,-0.132556203893259,-0.132556203893259,-0.0831652756895257,-0.132556203893259,-0.104779530945935,-0.132556203893259,-0.132556203893259,-0.107277358548524,-0.00302925294256377,-0.132556203893259,-0.0776346004579583
"COL11A1",0.654688265363341,0.404062971668469,0.274089028572414,0.353627503529712,3.48540119857839,0.70541126074919,1.00166613831006,0.449503113282546,0.086105607969399,0.129971748780746,0.277334600509699,0.270438465917853,0.335231532883693,0.464925813876212,0.186398093094682
"COL12A1",0.599141175916313,0.330843775494306,0.280528514563449,0.456709564678703,4.64597393446551,0.371916846422051,0.223960910390424,0.481550068920856,-0.0983782966559648,-0.0796009748158636,0.497618348900389,0.0852063961873023,0.15800307146237,0.56248851983492,0.35735578720485
"COL13A1",1.60859292445797,1.90558400207542,1.08721335641981,1.7748410500552,-0.297015692751551,0.812184344931014,0.292800258137552,0.867470405239032,0.645790665394512,0.390060976683547,0.331260159035267,0.693472383870819,0.421961073712448,1.04034571560804,-0.12542410874743
"COL14A1",0.679178409786403,1.3872375434138,1.1565032086817,1.12307992495467,1.29626238147577,1.04653796531505,0.309595510232009,0.70986189456015,0.805832517414442,0.758318802525143,1.4574929512265,0.535684993553816,0.512481303001668,0.792527306944488,0.405330838676388
"COL15A1",-0.119005447293753,-0.0311646272330148,-0.0695739272392131,0.0420151528403282,-0.226350340341957,0.0742031319717882,0.425113566398002,0.228861273501586,-0.00313305520492818,-0.181888403649818,0.962625772527449,-0.0217579963358596,0.391647095725658,0.116343784342576,0.176440698924057
"COL19A1",0.231517714148028,-0.105326502605488,-0.105326502605488,-0.00866444495629522,-0.105326502605488,-0.105326502605488,-0.105326502605488,-0.105326502605488,-0.105326502605488,-0.1000353922723,-0.105326502605488,-0.105326502605488,-0.0384038105352534,-0.105326502605488,-0.105326502605488
"COL1A1",1.11058050472839,1.31699196266424,1.40086917824713,1.30561084862847,2.50671975864603,2.05593218759578,1.85385358149683,2.00883993694595,1.77019352411847,1.3201394454056,2.12710857847372,1.86278890759844,1.75357854247214,1.65918187308928,1.2177663255437
"COL1A2",1.1549881414411,1.36928800194199,1.46940288266387,1.50240817976335,2.36168835970582,1.83487627043289,1.80148847301914,1.75345201811848,1.65583857684072,1.36454351139354,1.93677351831478,1.61753233218026,1.60377474821372,1.46831929881073,1.17699629311675
"COL20A1",-0.0861527420070158,0.0078039348078447,-0.0861527420070158,-0.0342303159545028,-0.0861527420070158,-0.0861527420070158,-0.0861527420070158,-0.0861527420070158,-0.0861527420070158,-0.0861527420070158,-0.0392106316116444,-0.0861527420070158,-0.0861527420070158,-0.0861527420070158,-0.0460107822907714
"COL25A1",0.508790610751072,0.0622895242733289,-0.0528850923731298,0.150583860999506,-0.218035260319705,-0.0239342994305748,0.266557482146715,0.0791790382790138,-0.0829739961810673,0.122542211176922,0.308784070393753,-0.0648031155681887,-0.0862360197737152,0.0054912684651661,0.158682680791429
"COL28A1",-0.0894426062461658,0.0160352495952994,-0.0894426062461658,0.00406886057243979,-0.0894426062461658,-0.0894426062461658,-0.0894426062461658,-0.0536812572063153,-0.0894426062461658,-0.0615018135204914,-0.0894426062461658,-0.0562504013517434,-0.0458518926230281,-0.0894426062461658,-0.0894426062461658
"COL3A1",1.48436815935384,1.20907059182564,1.3888816185912,1.45807954405287,2.49893817243651,1.96432863506088,2.09987981800179,1.97256491596014,1.5858694698972,1.48977822978364,1.79662992963211,1.7104472283572,1.62583992404249,1.965516636925,1.47770773286818
"COL4A1",0.628384971921769,0.763227459893941,0.744454449371856,0.610717071723058,1.13450353808949,1.19486566479742,2.23099705998347,1.49917967594359,1.46953819619403,1.57394374477462,1.74468721442992,1.60873926172053,1.68813396271611,1.34040544029268,1.37787544475474
"COL5A2",1.2347671542828,1.14156104363593,1.24580576506426,0.938913620729542,2.21062369081347,1.60536316093166,2.27141553311567,1.5534133645397,0.637126451590912,0.754471281261378,1.76094300757984,1.42386365714661,1.16803735509945,1.04210656448356,0.87471467715842
"COL6A3",1.19027732456788,1.26382428392124,1.25503125897628,1.38354831364388,0.879928512961537,1.56309233957821,2.07689735859557,1.2678992544468,1.61320352353714,1.64458446137287,2.1293204698872,1.77477095350343,1.66387053897832,1.67477841334762,0.980134361638402
"COL6A6",0.0904505985272413,0.0987264832975008,-0.104969849189131,-0.029559626433988,-0.104969849189131,-0.104969849189131,-0.104969849189131,-0.104969849189131,-0.0396781432305371,-0.00548657482375838,-0.104969849189131,-0.104969849189131,-0.104969849189131,-0.104969849189131,-0.104969849189131
"COL8A1",0.335218737325855,0.108186843117407,-0.0145453856272768,0.49656883229918,3.67536722907979,0.802989708338658,0.291961161163848,0.424201164681708,0.433463022252265,0.885090322136006,1.15737046538261,0.538332910671051,0.593508805100432,0.530337863067051,0.314698208684978
"COLEC11",0.914257978845213,0.984498018400722,1.65531002222382,0.848609247646086,0.663336819722536,0.529084281762065,0.95458655005365,0.99119007177831,1.14594687391488,0.529930961412022,0.132579912081853,0.636886796744605,0.717581896796195,1.4391173777842,0.637204743100953
"CORO1A",-0.247298745107854,-0.227325523277545,-0.26146543473196,-0.279601770981846,-0.279601770981846,-0.200928344571913,-0.279601770981846,-0.225883657289806,-0.207976157980265,-0.259102970381038,-0.265079593426083,-0.279601770981846,-0.271534507044927,-0.260683102160617,-0.261154657229237
"CORO2A",-0.209523949780578,-0.217393795106228,-0.0998733680345701,-0.182167223784913,-0.221268059617612,-0.161129279799536,-0.221268059617612,-0.221268059617612,-0.148224205171851,-0.208047395494938,-0.10594905196795,-0.183995461675867,-0.168477794657808,-0.221268059617612,-0.170717084207958
"COTL1",0.0854871513243899,0.190134422520525,-0.0464176255369906,0.00223103933788684,-0.540745149484208,-0.0219833572091926,-0.405710310681854,-0.0340051098625471,-0.0132755087523843,-0.147184159505538,-0.0300498396725007,-0.176609083015201,-0.239853576780175,-0.243095682721438,-0.471936044079643
"COX4I2",0.121212779288115,0.172626097833366,0.744194523349016,0.105431124181531,-0.12501816874479,0.105040676972073,-0.12501816874479,-0.0594964982287041,0.828186834790163,0.503759651636486,-0.12501816874479,0.0590730706869331,0.179015952340193,-0.12501816874479,0.453652788069423
"COX6A2",-0.181343583213343,-0.181343583213343,-0.181343583213343,-0.174821961081277,-0.181343583213343,-0.181343583213343,-0.15266833779369,-0.181343583213343,-0.181343583213343,-0.144854316342001,-0.181343583213343,-0.1633693453246,-0.175753200729322,-0.181343583213343,-0.165387834335061
"COX7A1",-0.645935392374663,-0.223703851472268,-0.177240449857118,-0.324926219458171,0.750146562661426,-0.539202177164097,-0.018456266200958,-0.287765384210831,-0.2963585795524,-0.299648056814286,0.0343875804936517,-0.327712207928649,-0.262914841810541,-0.104667996787783,0.124767171712554
"CP",-0.0824315902327298,0.0268905474637923,0.111461324964053,0.0391879591446148,-0.0824315902327298,-0.0824315902327298,-0.0824315902327298,0.136751705207112,-0.030438600649132,-0.0824315902327298,-0.0824315902327298,-0.0824315902327298,-0.0824315902327298,0.706816142012171,0.361838784740621
"CPA5",-0.134512207569591,-0.132674457976428,-0.134512207569591,-0.134512207569591,-0.134512207569591,-0.134512207569591,-0.134512207569591,-0.134512207569591,-0.134512207569591,-0.118551823892853,-0.134512207569591,-0.134512207569591,-0.0981813500325712,-0.134512207569591,-0.134512207569591
"CPED1",1.43537905615263,1.7120835092471,1.78757525734189,1.49794911732767,1.404773992363,1.75941847596755,1.56824254113006,1.65892767185858,1.36992996623754,1.67724500480504,1.52061714573742,1.56692465499456,1.56422112393926,1.42523183505526,1.27229482824053
"CPLX3",-0.174132564841813,-0.165416844890909,-0.144989201733377,-0.174132564841813,-0.174132564841813,-0.174132564841813,-0.174132564841813,-0.174132564841813,-0.0812578131585959,-0.174132564841813,-0.174132564841813,-0.0674626150073671,-0.12733229872912,-0.0535691430655965,-0.174132564841813
"CPVL",-0.169775535258045,-0.162467350285506,-0.243191211445518,-0.321988907482394,-0.35613071791477,-0.209969251494151,-0.286131183389298,-0.0787157235003253,-0.217652381363237,-0.142824999669579,0.0849114881217466,-0.190430168993301,-0.260268074458306,-0.258964422892507,-0.213169512111936
"CPZ",-0.173564664875439,0.289325944291227,0.0202466006462931,0.208554844669741,0.425435102350258,0.300458634141962,0.528316432393916,0.379177662878591,0.374477601406647,0.0340959002725787,0.269527497240897,0.942207849070725,0.650100559786202,0.0119484376291267,0.306309653958677
"CR1L",-0.0948205048287292,-0.100030070043129,-0.0859869004742053,-0.106603221673516,-0.126250911473439,-0.116464639448895,-0.126250911473439,-0.126250911473439,-0.114166935447016,-0.126250911473439,-0.126250911473439,-0.126250911473439,-0.126250911473439,-0.126250911473439,0.0578739994743052
"CRABP1",0.470319898255112,0.0909101460814099,0.0254238289979633,-0.089967289730608,-0.174008929527626,-0.174008929527626,-0.153383617013762,-0.129295570221136,-0.0967961026464659,0.0631679756900774,-0.156948646197774,-0.174008929527626,-0.14339276274206,-0.158068121143283,-0.118083668430603
"CRELD2",-0.295619382180154,-0.158646468432839,-0.200048639244383,0.000709976066530552,-0.0721433057598619,-0.408219431025523,-0.443478150922186,-0.228466612074522,-0.0576974724566759,-0.194325775049277,-0.355393781308273,-0.180676430725514,-0.143510278552659,-0.586606439420447,-0.583535807518717
"CRH",-0.080346387149899,-0.0252625271108285,-0.080346387149899,-0.080346387149899,-0.080346387149899,-0.080346387149899,-0.080346387149899,-0.080346387149899,-0.080346387149899,-0.080346387149899,-0.080346387149899,-0.0406663794635231,0.00238922291003341,-0.080346387149899,-0.080346387149899
"CRISP2",-0.0826415775716331,-0.0713048591451374,-0.0826415775716331,-0.0779783451795595,-0.0826415775716331,-0.0826415775716331,-0.0826415775716331,0.217536530067192,-0.0826415775716331,-0.0826415775716331,-0.0826415775716331,-0.0826415775716331,-0.0826415775716331,-0.0826415775716331,-0.0826415775716331
"CRISP3",-0.0221310127361791,-0.0518330022810194,-0.0518330022810194,-0.0518330022810194,-0.0518330022810194,-0.0518330022810194,-0.0518330022810194,-0.0518330022810194,-0.0518330022810194,-0.0518330022810194,-0.0518330022810194,-0.0518330022810194,0.0926601230462011,0.000521918147986863,-0.0518330022810194
"CRNDE",0.140984525364507,0.00800546822585897,-0.0403591121790524,0.0347989234020827,-0.183475775732071,-0.183475775732071,-0.139936138495973,-0.183475775732071,-0.110105330789488,-0.183475775732071,-0.136493725933592,0.141191331644667,-0.0289828494747937,-0.183475775732071,-0.163612407409261
"CRTAM",-0.0795148322977709,-0.0505849708298991,-0.0795148322977709,0.00515015176801106,-0.0795148322977709,-0.0266052023735986,-0.0795148322977709,-0.0795148322977709,-0.047819248523749,-0.0795148322977709,0.0358109296169287,-0.0795148322977709,-0.0329411419604114,0.163759065206417,-0.0795148322977709
"CRTC3-AS1",-0.0829573787397848,0.0412180888969118,0.0571235028226335,-0.0720291510593142,-0.0829573787397848,-0.0829573787397848,-0.0829573787397848,-0.0829573787397848,0.00664275032915463,-0.0628576137712797,-0.0829573787397848,-0.0829573787397848,-0.00987168221200402,-0.0829573787397848,0.0908867139971081
"CRYAB",0.567558345823613,0.03640917696556,-0.00123539754142295,-0.0458813488880564,0.608224044376269,-0.0337343761612553,-0.390536280428066,-0.025465653405594,0.0559505205794853,-0.0575688133301122,-0.285535598801947,0.0225412397702232,0.052438411024469,-0.35887935176653,0.215793166704752
"CRYBA2",-0.231182457920225,-0.183416033508636,-0.231182457920225,-0.227693780526417,-0.231182457920225,-0.231182457920225,-0.182474640859989,-0.137453632045738,-0.222490856371665,-0.20766800999081,-0.216927857407148,0.0101645685181976,-0.163767205023534,-0.00803433752539384,-0.202121836108276
"CRYBB1",-0.119625367683471,-0.116236903663887,-0.119625367683471,-0.0546239678770682,-0.119625367683471,-0.119625367683471,-0.119625367683471,-0.119625367683471,-0.00786170682281047,-0.0930343467034729,-0.0635480874107104,-0.0476890592125832,-0.106148394143063,-0.119625367683471,-0.001587873747116
"CRYBG3",-0.125481686121303,0.407728517727742,0.588987311056628,0.14598453110696,-0.320208364288088,0.350073117948505,1.02926193009786,0.248370035050432,0.123807642821584,0.0723323913556414,0.141731516397331,0.179253030482002,0.23891875269428,-0.320208364288088,0.208954696096747
"CRYGA",-0.0275558732687388,0.0800571599805543,-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,0.145333021097964
"CRYGC",-0.0814259183650513,-0.0814259183650513,-0.0814259183650513,0.00901926154883737,-0.0814259183650513,0.0662040743638007,-0.0814259183650513,0.0850479721322105,-0.0814259183650513,-0.0309615778550345,-0.0814259183650513,-0.0814259183650513,-0.0814259183650513,-0.0814259183650513,-0.0814259183650513
"CRYGD",-0.128023767473922,0.0768339566869237,0.0914683330396829,-0.0390308064297256,-0.18138619562597,-0.10706492259762,-0.18138619562597,-0.141663802253461,-0.167897997730733,-0.120828574903765,-0.18138619562597,0.00372991702177461,-0.108936172857143,-0.0100888142201708,-0.18138619562597
"CRYM",0.0509393902017556,0.213446044694656,0.1051420270114,0.227224307858303,-0.331373330910767,0.332636123551687,-0.313554832741108,0.00382532932124657,0.324468287459037,0.128107835638693,0.677534967469119,0.0116184493914807,0.220938869465584,0.472802494664176,-0.214368038601386
"CSE1L-AS1",-0.0298806486468622,-0.0298806486468622,-0.0298806486468622,-0.00513979065468805,-0.0298806486468622,-0.0298806486468622,-0.0298806486468622,0.188160235019374,-0.0298806486468622,-0.0298806486468622,-0.0298806486468622,-0.0298806486468622,-0.0298806486468622,-0.0298806486468622,-0.0298806486468622
"CSF1",0.40236397061561,0.106990846372278,-0.129456735898473,0.02250478253546,-0.171832747759935,0.149627874773775,0.473105295550436,0.294180984048337,0.134619874648359,0.411140120759293,0.625571567239447,0.218434920630668,0.30153206690775,-0.040993769522093,0.28337690306706
"CSF1R",-0.303060196574507,-0.290727635680656,-0.302685328647282,-0.195775642244345,-0.327999908565576,-0.312844960267815,-0.295863875026384,-0.0772220800957789,-0.230508519021628,-0.159627584617735,-0.125725859814891,-0.298244360108211,-0.258944844410217,-0.310346486637703,-0.287128492389497
"CSF3",-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,0.175356160400791,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695
"CSF3R",-0.159118810583763,-0.169760462487985,-0.102286176543259,-0.103369495673791,-0.226477179536388,-0.226477179536388,-0.0679534963758275,-0.165743934806538,-0.190958274318244,-0.146819220848424,-0.143396091140232,-0.208805673575992,-0.0789798343606542,-0.202083623808153,-0.0827935534813922
"CSHL1",-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031
"CSNK1A1L",-0.0677310649152888,-0.059700472213575,-0.0677310649152888,0.0399772851294426,-0.0677310649152888,-0.0677310649152888,-0.0677310649152888,-0.0218048174464513,0.10976805114201,-0.0677310649152888,-0.0677310649152888,-0.0492174485817342,-0.0631507551459867,-0.0677310649152888,0.105850505169458
"CSNK1E",-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979
"CSRP2",-0.0281792891508191,0.0724673053442522,-0.00923862108912448,0.111646856539028,-0.656015722656154,-0.239924937348685,-0.361009614728394,-0.190855419153745,0.300884167403787,-0.253922223074624,0.25210014247882,0.245482775256786,0.333886981706666,0.750394644515038,0.0357244631276694
"CST3",-1.07459961055295,-1.09554412801216,-0.739708176912926,-0.826247928013628,-0.369059826872977,-0.839945497954583,-0.949863133513388,-0.79536423401043,-0.856025759662437,-0.676698956093439,-0.735419800343229,-0.528098093700794,-0.488868080235,-0.387235998447676,-0.995942337824109
"CST7",-0.077823840884162,-0.0980668781497043,-0.10558480616119,-0.0344474475186987,-0.10558480616119,-0.10558480616119,-0.10558480616119,-0.0662326708517591,-0.0532601696214303,-0.10558480616119,-0.0560009159081308,-0.0910285336866423,-0.0975830969008283,0.124349412082917,-0.0967208057546792
"CSTA",-0.19523103325793,-0.144243870032462,-0.19523103325793,-0.123159272600282,-0.19523103325793,-0.19523103325793,-0.112378286646265,-0.0550426799609726,-0.123517231824086,-0.0960918619766183,-0.19523103325793,-0.108742392079092,-0.135344632439505,-0.19523103325793,-0.19523103325793
"CCN2",-0.261685067730554,-0.168056716660247,-0.0670853016503778,0.246951192310107,2.3626423338325,-0.0185260717412915,-0.19680682434116,0.449170534945249,-0.172291986085612,0.468510951432958,-0.0998205722132944,-0.0346454335344814,0.186776237368499,-0.00938246747865009,0.504822148296717
"CTLA4",-0.0588141561450706,-0.0588141561450706,-0.0195697553049525,0.0533704408095792,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,0.0711348564886384,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706
"CTRL",-0.0776810968904055,-0.0613457738834886,-0.0485977827563182,0.0966554766338225,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055,0.512389700549102,0.0702093541364759,-0.0126263565377233,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055,-0.0776810968904055
"CTSB",-0.128366367106109,-0.231448074203368,-0.00625438243493754,-0.308834315250072,-0.653354055659244,-0.307576114107167,-0.501544854509116,0.183595034473999,-0.08457351982499,-0.0342645781650897,-0.022606236872342,0.0227235916879613,-0.112517248006369,0.123879973518231,-0.197634488792996
"CTSC",1.13918171281215,1.28209630939829,1.33492925104026,1.4110772444601,1.05130018897996,1.51939707498306,1.24471402494051,1.40721606594475,1.62584991257979,1.25994602386962,1.63807857785617,1.49880461651564,1.58261015865854,1.43234738253385,1.02652232234796
"CTSD",-0.351665798422748,-0.501353398749182,-0.449606965639757,-0.412875629096588,-0.422342415614084,-0.349936679458024,-0.308973898618356,-0.42348293861375,-0.414535046049549,-0.357390957808395,0.0316051803733014,-0.307013756379898,-0.437543862039105,-0.313881608815332,-0.645706896264139
"CTSE",-0.0755640355301528,-0.00635964852546901,-0.0435175530692735,-0.0481369906159978,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0755640355301528,-0.0545483075218848,-0.0755640355301528,-0.0755640355301528,-0.0364901367546418,-0.0755640355301528,-0.0371732369573937
"CTSS",-0.227694194949248,-0.236543677833617,-0.195061108380913,-0.25976998911747,-0.123508735405642,-0.142847649343023,0.0801550137803697,0.131405155938578,-0.286989416811552,-0.0935982465223415,-0.0831173213593075,-0.228254267505478,-0.183598208430595,-0.279226785410993,-0.285201863896012
"CTSV",-0.0371361097197139,0.539053688673425,0.36712770052982,0.214775604153499,-0.357809613797174,-0.00726802597032791,0.724426021170959,0.463795071069469,0.263300232803784,0.310845644681846,-0.290991258233887,0.114988017961378,0.307724225113938,0.0153986439847604,0.875000857751481
"CTSW",-0.112371896300992,-0.10997859831466,-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.0712956178715966,-0.073361607148371,-0.112371896300992,-0.0390350386286771,-0.112371896300992,-0.0791094286889531,-0.087790657681576,-0.0502977738868695
"CTXN2",-0.255803928807474,-0.235406871522611,-0.239390058544271,-0.235500715619236,-0.255803928807474,-0.190831834213851,-0.17903721985287,-0.255803928807474,-0.151874013187282,-0.248741246381811,-0.172321313994719,-0.210959894286368,-0.129868353007425,-0.198881424561395,-0.124114152177879
"CX3CR1",-0.175386073570276,-0.165006524824749,-0.0852595288268428,-0.150507459344808,-0.175386073570276,-0.175386073570276,-0.175386073570276,-0.175386073570276,-0.16406543794782,-0.127891604396255,0.00322349804029837,-0.108996905571581,-0.1459123275444,-0.116824874507616,-0.175386073570276
"CXCL1",-0.199843924127606,-0.192568298175038,-0.199843924127606,0.0544754535865025,-0.199843924127606,-0.182701030798347,-0.199843924127606,0.178517106141051,-0.16673828441241,0.210974430326053,0.292702163812431,-0.199843924127606,0.120201311496061,-0.199843924127606,0.280743999272439
"CXCL12",1.02309557828008,1.87737299923105,1.50477208994985,1.6963657529356,2.04473870821832,1.19750399332403,0.279028720363723,1.27246576830602,1.09565127165657,0.18543360989496,1.24816999237238,1.33190040467655,0.822956000931912,1.08558069670155,0.109202042661716
"CXCL13",-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.00639802611121499,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0148683127438839,-0.0816341014955098,-0.0816341014955098
"CXCL14",0.716134059294348,0.541757130306881,0.876282140402203,0.117268327028802,1.77957805904559,-0.153273159909287,-0.12317603565497,-0.313167570447451,0.0917791712155976,-0.233274126399318,0.514906220384861,-0.203092965804202,-0.06436630306846,-0.16596647342833,-0.321956544097131
"CXCL2",-0.457477281849712,-0.417878271159367,-0.327830713570164,0.169834652644876,-0.457477281849712,-0.373164925220598,-0.201751720310404,0.0627278134479395,-0.178423677408203,0.41866726843972,-0.366241196753363,-0.284316523186381,0.514774719673632,-0.361403244695325,0.266473987567025
"CXCL3",-0.286558461548555,-0.282629924702293,-0.166551055815889,-0.0203322697511443,-0.286558461548555,-0.276371241032623,-0.260712380251189,0.0277701820271626,-0.186331442273626,0.139343482431387,-0.0344671480203848,-0.25686259007084,-0.0149576898486272,-0.286558461548555,-0.0988896446021496
"CXCL5",0.300614358844492,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.00907858441212115,-0.033847214988457,-0.033847214988457
"CXCL8",-0.51543513650109,-0.470508141352359,-0.375981074729938,0.097938793848561,-0.51543513650109,-0.426818425900148,-0.0942371809867665,0.323880980101956,-0.371969322217837,-0.355412501622605,0.0992718136676852,-0.393514201203457,0.369097552581995,-0.416889621882546,0.0273793585208394
"CXCL9",-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,0.0894395422808374,-0.0440519743074714,-0.0440519743074714,-0.00866213842122995,-0.0440519743074714,-0.0440519743074714
"CXCR2P1",-0.0892529297644955,-0.0631114384880359,-0.0892529297644955,-0.0776828119353622,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0762628008541751,0.0172860836058229,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955
"CXCR3",-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0473311540737019,-0.0298762484255278,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0576799295658491,-0.0693778548347036,-0.0693778548347036
"CXCR4",-0.18852683299077,-0.381716138508113,-0.400122547304446,-0.377971576039808,-0.486621529971447,-0.476879107960901,-0.231743692280596,-0.378866497851979,-0.397050154690269,-0.373235136476665,-0.299037402434463,-0.408031555382701,-0.319160842976888,-0.318452354209899,-0.429181841959074
"CXXC1",2.06899183468108,1.71287644911087,0.251177023973845,1.00107345334852,0.818556626868862,-0.285774100591615,0.661877237591175,1.86368137065631,0.171623924045111,-0.352452363614542,-0.305411238989735,-0.355227087212401,-0.432982635486371,-0.606148820408574,-0.392586329665322
"TASL",-0.156747881492642,-0.146118023080825,-0.156747881492642,-0.145447133558809,-0.156747881492642,-0.11093824649725,-0.156747881492642,-0.149094355774171,-0.153541059961684,-0.156747881492642,-0.143321755455706,-0.156747881492642,-0.150502327681643,-0.156747881492642,-0.0908419326085217
"CYB561",-0.448187784265987,-0.370680943600871,-0.47074439332537,-0.468504140624742,-0.574262014258052,-0.487642349400782,-0.506084839211856,-0.565857428224214,-0.530568014267708,-0.356472442792872,-0.504477141000482,-0.0643132007839124,-0.393158324134807,-0.43778636285137,-0.502766570026697
"CYB5D2",-0.152009959254314,0.108653299326332,0.21188344905482,-0.137702388148913,-0.708628178451628,-0.030881656855604,-0.526569417704398,-0.146597224446218,-0.0831313719669124,-0.171206217334513,-0.139766730496622,-0.165375243468093,-0.300424925389567,-0.39433756804871,-0.529151991856112
"CYBA",-0.250138315557938,0.13603346602646,0.189403307224778,0.270985107708972,1.39586608040598,0.0118228217699012,0.216202016127074,0.07760915607162,0.22478793797031,-0.147647919985454,0.205056473557736,-0.102594648797387,-0.208892344864682,-0.394583537589219,0.161989277164784
"CYBB",-0.229219501728579,-0.289876956689507,-0.240376645367457,-0.252209600234108,-0.320752187028765,-0.320752187028765,-0.298721244428856,-0.0119482801850147,-0.260902636275267,-0.179643271114278,-0.104088463990934,-0.274440982777472,-0.198181252478643,-0.225596119756411,-0.320752187028765
"CYP11A1",0.208829585662294,0.0477095437438991,-0.124768013923071,0.119724294858132,-0.124768013923071,0.0468382236010486,0.381470386773082,0.0848606400352944,-0.0824038327164856,0.134984534811843,0.216263085522562,-0.0912916414508086,0.0282570257677259,-0.124768013923071,0.0132721919056224
"CYP1B1",1.09697899369511,0.196058444862542,-0.171536970415327,0.41244940910997,1.83173870604352,0.855602973543372,-0.131739878543986,0.582667788726361,0.110568475294794,0.00451736546941352,0.763178031406655,0.72386762622138,0.0963154457604934,0.917071699832474,0.0350023370288314
"CYP26A1",0.82367563190764,0.685656850421353,0.630697967180314,0.879805717460961,-0.0259474051183784,1.00541588241193,0.467832558362256,0.530719050135223,0.417220609056745,0.0526633038129852,1.45346288251241,-0.0731476971645991,0.16994190286732,0.336802056411331,-0.0697739766824907
"CYP2B7P",-0.0162419528923778,-0.0627834134552039,-0.0627834134552039,-0.0257356310926302,-0.0627834134552039,0.107772237620308,-0.0627834134552039,-0.0627834134552039,0.0490252911387428,-0.0627834134552039,-0.0627834134552039,-0.0231522460764224,0.0262403710081567,-0.0627834134552039,-0.0627834134552039
"CYP2S1",-0.114699027536571,-0.115971153918056,-0.133604645471784,-0.129257974472598,-0.150935213323584,-0.150935213323584,-0.150935213323584,-0.0855562831352595,-0.140091578063517,-0.140646170382958,-0.150935213323584,-0.150935213323584,-0.055896472671028,-0.150935213323584,-0.150935213323584
