"","timepoints1","timepoints2","timepoints3","timepoints4","timepoints5","timepoints6","timepoints11","timepoints13"
"CD44",-0.253436445685772,-0.22379433545721,-0.236898173740443,-0.248382922124149,-0.275130524939457,-0.275130524939457,-0.254956097273302,1.47822900896586
"CD48",-0.106057536212098,-0.141351705218715,-0.210257249705871,-0.210257249705871,-0.210257249705871,-0.210257249705871,-0.210257249705871,-0.210257249705871
"CD52",-0.2034192189077,-0.221988249893103,-0.218710611282343,-0.234624142425692,-0.234624142425692,-0.234624142425692,-0.13307340467912,-0.198604818986889
"CD53",-0.331571793684545,-0.300355781455389,-0.306034053271902,-0.303577867599416,-0.337232010933797,-0.337232010933797,-0.305248137672347,-0.295092948552465
"CD55",-0.682483907535737,-0.541324004982191,-0.362027908814844,-0.445279110946366,-0.349434765756857,-0.739107965789945,-0.608929270743772,-0.581462602620101
"CD5L",-0.0503109012988264,0.00409277188580855,-0.0503109012988264,-0.0503109012988264,-0.0503109012988264,-0.0503109012988264,-0.0503109012988264,-0.0503109012988264
"CD68",-0.322289923029644,-0.28804980356812,-0.316079609045026,-0.197705185292292,-0.187907717288034,-0.377079297940761,-0.29367544879686,0.413230757134951
"CD69",-0.267376545427684,-0.266757569268967,-0.143105261605319,-0.188211076046674,-0.273900809022821,-0.273900809022821,-0.184017538907573,-0.046407010673061
"CD70",-0.0782194958689392,-0.0782194958689392,-0.0782194958689392,-0.0782194958689392,-0.0782194958689392,-0.0782194958689392,-0.0782194958689392,-0.0782194958689392
"CD74",-0.65286353086464,-0.598265894576924,-0.399977551381681,-0.577769340006665,-0.682336139339307,-0.402379902747464,-0.413852029820617,-0.20878051549003
"CD79A",-0.069983502664784,-0.069983502664784,-0.069983502664784,-0.069983502664784,-0.069983502664784,-0.069983502664784,-0.069983502664784,-0.069983502664784
"CD79B",-0.340482385783056,-0.328903999312439,0.033775698828704,0.290601358482228,-0.340482385783056,-0.340482385783056,-0.321666413532257,-0.340482385783056
"CD80",-0.0666629299737926,-0.0666629299737926,-0.0666629299737926,-0.0666629299737926,-0.0666629299737926,-0.0666629299737926,-0.0666629299737926,-0.0666629299737926
"CD82",0.209337018491116,0.028814354512093,0.796877254917831,-0.0269638135664178,-0.0556296797192672,0.650715306548215,-0.47255155429697,-0.047194420994447
"CD83",-0.323156074762138,-0.32057688966593,0.0783557756775712,-0.374203807028008,-0.324857385600335,-0.496850418487706,-0.139791167441864,-0.271891707684234
"CD84",-0.195248737815725,-0.0182725700497833,-0.062093107026662,-0.195248737815725,-0.195248737815725,-0.195248737815725,0.0254790195491051,-0.195248737815725
"CD86",-0.240899720449694,-0.240899720449694,-0.122908642889195,-0.240899720449694,-0.240899720449694,-0.240899720449694,-0.240899720449694,-0.240899720449694
"CD9",0.172100361427967,0.169376545204387,0.601911361154518,0.466400493863791,0.949092049196033,0.955465211188015,0.0606440675823316,2.18730318419875
"CD93",-0.227481346099139,-0.246497345019941,-0.203393017104369,-0.278886420022629,-0.278886420022629,-0.278886420022629,-0.278886420022629,-0.278886420022629
"CDA",-0.09409486273778,0.15989037637623,-0.09409486273778,-0.09409486273778,-0.09409486273778,-0.09409486273778,-0.09409486273778,-0.09409486273778
"CDC20",2.88455249733848,1.29819741118362,2.57537914894761,3.31616361006818,2.02690919967485,1.48882887744623,4.25706405789482,6.90533856318603
"CDC25C",0.67551175192588,1.77353558824003,1.5932347045318,3.76035928536106,2.93261138787104,0.19362113773214,3.80193281878728,7.71489528423967
"CDC42EP2",-0.066106227081021,-0.0952781842160607,0.0510231240534695,0.267867028167553,-0.196048993690714,-0.196048993690714,-0.0913448026693165,-0.196048993690714
"CDC42EP3",0.0242116379037618,0.335419901722577,0.269205165337933,0.537156566075691,0.553839712634603,0.869109313203863,0.523752727660643,1.19207577822996
"CDCA2",2.85698028818069,1.81831273925198,0.881281710975182,3.04650397760678,2.48017170965779,1.20908513591757,2.43819248254312,3.4552076230239
"CDCA3",1.91336801048474,1.46460381944506,1.58715667368951,4.15583339321141,3.43251736254772,1.15669764980307,4.93042318285694,6.65158358058092
"CDCA5",1.86585347853183,2.74089803848423,2.41606772138987,3.26617839088309,3.05046424033763,5.31659732893245,1.96634753071989,2.01781392377802
"CDCA7L",1.00362846902918,1.03475263635857,-0.101785152671814,-0.0805811604773189,1.04928749081559,3.39544852629434,-0.25042319252271,1.48034290351852
"CDCA8",2.62260849147763,2.29380037626533,3.48283269240625,3.21796049841859,2.61788226649528,0.692552439295162,3.84635329757559,7.14668079660073
"CDH23",-0.118817252819909,-0.0473940161344757,-0.139879288367033,-0.139879288367033,0.87410864046967,-0.139879288367033,-0.139879288367033,-0.139879288367033
"CDH26",-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,3.29108302203797
"CDH5",-0.0901561024985234,-0.162496116686521,-0.190041353651413,-0.0702345853771606,-0.190041353651413,-0.190041353651413,-0.190041353651413,-0.190041353651413
"CDHR3",-0.126379304683506,-0.0354332034559057,0.283387768266307,-0.110340690030883,-0.14605179446353,-0.14605179446353,-0.14605179446353,-0.14605179446353
"CDK1",2.30065545579924,2.72686672980428,2.96060381144082,3.7451544800447,2.98365461217163,3.72317249389078,4.39571385085466,3.43765235954356
"CDKN1A",-0.50571672931482,-0.499653889436483,-0.511720115312461,-0.319705128305316,-0.538730776057298,-0.0889859404952366,-0.376219207967824,0.673119501976383
"CDKN2A",-0.15531321267053,0.963845782861968,-0.15531321267053,-0.15531321267053,-0.15531321267053,-0.15531321267053,0.47854279067657,0.817939879903771
"CDKN2C",0.113895942761411,0.610837706671328,-0.203171618271794,1.81003900681778,1.48326608434117,-0.23757518122709,1.90445833648173,2.70426928547405
"CDKN2D",-0.201270788729533,0.0383137573061218,0.416710140134373,1.06520289930275,0.515478632367639,-0.406875866569977,1.33037778892107,0.284034573982846
"CDKN3",1.88898822544206,1.81429170214232,2.01401573336845,2.54526368812453,1.89978428706313,1.67462218945097,4.75062455654556,5.71744361757946
"CDR1",-0.169773650438255,-0.14951910613868,0.170067924824931,0.0131024748465218,-0.0406368649046013,-0.222367711318505,0.863662872450519,-0.222367711318505
"CDX1",-0.0877940936050699,-0.0877940936050699,0.0212734289391365,-0.0567162238789238,-0.0877940936050699,-0.0877940936050699,-0.0308694945573978,-0.0877940936050699
"CEACAM1",-0.0591607343627135,-0.171405732756384,-0.187296645597103,-0.187296645597103,-0.187296645597103,-0.187296645597103,-0.187296645597103,-0.187296645597103
"CEACAM3",-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,0.182166287254919
"CEACAM4",-0.0899346036017618,-0.0899346036017618,-0.0899346036017618,-0.0899346036017618,-0.0899346036017618,-0.0899346036017618,-0.0899346036017618,-0.0899346036017618
"CEACAM6",0.0254013862673758,-0.0557969354896197,-0.0557969354896197,-0.0557969354896197,-0.0557969354896197,-0.0557969354896197,-0.0557969354896197,-0.0557969354896197
"CEACAM8",0.0122946042998541,-0.0738212896016233,-0.0738212896016233,0.0259345588505358,-0.0738212896016233,-0.0738212896016233,-0.0738212896016233,-0.0738212896016233
"CEBPA",0.175829342788251,-0.175813183074539,-0.0376479021097784,-0.13374410498,-0.198930395764321,-0.198930395764321,-0.164105107318199,-0.198930395764321
"CEBPB-AS1",-0.0924295141114158,0.208293223777532,-0.0924295141114158,-0.0924295141114158,-0.0924295141114158,-0.0924295141114158,-0.0924295141114158,-0.0924295141114158
"CEMIP",-0.127986221528165,-0.197726866909006,-0.188251947696595,-0.237489001975793,-0.0255677331749507,-0.237489001975793,-0.237489001975793,-0.237489001975793
"CENPA",0.890999181235048,0.495923521196626,1.93321496617609,1.91443603959466,1.74715310601042,-0.156513613138154,3.19270199226344,8.1270695293501
"CENPE",2.84636054949274,2.19762070763854,1.96980701422458,2.88075591869899,1.98042897137265,1.52156230681406,3.91495042014836,4.7541980130348
"CENPF",3.54435763165767,2.56547225056517,3.44823103035295,3.8273087204528,2.74964384466894,1.99385074204416,4.85358149694863,5.47591971617783
"CENPJ",2.06262816214581,2.60708880308513,2.2206479005894,2.01297399911619,1.18076423008645,2.35459852098032,1.54744040694781,0.818104125881952
"CENPK",1.5770616837332,2.7262586666764,1.8602883778994,2.02807025650728,3.14363929739753,3.84345443409811,2.15534004662429,1.39743794668581
