"","timepoints2","timepoints4","timepoints5","timepoints6","timepoints9","timepoints10","timepoints12","timepoints13","timepoints15"
"CCL8",-0.082992475069619,-0.082992475069619,-0.082992475069619,-0.082992475069619,-0.082992475069619,-0.082992475069619,-0.082992475069619,-0.082992475069619,-0.082992475069619
"CCNA2",-0.227455449029208,0.108743851005552,-0.242768894338102,-0.0140524839480769,0.137884452373559,-0.242768894338102,-0.166797384744817,-0.215914205232619,-0.242768894338102
"CCNB1",-0.207040686742231,-0.278631538796969,-0.391462895154009,-0.391462895154009,-0.0609418097708135,-0.316800093145512,-0.285565271983595,-0.0451548278228769,0.0339441068077039
"CCNB2",-0.242843406911845,0.959281814581528,-0.273285813283107,0.542044582371313,-0.273285813283107,-0.189320598316947,-0.234221393426551,-0.244944570794869,-0.273285813283107
"CCR1",-0.208203691300107,-0.208203691300107,-0.208203691300107,-0.208203691300107,-0.208203691300107,-0.208203691300107,-0.208203691300107,-0.208203691300107,-0.0417330235419327
"CCR2",-0.107316400943957,-0.107316400943957,-0.107316400943957,-0.107316400943957,-0.107316400943957,-0.107316400943957,-0.107316400943957,-0.107316400943957,-0.107316400943957
"CCR5",-0.10977433023144,-0.10977433023144,-0.10977433023144,-0.10977433023144,-0.10977433023144,0.0689786156768541,-0.10977433023144,0.136541533724949,-0.10977433023144
"CCR7",-0.105021034732453,-0.105021034732453,-0.105021034732453,-0.105021034732453,-0.105021034732453,-0.105021034732453,-0.0395992121425201,-0.0972907497520355,-0.105021034732453
"CCRL2",-0.202507447053232,-0.202507447053232,-0.202507447053232,-0.202507447053232,-0.202507447053232,-0.202507447053232,-0.202507447053232,-0.0466695415622785,-0.202507447053232
"CD14",-0.322808893620611,-0.351644425796719,-0.351644425796719,-0.351644425796719,-0.300090189311345,-0.293557931467331,-0.155632840668205,-0.312572916064331,-0.0578009930589723
"CD160",-0.0195195409320003,-0.0967182218144142,-0.0967182218144142,-0.0967182218144142,-0.0967182218144142,-0.0967182218144142,-0.0967182218144142,-0.0967182218144142,-0.0967182218144142
"CD163",-0.28017904479597,-0.28017904479597,-0.28017904479597,-0.254719099499177,-0.150804409209101,-0.24671798437598,-0.180772384070297,-0.154524827722827,-0.119188971192542
"CD163L1",-0.19108813939084,-0.19108813939084,-0.19108813939084,0.902591671493917,0.186002280053109,-0.19108813939084,-0.19108813939084,-0.150234063209149,-0.19108813939084
"CD177",-0.0660431387623252,-0.0660431387623252,-0.0660431387623252,-0.0660431387623252,-0.0660431387623252,-0.0660431387623252,-0.0660431387623252,-0.0660431387623252,-0.0660431387623252
"CD19",-0.0682918854764165,-0.0682918854764165,-0.0682918854764165,-0.0682918854764165,-0.0682918854764165,-0.0682918854764165,-0.0682918854764165,-0.0682918854764165,-0.0682918854764165
"CD1A",-0.046091299926436,-0.046091299926436,-0.046091299926436,-0.046091299926436,-0.046091299926436,-0.046091299926436,-0.046091299926436,-0.046091299926436,-0.046091299926436
"CD1C",-0.138531417532932,-0.138531417532932,-0.138531417532932,-0.138531417532932,-0.138531417532932,-0.138531417532932,-0.138531417532932,-0.0559000364314261,-0.138531417532932
"CD1D",-0.196313231439523,-0.196313231439523,-0.196313231439523,-0.196313231439523,-0.196313231439523,-0.196313231439523,-0.196313231439523,-0.196313231439523,-0.196313231439523
"CD1E",-0.0673447422816489,-0.0673447422816489,-0.0673447422816489,-0.0673447422816489,-0.0673447422816489,0.294406164161246,-0.0673447422816489,-0.0673447422816489,-0.0673447422816489
"CD2",-0.102511514263933,-0.102511514263933,-0.102511514263933,-0.102511514263933,0.0266624249551162,-0.102511514263933,-0.102511514263933,-0.102511514263933,-0.102511514263933
"CD209",-0.144137288884648,-0.144137288884648,-0.144137288884648,-0.144137288884648,-0.144137288884648,-0.144137288884648,-0.144137288884648,-0.144137288884648,-0.144137288884648
"CD244",-0.0898312400710609,-0.0898312400710609,-0.0898312400710609,-0.0898312400710609,-0.0898312400710609,0.25698401409919,-0.0898312400710609,-0.0898312400710609,-0.0898312400710609
"CD247",-0.114619816483503,-0.114619816483503,-0.114619816483503,-0.114619816483503,-0.114619816483503,-0.114619816483503,-0.085700323080169,-0.0750135773328807,-0.114619816483503
"CD28",-0.155131698632506,-0.155131698632506,-0.155131698632506,-0.155131698632506,-0.155131698632506,-0.155131698632506,-0.155131698632506,-0.155131698632506,-0.155131698632506
"CD300E",-0.132225575528914,-0.132225575528914,-0.132225575528914,-0.132225575528914,-0.132225575528914,-0.132225575528914,-0.132225575528914,-0.099294714564627,-0.132225575528914
"CD300LB",-0.137029536945337,-0.162414012508181,-0.162414012508181,-0.162414012508181,-0.162414012508181,0.131789944967664,-0.162414012508181,-0.100742522644938,-0.162414012508181
"CD300LF",-0.127439744774176,-0.127439744774176,-0.127439744774176,-0.127439744774176,-0.127439744774176,-0.127439744774176,-0.127439744774176,-0.0779075185196686,-0.127439744774176
"CD33",-0.14878419205467,-0.188049414611935,-0.188049414611935,-0.188049414611935,-0.188049414611935,-0.188049414611935,-0.188049414611935,-0.143445457121668,-0.188049414611935
"CD34",-0.202079478958871,-0.151983168804841,-0.202079478958871,-0.11797410708107,-0.0382008258537551,0.165456868209143,-0.202079478958871,-0.118714918587699,-0.202079478958871
"CD36",-0.357616508974018,-0.366965811914586,-0.366965811914586,-0.366965811914586,-0.30058978818981,-0.310733450304234,-0.279086616601821,-0.253745720364804,0.12606534691289
"CD37",-0.258161914532644,-0.258161914532644,-0.258161914532644,-0.126876419306708,-0.258161914532644,-0.219040300360928,-0.258161914532644,-0.244104038974076,-0.258161914532644
"CD3D",-0.123700667418499,-0.123700667418499,-0.123700667418499,-0.123700667418499,-0.0218730317496168,-0.123700667418499,-0.0665780244492081,-0.123700667418499,-0.123700667418499
"CD3G",-0.100471176123905,-0.100471176123905,-0.100471176123905,-0.100471176123905,-0.100471176123905,-0.100471176123905,-0.100471176123905,-0.100471176123905,-0.100471176123905
"CD4",-0.279431251679679,-0.279431251679679,-0.279431251679679,-0.279431251679679,-0.103579324958725,-0.18782705930927,-0.232069278237903,-0.180036249079219,0.236070807300275
"CD40",-0.225534265426956,-0.225534265426956,-0.225534265426956,-0.225534265426956,-0.225534265426956,-0.163700939328398,-0.0212004304764567,-0.0692296306312119,-0.225534265426956
"CD40LG",-0.0557727365046264,-0.0557727365046264,-0.0557727365046264,-0.0557727365046264,-0.0557727365046264,-0.0557727365046264,-0.0557727365046264,-0.0557727365046264,-0.0557727365046264
"CD44",-0.248707021788308,-0.275130524939457,-0.275130524939457,-0.275130524939457,-0.152205772242731,-0.238935353451038,-0.259836265749414,-0.167030714885449,-0.275130524939457
"CD48",-0.178105833020237,-0.210257249705871,-0.210257249705871,-0.210257249705871,-0.210257249705871,-0.210257249705871,-0.210257249705871,-0.204008897336769,-0.210257249705871
"CD52",-0.22471227844535,-0.234624142425692,-0.234624142425692,-0.234624142425692,-0.0378526335229114,-0.104602444763263,-0.190307958565346,-0.201340963723807,-0.234624142425692
"CD53",-0.321700280659053,-0.337232010933797,-0.337232010933797,-0.337232010933797,-0.320336442494932,-0.279301100186401,-0.324370745364657,-0.279357060335065,-0.231096838646822
"CD55",-0.108183683051138,-0.698086491311614,-0.425225205944447,0.149760707163942,-0.530106924873691,-0.302243106086805,-0.213799227771531,-0.390465788086999,0.108545084543852
"CD5L",-0.0503109012988264,-0.0503109012988264,-0.0503109012988264,-0.0503109012988264,-0.0503109012988264,-0.0503109012988264,-0.0503109012988264,-0.0503109012988264,-0.0503109012988264
"CD68",-0.297003951963027,0.250625036010942,-0.377079297940761,-0.377079297940761,-0.00474237412957517,-0.345247055244108,-0.317484375252639,-0.297739868738871,-0.13699716875481
"CD69",-0.273900809022821,-0.273900809022821,-0.273900809022821,-0.273900809022821,-0.214556030392593,-0.207126599592552,-0.273900809022821,-0.168350049983772,-0.195280584042582
"CD70",-0.0782194958689392,-0.0782194958689392,-0.0782194958689392,-0.0782194958689392,-0.0782194958689392,-0.0782194958689392,-0.0782194958689392,-0.0782194958689392,-0.0782194958689392
"CD74",-0.557643650482325,-0.696917679407528,-0.720473048561136,-0.5948507938142,-0.562491062816089,-0.12978165064905,-0.327329136089455,-0.079983849631893,-0.326626022349512
"CD79A",-0.069983502664784,-0.069983502664784,-0.069983502664784,-0.069983502664784,-0.069983502664784,-0.069983502664784,-0.069983502664784,-0.069983502664784,0.327531889604577
"CD79B",-0.340482385783056,-0.340482385783056,-0.340482385783056,-0.283406652834231,-0.340482385783056,-0.274269786106343,-0.250408490166757,-0.31801281972352,-0.139950550323283
"CD80",-0.0666629299737926,-0.0666629299737926,-0.0666629299737926,-0.0666629299737926,-0.0666629299737926,0.368676696220855,-0.0666629299737926,-0.0666629299737926,-0.0666629299737926
"CD82",-0.132006925844823,-0.603903909574538,0.560771066964902,0.300551985668865,-0.444310619782884,-0.670450344116657,-0.141091494038693,-0.225938927881359,-0.631708779891214
"CD83",-0.33782592706169,0.113920380481442,-0.496850418487706,-0.420342075001592,-0.386341841257489,-0.427155252867163,-0.442069707187089,-0.14719443445212,-0.421332229960156
"CD84",-0.117725449081205,-0.195248737815725,-0.195248737815725,-0.0643279587883493,-0.195248737815725,-0.195248737815725,-0.107866965849529,-0.178922168288035,-0.195248737815725
"CD86",-0.240899720449694,-0.240899720449694,-0.240899720449694,-0.240899720449694,-0.240899720449694,-0.194017853171985,-0.240899720449694,-0.169651691258133,-0.240899720449694
"CD9",0.280290672634967,-0.613586121901678,-0.711514267071923,-0.41830093172753,-0.304612899204021,1.01095148694892,-0.370889828016862,-0.216776073404742,0.0781623320271785
"CD93",-0.278886420022629,-0.278886420022629,-0.278886420022629,-0.278886420022629,-0.278886420022629,-0.278886420022629,-0.278886420022629,-0.244077581001999,-0.278886420022629
"CDA",-0.09409486273778,-0.09409486273778,-0.09409486273778,-0.09409486273778,-0.09409486273778,-0.09409486273778,-0.09409486273778,-0.09409486273778,1.23051779950083
"CDC20",-0.0670145911127771,0.00305221656629791,-0.24756512827125,-0.118850844434493,-0.24756512827125,-0.155436430975864,-0.207231838904653,-0.224280396630817,-0.24756512827125
"CDC25C",-0.142562418650849,0.0460532796052268,-0.165473603684737,-0.165473603684737,-0.165473603684737,-0.165473603684737,-0.165473603684737,-0.165473603684737,-0.165473603684737
"CDC42EP2",-0.174721893184074,-0.196048993690714,-0.196048993690714,-0.196048993690714,-0.196048993690714,-0.196048993690714,-0.0660920297491805,-0.196048993690714,-0.196048993690714
"CDC42EP3",0.124942402468623,0.778079586171653,-0.302748294526601,0.261927824956563,0.0103767630555844,1.15368734471304,0.395302271329002,0.0804326721566574,-0.194578171695206
"CDCA2",-0.189842502365964,-0.111591529723584,-0.189842502365964,0.410571773243325,-0.189842502365964,-0.189842502365964,-0.189842502365964,-0.0534903786018363,-0.189842502365964
"CDCA3",-0.220437336770377,-0.0613746841225303,-0.237342037981574,-0.111600839282519,-0.237342037981574,-0.237342037981574,-0.237342037981574,-0.214953493165233,-0.117556220728646
"CDCA5",-0.177590760319994,-0.220114779735566,-0.220114779735566,0.0262265560717402,-0.220114779735566,-0.220114779735566,-0.220114779735566,-0.199390884173264,-0.220114779735566
"CDCA7L",0.391987049753215,0.775937382447093,-0.25042319252271,-0.25042319252271,-0.25042319252271,-0.25042319252271,-0.25042319252271,0.14305899706278,-0.123300861966217
"CDCA8",-0.217863956785561,-0.217863956785561,-0.217863956785561,0.132727100943692,-0.217863956785561,-0.217863956785561,-0.162112733135914,-0.187962533082282,-0.217863956785561
"CDH23",-0.139879288367033,-0.139879288367033,-0.139879288367033,-0.139879288367033,-0.139879288367033,-0.139879288367033,-0.139879288367033,-0.111966199750669,1.08561327537185
"CDH26",-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,-0.0633754669430499
"CDH5",-0.190041353651413,-0.190041353651413,-0.190041353651413,-0.0268122157396881,-0.190041353651413,-0.190041353651413,-0.159027568025191,-0.190041353651413,-0.190041353651413
"CDHR3",-0.14605179446353,-0.14605179446353,-0.14605179446353,-0.14605179446353,0.689547114853285,-0.14605179446353,-0.14605179446353,-0.0146775313505978,-0.14605179446353
"CDK1",-0.349161931171973,-0.248966065453553,-0.346095365099315,-0.315269539051796,-0.313548276840699,-0.411092526505194,-0.38966235549794,-0.232576508867552,-0.411092526505194
"CDKN1A",-0.499241172483587,-0.538730776057298,-0.538730776057298,-0.494152717335897,-0.334051769483769,-0.444315766421443,-0.2668547429681,-0.0211636344946113,0.854447863068079
"CDKN2A",-0.15531321267053,-0.15531321267053,-0.15531321267053,-0.15531321267053,-0.15531321267053,-0.15531321267053,0.071172058272408,0.305571809755731,-0.15531321267053
"CDKN2C",-0.216146660216872,-0.23757518122709,-0.23757518122709,-0.126476182313956,-0.23757518122709,-0.23757518122709,-0.184052755228421,-0.230152707977089,-0.23757518122709
"CDKN2D",0.0954942351524236,0.557854696603406,-0.406875866569977,0.246689495489783,0.158680409155931,-0.326222826617362,-0.381226249819857,-0.0141418030564559,0.631726526341682
"CDKN3",-0.262556039522168,0.147587206002817,-0.300955906626072,-0.300955906626072,-0.191734485545937,-0.300955906626072,-0.231272527430611,-0.0592251441573535,-0.224155489299658
"CDR1",-0.222367711318505,-0.222367711318505,-0.222367711318505,-0.222367711318505,0.0268913294175522,-0.222367711318505,-0.222367711318505,-0.222367711318505,-0.222367711318505
"CDX1",-0.0877940936050699,0.0212930783583601,-0.0877940936050699,-0.0877940936050699,-0.0877940936050699,0.0205278045466454,-0.0877940936050699,-0.0877940936050699,-0.0877940936050699
"CEACAM1",-0.13656602819387,-0.187296645597103,-0.187296645597103,-0.187296645597103,-0.187296645597103,-0.187296645597103,-0.187296645597103,-0.177437584749588,-0.187296645597103
"CEACAM3",-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,-0.0568347009084399
"CEACAM4",-0.0899346036017618,-0.0899346036017618,-0.0899346036017618,-0.0899346036017618,-0.0899346036017618,0.0698116947295852,-0.0899346036017618,-0.0899346036017618,-0.0899346036017618
"CEACAM6",-0.0557969354896197,-0.0557969354896197,-0.0557969354896197,-0.0557969354896197,-0.0557969354896197,-0.0557969354896197,-0.0557969354896197,-0.0557969354896197,-0.0557969354896197
"CEACAM8",-0.0738212896016233,-0.0738212896016233,-0.0738212896016233,-0.0738212896016233,-0.0738212896016233,-0.0738212896016233,-0.0738212896016233,0.0325856045629146,-0.0738212896016233
"CEBPA",-0.108602851135469,-0.198930395764321,-0.198930395764321,-0.198930395764321,-0.198930395764321,-0.198930395764321,-0.198930395764321,-0.0729788595375557,-0.198930395764321
"CEBPB-AS1",-0.0924295141114158,-0.0924295141114158,-0.0924295141114158,-0.0924295141114158,-0.0924295141114158,-0.0924295141114158,-0.0924295141114158,-0.0924295141114158,-0.0924295141114158
"CEMIP",-0.237489001975793,-0.237489001975793,-0.237489001975793,-0.158677952320605,-0.21082417893456,-0.129514307928406,-0.237489001975793,-0.0291599550249029,-0.237489001975793
"CENPA",-0.156513613138154,-0.156513613138154,-0.156513613138154,-0.156513613138154,0.0132705030948373,-0.156513613138154,-0.156513613138154,-0.156513613138154,-0.156513613138154
"CENPE",-0.117918308412178,-0.230711943136374,-0.266937575122649,-0.266937575122649,-0.266937575122649,-0.266937575122649,0.0403091379026305,-0.255920573315831,-0.266937575122649
"CENPF",-0.240011060999611,-0.258904593850481,-0.336626119998391,-0.159705711748537,-0.296482337831412,-0.235070176514736,-0.319759437356744,-0.092154679045402,-0.140250688563922
"CENPJ",0.199032610542808,-0.118612309920154,-0.387453849339379,0.899756065392893,-0.0286150380589845,-0.387453849339379,0.252468232835291,-0.128707198702637,-0.387453849339379
"CENPK",-0.218636207230112,-0.301122700700512,-0.301122700700512,-0.301122700700512,-0.276672335878384,-0.301122700700512,-0.301122700700512,-0.136474415236134,-0.301122700700512
"CENPM",-0.177752544936677,-0.129552702760071,-0.299813948810144,-0.299813948810144,-0.232772386862143,0.0722429621073879,-0.114813232939894,-0.053654549224113,-0.299813948810144
"CENPN",0.0608929460923853,-0.331804554907491,-0.331804554907491,0.180550248307833,-0.331804554907491,-0.331804554907491,-0.10435041775131,-0.308507510122315,0.389841768159625
"CENPU",-0.245451808217907,-0.276476836771978,-0.328254921164907,0.108239983198083,-0.328254921164907,-0.328254921164907,-0.328254921164907,-0.11096540325509,0.2578236585597
"CENPW",-0.0687655096541013,-0.406082914066598,0.308510160530257,-0.467115794975943,-0.424926943830018,-0.232982621815582,-0.223260150445101,-0.345629817426228,-0.467115794975943
"CEP295NL",-0.0423112930011351,-0.0423112930011351,-0.0423112930011351,-0.0423112930011351,-0.0423112930011351,-0.0423112930011351,-0.0423112930011351,-0.0423112930011351,-0.0423112930011351
"CEP55",-0.121175702611515,0.0241890446223465,-0.121175702611515,-0.121175702611515,-0.121175702611515,-0.121175702611515,-0.121175702611515,-0.121175702611515,1.20488884451869
"CETP",-0.163956898718832,-0.163956898718832,-0.163956898718832,-0.163956898718832,-0.131248654147386,-0.163956898718832,-0.163956898718832,-0.115815746237467,-0.163956898718832
"CFH",-0.203480602491054,-0.148155773920663,-0.203480602491054,-0.161680204039227,-0.203480602491054,-0.203480602491054,-0.186251871310233,-0.180817796163795,-0.0766124127445766
"CFP",-0.10964716218476,-0.168640825145904,-0.168640825145904,-0.168640825145904,-0.168640825145904,-0.168640825145904,-0.0620655862558615,-0.150344338901754,-0.168640825145904
"CGA",-0.0917287744960971,0.683106263442413,-0.207160551037004,0.60665695073063,0.3238116620956,1.06296687886802,0.394528223390693,0.283159291496001,0.52312466454577
"CGB3",-0.144998596712281,-0.0633040437187598,-0.144998596712281,-0.144998596712281,0.0436373300806391,-0.144998596712281,-0.144998596712281,-0.144998596712281,-0.144998596712281
"CGB7",-0.123547723603533,-0.123547723603533,-0.123547723603533,-0.123547723603533,-0.123547723603533,-0.123547723603533,-0.123547723603533,-0.123547723603533,-0.123547723603533
"CGB8",-0.0661886595178458,-0.0661886595178458,-0.0661886595178458,-0.0661886595178458,-0.0661886595178458,-0.0661886595178458,-0.0661886595178458,-0.0661886595178458,-0.0661886595178458
"CH25H",0.464393105074768,-0.136600348095704,-0.136600348095704,-0.136600348095704,-0.136600348095704,3.24226643460286,-0.136600348095704,0.76021540470199,1.44909686003169
"CHGA",2.04258563552017,1.95159483576497,0.730035185833016,2.32276188075957,2.2253706861526,2.2507160714344,2.05285280005164,1.56716686266826,2.23539150662308
"CHGB",0.445883887350681,0.762801815015727,-0.293389603574015,0.73307512771568,0.341788655831994,1.13540615867545,0.413109946355656,0.163069733917854,0.575591586740587
"CHI3L2",-0.063513552555918,-0.063513552555918,-0.063513552555918,-0.063513552555918,-0.063513552555918,-0.063513552555918,-0.063513552555918,-0.063513552555918,-0.063513552555918
"CHMP4B",0.0739493819605196,0.764645378108851,-0.303163957741038,-0.303163957741038,-0.303163957741038,-0.248506764535066,-0.303163957741038,-0.0251802989529409,2.00329346275467
"CHRDL2",-0.0460450585622467,-0.0460450585622467,0.728681416117429,-0.0460450585622467,-0.0460450585622467,-0.0460450585622467,-0.0460450585622467,-0.0460450585622467,-0.0460450585622467
"CHRNB4",-0.0641698568815974,-0.0641698568815974,-0.0641698568815974,-0.0641698568815974,-0.0641698568815974,-0.0641698568815974,-0.0641698568815974,-0.0641698568815974,-0.0641698568815974
"CHST5",-0.0873167552237027,-0.0873167552237027,-0.0873167552237027,0.310332036701305,-0.0873167552237027,-0.0873167552237027,-0.0873167552237027,0.0104346400992694,-0.0873167552237027
"CHST9",0.610480577448152,1.34446157514388,2.05729283983938,0.81948931072616,1.32544293142242,-0.307548606994629,1.18578625346933,0.739199981848459,1.23379003157858
"CIDEA",-0.0393774669305534,-0.0393774669305534,-0.0393774669305534,-0.0393774669305534,-0.0393774669305534,-0.0393774669305534,-0.0393774669305534,-0.0393774669305534,-0.0393774669305534
"CILP",-0.111628241903085,-0.111628241903085,-0.111628241903085,-0.111628241903085,-0.111628241903085,-0.111628241903085,-0.111628241903085,-0.0395063566911627,-0.111628241903085
"CITED1",0.576894894307244,0.710268330343335,0.055973902009035,-0.170474399803098,-0.00481425196934659,-0.44566985824634,0.424155067513189,0.496463247376765,1.01277782279313
"CKAP2",-0.164564357883758,0.853399854731767,-0.494674080934345,-0.106328419514083,-0.367335930105146,-0.494674080934345,-0.0141409130808094,-0.0572052779644494,-0.325471338659274
"CKAP2L",-0.199016812006166,-0.222773890869093,-0.222773890869093,-0.222773890869093,-0.222773890869093,-0.222773890869093,-0.222773890869093,-0.191528680757916,-0.222773890869093
"CKAP5",-0.124315485837852,-0.499628569787996,-0.500686743726559,0.375639009068566,-0.219706503680187,0.646899154354263,0.300288056939854,-0.114871294132383,0.0886966179070238
"CKB",1.08326966791846,0.475694092504171,1.45300233507729,0.943353037655925,0.0622361809242332,2.06558178081211,0.985170116593592,0.966947395085585,0.8586402304752
"CKS1B",0.0991253941649515,0.0792323335960587,0.446564941295517,0.253592262852655,0.212046984018863,-0.140214170217795,-0.151269513281394,-0.272690263971645,-0.696968829908858
"CKS2",-0.328079173177261,0.0406813225786699,-0.871457998213502,-0.0389832505022579,-0.456639634213946,-0.363248447113561,-0.141515769101995,0.0936194664805775,-0.657140168538322
"CLCN5",0.143559906578256,1.69123770041631,0.884669567079717,2.34937007837289,-0.329331392972927,0.236864500394509,0.0277894753566058,0.263184327937166,-0.329331392972927
"CLDN10",-0.110694306786923,-0.110694306786923,-0.110694306786923,-0.110694306786923,-0.110694306786923,-0.110694306786923,-0.110694306786923,-0.110694306786923,-0.110694306786923
"CLDN2",-0.0582984193460633,-0.0582984193460633,-0.0582984193460633,-0.0582984193460633,-0.0582984193460633,-0.0582984193460633,-0.0582984193460633,-0.0582984193460633,-0.0582984193460633
"CLDN20",-0.026852783379168,-0.026852783379168,-0.026852783379168,-0.026852783379168,-0.026852783379168,-0.026852783379168,-0.026852783379168,-0.026852783379168,-0.026852783379168
"CLDN25",-0.0432483456663997,-0.0432483456663997,-0.0432483456663997,-0.0432483456663997,-0.0432483456663997,-0.0432483456663997,0.10075780940826,-0.0432483456663997,-0.0432483456663997
"CLDN4",0.642810738073012,0.143987489027847,0.1464593330353,0.429679556203591,1.27064335158501,2.27329265923584,1.08009586776288,0.947153286859741,1.23885493636463
"CLDN5",-0.281578341802471,-0.254268481294773,-0.309455958835411,-0.309455958835411,0.157312075521921,-0.309455958835411,-0.100255442497394,0.49825019207148,0.331065411397641
"CLDN7",0.00223851645811536,-0.240621939726654,-0.40977694708424,-0.264736087780346,0.377814604666291,-0.40977694708424,0.663540414352589,0.184654896745515,-0.40977694708424
"CLEC10A",-0.150737853518878,-0.169859775223941,-0.169859775223941,-0.169859775223941,-0.169859775223941,-0.0548489746499016,-0.169859775223941,-0.103624191459636,-0.169859775223941
"CLEC12A",-0.119265628557714,-0.119265628557714,-0.119265628557714,-0.119265628557714,-0.119265628557714,-0.119265628557714,-0.119265628557714,-0.119265628557714,-0.119265628557714
"CLEC14A",-0.337571962162354,-0.368332401552378,-0.368332401552378,-0.267114213345161,-0.368332401552378,-0.368332401552378,-0.368332401552378,-0.238579165322805,-0.368332401552378
"CLEC1B",-0.056837449131774,-0.056837449131774,-0.056837449131774,-0.056837449131774,-0.056837449131774,-0.056837449131774,-0.056837449131774,-0.056837449131774,-0.056837449131774
"CLEC2B",-0.289262376801084,-0.289262376801084,-0.289262376801084,-0.289262376801084,-0.140383378839581,-0.289262376801084,-0.230858091449847,-0.26042901543035,-0.289262376801084
"CLEC3B",0.00166452353458776,-0.178285264710892,-0.178285264710892,-0.178285264710892,0.556430947324533,-0.178285264710892,-0.178285264710892,-0.14611161281282,-0.178285264710892
"CLEC4A",-0.187194535197116,-0.209913757579212,-0.209913757579212,-0.107423448560953,-0.209913757579212,0.828615599047654,-0.209913757579212,0.198194866368651,-0.209913757579212
"CLEC4E",-0.103779309099186,-0.103779309099186,-0.103779309099186,-0.103779309099186,-0.103779309099186,-0.103779309099186,-0.103779309099186,-0.103779309099186,-0.103779309099186
"CLEC4F",-0.00833772561622116,-0.0722549453995149,-0.0722549453995149,-0.0722549453995149,-0.0722549453995149,-0.0722549453995149,-0.0722549453995149,-0.0722549453995149,-0.0722549453995149
"CLEC5A",-0.0791330723349052,-0.0791330723349052,-0.0791330723349052,-0.0791330723349052,-0.0791330723349052,-0.0791330723349052,-0.0791330723349052,-0.0791330723349052,-0.0791330723349052
"CLEC9A",-0.0891579934510141,-0.0891579934510141,-0.0891579934510141,-0.0891579934510141,-0.0891579934510141,-0.0891579934510141,-0.0891579934510141,-0.0891579934510141,-0.0891579934510141
"CLECL1",-0.137443198776343,-0.137443198776343,-0.137443198776343,-0.137443198776343,-0.137443198776343,-0.137443198776343,-0.137443198776343,-0.137443198776343,-0.137443198776343
"CLIC2",-0.188534307120898,-0.188534307120898,-0.188534307120898,-0.188534307120898,-0.188534307120898,-0.0513885744822503,-0.188534307120898,-0.100177481441854,-0.188534307120898
"CLIC3",-0.139836213728925,-0.155039276075291,-0.155039276075291,-0.155039276075291,-0.155039276075291,-0.155039276075291,-0.155039276075291,-0.119775948502939,-0.155039276075291
"CLIC4",-0.11663222179191,0.299497247401894,-0.505532398811277,-0.505532398811277,0.702128001650229,-0.468819819750782,-0.308412441139248,-0.034838603872448,0.0287197778746119
"CLPSL2",-0.0864724924905095,-0.0864724924905095,-0.0864724924905095,-0.0864724924905095,-0.0864724924905095,-0.0864724924905095,-0.0864724924905095,0.0046722342623819,-0.0864724924905095
"CLSPN",-0.149577531270008,-0.233205390314259,-0.280041857393485,-0.0367188883934005,-0.0375849630980697,-0.280041857393485,-0.280041857393485,-0.237030004968662,-0.191554313809224
"CLU",-0.561451098221099,-0.368110026657212,-0.831441147121358,-0.634685577619172,-0.350043672778558,-0.547663038411554,-0.484458070177262,-0.401615915664409,-0.186875796809402
"CMTM2",-0.0701852084380044,-0.0701852084380044,-0.0701852084380044,-0.0701852084380044,-0.0701852084380044,-0.0701852084380044,-0.0701852084380044,-0.0701852084380044,-0.0701852084380044
"CMYA5",-0.155392953098782,-0.305553287012088,-0.305553287012088,-0.305553287012088,-0.305553287012088,-0.25594793253769,-0.132395476493762,-0.305553287012088,0.0249199206855544
"CNNM1",0.165175528605484,-0.142315014662921,-0.142315014662921,-0.142315014662921,-0.142315014662921,-0.142315014662921,-0.142315014662921,0.0541338205228856,-0.142315014662921
"CNRIP1",0.09440230584632,0.350295139284858,-0.718134448511875,-0.245756019633693,-0.181243065438917,0.282143231632235,-0.224498409656597,-0.387334691280363,-0.0577490114672262
"CNTN2",-0.132556203893259,-0.132556203893259,-0.132556203893259,-0.132556203893259,-0.132556203893259,-0.132556203893259,-0.00713501761681527,-0.0876801038471562,-0.132556203893259
"COL11A1",-0.130226830725876,-0.310116846090587,-0.347394774865009,-0.347394774865009,-0.347394774865009,-0.347394774865009,-0.0103405923084679,-0.221871876350727,-0.165809340149432
"COL12A1",-0.221102015111318,0.114427259559657,-0.221102015111318,-0.0626403249689877,-0.221102015111318,-0.221102015111318,-0.221102015111318,-0.0993146287187425,-0.221102015111318
"COL13A1",-0.290679028855615,-0.400060329911275,-0.400060329911275,-0.330895555704653,-0.383749186396628,-0.400060329911275,-0.400060329911275,-0.400060329911275,-0.334211587585366
"COL14A1",-0.23490216218185,-0.333901463357106,-0.333901463357106,0.106368079181089,-0.333901463357106,-0.333901463357106,-0.333901463357106,-0.333901463357106,-0.267271514427746
"COL15A1",-0.226350340341957,0.00988246382024806,-0.226350340341957,-0.0515779432210641,-0.152368544944189,-0.226350340341957,-0.226350340341957,-0.0371955045824834,-0.226350340341957
