"","timepoints1","timepoints2","timepoints3","timepoints4","timepoints6","timepoints8","timepoints10","timepoints12","timepoints13","timepoints15"
"AURKA",0.195643380990755,-0.249682033159262,-0.156951056380265,0.0511359840352095,-0.249682033159262,-0.249682033159262,-0.249682033159262,-0.249682033159262,-0.0127786215918524,-0.0377158930557086
"AURKB",1.605348818441,-0.130498653234264,-0.185338892853073,0.178293581810565,-0.312752528753599,0.0221704688480857,-0.132666701505374,-0.312752528753599,-0.312752528753599,-0.253181655606692
"AVPR2",-0.0410936328938728,-0.0410936328938728,1.50369000293595,-0.0410936328938728,-0.0410936328938728,1.21404307121786,-0.0410936328938728,-0.0410936328938728,-0.0410936328938728,-0.0410936328938728
"AZU1",-0.0978818038197859,-0.0978818038197859,-0.0978818038197859,0.049323471970211,-0.0978818038197859,0.747563088692163,-0.0978818038197859,-0.0978818038197859,-0.0459153679350748,-0.0978818038197859
"B2M",1.10374120521131,1.56797274930486,1.26040614623164,1.4080894995789,1.53462975109129,1.58594564710144,2.20348175130028,1.22226454092122,1.64517438188521,1.66239280347288
"B3GNT2",0.0865482422003248,-0.332584999684813,0.00161792919039066,0.0186036497237462,-0.508511590166646,0.200661248022748,0.215066985291122,0.480543739749396,-0.13479640019883,-0.00507462930173186
"B4GALT1-AS1",-0.0793211173392526,0.211851010819591,-0.0793211173392526,-0.0793211173392526,-0.0793211173392526,-0.0793211173392526,-0.0793211173392526,-0.0793211173392526,-0.0793211173392526,-0.0793211173392526
"BACE2",1.3495693744321,0.171472318941216,0.105284822959097,0.110558693988536,1.39143904298028,-0.307987135698504,-0.255979287451803,0.546532938906562,0.0274090262301062,1.65708327385028
"BACH2",-0.197828580693255,-0.197828580693255,0.0506423795192085,-0.0461824753639413,-0.197828580693255,-0.0819555005512448,-0.197828580693255,-0.197828580693255,0.204561767078251,-0.171983948768233
"BAG3",-0.486906455312738,-0.102357320209897,-0.226837305351024,-0.144554241142289,0.617578464009071,-0.319539395775935,-0.194272370932797,-0.0236213287093743,0.364729804550714,0.0799761619785723
"BARX2",-0.0367487842131657,-0.0367487842131657,-0.0367487842131657,-0.0367487842131657,-0.0367487842131657,-0.0367487842131657,-0.0367487842131657,-0.0367487842131657,-0.0367487842131657,-0.0367487842131657
"BASP1",-0.404980304664217,-0.468027360805112,-0.325496691644089,-0.375749350512336,-0.468027360805112,-0.156985527148229,-0.415715856283015,-0.468027360805112,-0.274961631462754,-0.468027360805112
"BATF",-0.0328788870931807,-0.130814773985427,0.176794568806926,-0.130814773985427,-0.130814773985427,-0.130814773985427,-0.130814773985427,-0.130814773985427,0.00179706640632491,-0.130814773985427
"BATF3",-0.146903438774251,-0.146903438774251,-0.146903438774251,-0.117004921448017,-0.146903438774251,-0.146903438774251,-0.146903438774251,-0.146903438774251,-0.0847275994845707,-0.146903438774251
"BBOX1",-0.154121125683193,0.0374385542751719,-0.087758017977161,-0.154121125683193,-0.154121125683193,-0.154121125683193,-0.154121125683193,-0.154121125683193,-0.111808637487365,0.214676543571338
"BCAN",-0.112709175037948,-0.112709175037948,-0.0876447313514226,-0.112709175037948,-0.112709175037948,-0.112709175037948,-0.112709175037948,-0.112709175037948,0.00569469376716114,-0.112709175037948
"BCL2A1",-0.277698311006719,-0.277698311006719,-0.258103610790081,0.0232957181682047,-0.175518035756945,-0.135740611195285,-0.184743370963026,0.00322116785635066,-0.024378437558008,0.0096293616791278
