"UNIPROT","SYMBOL","ENSEMBL","ENTREZID","GENETYPE"
"O95980","RECK","ENSG00000122707","8434","protein-coding"
"P49662","CASP4","ENSG00000196954","837","protein-coding"
"Q6ZTR7","CIBAR2","ENSG00000153789","339145","protein-coding"
"Q9Y698","CACNG2","ENSG00000166862","10369","protein-coding"
"Q7Z589","EMSY","ENSG00000158636","56946","protein-coding"
"Q9H477","RBKS","ENSG00000171174","64080","protein-coding"
"Q8N9B8","RASGEF1A","ENSG00000198915","221002","protein-coding"
"Q8N6M6","AOPEP","ENSG00000148120","84909","protein-coding"
"O75469","NR1I2","ENSG00000144852","8856","protein-coding"
"P78549","NTHL1","ENSG00000065057","4913","protein-coding"
"Q6AI12","ANKRD40","ENSG00000154945","91369","protein-coding"
"Q99805","TM9SF2","ENSG00000125304","9375","protein-coding"
"Q99612","KLF6","ENSG00000067082","1316","protein-coding"
"O14905","WNT9B","ENSG00000158955","7484","protein-coding"
"O14905","WNT9B","ENSG00000276799","7484","protein-coding"
"Q8WVM0","TFB1M","ENSG00000029639","51106","protein-coding"
"Q4LDG9","DNAL1","ENSG00000119661","83544","protein-coding"
"Q9HBM0","VEZT","ENSG00000028203","55591","protein-coding"
"Q8IWD5","MFSD6L","ENSG00000185156","162387","protein-coding"
"Q96FT9","IFT43","ENSG00000119650","112752","protein-coding"
"Q9HB15","KCNK12","ENSG00000184261","56660","protein-coding"
"Q96EY7","PTCD3","ENSG00000132300","55037","protein-coding"
"O60603","TLR2","ENSG00000137462","7097","protein-coding"
"Q8N3J2","METTL4","ENSG00000101574","64863","protein-coding"
"O95373","IPO7","ENSG00000205339","10527","protein-coding"
"Q5JTD7","LRRC73","ENSG00000204052","221424","protein-coding"
"Q9UHC3","ASIC3","ENSG00000213199","9311","protein-coding"
"Q9NPC1","LTB4R2","ENSG00000213906","56413","protein-coding"
"Q9NPC1","LTB4R2","ENSG00000285203","56413","protein-coding"
"Q6ZP65","BICDL1","ENSG00000135127","92558","protein-coding"
"Q96A35","MRPL24","ENSG00000143314","79590","protein-coding"
"Q4ZIN3","TMEM259","ENSG00000182087","91304","protein-coding"
"Q8ND90","PNMA1","ENSG00000176903","9240","protein-coding"
"Q9UIA9","XPO7","ENSG00000130227","23039","protein-coding"
"Q2NKJ3","CTC1","ENSG00000178971","80169","protein-coding"
"Q8NET5","NFAM1","ENSG00000235568","150372","protein-coding"
"Q8NC56","LEMD2","ENSG00000161904","221496","protein-coding"
"Q8WXU2","DNAAF4","ENSG00000256061","161582","protein-coding"
"Q7RTX1","TAS1R1","ENSG00000173662","80835","protein-coding"
"P03971","AMH","ENSG00000104899","268","protein-coding"
"P48059","LIMS1","ENSG00000169756","3987","protein-coding"
"P55160","NCKAP1L","ENSG00000123338","3071","protein-coding"
"Q86WD7","SERPINA9","ENSG00000170054","327657","protein-coding"
"Q15849","SLC14A2","ENSG00000132874","8170","protein-coding"
"P36955","SERPINF1","ENSG00000132386","5176","protein-coding"
"P36955","SERPINF1","ENSG00000282307","5176","protein-coding"
"Q9BQ65","USB1","ENSG00000103005","79650","protein-coding"
"Q9Y6H8","GJA3","ENSG00000121743","2700","protein-coding"
"Q6NUP7","PPP4R4","ENSG00000119698","57718","protein-coding"
"Q6NUP7","PPP4R4","ENSG00000278326","57718","protein-coding"
"Q9Y3D7","PAM16","ENSG00000217930","51025","protein-coding"
"Q9Y3D7","PAM16","ENSG00000282228","51025","protein-coding"
"Q9BQD7","ANTKMT","ENSG00000103254","65990","protein-coding"
"O14717","TRDMT1","ENSG00000107614","1787","protein-coding"
"Q8N957","ANKFN1","ENSG00000153930","162282","protein-coding"
"P48169","GABRA4","ENSG00000109158","2557","protein-coding"
"Q53HV7","SMUG1","ENSG00000123415","23583","protein-coding"
"P38567","SPAM1","ENSG00000106304","6677","protein-coding"
"Q5JUK2","SOHLH1","ENSG00000165643","402381","protein-coding"
"P19883","FST","ENSG00000134363","10468","protein-coding"
"Q6ZTW0","TPGS1","ENSG00000141933","91978","protein-coding"
"P15172","MYOD1","ENSG00000129152","4654","protein-coding"
"Q96AQ8","MCUR1","ENSG00000050393","63933","protein-coding"
"Q9BWF2","TRAIP","ENSG00000183763","10293","protein-coding"
"Q6W4X9","MUC6","ENSG00000184956","4588","protein-coding"
"Q6W4X9","MUC6","ENSG00000277518","4588","protein-coding"
"Q6W4X9","MUC6","ENSG00000277281","4588","protein-coding"
"Q6W4X9","MUC6","ENSG00000283350","4588","protein-coding"
"Q9H892","TTC12","ENSG00000149292","54970","protein-coding"
"Q86W42","THOC6","ENSG00000131652","79228","protein-coding"
"A4D1T9","PRSS37","ENSG00000165076","136242","protein-coding"
"A0A087X1C5","CYP2D7",NA,"1564","protein-coding"
"O76080","ZFAND5","ENSG00000107372","7763","protein-coding"
"P10415","BCL2","ENSG00000171791","596","protein-coding"
"Q3SYC2","MOGAT2","ENSG00000166391","80168","protein-coding"
"Q68J44","DUSP29","ENSG00000188716","338599","protein-coding"
"Q68J44","DUSP29","ENSG00000281660","338599","protein-coding"
"Q9H7L9","SUDS3","ENSG00000111707","64426","protein-coding"
"Q8N5Q1","FAM71E2","ENSG00000180043","284418","protein-coding"
"Q96S06","LMF1","ENSG00000103227","64788","protein-coding"
"Q13636","RAB31","ENSG00000168461","11031","protein-coding"
"Q9UHB4","NDOR1","ENSG00000188566","27158","protein-coding"
"Q13415","ORC1","ENSG00000085840","4998","protein-coding"
"O94864","SUPT7L","ENSG00000119760","9913","protein-coding"
"Q9H334","FOXP1","ENSG00000114861","27086","protein-coding"
"P28482","MAPK1","ENSG00000100030","5594","protein-coding"
"Q8IXL7","MSRB3","ENSG00000174099","253827","protein-coding"
"P31151","S100A7","ENSG00000143556","6278","protein-coding"
"Q9P2X3","IMPACT","ENSG00000154059","55364","protein-coding"
"Q5VW32","BROX","ENSG00000162819","148362","protein-coding"
"Q15051","IQCB1","ENSG00000173226","9657","protein-coding"
"Q9H0B3","IQCN","ENSG00000130518","80726","protein-coding"
"Q6ZRQ5","MMS22L","ENSG00000146263","253714","protein-coding"
"P10828","THRB","ENSG00000151090","7068","protein-coding"
"Q17RC7","EXOC3L4","ENSG00000205436","91828","protein-coding"
"P24903","CYP2F1","ENSG00000197446","1572","protein-coding"
"Q8WTP8","AEN","ENSG00000181026","64782","protein-coding"
"O00622","CCN1","ENSG00000142871","3491","protein-coding"
"P67936","TPM4","ENSG00000167460","7171","protein-coding"
"Q9NV23","OLAH","ENSG00000152463","55301","protein-coding"
"Q92963","RIT1","ENSG00000143622","6016","protein-coding"
"P57729","RAB38","ENSG00000123892","23682","protein-coding"
"Q8N5V2","NGEF","ENSG00000066248","25791","protein-coding"
"P48307","TFPI2","ENSG00000105825","7980","protein-coding"
"Q8N1Q8","THEM5","ENSG00000196407","284486","protein-coding"
"Q96GC5","MRPL48","ENSG00000175581","51642","protein-coding"
"P00540","MOS","ENSG00000172680","4342","protein-coding"
"Q14146","URB2","ENSG00000135763","9816","protein-coding"
"Q96MH6","TMEM68","ENSG00000167904","137695","protein-coding"
"Q6P531","GGT6","ENSG00000167741","124975","protein-coding"
"Q96PP4","TSGA13","ENSG00000213265","114960","protein-coding"
"Q8IWW8","ADHFE1","ENSG00000147576","137872","protein-coding"
"P55060","CSE1L","ENSG00000124207","1434","protein-coding"
"O15354","GPR37","ENSG00000170775","2861","protein-coding"
"Q9BUW7","BBLN","ENSG00000171159","79095","protein-coding"
"Q9NU19","TBC1D22B","ENSG00000065491","55633","protein-coding"
"Q5T7M9","DIPK1A","ENSG00000154511","388650","protein-coding"
"Q9UHI7","SLC23A1","ENSG00000170482","9963","protein-coding"
"A6NI73","LILRA5","ENSG00000187116","353514","protein-coding"
"A6NI73","LILRA5","ENSG00000278355","353514","protein-coding"
"A6NI73","LILRA5","ENSG00000275404","353514","protein-coding"
"A6NI73","LILRA5","ENSG00000274914","353514","protein-coding"
"A6NI73","LILRA5","ENSG00000274113","353514","protein-coding"
"O15374","SLC16A4","ENSG00000168679","9122","protein-coding"
"Q06547","GABPB1","ENSG00000104064","2553","protein-coding"
"Q8TAP6","CEP76","ENSG00000101624","79959","protein-coding"
"O95057","DIRAS1","ENSG00000176490","148252","protein-coding"
"Q7L3T8","PARS2","ENSG00000162396","25973","protein-coding"
"O95630","STAMBP","ENSG00000124356","10617","protein-coding"
"Q8IV33","KIAA0825","ENSG00000185261","285600","protein-coding"
"Q96BJ8","ELMO3","ENSG00000102890","79767","protein-coding"
"Q6UWM9","UGT2A3","ENSG00000135220","79799","protein-coding"
"Q6UWM9","UGT2A3","ENSG00000278216","79799","protein-coding"
"O14682","ENC1","ENSG00000171617","8507","protein-coding"
"O00767","SCD","ENSG00000099194","6319","protein-coding"
"Q9UNS2","COPS3","ENSG00000141030","8533","protein-coding"
"P49908","SELENOP","ENSG00000250722","6414","protein-coding"
"Q8N145","LGI3","ENSG00000168481","203190","protein-coding"
"P15529","CD46","ENSG00000117335","4179","protein-coding"
"Q8TCC7","SLC22A8","ENSG00000149452","9376","protein-coding"
"Q9HC98","NEK6","ENSG00000119408","10783","protein-coding"
"P30532","CHRNA5","ENSG00000169684","1138","protein-coding"
"Q9Y6V7","DDX49","ENSG00000105671","54555","protein-coding"
"P29965","CD40LG","ENSG00000102245","959","protein-coding"
"Q6NZY7","CDC42EP5","ENSG00000167617","148170","protein-coding"
"Q6NZY7","CDC42EP5","ENSG00000273633","148170","protein-coding"
"Q6NZY7","CDC42EP5","ENSG00000273622","148170","protein-coding"
"Q6NZY7","CDC42EP5","ENSG00000278444","148170","protein-coding"
"Q8TCB7","METTL6","ENSG00000206562","131965","protein-coding"
"Q6IBW4","NCAPH2","ENSG00000025770","29781","protein-coding"
"Q63HM9","PLCXD3","ENSG00000182836","345557","protein-coding"
"Q6QHK4","FIGLA","ENSG00000183733","344018","protein-coding"
"Q9Y2E8","SLC9A8","ENSG00000197818","23315","protein-coding"
"P25963","NFKBIA","ENSG00000100906","4792","protein-coding"
"P40313","CTRL","ENSG00000141086","1506","protein-coding"
"O00559","EBAG9","ENSG00000147654","9166","protein-coding"
"Q8TEW6","DOK4","ENSG00000125170","55715","protein-coding"
"Q99638","RAD9A","ENSG00000172613","5883","protein-coding"
"P56180","TPTE","ENSG00000274391","7179","protein-coding"
"O76024","WFS1","ENSG00000109501","7466","protein-coding"
"P08590","MYL3","ENSG00000160808","4634","protein-coding"
"Q9NTW7","ZFP64","ENSG00000020256","55734","protein-coding"
"Q86TV6","TTC7B","ENSG00000165914","145567","protein-coding"
"Q8IUH4","ZDHHC13","ENSG00000177054","54503","protein-coding"
"Q13077","TRAF1","ENSG00000056558","7185","protein-coding"
"Q6NUI2","GPAT2","ENSG00000186281","150763","protein-coding"
"Q96LM5","C4orf45","ENSG00000164123","152940","protein-coding"
"Q5SW96","LDLRAP1","ENSG00000157978","26119","protein-coding"
"Q5M8T2","SLC35D3","ENSG00000182747","340146","protein-coding"
"Q14392","LRRC32","ENSG00000137507","2615","protein-coding"
"O14807","MRAS","ENSG00000158186","22808","protein-coding"
"Q16878","CDO1","ENSG00000129596","1036","protein-coding"
"Q9H1D0","TRPV6","ENSG00000165125","55503","protein-coding"
"Q9H1D0","TRPV6","ENSG00000276971","55503","protein-coding"
"O43291","SPINT2","ENSG00000167642","10653","protein-coding"
"Q9Y289","SLC5A6","ENSG00000138074","8884","protein-coding"
"Q9BYT1","SLC17A9","ENSG00000101194","63910","protein-coding"
"Q9BQB4","SOST","ENSG00000167941","50964","protein-coding"
"Q9UHF1","EGFL7","ENSG00000172889","51162","protein-coding"
"O75678","RFPL2","ENSG00000128253","10739","protein-coding"
"P06133","UGT2B4","ENSG00000156096","7363","protein-coding"
"O43617","TRAPPC3","ENSG00000054116","27095","protein-coding"
"Q2WGJ6","KLHL38","ENSG00000175946","340359","protein-coding"
"Q9GZU1","MCOLN1","ENSG00000090674","57192","protein-coding"
"P06730","EIF4E","ENSG00000151247","1977","protein-coding"
"Q12815","TROAP","ENSG00000135451","10024","protein-coding"
"Q9UID6","ZNF639","ENSG00000121864","51193","protein-coding"
"Q53HC9","EIPR1","ENSG00000032389","7260","protein-coding"
"H3BS89","TMEM178B","ENSG00000261115","100507421","protein-coding"
"Q92750","TAF4B","ENSG00000141384","6875","protein-coding"
"Q13084","MRPL28","ENSG00000086504","10573","protein-coding"
"Q9UPI3","FLVCR2","ENSG00000119686","55640","protein-coding"
"P57075","UBASH3A","ENSG00000160185","53347","protein-coding"
"Q9Y530","OARD1","ENSG00000124596","221443","protein-coding"
"Q9Y3U8","RPL36","ENSG00000130255","25873","protein-coding"
"Q7LGC8","CHST3","ENSG00000122863","9469","protein-coding"
"Q6JVE9","LCN8","ENSG00000204001","138307","protein-coding"
"Q02928","CYP4A11","ENSG00000187048","1579","protein-coding"
"Q9H816","DCLRE1B","ENSG00000118655","64858","protein-coding"
"Q92806","KCNJ9","ENSG00000162728","3765","protein-coding"
"Q15008","PSMD6","ENSG00000163636","9861","protein-coding"
"Q9Y399","MRPS2","ENSG00000122140","51116","protein-coding"
"Q96DE5","ANAPC16","ENSG00000166295","119504","protein-coding"
"Q96MS3","GLT1D1","ENSG00000151948","144423","protein-coding"
"Q8N109","KIR2DL5A","ENSG00000276392","57292","protein-coding"
"Q8N109","KIR2DL5A","ENSG00000274676","57292","protein-coding"
"Q8N109","KIR2DL5A","ENSG00000275596","57292","protein-coding"
"Q8N109","KIR2DL5A","ENSG00000276686","57292","protein-coding"
"Q8N109","KIR2DL5A","ENSG00000278116","57292","protein-coding"
"Q8N109","KIR2DL5A","ENSG00000276177","57292","protein-coding"
"Q8N109","KIR2DL5A","ENSG00000274143","57292","protein-coding"
"Q8N109","KIR2DL5A","ENSG00000288357","57292","protein-coding"
"Q4VC12","MSS51","ENSG00000166343","118490","protein-coding"
"P43080","LOC118142757","ENSG00000048545","118142757","protein-coding"
"Q9BU19","ZNF692","ENSG00000171163","55657","protein-coding"
"P13498","CYBA","ENSG00000051523","1535","protein-coding"
"Q5VTL7","FNDC7","ENSG00000143107","163479","protein-coding"
"Q6PJ69","TRIM65","ENSG00000141569","201292","protein-coding"
"P63252","KCNJ2","ENSG00000123700","3759","protein-coding"
"Q9Y5K8","ATP6V1D","ENSG00000100554","51382","protein-coding"
"O60684","KPNA6","ENSG00000025800","23633","protein-coding"
"Q9P2A4","ABI3","ENSG00000108798","51225","protein-coding"
"C9JLW8","MCRIP1","ENSG00000225663","348262","protein-coding"
"C9JLW8","MCRIP1","ENSG00000288213","348262","protein-coding"
"Q6PH81","C16orf87","ENSG00000155330","388272","protein-coding"
"Q92876","KLK6","ENSG00000167755","5653","protein-coding"
"Q53R41","FASTKD1","ENSG00000138399","79675","protein-coding"
"Q7L5N1","COPS6","ENSG00000168090","10980","protein-coding"
"Q12824","SMARCB1","ENSG00000099956","6598","protein-coding"
"Q12824","SMARCB1","ENSG00000275837","6598","protein-coding"
"P39877","PLA2G5","ENSG00000127472","5322","protein-coding"
"Q6IA17","SIGIRR","ENSG00000185187","59307","protein-coding"
"Q9BUY7","EFCAB11","ENSG00000140025","90141","protein-coding"
"P10914","IRF1","ENSG00000125347","3659","protein-coding"
"Q9UGB7","MIOX","ENSG00000100253","55586","protein-coding"
"Q9H867","VCPKMT","ENSG00000100483","79609","protein-coding"
"Q8NFU1","BEST2","ENSG00000039987","54831","protein-coding"
"Q96JJ3","ELMO2","ENSG00000062598","63916","protein-coding"
"Q5JU00","TCTE1","ENSG00000146221","202500","protein-coding"
"Q14201","BTG3","ENSG00000154640","10950","protein-coding"
"Q14201","BTG3","ENSG00000281484","10950","protein-coding"
"Q8NDZ2","SIMC1","ENSG00000170085","375484","protein-coding"
"P23416","GLRA2","ENSG00000101958","2742","protein-coding"
"P0C7I0","USP17L8","ENSG00000237038","392188","protein-coding"
"P0C7I0","USP17L8","ENSG00000284781","392188","protein-coding"
"P0C7I0","USP17L8","ENSG00000236125","392188","protein-coding"
"Q86WR6","C17orf64","ENSG00000141371","124773","protein-coding"
"Q9H6R7","WDCP","ENSG00000163026","80304","protein-coding"
"Q7Z4W2","LYZL2","ENSG00000151033","119180","protein-coding"
"Q86XE0","SNX32","ENSG00000172803","254122","protein-coding"
"Q96BZ4","PLD4","ENSG00000166428","122618","protein-coding"
"Q2TB18","ASTE1","ENSG00000034533","28990","protein-coding"
"Q6UXK5","LRRN1","ENSG00000175928","57633","protein-coding"
"Q96SF2","CCT8L2","ENSG00000198445","150160","protein-coding"
"P25874","UCP1","ENSG00000109424","7350","protein-coding"
"Q13568","IRF5","ENSG00000128604","3663","protein-coding"
"P07203","GPX1","ENSG00000233276","2876","protein-coding"
"P41597","CCR2","ENSG00000121807","729230","protein-coding"
"P32856","STX2","ENSG00000111450","2054","protein-coding"
"O95760","IL33","ENSG00000137033","90865","protein-coding"
"Q9H568","ACTL8","ENSG00000117148","81569","protein-coding"
"O94842","TOX4","ENSG00000092203","9878","protein-coding"
"P62508","ESRRG","ENSG00000196482","2104","protein-coding"
"P23528","CFL1","ENSG00000172757","1072","protein-coding"
"P81408","FAM189B","ENSG00000160767","10712","protein-coding"
"P81408","FAM189B","ENSG00000262666","10712","protein-coding"
"Q96DM3","RMC1","ENSG00000141452","29919","protein-coding"
"O00212","RHOD","ENSG00000173156","29984","protein-coding"
"O75952","CABYR","ENSG00000154040","26256","protein-coding"
"Q99592","ZBTB18","ENSG00000179456","10472","protein-coding"
"Q16534","HLF","ENSG00000108924","3131","protein-coding"
"Q96K62","ZBTB45","ENSG00000119574","84878","protein-coding"
"Q96KJ9","COX4I2","ENSG00000131055","84701","protein-coding"
"Q96A47","ISL2","ENSG00000159556","64843","protein-coding"
"Q9H173","SIL1","ENSG00000120725","64374","protein-coding"
"Q8IZF5","ADGRF3","ENSG00000173567","165082","protein-coding"
"Q9GZM5","YIPF3","ENSG00000137207","25844","protein-coding"
"Q6ICH7","ASPHD2","ENSG00000128203","57168","protein-coding"
"Q96PB1","CASD1","ENSG00000127995","64921","protein-coding"
"Q9NWS0","PIH1D1","ENSG00000104872","55011","protein-coding"
"O15533","TAPBP","ENSG00000231925","6892","protein-coding"
"O15533","TAPBP","ENSG00000206281","6892","protein-coding"
"O15533","TAPBP","ENSG00000236490","6892","protein-coding"
"O15533","TAPBP","ENSG00000112493","6892","protein-coding"
"O15533","TAPBP","ENSG00000206208","6892","protein-coding"
"Q9BUU2","METTL22","ENSG00000067365","79091","protein-coding"
"O75478","TADA2A","ENSG00000276234","6871","protein-coding"
"O75478","TADA2A","ENSG00000277104","6871","protein-coding"
"O00712","NFIB","ENSG00000147862","4781","protein-coding"
"O75795","UGT2B17","ENSG00000197888","7367","protein-coding"
"Q7RTU1","TCF23","ENSG00000163792","150921","protein-coding"
"Q6IQ16","SPOPL","ENSG00000144228","339745","protein-coding"
"Q8IY22","CMIP","ENSG00000153815","80790","protein-coding"
"Q4AC99","ACCSL","ENSG00000205126","390110","protein-coding"
"Q6P4H8","ATPSCKMT","ENSG00000150756","134145","protein-coding"
"Q96M61","MAGEB18","ENSG00000176774","286514","protein-coding"
"Q9C0B7","TANGO6","ENSG00000103047","79613","protein-coding"
"Q9BXB7","SPATA16","ENSG00000144962","83893","protein-coding"
"Q17RN3","FAM98C","ENSG00000130244","147965","protein-coding"
"Q9UK45","LSM7","ENSG00000130332","51690","protein-coding"
"Q9H2B4","SLC26A1","ENSG00000145217","10861","protein-coding"
"Q8IWB7","WDFY1","ENSG00000085449","57590","protein-coding"
"Q96AY2","EME1","ENSG00000154920","146956","protein-coding"
"Q8TD31","CCHCR1","ENSG00000204536","54535","protein-coding"
