"","pearson","gene","cluster"
"617",0.95,"CCK",5
"164",0.95,"DNAJC18",5
"234",0.95,"H1-1",5
"604",0.95,"TESMIN",5
"417",0.94,"BACE2",5
"184",0.94,"FAM155A",5
"424",0.94,"PKIB",5
"134",0.93,"CYP2S1",5
"254",0.93,"HMGN5",5
"813",0.92,"CDC42EP3",5
"244",0.92,"HMGB2",5
"384",0.92,"PCLAF",5
"224",0.91,"GNG3",5
"316",0.9,"ASCL1",5
"554",0.9,"SLAMF7",5
"594",0.9,"SYT10",5
"714",0.89,"CD55",5
"344",0.89,"MAF",5
"564",0.88,"SLC40A1",5
"584",0.88,"SMIM4",5
"913",0.87,"CNMD",5
"1210",0.87,"CXCL10",5
"317",0.85,"LARP1B",5
"404",0.84,"PDLIM3",5
"264",0.82,"ICAM1",5
"524",0.8,"SCG5",5
"284",0.77,"IRX2",5
"434",0.74,"PLEKHA4",5
"484",0.74,"PTPN6",5
"634",0.72,"UCP2",5
"137",1,"ACKR1",6
"218",1,"ADAMTS8",6
"318",1,"ADAMTSL3",6
"418",1,"AJAP1",6
"618",1,"AKR1B15",6
"914",1,"ANK1",6
"1114",1,"APOC1",6
"1212",1,"AQP1",6
"145",1,"C3orf80",6
"165",1,"CA1",6
"195",1,"CALCA",6
"205",1,"CATSPER1",6
"225",1,"CCR1",6
"235",1,"CD160",6
"245",1,"CD1D",6
"265",1,"CLEC5A",6
"295",1,"COL1A2",6
"319",1,"COL4A1",6
"325",1,"CYP2B7P",6
"345",1,"CYTIP",6
"355",1,"CYTL1",6
"365",1,"DLX2",6
"375",1,"DLX5",6
"385",1,"DLX6",6
"425",1,"ERFE",6
"435",1,"FANCB",6
"445",1,"FFAR2",6
"455",1,"FNDC1",6
"465",1,"FOXK1",6
"475",1,"FOXP1-AS1",6
"495",1,"GAD1",6
"505",1,"GAGE10",6
"545",1,"GYPE",6
"555",1,"H1-2",6
"565",1,"HCAR3",6
"595",1,"HLA-DQA1",6
"605",1,"HLA-DQB1",6
"635",1,"IFIT1",6
"664",1,"IFITM3",6
"683",1,"IL17RE",6
"693",1,"IL1RL1",6
"715",1,"ITGA4",6
"742",1,"LGALS3",6
"752",1,"LINC00222",6
"762",1,"LINC01508",6
"772",1,"LPCAT2",6
"814",1,"MESP1",6
"832",1,"MFGE8",6
"852",1,"MSR1",6
"872",1,"NDUFA4L2",6
"881",1,"NEAT1",6
"901",1,"NGFR",6
"915",1,"NKX6-2",6
"921",1,"PADI2",6
"951",1,"PCOLCE-AS1",6
"971",1,"PHLDA2",6
"981",1,"PIK3R5",6
"991",1,"PLA2G7",6
"1001",1,"POM121L8P",6
"1021",1,"PPP1R14C",6
"1061",1,"RHCE",6
"1102",1,"SCNN1B",6
"1115",1,"SELPLG",6
"1121",1,"SERPINA3",6
"1131",1,"SERPINE1",6
"1151",1,"SH3BP1",6
"1161",1,"SH3BP5",6
"1181",1,"SLC4A1",6
"1201",1,"SOX11",6
"1213",1,"SP2-AS1",6
"1221",1,"SPTA1",6
"1231",1,"TASL",6
"1251",1,"TFAP2B",6
"1271",1,"TNFAIP6",6
"1281",1,"TNFRSF4",6
"1291",1,"TNNI2",6
"1301",1,"TRIM10",6
"1311",1,"TSPO2",6
"1321",1,"VAX1",6
"1331",1,"VGF",6
"1341",1,"WDR76",6
"135",1,"WFIKKN2",6
"815",0.99,"ANGPTL4",6
"155",0.99,"C5AR1",6
"185",0.99,"CACNA1B",6
"255",0.99,"CKAP2",6
"275",0.99,"COL14A1",6
"285",0.99,"COL15A1",6
"305",0.99,"COL3A1",6
"395",0.99,"DOCK8",6
"405",0.99,"EML2-AS1",6
"419",0.99,"EPB42",6
"485",0.99,"FYB1",6
"535",0.99,"GYPC",6
"575",0.99,"HCLS1",6
"619",0.99,"HLA-DRA",6
"625",0.99,"HLA-DRB1",6
"673",0.99,"IGFBP3",6
"703",0.99,"ISG20",6
"722",0.99,"ITGB2-AS1",6
"782",0.99,"LST1",6
"792",0.99,"MCAM",6
"822",0.99,"METRNL",6
"842",0.99,"MITF",6
"862",0.99,"MYH15",6
"941",0.99,"PCDH17",6
"1014",0.99,"POSTN",6
"1031",0.99,"PTPRZ1",6
"1041",0.99,"RBM38",6
"1051",0.99,"RBMS3-AS3",6
"1071",0.99,"S100A4",6
"1081",0.99,"S100A6",6
"1191",0.99,"SORCS2",6
"136",0.99,"XPO7",6
"1015",0.98,"ANKRD50",6
"138",0.98,"C17orf99",6
"175",0.98,"CA12",6
"585",0.98,"HILPDA",6
"655",0.98,"IFITM2",6
"931",0.98,"PART1",6
"1141",0.98,"SERPINE2",6
"1261",0.98,"TFPI",6
"518",0.97,"AKAP12",6
"716",0.97,"ANGPT1",6
"519",0.97,"GALC",6
"645",0.97,"IFIT2",6
"1091",0.97,"SCIMP",6
"1241",0.97,"TCIM",6
"802",0.96,"MEF2C",6
"525",0.93,"GPX3",6
"732",0.92,"KIF18A",6
"961",0.92,"PDGFB",6
"335",0.91,"CYSRT1",6
"891",0.9,"NFIX",6
"219",0.89,"CCN2",6
"1171",0.89,"SLC25A37",6
"320",1,"ALDH1A1",7
"420",1,"ALDH1A2",7
"717",1,"ATP6V1B1",7
"816",1,"BDNF",7
"916",1,"BGN",7
"139",1,"CAVIN2",7
"156",1,"CCDC17",7
"186",1,"CD79B",7
"246",1,"CHGB",7
"296",1,"COLEC11",7
"356",1,"DIRAS3",7
"366",1,"EDNRB",7
"476",1,"GNG8",7
"526",1,"IGSF1",7
"546",1,"KIF20A",7
"566",1,"KLHL31",7
"586",1,"KRT19",7
"694",1,"MST1R",7
"902",1,"SMIM24",7
"1032",1,"WFDC2",7
"1116",0.99,"C8orf34",7
"176",0.99,"CD300E",7
"276",0.99,"CLDN4",7
"3110",0.99,"CTXN2",7
"376",0.99,"EFNA1",7
"396",0.99,"EPCAM",7
"426",0.99,"FABP6",7
"456",0.99,"GAREM1",7
"576",0.99,"KRT18",7
"606",0.99,"L1TD1",7
"665",0.99,"MBNL3",7
"723",0.99,"OSR2",7
"743",0.99,"PCOLCE2",7
"753",0.99,"PENK",7
"783",0.99,"PLVAP",7
"892",0.99,"SCG2",7
"1016",0.98,"BMP3",7
"1214",0.98,"CALB1",7
"146",0.98,"CBLN2",7
"436",0.98,"FAM87B",7
"446",0.98,"FEZF1",7
"496",0.98,"H4C3",7
"5110",0.98,"HMGA2",7
"556",0.98,"KIF4A",7
"626",0.98,"LIN28B",7
"718",0.98,"NRXN1",7
"733",0.98,"OTOS",7
"763",0.98,"PILRA",7
"803",0.98,"PPP1R14A",7
"817",0.98,"PPP1R1C",7
"833",0.98,"PRR15L",7
"982",0.98,"TTC4",7
"1022",0.98,"WASIR2",7
"140",0.97,"ABCG2",7
"220",0.97,"ABHD6",7
"206",0.97,"CDCA7L",7
"236",0.97,"CHGA",7
"306",0.97,"CPZ",7
"326",0.97,"CYB5D2",7
"4110",0.97,"FABP4",7
"466",0.97,"GLIS3-AS1",7
"486",0.97,"GRIK1",7
"506",0.97,"HBBP1",7
"596",0.97,"KRT8",7
"646",0.97,"LINC00958",7
"656",0.97,"LUM",7
"853",0.97,"PTHLH",7
"992",0.97,"TWIST1",7
"226",0.96,"CGA",7
"286",0.96,"CLDN7",7
"336",0.96,"DEPDC1",7
"843",0.96,"PSMB9",7
"863",0.96,"RFX8",7
"922",0.96,"SULT1E1",7
"932",0.96,"TACSTD2",7
"942",0.96,"TGM2",7
"952",0.96,"THBS4",7
"972",0.96,"TRH",7
"520",0.95,"ARHGAP36",7
"620",0.95,"ARL6IP1",7
"266",0.95,"CKS1B",7
"793",0.95,"POMC",7
"823",0.95,"PPP1R3C",7
"917",0.95,"SPDL1",7
"962",0.95,"TIAM1",7
"1002",0.95,"VGLL1",7
"256",0.94,"CKAP5",7
"346",0.94,"DIO2",7
"6110",0.94,"LGR5",7
"704",0.94,"NNAT",7
"773",0.94,"PLD3",7
"406",0.93,"EREG",7
"684",0.93,"MIS18BP1",7
"1017",0.92,"VSNL1",7
"196",0.91,"CDCA3",7
"386",0.91,"ENOX2",7
"2110",0.9,"CENPW",7
"536",0.89,"ITIH5",7
"166",0.87,"CCNB1",7
"873",0.87,"RTN1",7
"674",0.86,"MCFD2",7
"636",0.85,"LINC00632",7
"882",0.79,"SCAMP5",7
"527",1,"AURKB",8
"918",1,"C9orf24",8
"1018",1,"CAVIN3",8
"207",1,"CXCR4",8
"327",1,"LHX2",8
"528",1,"SELENOM",8
"557",1,"SOX3",8
"167",0.99,"CRYAB",8
"337",0.99,"LMO7",8
"477",0.99,"PRDX4",8
"547",0.99,"SLIT2",8
"6111",0.99,"TMSB15A",8
"147",0.98,"COL1A1",8
"257",0.98,"GPC3",8
"307",0.98,"KIF23",8
"487",0.98,"PTPRN",8
"657",0.98,"UROD",8
"719",0.97,"BST2",8
"187",0.97,"CXCL12",8
"227",0.97,"DLK1",8
"237",0.97,"FAIM2",8
"247",0.97,"FBXO5",8
"267",0.97,"H2AZ1",8
"367",0.97,"MGST1",8
"427",0.96,"AURKA",8
"3111",0.95,"LGI1",8
"4111",0.95,"PDE4C",8
"597",0.95,"TBX19",8
"177",0.94,"CSRP2",8
"197",0.94,"CXCL14",8
"347",0.94,"LY6H",8
"397",0.94,"NEK2",8
"467",0.94,"PRAP1",8
"507",0.94,"RGS2",8
"577",0.94,"SPON1",8
"627",0.94,"TOP2A",8
"148",0.93,"ADM",8
"628",0.93,"B3GNT2",8
"1117",0.93,"CDC20",8
"157",0.93,"COL25A1",8
"287",0.93,"HTR1F",8
"457",0.93,"POLR1F",8
"497",0.93,"RAB3B",8
"567",0.93,"SPINT2",8
"328",0.92,"ASPM",8
"357",0.92,"MEG3",8
"377",0.92,"MPPED2",8
"607",0.92,"THBD",8
"1310",0.91,"CENPJ",8
"2111",0.91,"DLGAP5",8
"297",0.91,"HTR2C",8
"387",0.91,"NCAPD2",8
"407",0.91,"PARPBP",8
"447",0.9,"PMAIP1",8
"228",0.88,"ANXA1",8
"1215",0.88,"CDK1",8
"277",0.88,"HES6",8
"666",0.88,"ZNF791",8
"437",0.87,"PLIN2",8
"637",0.86,"TPX2",8
"818",0.84,"C4orf48",8
"428",0.84,"PLAU",8
"537",0.84,"SFRP2",8
"647",0.84,"TUBB2B",8
"587",0.83,"STMN4",8
"5111",0.79,"S1PR1",8
"1100",1,"AATBC",9
"229",1,"ACY3",9
"529",1,"APBB1IP",9
"720",1,"APOBR",9
"819",1,"ARHGAP15",9
"1019",1,"ARPP21",9
"1118",1,"ART3",9
"1312",1,"B4GALT1-AS1",9
"1410",1,"BAG3",9
"1610",1,"BEND3",9
"1710",1,"BOLL",9
"1810",1,"C1orf94",9
"1910",1,"C1QA",9
"2210",1,"C1QTNF2",9
"248",1,"CAGE1",9
"258",1,"CALB2",9
"268",1,"CARD16",9
"278",1,"CARNMT1",9
"288",1,"CATSPER3",9
"298",1,"CBLN1",9
"308",1,"CCDC88A",9
"329",1,"CCL8",9
"348",1,"CD300LF",9
"358",1,"CD33",9
"368",1,"CD37",9
"378",1,"CD4",9
"408",1,"CD69",9
"458",1,"CDKN2C",9
"468",1,"CDKN2D",9
"488",1,"CEP295NL",9
"498",1,"CEP55",9
"508",1,"CH25H",9
"5210",1,"CHST9",9
"538",1,"CLEC2B",9
"548",1,"CLIC3",9
"558",1,"COL28A1",9
"568",1,"CPLX3",9
"578",1,"CRYBB1",9
"588",1,"CSF1",9
"598",1,"CSTA",9
"608",1,"CX3CR1",9
"629",1,"CXCL3",9
"658",1,"DHRS9",9
"667",1,"DIAPH3",9
"675",1,"EGR4",9
"705",1,"FAM138E",9
"7110",1,"FAM30A",9
"724",1,"FAM81A",9
"734",1,"FBLL1",9
"764",1,"FCRLA",9
"774",1,"FOLR1",9
"784",1,"GABBR2",9
"804",1,"GBP1",9
"834",1,"GNAT1",9
"844",1,"GNG12-AS1",9
"854",1,"GPR17",9
"864",1,"GPR84",9
"874",1,"GPRC6A",9
"883",1,"GRIK1-AS1",9
"893",1,"GSN-AS1",9
"903",1,"GUCA1A",9
"919",1,"H2BC13",9
"943",1,"HEPACAM",9
"953",1,"HES7",9
"963",1,"HLA-DRB5",9
"983",1,"ICAM4",9
"993",1,"IFIH1",9
"1003",1,"IL10",9
"10110",1,"IL1B",9
"1023",1,"IL4I1",9
"1033",1,"IL6",9
"1042",1,"INCENP",9
"1052",1,"ISL1",9
"1072",1,"KCNK3",9
"1092",1,"KIF21B",9
"1103",1,"KLF2",9
"1119",1,"KLRB1",9
"1122",1,"KRT42P",9
"1132",1,"LBX2-AS1",9
"1142",1,"LINC00461",9
"1152",1,"LINC02872",9
"1172",1,"MEPE",9
"1182",1,"MPIG6B",9
"1202",1,"MX1",9
"1216",1,"MYF6",9
"1222",1,"MYO16-AS1",9
"1232",1,"MYOZ2",9
"1262",1,"NPNT",9
"1272",1,"NPTX2",9
"1302",1,"OASL",9
"1322",1,"OR7D2",9
"1332",1,"P2RY12",9
"1342",1,"P2RY2",9
"1371",1,"PCP2",9
"1381",1,"PDCD1LG2",9
"1401",1,"PLAAT2",9
"1411",1,"PLAAT4",9
"1431",1,"PLD4",9
"1441",1,"POF1B",9
"1451",1,"POLR2M",9
"1461",1,"POU3F2",9
"1471",1,"PPP1R16B",9
"1481",1,"PPP1R17",9
"149",1,"PPP1R1A",9
"1511",1,"PRECSIT",9
"1521",1,"PRKCB",9
"1551",1,"PTPRCAP",9
"1561",1,"PVRIG",9
"1571",1,"RAMP3",9
"159",1,"RCVRN",9
"1611",1,"RNASE2",9
"1621",1,"RRAD",9
"1631",1,"RTP4",9
"1641",1,"SCIN",9
"1651",1,"SCT",9
"168",1,"SERPINF2",9
"169",1,"SIRPB1",9
"170",1,"SLC1A7",9
"1711",1,"SLC25A53",9
"1731",1,"SOX1",9
"1741",1,"SPRR1A",9
"1761",1,"SSTR2",9
"179",1,"TCL1A",9
"180",1,"TEX15",9
"1811",1,"TLR4",9
"1821",1,"TLR7",9
"1841",1,"TNFAIP8L2",9
"1851",1,"TNFSF13B",9
"1861",1,"TNFSF14",9
"188",1,"TREM1",9
"189",1,"TTR",9
"190",1,"UBOX5-AS1",9
"1911",1,"UNC93B1",9
"1921",1,"UPK3A",9
"1931",1,"USP2-AS1",9
"1941",1,"VIPR1",9
"1951",1,"VNN2",9
"1961",1,"VSTM2B",9
"198",1,"WDFY4",9
"199",1,"WFDC1",9
"200",1,"XIRP1",9
"330",0.99,"ANGPTL1",9
"429",0.99,"ANKRD19P",9
"1510",0.99,"BATF3",9
"338",0.99,"CCN3",9
"388",0.99,"CD44",9
"398",0.99,"CD68",9
"4210",0.99,"CD84",9
"448",0.99,"CDHR3",9
"5112",0.99,"CHMP4B",9
"6112",0.99,"CXCL2",9
"638",0.99,"CYB561",9
"648",0.99,"DDC",9
"685",0.99,"F3",9
"754",0.99,"FCGR1A",9
"794",0.99,"GADD45G",9
"8110",0.99,"GEM",9
"824",0.99,"GIMAP8",9
"933",0.99,"HAVCR2",9
"1082",0.99,"KIAA1107",9
"1252",0.99,"NFKBIZ",9
"1313",0.99,"ODF3B",9
"1361",0.99,"PCK1",9
"1391",0.99,"PIMREG",9
"1421",0.99,"PLCB2",9
"160",0.99,"RGS4",9
"4112",0.98,"CD83",9
"923",0.98,"HAPLN3",9
"1192",0.98,"MT1F",9
"150",0.98,"PPP2R2B",9
"1541",0.98,"PTGS2",9
"1671",0.98,"SERPINB1",9
"1751",0.98,"SRRM4",9
"178",0.98,"TCEAL6",9
"1831",0.98,"TNFAIP2",9
"920",0.97,"ARPC1B",9
"1217",0.97,"ATF3",9
"2112",0.97,"C1QC",9
"438",0.97,"CDC42EP2",9
"744",0.97,"FCGBP",9
"1242",0.97,"NFE2",9
"1282",0.97,"NPW",9
"1292",0.97,"NR4A3",9
"1351",0.97,"PALMD",9
"1721",0.97,"SLCO1C1",9
"2011",0.97,"ZNF556",9
"208",0.96,"C1QB",9
"973",0.96,"HNMT",9
"1531",0.96,"PTGDS",9
"1771",0.96,"TBXAS1",9
"238",0.95,"C3",9
"3112",0.95,"CCL4",9
"1062",0.95,"JPT1",9
"1871",0.95,"TPPP3",9
"695",0.94,"FABP7",9
