"","pearson","gene","cluster"
"361",1,"DLX1",2
"381",1,"DRC7",2
"391",1,"ESM1",2
"401",1,"F3",2
"411",1,"FABP1",2
"431",1,"FAM178B",2
"451",1,"FLACC1",2
"481",1,"GNLY",2
"491",1,"GRP",2
"511",1,"HAMP",2
"521",1,"HBBP1",2
"551",1,"HHATL",2
"581",1,"HTR1F",2
"621",1,"IL17RE",2
"631",1,"IL1R2",2
"641",1,"ISM2",2
"651",1,"ITGAL",2
"661",1,"KCNH7",2
"681",1,"KCNMB2-AS1",2
"711",1,"LCN2",2
"721",1,"LIN28B",2
"731",1,"LINC00336",2
"741",1,"LINC00616",2
"751",1,"LINC01508",2
"781",1,"MESP2",2
"791",1,"MGARP",2
"801",1,"MUC16",2
"811",1,"MUC19",2
"821",1,"MYBPHL",2
"851",1,"NLRP14",2
"861",1,"OASL",2
"881",1,"OVOL3",2
"901",1,"PAPOLB",2
"941",1,"PIK3C2G",2
"971",1,"POU3F2",2
"981",1,"PPBP",2
"991",1,"PRSS21",2
"1011",1,"RGS4",2
"1021",1,"RNASE2",2
"1051",1,"SCRG1",2
"1071",1,"SIAH3",2
"1091",1,"SLC47A1",2
"1101",1,"SP2-AS1",2
"115",1,"TASL",2
"118",1,"TMPRSS13",2
"119",1,"TNFAIP8L2",2
"120",1,"TSLP",2
"123",1,"WIF1",2
"125",1,"ZNF98",2
"341",0.99,"DIRC1",2
"701",0.99,"KIF21B",2
"841",0.99,"NGFR",2
"891",0.99,"P2RY2",2
"1001",0.99,"PUS1",2
"122",0.99,"TTLL9",2
"151",0.98,"CCDC141",2
"371",0.98,"DPP4",2
"441",0.98,"FGF8",2
"921",0.97,"PCOLCE-AS1",2
"1041",0.97,"SCARA5",2
"116",0.96,"TESPA1",2
"571",0.95,"HMOX1",2
"1141",0.95,"TAC4",2
"461",0.94,"FST",2
"961",0.93,"PLXNA1",2
"531",0.92,"HBE1",2
"561",0.92,"HHIP",2
"771",0.92,"LPCAT2",2
"1131",0.91,"STPG2-AS1",2
"231",0.9,"CH25H",2
"501",0.9,"GZMA",2
"117",0.9,"TLR4",2
"871",0.89,"OBSCN",2
"121",0.89,"TSPAN1",2
"710",0.88,"ARHGAP6",2
"1111",0.88,"SPIB",2
"601",0.87,"IFIH1",2
"124",0.87,"ZNF205-AS1",2
"541",0.84,"HES5",2
"951",0.84,"PLSCR2",2
"1121",0.83,"STMN2",2
"210",0.81,"AIM2",2
"671",0.8,"KCNJ8",2
"610",0.78,"ARHGAP36",2
"471",0.78,"GAL",2
"1061",0.77,"SERPING1",2
"911",0.72,"PCDH17",2
"691",0.7,"KDR",2
"931",0.7,"PCOLCE2",2
"1031",0.69,"SAMSN1",2
"1081",0.69,"SLC22A4",2
"421",0.67,"FABP6",2
"591",0.67,"IDO1",2
"321",0.66,"CYTIP",2
"201",0.63,"CDKN2A",2
"831",0.63,"NFIB",2
"611",0.61,"IGSF1",2
"331",0.56,"DHFR",2
"761",0.56,"LPAR6",2
"135",1,"ABCB1",3
"312",1,"ADAMTS8",3
"412",1,"ADAMTSL3",3
"1210",1,"APOBR",3
"136",1,"ARPP21",3
"142",1,"ARX",3
"162",1,"AZU1",3
"172",1,"BATF",3
"182",1,"BHLHE41",3
"192",1,"BIN2",3
"202",1,"CCDC170",3
"212",1,"CCL21",3
"242",1,"CEACAM1",3
"252",1,"CEACAM6",3
"282",1,"CLPSL2",3
"292",1,"CMTM2",3
"302",1,"CNNM1",3
"322",1,"CRISP3",3
"352",1,"CSF1",3
"362",1,"CYP3A4",3
"382",1,"DCT",3
"392",1,"DEFA4",3
"402",1,"DKK4",3
"413",1,"DOCK8-AS1",3
"432",1,"EML2-AS1",3
"452",1,"FAM181B",3
"502",1,"GFI1B",3
"512",1,"GHRH",3
"542",1,"GNG12-AS1",3
"552",1,"GOLGA8IP",3
"562",1,"GPR1",3
"572",1,"GPR135",3
"582",1,"GPR17",3
"602",1,"GYPE",3
"612",1,"HAPLN1",3
"672",1,"IL2RA",3
"692",1,"ISM1",3
"702",1,"KCNJ15",3
"712",1,"KEL",3
"742",1,"LGALS14",3
"752",1,"LHX2",3
"772",1,"LINC00463",3
"782",1,"LINC00842",3
"792",1,"LINC01101",3
"802",1,"LINC01324",3
"822",1,"LINC02587",3
"832",1,"LMOD1",3
"842",1,"LTF",3
"952",1,"OLIG2",3
"962",1,"PANTR1",3
"1012",1,"PLEK2",3
"1052",1,"PROC",3
"1062",1,"PRPH",3
"1072",1,"PRRX2",3
"1112",1,"RGR",3
"1122",1,"RHCE",3
"1151",1,"SLA2",3
"1181",1,"SLFN14",3
"1211",1,"SPRR1A",3
"1221",1,"SULT1B1",3
"1231",1,"THEMIS2",3
"1251",1,"TMEM211",3
"1261",1,"TRIM10",3
"128",1,"TTC29",3
"129",1,"VAX1",3
"130",1,"VSTM2B",3
"1311",1,"VWF",3
"134",1,"ZNF683",3
"372",0.99,"CYTH4",3
"442",0.99,"ENTPD1-AS1",3
"532",0.99,"GLIS3-AS1",3
"662",0.99,"IFI27",3
"972",0.99,"PAPPA2",3
"982",0.99,"PCSK2",3
"313",0.98,"COL20A1",3
"462",0.98,"FCGBP",3
"852",0.98,"MEF2C",3
"1082",0.98,"RBMS3-AS3",3
"1142",0.98,"SCGB3A1",3
"1171",0.98,"SLCO1C1",3
"1241",0.98,"THSD4",3
"912",0.97,"ANKRD19P",3
"592",0.97,"GRIK1",3
"1032",0.97,"PRAP1",3
"713",0.96,"ALAS2",3
"1113",0.96,"APLNR",3
"422",0.96,"DSG3",3
"812",0.96,"LINC01607",3
"862",0.96,"METAP1D",3
"913",0.96,"NKPD1",3
"1042",0.96,"PRDM1",3
"1092",0.96,"RCSD1",3
"132",0.96,"VXN",3
"232",0.95,"CD300E",3
"492",0.95,"GAD1",3
"1002",0.95,"PITRM1-AS1",3
"482",0.94,"FEZF1",3
"872",0.94,"MYC",3
"213",0.93,"ABI3",3
"513",0.93,"ADGRL4",3
"632",0.93,"HPGD",3
"902",0.93,"NFE2",3
"1161",0.93,"SLC7A11",3
"813",0.92,"ANGPTL1",3
"262",0.92,"CEBPA",3
"762",0.92,"LINC00222",3
"522",0.9,"GIMAP7",3
"1102",0.89,"RETN",3
"222",0.88,"CCRL2",3
"622",0.88,"HBG1",3
"1132",0.88,"RTN4RL1",3
"472",0.86,"FCGR2A",3
"992",0.85,"PIP5K1B",3
"682",0.84,"IRX2",3
"882",0.84,"MYH15",3
"1201",0.84,"SOX2-OT",3
"942",0.83,"NUMBL",3
"1271",0.83,"TRPC4",3
"613",0.82,"ADM",3
"1013",0.82,"ANKRD9",3
"342",0.82,"CRYGC",3
"152",0.78,"ATOH7",3
"642",0.77,"HS3ST1",3
"272",0.73,"CHAMP1",3
"892",0.73,"NEUROD1",3
"722",0.72,"KLHL41",3
"1191",0.72,"SLIT2",3
"732",0.7,"KTN1-AS1",3
"133",0.7,"WFDC21P",3
"652",0.68,"HSPA6",3
"1022",0.68,"POLR1F",3
"922",0.66,"NRTN",3
"332",0.64,"CRYAB",3
"932",0.52,"NUDT1",3
"193",0.99,"CDKN3",4
"473",0.99,"JPT1",4
"243",0.98,"CKAP2L",4
"383",0.98,"HJURP",4
"523",0.98,"KPNA2",4
"623",0.98,"NCAPD2",4
"714",0.97,"B2M",4
"703",0.97,"PCK1",4
"763",0.97,"PRC1",4
"923",0.97,"TROAP",4
"137",0.96,"CCNB1",4
"323",0.96,"G0S2",4
"603",0.96,"MT1E",4
"683",0.96,"OTOS",4
"223",0.95,"CEP55",4
"253",0.95,"COL14A1",4
"373",0.95,"GTSE1",4
"414",0.95,"HMGN5",4
"614",0.95,"MXD3",4
"663",0.95,"NUF2",4
"673",0.95,"NUPR1",4
"693",0.95,"PBK",4
"803",0.95,"PTTG1",4
"843",0.95,"SILC1",4
"883",0.95,"TAGLN2",4
"914",0.95,"TPPP3",4
"953",0.95,"TUBB6",4
"173",0.94,"CDCA3",4
"203",0.94,"CENPE",4
"514",0.94,"KNSTRN",4
"515",0.93,"ARHGAP19",4
"163",0.93,"CDC20",4
"653",0.93,"NMU",4
"214",0.92,"CENPF",4
"283",0.92,"ECT2",4
"333",0.92,"GEM",4
"483",0.92,"KIF23",4
"643",0.92,"NEK2",4
"853",0.92,"SMC4",4
"963",0.92,"UBE2C",4
"915",0.91,"BIRC5",4
"143",0.91,"CCNB2",4
"783",0.91,"PSRC1",4
"973",0.91,"ZFAND2A",4
"415",0.9,"ARHGAP11A",4
"393",0.9,"HLA-DRA",4
"423",0.9,"HMMR",4
"733",0.9,"PGAM2",4
"893",0.9,"TGFBR3L",4
"433",0.89,"HSPH1",4
"863",0.89,"SRRM4",4
"1114",0.88,"CAVIN3",4
"314",0.88,"FKBP2",4
"793",0.88,"PTPRN",4
"833",0.88,"S100A6",4
"153",0.87,"CD163L1",4
"215",0.86,"APOLD1",4
"183",0.86,"CDKN2C",4
"353",0.86,"GH2",4
"463",0.85,"IRF8",4
"773",0.85,"PRR11",4
"814",0.84,"B3GNT2",4
"1212",0.84,"CCNA2",4
"293",0.84,"ERBB4",4
"815",0.84,"RAC2",4
"903",0.84,"TOP2A",4
"273",0.83,"DIAPH3",4
"493",0.83,"KIF2C",4
"715",0.81,"PCOLCE",4
"615",0.8,"AURKB",4
"403",0.8,"HMGB2",4
"553",0.8,"MAFB",4
"753",0.8,"PKIB",4
"263",0.79,"CST3",4
"563",0.79,"MEG3",4
"583",0.79,"MKI67",4
"543",0.78,"MAD2L1",4
"573",0.78,"MGP",4
"633",0.78,"NEFM",4
"363",0.76,"GPR183",4
"453",0.76,"IFI6",4
"943",0.74,"TUBA1B",4
"593",0.72,"MNS1",4
"503",0.7,"KLF2",4
"933",0.7,"TSPAN32",4
"233",0.67,"CGA",4
"1014",0.66,"CADM2",4
"533",0.64,"LMO2",4
"873",0.64,"SSH1",4
"443",0.63,"IER5",4
"303",0.58,"FECH",4
"723",0.56,"PCSK1N",4
"823",0.56,"RBBP8",4
"743",0.55,"PIMREG",4
"138",0.53,"AARD",4
"315",0.5,"ARG2",4
"343",0.5,"GH1",4
"316",0.99,"ADGRF3",5
"1410",0.99,"BFSP1",5
"304",0.99,"CLDN10",5
"324",0.99,"CLEC4A",5
"464",0.99,"CYTOR",5
"604",0.99,"FGF18",5
"634",0.99,"FOXP1-AS1",5
"764",0.99,"GUCA1A",5
"904",0.99,"IL21R",5
"964",0.99,"KRTDAP",5
"1003",0.99,"LILRB2",5
"1083",0.99,"MPIG6B",5
"1103",0.99,"MYO1G",5
"1182",0.99,"PADI2",5
"1192",0.99,"PASK",5
"1222",0.99,"PCDHA10",5
"156",0.99,"SLAMF7",5
"170",0.99,"TACSTD2",5
"1711",0.99,"TAL1",5
"1721",0.99,"TERT",5
"179",0.99,"TMEM88",5
"1831",0.99,"UNC93B1",5
"504",0.98,"DOCK8",5
"534",0.98,"EMX2",5
"794",0.98,"H4C6",5
"824",0.98,"HLA-DMA",5
"1281",0.98,"PHACTR3",5
"164",0.98,"SPECC1",5
"516",0.97,"ALOX5AP",5
"1510",0.97,"BLVRB",5
"594",0.97,"FEV",5
"624",0.97,"FMN1",5
"654",0.97,"FXYD5",5
"864",0.97,"IFI16",5
"993",0.97,"LEF1-AS1",5
"1115",0.97,"NANOS2",5
"1301",0.97,"PLEKHH2",5
"1411",0.97,"RAMP1",5
"1521",0.97,"SELENBP1",5
"1023",0.96,"LRRC26",5
"1341",0.96,"PPM1J",5
"158",0.96,"SLC16A12",5
"1731",0.96,"TEX15",5
"176",0.96,"TIMP3",5
"1310",0.95,"ATP6V1B1",5
"216",0.95,"CD14",5
"744",0.95,"GOLPH3L",5
"1431",0.95,"RARRES1",5
"716",0.94,"APBB2",5
"474",0.94,"DAPL1",5
"1202",0.94,"PCDH7",5
"1252",0.94,"PDGFB",5
"169",0.94,"SYNGR1",5
"983",0.93,"LAPTM5",5
"1921",0.93,"XPO7",5
"1611",0.92,"SNCG",5
"180",0.92,"TRDN",5
"394",0.91,"CSRP2",5
"140",0.91,"RALYL",5
"184",0.91,"USP44",5
"204",0.9,"CALB2",5
"224",0.9,"CDCA5",5
"616",0.9,"FILIP1",5
"664",0.9,"GALNT6",5
"1172",0.9,"OMD",5
"754",0.89,"GPC4",5
"816",0.89,"HILPDA",5
"844",0.89,"HYAL2",5
"160",0.89,"SLC25A39",5
"1621",0.89,"SOX3",5
"694",0.88,"GIMAP4",5
"717",0.88,"GK",5
"1143",0.88,"NES",5
"154",0.88,"SERPINA1",5
"1931",0.88,"ZNF704",5
"195",0.87,"ABCC8",5
"617",0.87,"ALPK1",5
"384",0.87,"CRYBA2",5
"774",0.87,"GYPA",5
"1531",0.87,"SELL",5
"167",0.87,"STAM-AS1",5
"186",0.87,"VASH2",5
"190",0.87,"VSNL1",5
"894",0.86,"IL17RD",5
"817",0.85,"ARPC1B",5
"1116",0.85,"ATAD2",5
"454",0.85,"CYBB",5
"934",0.85,"ITGB2",5
"157",0.85,"SLC11A1",5
"1631",0.85,"SPC25",5
"784",0.84,"H2BC12",5
"1321",0.84,"PLTP",5
"150",0.84,"RRM2",5
"168",0.84,"STARD9",5
"1810",0.83,"CA2",5
"317",0.83,"CLEC10A",5
"1073",0.83,"MNDA",5
"1272",0.83,"PEX5",5
"185",0.83,"VAMP8",5
"1331",0.82,"POLA2",5
"217",0.81,"ABHD17C",5
"584",0.81,"FAM24B",5
"724",0.81,"GNAI2",5
"884",0.81,"IL17RB",5
"1351",0.81,"PPP1R14A",5
"146",0.81,"RGS19",5
"165",0.81,"SPINT2",5
"187",0.81,"VCAN",5
"234",0.8,"CDCA7L",5
"524",0.8,"ELF3",5
"284",0.79,"CKB",5
"916",0.79,"INCENP",5
"1511",0.79,"S100A4",5
"544",0.78,"EPCAM",5
"1162",0.78,"NPL",5
"1063",0.77,"MELK",5
"1123",0.77,"NCAPG",5
"1710",0.76,"C1QB",5
"244",0.76,"CENPK",5
"264",0.76,"CFAP65",5
"364",0.76,"COTL1",5
"944",0.76,"ITIH5",5
"704",0.75,"GINS2",5
"1911",0.75,"WFDC2",5
"917",0.74,"ART3",5
"416",0.74,"CXCL14",5
"834",0.74,"HMBS",5
"924",0.74,"ITGA4",5
"274",0.73,"CHST9",5
"1421",0.73,"RAMP2",5
"188",0.73,"VIM",5
"1015",0.72,"ASF1B",5
"517",0.72,"EGFL7",5
"1093",0.72,"MS4A6A",5
"1152",0.72,"NID2",5
"149",0.72,"RPGR",5
"159",0.72,"SLC25A37",5
"1242",0.71,"PCNA",5
"177",0.71,"TK1",5
"254",0.7,"CENPU",5
"1262",0.7,"PDLIM1",5
"354",0.69,"COL1A2",5
"1133",0.69,"NENF",5
"174",0.69,"TFPI",5
"424",0.68,"CXXC1",5
"674",0.68,"GFRA1",5
"404",0.67,"CTSD",5
"334",0.66,"CLSPN",5
"854",0.66,"ICAM1",5
"974",0.66,"LAP3",5
"1033",0.66,"LTC4S",5
"1213",0.66,"PCDH9",5
"144",0.66,"RARRES2",5
"155",0.66,"SERPINE2",5
"294",0.65,"CLCN5",5
"374",0.65,"CPVL",5
"574",0.65,"FAM111B",5
"139",0.65,"PTPRC",5
"734",0.64,"GNG11",5
"874",0.64,"IFI30",5
"1232",0.64,"PCLAF",5
"1214",0.63,"ATAD5",5
"1053",0.63,"MCAM",5
"554",0.62,"ESPL1",5
"196",0.61,"CAD",5
"444",0.61,"CYB5D2",5
"178",0.61,"TMEM176B",5
"804",0.6,"HEPACAM2",5
"1312",0.6,"PLP1",5
"1371",0.6,"PPP2R2B",5
"147",0.6,"RNASEH2A",5
"434",0.59,"CYB561",5
"484",0.59,"DCX",5
"684",0.59,"GGH",5
"1043",0.57,"LY6H",5
"494",0.56,"DLK1",5
"644",0.56,"FXYD3",5
"1361",0.56,"PPP1R27",5
"145",0.56,"RFC3",5
"344",0.55,"COL1A1",5
"148",0.55,"RNF149",5
"1016",0.54,"LPL",5
"1821",0.54,"TYROBP",5
"954",0.51,"KIF15",5
"175",0.51,"TIMP1",5
"194",0.51,"ZWINT",5
"417",0.49,"ALDH1A2",5
"1610",0.48,"BPGM",5
"1291",0.48,"PLCE1",5
"1381",0.46,"PTPN6",5
"166",0.46,"SRGN",5
"189",0.43,"VSIG1",5
"1811",0.4,"TSHB",5
"564",0.38,"FAM107A",5
"818",0.97,"CD34",6
"1117",0.97,"CLDN5",6
"265",0.97,"GRK5",6
"335",0.97,"HEMGN",6
"505",0.97,"PLVAP",6
"395",0.96,"LGI1",6
"575",0.96,"SLC1A3",6
"635",0.96,"TBX19",6
"418",0.95,"ARHGDIB",6
"585",0.95,"SLC7A5P2",6
"305",0.94,"HBB",6
"1612",0.93,"DPYSL3",6
"225",0.93,"FEZF1-AS1",6
"275",0.92,"HAVCR2",6
"655",0.92,"TMEM52B",6
"455",0.91,"MYF6",6
"675",0.91,"ZNF833P",6
"1215",0.9,"CPZ",6
"245",0.9,"FPR2",6
"555",0.9,"RSPO3",6
"325",0.89,"HCK",6
"485",0.89,"PARVG",6
"645",0.89,"TMEM190",6
"419",0.87,"LRP5",6
"918",0.86,"CD93",6
"1313",0.86,"CRPPA",6
"1812",0.86,"ESAM",6
"718",0.85,"CAVIN2",6
"365",0.85,"HSPA7",6
"618",0.85,"SOX2",6
"619",0.84,"BMP3",6
"525",0.84,"RAPGEF5",6
"565",0.83,"S100A9",6
"218",0.82,"AHSP",6
"495",0.82,"PLD4",6
"235",0.81,"FOXC1",6
"405",0.81,"LINC00908",6
"255",0.8,"GNGT1",6
"425",0.8,"LY86",6
"665",0.8,"TMSB15A",6
"219",0.78,"FCGR3A",6
"595",0.78,"SLCO2B1",6
"295",0.77,"HBA2",6
"385",0.77,"ITM2A",6
"465",0.77,"ORAI2",6
"518",0.75,"POMC",6
"535",0.75,"RILPL2",6
"545",0.75,"RNASET2",6
"1712",0.74,"ENOX2",6
"197",0.74,"FABP4",6
"198",0.73,"ABHD6",6
"285",0.73,"HBA1",6
"1512",0.72,"DPT",6
"205",0.72,"FCER1G",6
"345",0.71,"HLA-DMB",6
"445",0.71,"MUC15",6
"625",0.69,"STC1",6
"318",0.68,"HBG2",6
"355",0.67,"HMGB3",6
"319",0.66,"ANXA3",6
"1017",0.65,"CLDN4",6
"435",0.64,"MS4A7",6
"519",0.62,"ARL4C",6
"605",0.61,"SOX11",6
"375",0.59,"IL6R",6
"475",0.55,"OTUD3",6
"1412",0.36,"CTSS",6
"320",1,"ACTA1",7
"420",1,"ADRA1B",7
"620",1,"BPI",7
"819",1,"CA1",7
"1314",1,"CD1C",7
"1413",1,"CD1E",7
"1513",1,"CD37",7
"1813",1,"CD86",7
"2110",1,"CFH",7
"226",1,"CHST5",7
"236",1,"CLEC2B",7
"266",1,"CSNK1A1L",7
"276",1,"CSTA",7
"306",1,"DHRS7C",7
"3110",1,"DLX2",7
"326",1,"DMRT2",7
"356",1,"FAM87B",7
"386",1,"FPR1",7
"446",1,"GAPDHS",7
"476",1,"HBZ",7
"486",1,"HCAR3",7
"536",1,"HSPB3",7
"546",1,"HSPB9",7
"566",1,"IL33",7
"6110",1,"LINC00958",7
"646",1,"LYL1",7
"755",1,"P2RY12",7
"765",1,"PDZRN4",7
"775",1,"PGLYRP1",7
"8110",1,"PPP1R17",7
"825",1,"PPP1R1A",7
"855",1,"PTPN7",7
"875",1,"RELN",7
"945",1,"S100A12",7
"955",1,"SCARNA9L",7
"1004",1,"SMIM24",7
"1024",1,"SOX18",7
"1064",1,"TAGAP",7
"1118",1,"TMEM236",7
"1124",1,"TMEM273",7
"1144",1,"TNFRSF4",7
"1163",1,"TSPAN16",7
"1193",1,"UNC5CL",7
"1203",1,"USP2-AS1",7
"1233",1,"VSTM2A",7
"1243",1,"ZBTB16",7
"1263",1,"ZNF808",7
"220",0.99,"ACP5",7
"336",0.99,"DOCK9-DT",7
"346",0.99,"EDN1",7
"366",0.99,"FCGR1CP",7
"705",0.99,"NAMA",7
"735",0.99,"NMRK2",7
"845",0.99,"PTAFR",7
"885",0.99,"RFX8",7
"895",0.99,"RGCC",7
"1134",0.99,"TMIGD3",7
"1018",0.98,"CARD16",7
"199",0.98,"CDHR3",7
"376",0.98,"FMN2",7
"456",0.98,"GSN-AS1",7
"256",0.97,"CRTC3-AS1",7
"785",0.97,"PLCB2",7
"1019",0.97,"SORCS2",7
"556",0.96,"IL23A",7
"586",0.96,"KLK12",7
"676",0.96,"MIP",7
"984",0.96,"SLC14A1",7
"1044",0.96,"STKLD1",7
"286",0.95,"CX3CR1",7
"296",0.95,"DCLK1",7
"626",0.95,"LSP1",7
"745",0.95,"ONECUT2",7
"1216",0.95,"VCAM1",7
"835",0.93,"PRKCQ-AS1",7
"719",0.92,"C3AR1",7
"466",0.92,"GYPB",7
"666",0.92,"MCEMP1",7
"1173",0.92,"TTC4",7
"1119",0.91,"CARNMT1",7
"4110",0.91,"GAD2",7
"606",0.9,"LINC00461",7
"965",0.9,"SFRP4",7
"1074",0.89,"TCF21",7
"436",0.87,"GALC",7
"596",0.87,"LGALS13",7
"725",0.87,"NKAIN3",7
"1094",0.87,"THBD",7
"5110",0.86,"HLA-DRB1",7
"656",0.86,"MADCAM1",7
"1100",0.85,"ABCG2",7
"520",0.85,"BIRC3",7
"206",0.85,"CDX1",7
"636",0.85,"LST1",7
"1034",0.85,"SPTA1",7
"1104",0.85,"THBS4",7
"1223",0.85,"VGLL1",7
"246",0.84,"COL12A1",7
"1153",0.84,"TSC22D1-AS1",7
"685",0.83,"MT1G",7
"1713",0.82,"CD83",7
"496",0.8,"HCST",7
"526",0.8,"HLA-E",7
"905",0.79,"RGS1",7
"406",0.77,"FSTL5",7
"1084",0.77,"TFRC",7
"975",0.76,"SHCBP1",7
"695",0.75,"MYOM2",7
"925",0.75,"RHBDF2",7
"7110",0.74,"NCAN",7
"805",0.74,"PLXDC1",7
"1183",0.72,"TTC9",7
"919",0.71,"CALB1",7
"865",0.7,"RAB3B",7
"576",0.68,"ISG20",7
"1217",0.66,"CCL4",7
"9110",0.66,"RGS16",7
"1054",0.66,"SYT10",7
"1613",0.65,"CD82",7
"396",0.65,"FRMD3",7
"994",0.64,"SLC4A1",7
"935",0.57,"RNASE1",7
"1253",0.56,"ZNF791",7
"506",0.54,"HLA-DPB1",7
"426",0.44,"GADD45G",7
"795",0.44,"PLD3",7
"920",0.98,"BST1",8
"627",0.97,"ATF3",8
"207",0.97,"CENPA",8
"237",0.97,"CKS2",8
"337",0.97,"FABP7",8
"347",0.97,"GADD45B",8
"377",0.97,"IER3",8
"447",0.97,"KIF20A",8
"467",0.97,"LGALS1",8
"557",0.96,"NFKBIA",8
"706",0.96,"SIRT7",8
"796",0.96,"TTK",8
"1910",0.95,"CDCA8",8
"5111",0.95,"NAMPT",8
"537",0.95,"NDC80",8
"577",0.95,"NUSAP1",8
"786",0.95,"TPX2",8
"427",0.94,"ARL6IP1",8
"527",0.94,"ASPM",8
"1714",0.94,"CDC25C",8
"2111",0.94,"CKAP2",8
"4111",0.94,"KIF11",8
"487",0.94,"LXN",8
"607",0.94,"PDLIM2",8
"776",0.94,"TNFRSF12A",8
"820",0.93,"BATF3",8
"1218",0.93,"BUB1B",8
"287",0.91,"DLGAP5",8
"437",0.91,"KIF18A",8
"6111",0.91,"PIF1",8
"746",0.9,"TESMIN",8
"720",0.89,"BAG3",8
"1614",0.89,"CD69",8
"387",0.89,"IGFBP7",8
