"","pearson","gene","cluster"
"1310",0.77,"CAMTA2",2
"191",0.77,"CD68",2
"381",0.77,"DNER",2
"601",0.77,"IL32",2
"671",0.75,"LILRB3",2
"711",0.75,"LYL1",2
"471",0.74,"GJB7",2
"691",0.74,"LRRC32",2
"851",0.74,"SGK1",2
"981",0.74,"TYROBP",2
"421",0.72,"FAM86B3P",2
"561",0.72,"IFNG",2
"871",0.72,"SOD2",2
"291",0.71,"CPLX3",2
"831",0.71,"RPL13P5",2
"891",0.71,"SPECC1",2
"241",0.7,"CHMP4B",2
"551",0.7,"IFIT2",2
"641",0.7,"LAPTM5",2
"321",0.69,"CXCL1",2
"371",0.69,"DNASE1L3",2
"721",0.69,"MMP19",2
"781",0.69,"PNMT",2
"181",0.68,"CD163",2
"531",0.68,"HLA-DRA",2
"811",0.68,"RAPGEF5",2
"441",0.67,"FNDC9",2
"451",0.67,"FOLR2",2
"631",0.67,"KRT42P",2
"143",0.66,"ACOT7",2
"431",0.66,"FKBP2",2
"231",0.65,"CHAMP1",2
"681",0.65,"LILRB5",2
"741",0.65,"NENF",2
"171",0.64,"CCN3",2
"301",0.63,"CTSB",2
"211",0.61,"CD84",2
"221",0.6,"CD86",2
"751",0.59,"NFKBIA",2
"821",0.59,"RBMS3-AS3",2
"810",0.57,"BHLHE41",2
"144",0.56,"CCDC62",2
"941",0.55,"TGFBI",2
"511",0.54,"HCAR2",2
"410",0.53,"BASP1",2
"1210",0.53,"C9orf24",2
"351",0.53,"DCN",2
"921",0.53,"TBXAS1",2
"881",0.52,"SOX2",2
"210",0.51,"ANXA2",2
"310",0.5,"B3GNT2",2
"911",0.49,"TAGLN3",2
"611",0.48,"JPT1",2
"521",0.44,"HLA-DPB1",2
"901",0.44,"SYNGR1",2
"661",0.41,"LHX3",2
"1151",0.98,"TRAT1",3
"145",0.97,"ABCC12",3
"312",0.97,"ADRA1B",3
"192",0.97,"CCL23",3
"292",0.97,"CLEC1B",3
"432",0.97,"FASLG",3
"472",0.97,"GNAT1",3
"542",0.97,"IGLL5",3
"662",0.97,"LIM2",3
"672",0.97,"LINC00396",3
"692",0.97,"LINC01285",3
"712",0.97,"MT1H",3
"942",0.97,"PYHIN1",3
"1011",0.97,"SERPINF2",3
"1171",0.97,"TSSK6",3
"612",0.96,"APOC1",3
"1211",0.96,"BCAN",3
"902",0.96,"PTCRA",3
"912",0.94,"ARHGAP11B",3
"1012",0.94,"ARHGAP26-AS1",3
"682",0.94,"LINC00668",3
"882",0.94,"PPBP",3
"202",0.93,"CD160",3
"1201",0.91,"UPK3A",3
"572",0.9,"INCENP",3
"782",0.9,"P2RX1",3
"802",0.9,"PBK",3
"352",0.89,"DLGAP4-AS1",3
"152",0.88,"C11orf16",3
"482",0.88,"GPR171",3
"492",0.88,"GPR6",3
"622",0.88,"KLRC3",3
"913",0.88,"PTGDS",3
"502",0.87,"GRB14",3
"832",0.87,"PIP5K1B",3
"1021",0.87,"SIRPB1",3
"1091",0.87,"TFF3",3
"582",0.85,"ISM2",3
"1101",0.85,"TGM2",3
"212",0.84,"CD300LF",3
"1121",0.84,"TMEM88",3
"362",0.83,"DPH3P1",3
"602",0.83,"KDR",3
"722",0.83,"MUC19",3
"872",0.83,"POSTN",3
"172",0.82,"CADM2",3
"772",0.82,"OPCML",3
"1141",0.82,"TNNT2",3
"1311",0.81,"BEND3",3
"392",0.81,"EFNA2",3
"732",0.81,"NDC80",3
"842",0.81,"PLA2G7",3
"982",0.81,"SAA1",3
"232",0.8,"CD4",3
"962",0.8,"RHCE",3
"242",0.78,"CDCA3",3
"302",0.78,"CLEC9A",3
"402",0.77,"ENO3",3
"822",0.77,"PF4",3
"972",0.77,"ROBO4",3
"632",0.76,"KRT25",3
"1051",0.76,"STARD9",3
"1061",0.76,"TACC3",3
"1161",0.76,"TSC22D1-AS1",3
"1111",0.75,"AURKA",3
"162",0.75,"C2CD4A",3
"146",0.74,"BFSP1",3
"252",0.74,"CEBPB-AS1",3
"412",0.74,"ESAM",3
"1031",0.74,"SLC7A5P2",3
"382",0.73,"DRC7",3
"1131",0.73,"TMPRSS13",3
"272",0.72,"CGB3",3
"952",0.72,"RHBDL1",3
"1181",0.72,"TTK",3
"812",0.71,"AQP1",3
"742",0.71,"NIBAN3",3
"262",0.7,"CETP",3
"992",0.7,"SCARNA10",3
"222",0.69,"CD37",3
"332",0.69,"COLEC11",3
"422",0.69,"FAM83D",3
"613",0.69,"KIF2C",3
"813",0.69,"PCP2",3
"522",0.68,"ICOS",3
"282",0.67,"CLDN5",3
"342",0.67,"DIAPH3",3
"892",0.67,"PPM1J",3
"1081",0.67,"TEX14",3
"213",0.65,"ABI3",3
"752",0.65,"NMU",3
"1112",0.65,"THSD7A",3
"1071",0.64,"TCIM",3
"442",0.63,"GAS2L3",3
"562",0.62,"IL6",3
"592",0.62,"KCNK3",3
"512",0.61,"ALDH3A1",3
"862",0.6,"PLXDC1",3
"792",0.59,"PASK",3
"932",0.59,"PUS1",3
"182",0.57,"CALHM6",3
"532",0.56,"IFI44L",3
"462",0.55,"GJA1",3
"372",0.54,"DPYSL3",3
"513",0.53,"HLA-DMA",3
"552",0.53,"IL10",3
"1041",0.53,"SSH1",3
"452",0.52,"GGH",3
"702",0.52,"LUM",3
"922",0.52,"PTPN7",3
"1001",0.51,"SELENBP1",3
"713",0.5,"APOE",3
"652",0.5,"LGALS1",3
"1212",0.5,"VTRNA1-3",3
"322",0.48,"COL1A2",3
"1191",0.48,"TTYH1",3
"413",0.47,"AGR3",3
"762",0.46,"OLFML3",3
"852",0.44,"PLTP",3
"642",0.43,"KRTCAP2",3
"313",0.42,"COL13A1",3
"393",0.96,"GPX3",4
"514",0.9,"B2M",4
"253",0.9,"DIO2",4
"593",0.9,"NUPR1",4
"523",0.89,"LIX1",4
"203",0.88,"COX7A1",4
"263",0.86,"DIRAS3",4
"403",0.86,"HLA-B",4
"543",0.86,"LYPD1",4
"823",0.86,"SELENOM",4
"843",0.86,"SFRP2",4
"363",0.85,"GH2",4
"923",0.85,"TIMP1",4
"533",0.83,"LY6H",4
"773",0.83,"S100A6",4
"943",0.83,"TPPP3",4
"223",0.82,"CST3",4
"683",0.82,"PLEKHA4",4
"703",0.82,"PTPRN",4
"873",0.82,"SPARC",4
"993",0.82,"ZFP36",4
"663",0.81,"PLAAT4",4
"714",0.81,"QPCT",4
"893",0.81,"SRRM4",4
"303",0.8,"FXYD5",4
"515",0.8,"LGALS3",4
"883",0.8,"SPARCL1",4
"463",0.79,"IGSF1",4
"583",0.79,"NPAS4",4
"383",0.78,"GPC4",4
"653",0.78,"PCSK1N",4
"1213",0.77,"CCN2",4
"453",0.77,"IGFBP7",4
"743",0.77,"RBP4",4
"147",0.76,"AGR2",4
"1312",0.76,"CD52",4
"163",0.76,"CHGA",4
"183",0.76,"CITED1",4
"293",0.76,"FOLR1",4
"633",0.76,"PCP4",4
"793",0.76,"SCG5",4
"333",0.75,"GATA2",4
"953",0.75,"TRDN",4
"173",0.74,"CHGB",4
"433",0.74,"IFITM3",4
"903",0.74,"TCEAL6",4
"414",0.73,"ATF3",4
"1013",0.73,"CAV1",4
"214",0.73,"CPVL",4
"733",0.73,"RARRES2",4
"914",0.73,"TGFBR3L",4
"323",0.71,"GADD45B",4
"273",0.7,"ECRG4",4
"353",0.7,"GH1",4
"553",0.7,"MX1",4
"863",0.7,"SLPI",4
"983",0.7,"ZFAND2A",4
"573",0.69,"NFIB",4
"693",0.69,"PPP1R15A",4
"783",0.69,"SCG2",4
"715",0.68,"BST2",4
"148",0.68,"CD9",4
"503",0.68,"KLF2",4
"643",0.68,"PCSK1",4
"723",0.68,"RAMP1",4
"803",0.68,"SCGB2A1",4
"963",0.68,"TSHB",4
"215",0.67,"ALDH1A1",4
"814",0.67,"SDF2L1",4
"815",0.66,"CALY",4
"563",0.66,"NEFL",4
"623",0.66,"P2RY13",4
"833",0.66,"SERPING1",4
"933",0.66,"TMEM176B",4
"614",0.65,"BLVRB",4
"153",0.65,"CGA",4
"603",0.64,"OSR2",4
"615",0.63,"OTOS",4
"233",0.62,"CTXN2",4
"423",0.62,"IFITM2",4
"443",0.61,"IGFBP5",4
"483",0.61,"JAML",4
"753",0.61,"RILPL2",4
"853",0.61,"SH3BP1",4
"1113",0.6,"CCN1",4
"673",0.59,"PLCE1",4
"973",0.59,"VSIG1",4
"193",0.58,"CNRIP1",4
"343",0.58,"GEM",4
"473",0.57,"ITGB8",4
"314",0.56,"GAD2",4
"315",0.55,"ALDH1A2",4
"283",0.55,"FCGR2A",4
"493",0.55,"KCNJ8",4
"915",0.53,"CARD16",4
"243",0.52,"CYTIP",4
"415",0.48,"IFITM1",4
"763",0.46,"S100A10",4
"373",0.3,"GPC3",4
"204",0.99,"CD244",5
"554",0.99,"LINC01126",5
"324",0.98,"EOMES",5
"354",0.98,"FAM138E",5
"216",0.97,"ADGRF3",5
"416",0.97,"ADH1A",5
"284",0.97,"DLX2",5
"684",0.97,"PSCA",5
"716",0.96,"ANKRD34C",5
"244",0.96,"CTLA4",5
"294",0.96,"DNASE2B",5
"424",0.96,"GJD4",5
"484",0.96,"HSPB9",5
"534",0.96,"LINC00269",5
"674",0.96,"POU3F3",5
"754",0.96,"SCNN1B",5
"774",0.96,"SELE",5
"864",0.96,"SNORA14B",5
"884",0.96,"SUCNR1",5
"934",0.96,"TNIP3",5
"944",0.96,"TSPAN16",5
"344",0.95,"F3",5
"444",0.95,"GZMK",5
"654",0.94,"PCSK2",5
"184",0.93,"CD1D",5
"194",0.93,"CD1E",5
"217",0.93,"CDH26",5
"274",0.93,"DLX1",5
"394",0.93,"FPR3",5
"594",0.93,"MYF6",5
"744",0.92,"RTP4",5
"954",0.92,"UBD",5
"764",0.91,"SCNN1G",5
"874",0.91,"STKLD1",5
"304",0.89,"EDNRA",5
"964",0.89,"VWF",5
"434",0.88,"GOLGA8IP",5
"494",0.87,"IL13RA2",5
"584",0.87,"MMRN1",5
"804",0.87,"SH2D6",5
"816",0.86,"ANKS4B",5
"149",0.85,"BSN-DT",5
"564",0.85,"LINC01508",5
"154",0.84,"C9orf47",5
"364",0.84,"FAM3D",5
"664",0.84,"PDZK1IP1",5
"824",0.84,"SLAMF8",5
"694",0.82,"PSMB9",5
"894",0.81,"TIGD5",5
"516",0.79,"AGXT",5
"1014",0.79,"ASGR2",5
"164",0.79,"CALCA",5
"404",0.79,"GAD1",5
"624",0.79,"PANTR1",5
"904",0.78,"TMEM52B",5
"264",0.77,"DEFB1",5
"374",0.77,"FGFBP2",5
"384",0.77,"FGL2",5
"150",0.76,"ADAMTSL3",5
"504",0.76,"IL1R2",5
"574",0.76,"MADCAM1",5
"717",0.76,"RCAN1",5
"316",0.75,"ADGRL4",5
"464",0.75,"HLA-DRB1",5
"234",0.73,"CP",5
"524",0.73,"KLF6",5
"544",0.73,"LINC00996",5
"734",0.73,"RNASE6",5
"517",0.72,"JAKMIP2-AS1",5
"616",0.7,"ANKRD19P",5
"617",0.7,"NTRK2",5
"924",0.7,"TNFSF10",5
"224",0.69,"CLEC4F",5
"634",0.69,"PANX2",5
"644",0.69,"PCDH19",5
"817",0.69,"SHCBP1",5
"916",0.68,"ARHGAP18",5
"974",0.67,"ZNF324B",5
"254",0.66,"CYTH4",5
"604",0.66,"NRN1L",5
"917",0.64,"TNFRSF4",5
"454",0.63,"HAPLN1",5
"834",0.63,"SLC38A11",5
"417",0.6,"GALNT14",5
"794",0.6,"SEZ6L",5
"724",0.59,"RHBDF2",5
"844",0.59,"SLCO2A1",5
"1114",0.56,"BDNF",5
"1214",0.54,"BMP8A",5
"784",0.54,"SELENOV",5
"854",0.54,"SMIM4",5
"317",0.53,"EFNA1",5
"474",0.52,"HLA-DRB5",5
"704",0.52,"RBBP8",5
"1313",0.51,"BPGM",5
"174",0.49,"CCL2",5
"334",0.47,"EPSTI1",5
"218",0.99,"ACKR1",6
"1215",0.99,"C1orf167",6
"255",0.99,"CIDEA",6
"418",0.99,"DLX5",6
"555",0.99,"GABBR2",6
"765",0.99,"IL2RB",6
"895",0.99,"LINC00607",6
"1072",0.99,"OLR1",6
"1202",0.99,"PRECSIT",6
"1461",0.99,"TBX21",6
"1491",0.99,"TFAP2D",6
"1531",0.99,"TRIM10",6
"156",0.99,"UNC93B1",6
"205",0.98,"CD209",6
"565",0.98,"GAGE10",6
"835",0.98,"KIR2DS4",6
"885",0.98,"LDLRAD2",6
"1082",0.98,"OTOA",6
"1321",0.98,"SIGLEC1",6
"1471",0.98,"TCHH",6
"1521",0.98,"TREM2",6
"158",0.98,"XCL2",6
"585",0.97,"GFI1B",6
"855",0.97,"KLHL41",6
"1015",0.97,"MPEG1",6
"1092",0.97,"OTX2",6
"1291",0.97,"SCARNA21",6
"1314",0.96,"C3",6
"335",0.96,"CRTAM",6
"825",0.96,"KHDC1L",6
"155",0.96,"TTC29",6
"665",0.95,"H1-5",6
"935",0.95,"LURAP1L-AS1",6
"1102",0.95,"P2RY12",6
"1216",0.95,"PRSS12",6
"1115",0.94,"C17orf99",6
"875",0.94,"KLRD1",6
"1062",0.94,"NXPE2",6
"1016",0.93,"BABAM2-AS1",6
"1441",0.93,"TAC4",6
"285",0.92,"CLIC3",6
"695",0.92,"HCAR3",6
"984",0.92,"MFAP5",6
"618",0.91,"ANK1",6
"165",0.91,"CCDC17",6
"994",0.91,"MIP",6
"1315",0.91,"SELPLG",6
"1391",0.91,"SMCR5",6
"465",0.9,"FAM81A",6
"918",0.9,"LRG1",6
"1022",0.9,"MS4A4A",6
"1431",0.9,"SYT2",6
"395",0.89,"DCLK1",6
"455",0.89,"FALEC",6
"1042",0.89,"NCR3",6
"1172",0.89,"PLEK",6
"1221",0.89,"PTPRC",6
"655",0.88,"GZMH",6
"1271",0.88,"RTN1",6
"525",0.87,"FOXP2",6
"725",0.87,"HPGDS",6
"1032",0.87,"MYL4",6
"1142",0.87,"PIK3C2G",6
"1341",0.87,"SLC22A4",6
"1361",0.87,"SLC39A8",6
"365",0.86,"CX3CR1",6
"495",0.86,"FCGR1CP",6
"518",0.86,"FMO1",6
"785",0.86,"ITGAV",6
"219",0.85,"CD53",6
"919",0.84,"ATP5MGL",6
"225",0.84,"CDCA2",6
"325",0.84,"CRPPA",6
"355",0.84,"CTSE",6
"605",0.84,"GNRHR",6
"635",0.84,"GYPB",6
"945",0.84,"LYN",6
"1116",0.84,"PCAT19",6
"1241",0.84,"RCVRN",6
"1371",0.84,"SLC47A1",6
"185",0.83,"CCR2",6
"485",0.83,"FCGBP",6
"1122",0.83,"PDGFB",6
"735",0.82,"HSPA7",6
"1182",0.82,"PON1",6
"955",0.81,"LYVE1",6
"1481",0.81,"TFAP2B",6
"1511",0.81,"TNFRSF1B",6
"435",0.8,"EVI2A",6
"445",0.8,"FAIM2",6
"275",0.79,"CLEC14A",6
"419",0.78,"ADGRG6",6
"705",0.78,"HCLS1",6
"775",0.78,"ITGAL",6
"1052",0.78,"NKG7",6
"1132",0.78,"PDGFRB",6
"1410",0.77,"C9orf135",6
"265",0.77,"CKAP2",6
"818",0.77,"ITIH5",6
"905",0.77,"LINC01224",6
"975",0.77,"MEF2C",6
"385",0.76,"DAPL1",6
"475",0.76,"FANCD2",6
"925",0.76,"LSP1",6
"1501",0.76,"THBS4",6
"425",0.74,"ECT2",6
"505",0.74,"FCGR3A",6
"675",0.74,"H2AC20",6
"1261",0.74,"RHAG",6
"159",0.74,"XPO7",6
"160",0.73,"ABHD17C",6
"295",0.73,"CLSPN",6
"575",0.72,"GALC",6
"1162",0.72,"PIMREG",6
"819",0.71,"APOLD1",6
"235",0.71,"CEMIP",6
"318",0.71,"CPED1",6
"619",0.71,"GPR34",6
"645",0.71,"GZMA",6
"195",0.7,"CCR7",6
"1152",0.7,"PIK3R5",6
"1351",0.7,"SLC2A5",6
"1281",0.69,"SCARA5",6
"1401",0.69,"SMOC1",6
"1421",0.69,"SULF1",6
"1510",0.68,"CALR3",6
"595",0.68,"GNG3",6
"755",0.68,"IGSF6",6
"625",0.67,"GRIK1",6
"718",0.67,"HNMT",6
"1002",0.67,"MITF",6
"319",0.66,"ADAP2",6
"795",0.65,"ITGAX",6
"545",0.64,"FYB1",6
"965",0.64,"MAP1B",6
"1231",0.64,"RAB3B",6
"1451",0.64,"TASL",6
"685",0.63,"HBQ1",6
"245",0.62,"CHST5",6
"719",0.61,"ANKRD50",6
"1192",0.61,"PPP1R17",6
"1251",0.61,"RGS19",6
"1381",0.61,"SLC4A1",6
"805",0.6,"ITGB3BP",6
"519",0.59,"AHSP",6
"865",0.59,"KLRB1",6
"375",0.58,"CYBA",6
"845",0.58,"KLHDC4",6
"1331",0.58,"SLC16A12",6
"1541",0.58,"TSPO2",6
"745",0.57,"IFI27",6
"405",0.56,"DCX",6
"175",0.55,"CCNA2",6
"535",0.55,"FRMD3",6
"1301",0.55,"SCARNA9L",6
"1411",0.53,"STAM-AS1",6
"157",0.48,"VMO1",6
"345",0.46,"CTSC",6
"305",0.43,"COL8A1",6
"666",0.99,"LINC01101",7
"346",0.98,"DIRC1",7
"456",0.97,"FBXW12",7
"596",0.97,"H2BC13",7
"985",0.96,"SOX17",7
"1083",0.96,"ZNF556",7
"326",0.94,"DDC",7
"286",0.93,"CRYBA2",7
"796",0.93,"PDE4B",7
"746",0.92,"NCAPG",7
"166",0.91,"ABCB1",7
"706",0.91,"METAP1D",7
"236",0.9,"CH25H",7
"426",0.9,"FAM181B",7
"856",0.9,"PYY2",7
"1512",0.89,"CD163L1",7
"826",0.89,"PRKCQ-AS1",7
"956",0.89,"SH2D3A",7
"620",0.88,"ARID3A",7
"1003",0.86,"SPIB",7
"806",0.84,"PHOSPHO1",7
"1033",0.84,"THY1",7
"1117",0.83,"CACNA2D3",7
"226",0.83,"CERNA1",7
"546",0.83,"GPR65",7
"720",0.82,"ART3",7
"420",0.81,"ARFIP2",7
"506",0.81,"GASK1A",7
"736",0.81,"NCAPD2",7
"966",0.81,"SIRT7",7
"256",0.8,"CLDN7",7
"786",0.8,"PCDHA10",7
"220",0.79,"ANXA2R",7
"520",0.79,"ARHGAP6",7
"196",0.79,"CEBPA",7
"820",0.78,"BACH2",7
"366",0.78,"EML2-AS1",7
"656",0.78,"LINC00908",7
"936",0.78,"RRM2",7
"946",0.78,"S100A12",7
"486",0.77,"GAREM1",7
"276",0.73,"COL12A1",7
"386",0.73,"ESPL1",7
"726",0.73,"MYO1F",7
"1063",0.73,"VIM",7
"920",0.72,"BUB1B",7
"2110",0.72,"CENPN",7
"5110",0.72,"GATA1",7
"566",0.71,"GTSE1",7
"6110",0.71,"HLA-DQB1",7
"846",0.71,"PTHLH",7
"446",0.7,"FBXO5",7
"476",0.7,"FSD1L",7
"896",0.7,"RGS5",7
"556",0.69,"GRIA4",7
"836",0.69,"PRLH",7
"1217",0.68,"CALB2",7
"466",0.68,"FMN1",7
"636",0.68,"IFI16",7
"1017",0.68,"STAB1",7
"186",0.67,"CD82",7
"536",0.67,"GNAI2",7
"626",0.67,"HTATSF1",7
"926",0.67,"RNASET2",7
"3110",0.66,"DBF4",7
"756",0.65,"NUMBL",7
"167",0.64,"CD300LB",7
"1316",0.63,"CAVIN2",7
"176",0.63,"CD34",7
"356",0.63,"DKK4",7
"1018",0.62,"C8orf34",7
"396",0.62,"FAM107A",7
"496",0.62,"GAS1",7
"976",0.62,"SLC25A45",7
"646",0.61,"ITM2A",7
"320",0.6,"APLNR",7
"336",0.6,"DEPDC7",7
"206",0.59,"CENPF",7
"266",0.59,"CNNM1",7
"296",0.59,"CYB5D2",7
"995",0.59,"SPAG5",7
"1412",0.58,"CD14",7
"1073",0.57,"ZNF385C",7
"306",0.56,"CYP2S1",7
"606",0.55,"HILPDA",7
"4110",0.54,"FAM155A",7
"696",0.54,"MBNL3",7
"406",0.53,"FAM122B",7
"866",0.52,"RAB42P1",7
"9110",0.52,"RNASE1",7
"1043",0.52,"TM4SF1",7
"7110",0.51,"MIS18BP1",7
"906",0.48,"RHBDL2",7
"1023",0.48,"SUSD3",7
"376",0.47,"EPB42",7
"436",0.47,"FBLN5",7
"886",0.47,"RFC3",7
"246",0.46,"CKS1B",7
"586",0.46,"H2AZ1",7
"8110",0.45,"PPP2R2B",7
"576",0.44,"H1-2",7
"776",0.44,"PCDH7",7
"766",0.43,"NUPR2",7
"686",0.42,"LY6E",7
"1053",0.4,"TMCC2",7
"526",0.37,"GBP4",7
"876",0.36,"RCN3",7
"676",0.34,"LPAR6",7
"257",0.98,"FGF8",8
"787",0.98,"ZNF683",8
"327",0.96,"AKR1C6P",8
"727",0.96,"BDKRB2",8
"1118",0.96,"CD70",8
"207",0.96,"DOCK8-AS1",8
"2111",0.96,"DOCK9-DT",8
"287",0.96,"GDF3",8
"337",0.96,"H3C8",8
"387",0.96,"IL12B",8
"457",0.96,"LINC00399",8
"5111",0.96,"MYBPHL",8
"587",0.96,"PLET1",8
"677",0.96,"PURPL",8
"707",0.96,"SLAMF1",8
"757",0.96,"TSSC2",8
"777",0.96,"ZNF385B",8
"697",0.95,"SCRG1",8
"927",0.94,"C8orf37-AS1",8
"1218",0.94,"CDX1",8
"477",0.94,"LINC00930",8
"487",0.94,"LMX1A",8
"827",0.93,"BTNL2",8
"467",0.92,"LINC00616",8
"227",0.91,"ACTA1",8
"187",0.9,"DKK1",8
"228",0.9,"EDN3",8
"267",0.9,"FOXP1-AS1",8
"1513",0.89,"CYP11A1",8
"168",0.88,"ABCA4",8
"237",0.86,"EDNRB",8
"367",0.86,"HTR2C",8
"4111",0.86,"L1TD1",8
"577",0.86,"PHACTR3",8
"507",0.85,"MUC16",8
"547",0.85,"NES",8
"627",0.85,"POC1A",8
"557",0.84,"NPFFR2",8
"497",0.83,"MACC1",8
"437",0.82,"LAMP3",8
"737",0.82,"TESMIN",8
"527",0.81,"ATP6V1B1",8
"328",0.81,"H2AC12",8
"1019",0.8,"CCDC34",8
"657",0.8,"PRELP",8
