"","pearson","gene","cluster"
"581",0.97,"FCGR1A",2
"62",0.97,"FOLR1",2
"84",0.97,"ICAM4",2
"101",0.97,"LTC4S",2
"105",0.97,"METRNL",2
"116",0.97,"NFE2",2
"123",0.97,"PCDHGA10",2
"175",0.97,"VSTM1",2
"511",0.96,"EGR4",2
"63",0.96,"FUOM",2
"98",0.96,"LMO2",2
"126",0.96,"PDLIM1",2
"139",0.96,"RHCE",2
"157",0.96,"STXBP6",2
"177",0.96,"ZNF556",2
"331",0.95,"CLPSL2",2
"371",0.95,"CRISP2",2
"66",0.95,"GATA1",2
"89",0.95,"ITGA4",2
"97",0.95,"LINC00908",2
"106",0.95,"MGST1",2
"112",0.95,"MYL4",2
"117",0.95,"NGFR",2
"160",0.95,"TAGAP",2
"166",0.95,"TNFSF10",2
"181",0.94,"BLVRB",2
"138",0.94,"RHAG",2
"158",0.94,"SUSD3",2
"510",0.93,"ANK1",2
"1010",0.93,"ARHGAP19",2
"65",0.93,"G0S2",2
"68",0.93,"GINS2",2
"75",0.93,"H2BC13",2
"90",0.93,"ITPR2",2
"143",0.93,"S100A4",2
"163",0.93,"TESPA1",2
"311",0.92,"CENPU",2
"561",0.92,"FABP4",2
"64",0.92,"FXYD5",2
"71",0.92,"GYPC",2
"114",0.92,"NCAPD2",2
"137",0.92,"RGS19",2
"145",0.92,"SAMSN1",2
"146",0.92,"SCGB3A1",2
"431",0.91,"CYTL1",2
"86",0.91,"IFIT1",2
"127",0.91,"PLA2G7",2
"149",0.91,"SKAP2",2
"159",0.91,"SYNGR1",2
"103",0.9,"LYN",2
"221",0.89,"CAVIN2",2
"87",0.89,"IKZF1",2
"1310",0.88,"AURKA",2
"281",0.88,"CD82",2
"341",0.88,"CNRIP1",2
"421",0.88,"CYSRT1",2
"69",0.88,"GYPA",2
"102",0.88,"LXN",2
"111",0.88,"MYC",2
"156",0.88,"SOX3",2
"172",0.88,"UROD",2
"201",0.87,"C21orf62",2
"531",0.87,"ENO3",2
"95",0.87,"LGALS9",2
"133",0.87,"RAC2",2
"142",0.87,"RPL13P5",2
"151",0.87,"SLC39A8",2
"173",0.87,"VAMP8",2
"94",0.86,"LAPTM5",2
"107",0.86,"MPIG6B",2
"113",0.86,"MYOM2",2
"1610",0.85,"BEND3",2
"153",0.85,"SLCO2A1",2
"241",0.84,"CD33",2
"391",0.84,"CRPPA",2
"70",0.84,"GYPB",2
"82",0.84,"HMGA1",2
"121",0.84,"NUPR1",2
"321",0.83,"CFH",2
"471",0.83,"DMAC2L",2
"120",0.83,"NUDT1",2
"110",0.82,"MYB",2
"115",0.82,"NCF4",2
"521",0.81,"EMC3-AS1",2
"61",0.81,"FMN2",2
"161",0.81,"TAGLN",2
"144",0.8,"S100A6",2
"109",0.78,"MX1",2
"130",0.78,"PPP1R14A",2
"140",0.78,"RILPL2",2
"610",0.77,"ANKRD50",2
"381",0.77,"CRNDE",2
"154",0.77,"SLPI",2
"451",0.76,"DBF4",2
"501",0.76,"EFNA2",2
"310",0.75,"ADGRE5",2
"141",0.75,"RNF149",2
"136",0.73,"RGS10",2
"491",0.72,"EBI3",2
"541",0.72,"EPB42",2
"60",0.72,"FKBP11",2
"148",0.72,"SILC1",2
"162",0.72,"TAGLN2",2
"810",0.71,"ARFIP2",2
"118",0.71,"NPW",2
"155",0.71,"SMIM1",2
"99",0.7,"LRRC58",2
"168",0.7,"TRIM10",2
"180",0.69,"ACOT7",2
"178",0.69,"ZNF852",2
"1410",0.68,"BABAM2-AS1",2
"59",0.67,"FECH",2
"76",0.67,"H2BC9",2
"128",0.67,"PNMT",2
"129",0.67,"PPIF",2
"174",0.67,"VIM",2
"176",0.67,"ZFP36",2
"67",0.66,"GATA2",2
"80",0.66,"HILPDA",2
"100",0.66,"LRRTM3",2
"164",0.66,"THEMIS2",2
"211",0.65,"CA2",2
"73",0.65,"H1-2",2
"231",0.64,"CCDC39",2
"551",0.63,"EPSTI1",2
"85",0.63,"IFI30",2
"88",0.63,"IRX2",2
"251",0.62,"CD36",2
"291",0.62,"CD9",2
"410",0.61,"ALAS2",2
"401",0.61,"CTSB",2
"134",0.61,"RAMP2",2
"150",0.61,"SLC25A37",2
"93",0.6,"KLHL31",2
"1210",0.59,"ASCL1",2
"135",0.59,"RAPGEF5",2
"81",0.58,"HMBS",2
"104",0.57,"MCFD2",2
"83",0.56,"HSPB1",2
"119",0.55,"NUCB2",2
"124",0.51,"PCNA",2
"108",0.5,"MUC15",2
"481",0.47,"DNAJC18",2
"152",0.47,"SLC40A1",2
"165",0.46,"TMED3",2
"167",0.42,"TPPP3",2
"170",0.42,"TUBA1B",2
"1311",0.98,"CHRNB4",3
"422",0.97,"NEK2",3
"452",0.97,"P2RY2",3
"532",0.97,"SEZ6L",3
"202",0.96,"DEPDC1",3
"432",0.96,"NKAIN3",3
"492",0.96,"RETN",3
"582",0.96,"TMIGD3",3
"562",0.95,"SOSTDC1",3
"282",0.94,"GASK1A",3
"382",0.94,"LINC00463",3
"512",0.93,"C8orf37-AS1",3
"1011",0.93,"CDCA8",3
"262",0.93,"FILIP1",3
"911",0.91,"CDCA7L",3
"513",0.91,"RRM2",3
"182",0.9,"CRYM",3
"1111",0.89,"CDKN3",3
"272",0.89,"GAS1",3
"462",0.89,"PCDH9",3
"542",0.89,"SLC26A2",3
"591",0.89,"USP27X",3
"192",0.88,"CXXC1",3
"522",0.88,"RTN4RL1",3
"342",0.87,"HTR2C",3
"472",0.87,"PDGFRB",3
"611",0.87,"ZNF804A",3
"1211",0.86,"CENPE",3
"312",0.85,"ATAD5",3
"242",0.85,"FBLL1",3
"183",0.84,"ABHD17C",3
"212",0.84,"APOLD1",3
"412",0.84,"BMP3",3
"1411",0.84,"CKAP5",3
"252",0.84,"FBLN1",3
"232",0.83,"FAM107A",3
"482",0.82,"POU2F2",3
"1611",0.81,"CRABP1",3
"222",0.81,"ENOX2",3
"322",0.81,"GUCY1A1",3
"402",0.8,"MAF",3
"362",0.79,"LARP1B",3
"502",0.74,"RPGR",3
"612",0.72,"CADM2",3
"292",0.71,"GFRA1",3
"601",0.71,"ZBTB16",3
"413",0.7,"MAP1B",3
"332",0.69,"H1-3",3
"372",0.69,"LCP2",3
"213",0.66,"DLGAP5",3
"552",0.66,"SLIT2",3
"442",0.65,"NRXN1",3
"1710",0.62,"CRYAB",3
"313",0.62,"GMNN",3
"711",0.6,"CCNB1",3
"811",0.58,"CD55",3
"392",0.55,"LINC00632",3
"302",0.54,"GLRX",3
"1511",0.5,"CKS1B",3
"352",0.5,"ITGB3BP",3
"572",0.48,"STC1",3
"1100",1,"AATBC",4
"3100",1,"ABCB1",4
"453",1,"ADAMTSL3",4
"613",1,"ADGRL4",4
"712",1,"ADRA1B",4
"812",1,"AJAP1",4
"912",1,"ALDH3A1",4
"1012",1,"ALKAL1",4
"1112",1,"ALOX12B",4
"1212",1,"AMPD1",4
"1512",1,"ANKS4B",4
"1711",1,"APOBEC3D",4
"1810",1,"AQP4",4
"2310",1,"ARX",4
"2410",1,"ASB2",4
"2810",1,"ATP5MGL",4
"3110",1,"BARX2",4
"3410",1,"BBOX1",4
"4110",1,"BPIFC",4
"4410",1,"BSN-DT",4
"473",1,"C17orf99",4
"483",1,"C1orf94",4
"493",1,"C3orf85",4
"514",1,"CA12",4
"533",1,"CACNA1C-AS4",4
"543",1,"CACNA1C-IT3",4
"553",1,"CAGE1",4
"583",1,"CCDC17",4
"614",1,"CCL23",4
"641",1,"CD19",4
"651",1,"CD1A",4
"671",1,"CD1E",4
"741",1,"CD5L",4
"791",1,"CDKN2A",4
"801",1,"CDX1",4
"821",1,"CEBPB-AS1",4
"861",1,"CEP295NL",4
"881",1,"CIDEA",4
"913",1,"CLEC10A",4
"921",1,"CLEC1B",4
"951",1,"CLEC5A",4
"1001",1,"COL19A1",4
"1031",1,"COL6A6",4
"1071",1,"CRTAM",4
"1081",1,"CSE1L-AS1",4
"1121",1,"CYP2B7P",4
"1161",1,"DLEU7-AS1",4
"1171",1,"DLX1",4
"1181",1,"DLX2",4
"1191",1,"DLX5",4
"1201",1,"DLX6",4
"1213",1,"DLX6-AS1",4
"1221",1,"DMRT2",4
"1231",1,"DNAH8",4
"1261",1,"DOCK8-AS1",4
"1271",1,"DPH3P1",4
"1291",1,"E2F2",4
"1312",1,"E2F7",4
"1341",1,"EML2-AS1",4
"1401",1,"ESR1",4
"1441",1,"FAM138E",4
"1451",1,"FAM30A",4
"1491",1,"FBXO47",4
"1521",1,"FCGR2B",4
"1531",1,"FEZF1",4
"1541",1,"FFAR2",4
"1571",1,"FGFBP2",4
"1631",1,"FNDC1",4
"1671",1,"FRMD1",4
"1691",1,"GAD1",4
"1751",1,"GBP6",4
"1771",1,"GFI1B",4
"1801",1,"GJD4",4
"1821",1,"GOLGA6L2",4
"1831",1,"GOLGA8IP",4
"187",1,"GPR55",4
"188",1,"GPR65",4
"190",1,"GRIK1-AS1",4
"1921",1,"GSTA7P",4
"194",1,"GZMH",4
"195",1,"H1-5",4
"199",1,"HCAR2",4
"200",1,"HCAR3",4
"2011",1,"HELT",4
"209",1,"IL10",4
"2101",1,"IL12B",4
"2121",1,"IL1RL1",4
"2131",1,"IL21R",4
"214",1,"IL33",4
"215",1,"IL6",4
"216",1,"IL6R",4
"219",1,"INHBB",4
"2211",1,"ITGB2-AS1",4
"224",1,"KCNA1",4
"225",1,"KCNMB2-AS1",4
"226",1,"KCNQ4",4
"230",1,"KIF14",4
"234",1,"KLRB1",4
"236",1,"KRTAP24-1",4
"237",1,"L3MBTL4-AS1",4
"243",1,"LILRA2",4
"245",1,"LILRB4",4
"246",1,"LINC00189",4
"247",1,"LINC00269",4
"248",1,"LINC00337",4
"249",1,"LINC00426",4
"250",1,"LINC00461",4
"2511",1,"LINC00607",4
"2521",1,"LINC00637",4
"253",1,"LINC00668",4
"254",1,"LINC00853",4
"255",1,"LINC00861",4
"256",1,"LINC01104",4
"257",1,"LINC01224",4
"258",1,"LINC02872",4
"2621",1,"LRG1",4
"266",1,"MCEMP1",4
"2711",1,"MGAT4EP",4
"2721",1,"MIP",4
"274",1,"MKI67",4
"275",1,"MMP9",4
"2821",1,"MUC19",4
"286",1,"MYO18B",4
"288",1,"MZB1",4
"293",1,"NFIB",4
"296",1,"NKX3-2",4
"299",1,"NOX3",4
"304",1,"OLIG2",4
"307",1,"OR7D2",4
"3111",1,"PANTR1",4
"314",1,"PCAT18",4
"315",1,"PDE4C",4
"318",1,"PELATON",4
"319",1,"PF4",4
"3211",1,"PIF1",4
"323",1,"PIK3R5",4
"324",1,"PLAAT2",4
"327",1,"PLP1",4
"328",1,"PLSCR2",4
"3311",1,"POM121L8P",4
"3321",1,"POU3F2",4
"333",1,"POU3F3",4
"334",1,"PPM1J",4
"335",1,"PRECSIT",4
"337",1,"PRF1",4
"3421",1,"PSG4",4
"345",1,"PURPL",4
"3511",1,"RELL2",4
"3521",1,"RFX8",4
"354",1,"RHO",4
"360",1,"S100A2",4
"364",1,"SCN4B",4
"365",1,"SCNN1G",4
"367",1,"SERPINE1",4
"368",1,"SGCA",4
"369",1,"SIAH3",4
"376",1,"SLC35G3",4
"377",1,"SLC47A1",4
"383",1,"SMOC1",4
"384",1,"SOX1",4
"388",1,"SOX21",4
"389",1,"SOX21-AS1",4
"400",1,"TAAR5",4
"4011",1,"TAL1",4
"4021",1,"TAS2R30",4
"403",1,"TBX21",4
"404",1,"TCL1A",4
"405",1,"TDGF1",4
"4101",1,"TG",4
"4131",1,"TLR7",4
"414",1,"TM4SF18",4
"415",1,"TMEM225",4
"416",1,"TMEM233",4
"417",1,"TMEM236",4
"418",1,"TMEM52B",4
"4211",1,"TNFAIP6",4
"423",1,"TNFRSF8",4
"428",1,"TREM1",4
"429",1,"TRIM55",4
"430",1,"TSLP",4
"4311",1,"TSPAN16",4
"433",1,"TTR",4
"434",1,"TTYH1",4
"435",1,"TXNDC2",4
"439",1,"VAX1",4
"440",1,"VCAM1",4
"443",1,"VWF",4
"515",0.99,"ADGRG6",4
"1612",0.99,"APOBEC3A",4
"1910",0.99,"ARHGAP11A",4
"3510",0.99,"BCAN",4
"3810",0.99,"BIRC5",4
"4010",0.99,"BOLL",4
"463",0.99,"BUB1",4
"523",0.99,"CABP5",4
"691",0.99,"CD28",4
"721",0.99,"CD3G",4
"841",0.99,"CENPF",4
"871",0.99,"CHST5",4
"891",0.99,"CKAP2L",4
"1021",0.99,"COL28A1",4
"1041",0.99,"CORO2A",4
"1131",0.99,"CYP3A4",4
"1241",0.99,"DNASE1L3",4
"1371",0.99,"ERBB4",4
"1381",0.99,"EREG",4
"1391",0.99,"ESPL1",4
"1471",0.99,"FAM86B3P",4
"1501",0.99,"FCER2",4
"1551",0.99,"FGF1",4
"1681",0.99,"FST",4
"1741",0.99,"GBP4",4
"1811",0.99,"GNG12-AS1",4
"1911",0.99,"GSN-AS1",4
"203",0.99,"HSPB3",4
"204",0.99,"HTR1F",4
"206",0.99,"IFI44L",4
"208",0.99,"IGF1",4
"2111",0.99,"IL17RD",4
"229",0.99,"KIF11",4
"233",0.99,"KLHL41",4
"2421",0.99,"LHX2",4
"259",0.99,"LIX1",4
"278",0.99,"MSR1",4
"2811",0.99,"MUC17",4
"2921",0.99,"NES",4
"297",0.99,"NMRK2",4
"298",0.99,"NOD2",4
"305",0.99,"OLR1",4
"316",0.99,"PDGFB",4
"358",0.99,"RPSAP52",4
"3621",0.99,"SCARNA21",4
"363",0.99,"SCIMP",4
"370",0.99,"SLAMF1",4
"379",0.99,"SLC7A11",4
"3821",0.99,"SLFN14",4
"387",0.99,"SOX2-OT",4
"395",0.99,"STAB1",4
"406",0.99,"TDO2",4
"4111",0.99,"THSD4-AS2",4
"419",0.99,"TMPRSS13",4
"425",0.99,"TNIP3",4
"4321",0.99,"TSSC2",4
"436",0.99,"UBOX5-AS1",4
"437",0.99,"UNC93B1",4
"438",0.99,"UPK3A",4
"444",0.99,"WASIR2",4
"445",0.99,"WDFY4",4
"1313",0.98,"ANGPT2",4
"1412",0.98,"ANKRD19P",4
"2010",0.98,"ARHGAP11B",4
"573",0.98,"CCDC141",4
"701",0.98,"CD300LB",4
"731",0.98,"CD40",4
"771",0.98,"CDCA2",4
"781",0.98,"CDHR3",4
"901",0.98,"CLDN2",4
"971",0.98,"CLSPN",4
"1281",0.98,"DRC7",4
"1331",0.98,"ELF3",4
"1413",0.98,"F13A1",4
"1421",0.98,"FABP6",4
"1431",0.98,"FABP7",4
"1481",0.98,"FANCD2",4
"1513",0.98,"FCGBP",4
"1601",0.98,"FLT1",4
"1613",0.98,"FMN1",4
"1641",0.98,"FOXG1",4
"1701",0.98,"GAD2",4
"220",0.98,"ITGAX",4
"2221",0.98,"ITIH5",4
"2321",0.98,"KIF21B",4
"2411",0.98,"LGR5",4
"263",0.98,"LSP1",4
"264",0.98,"MADCAM1",4
"273",0.98,"MIR9-1HG",4
"280",0.98,"MUC16",4
"284",0.98,"MYH15",4
"290",0.98,"NCAN",4
"2911",0.98,"NDC80",4
"295",0.98,"NIBAN3",4
"308",0.98,"OTOA",4
"3131",0.98,"PBK",4
"326",0.98,"PLEKHH2",4
"340",0.98,"PRR11",4
"3411",0.98,"PRSS12",4
"343",0.98,"PTAFR",4
"346",0.98,"RAB42P1",4
"350",0.98,"RCSD1",4
"375",0.98,"SLC25A53",4
"390",0.98,"SPC25",4
"4221",0.98,"TNFRSF1B",4
"424",0.98,"TNFSF13B",4
"449",0.98,"ZEB2",4
"4511",0.98,"ZNF347",4
"4521",0.98,"ZNF704",4
"2100",0.97,"ABCA4",4
"2110",0.97,"ARHGAP6",4
"2610",0.97,"ASPM",4
"3710",0.97,"BFSP1",4
"454",0.97,"BST1",4
"563",0.97,"CAV1",4
"851",0.97,"CENPM",4
"961",0.97,"CLIC4",4
"991",0.97,"COL11A1",4
"1091",0.97,"CTSV",4
"1321",0.97,"ECT2",4
"1361",0.97,"EOMES",4
"1561",0.97,"FGF13-AS1",4
"1712",0.97,"GALNT6",4
"1781",0.97,"GIMAP8",4
"2021",0.97,"HJURP",4
"2311",0.97,"KIF15",4
"235",0.97,"KNL1",4
"238",0.97,"LAIR1",4
"244",0.97,"LILRB3",4
"277",0.97,"MPPED1",4
"279",0.97,"MST1R",4
"283",0.97,"MUC5B",4
"300",0.97,"NPFFR2",4
"3011",0.97,"NR2F1",4
"3221",0.97,"PIK3C2G",4
"338",0.97,"PRKCB",4
"339",0.97,"PRPH",4
"344",0.97,"PTHLH",4
"348",0.97,"RAD9B",4
"393",0.97,"SPTA1",4
"397",0.97,"STX11",4
"399",0.97,"SYT2",4
"4121",0.97,"TLR4",4
"4411",0.97,"VCAN",4
"602",0.96,"CCL22",4
"831",0.96,"CENPA",4
"1061",0.96,"CRISP3",4
"1351",0.96,"ENTPD1-AS1",4
"1581",0.96,"FGR",4
"228",0.96,"KDR",4
"240",0.96,"LGI1",4
"276",0.96,"MMRN1",4
"303",0.96,"NUDT4",4
"320",0.96,"PHACTR3",4
"330",0.96,"PNOC",4
"355",0.96,"RHPN1-AS1",4
"380",0.96,"SLC7A5P2",4
"3921",0.96,"SPIB",4
"408",0.96,"TEX15",4
"3010",0.95,"AURKB",4
"1621",0.95,"FN1",4
"1731",0.95,"GAS2L3",4
"198",0.95,"HAVCR2",4
"239",0.95,"LGALS13",4
"270",0.95,"MFGE8",4
"3021",0.95,"NSG2",4
"447",0.95,"WIF1",4
"2210",0.94,"ARHGEF15",4
"2910",0.94,"ATP6V1B1",4
"813",0.94,"CEACAM8",4
"981",0.94,"CNNM1",4
"1141",0.94,"DCLK1",4
"184",0.94,"GP5",4
"193",0.94,"GTSE1",4
"309",0.94,"PADI2",4
"329",0.94,"PMFBP1",4
"347",0.94,"RAD51AP1",4
"359",0.94,"RUNX3",4
"2510",0.93,"ASGR2",4
"3310",0.93,"BATF",4
"681",0.93,"CD209",4
"713",0.93,"CD34",4
"1051",0.93,"COX4I2",4
"1101",0.93,"CXCR4",4
"1661",0.93,"FOXP2",4
"205",0.93,"ICAM1",4
"218",0.93,"INCENP",4
"268",0.93,"MELK",4
"269",0.93,"METAP1D",4
"336",0.93,"PRELP",4
"373",0.93,"SLC1A3",4
"374",0.93,"SLC25A45",4
"396",0.93,"STARD9",4
"446",0.93,"WDR76",4
"592",0.92,"CCDC88A",4
"761",0.92,"CDC25C",4
"1151",0.92,"DIAPH3",4
"1461",0.92,"FAM83D",4
"285",0.92,"MYO10",4
"325",0.92,"PLCE1",4
"386",0.92,"SOX2",4
"420",0.92,"TNFAIP2",4
"426",0.92,"TOP2A",4
"4421",0.92,"VSIG1",4
"450",0.92,"ZNF341-AS1",4
"4310",0.91,"BRCA2",4
"621",0.91,"CCL5",4
"931",0.91,"CLEC2B",4
"1251",0.91,"DOCK8",4
"1591",0.91,"FLRT2",4
"1761",0.91,"GDF3",4
"1791",0.91,"GJA1",4
"207",0.91,"IFIT3",4
"3121",0.91,"PARP14",4
"1113",0.9,"CYBB",4
"185",0.9,"GPM6A",4
"223",0.9,"JAKMIP2-AS1",4
"306",0.9,"OMD",4
"349",0.9,"RASGRF1",4
"357",0.9,"ROBO4",4
"366",0.9,"SERPINB2",4
"394",0.9,"SSH1",4
"631",0.89,"CCR7",4
"196",0.89,"HAPLN1",4
"260",0.89,"LPCAT2",4
"3910",0.88,"BMP8A",4
"941",0.88,"CLEC3B",4
"189",0.88,"GRB14",4
"294",0.88,"NFIX",4
"3101",0.88,"PALMD",4
"3811",0.88,"SLCO1C1",4
"3911",0.88,"SPECC1",4
"503",0.87,"C9orf47",4
"661",0.87,"CD1C",4
"227",0.87,"KCTD12",4
"317",0.87,"PDZRN4",4
"378",0.87,"SLC6A3",4
"3610",0.86,"BDKRB2",4
"1721",0.86,"GAREM1",4
"197",0.85,"HAPLN3",4
"3611",0.85,"SCAMP5",4
"409",0.85,"TFPI",4
"287",0.84,"MYO1F",4
"398",0.84,"SYNPO2",4
"353",0.83,"RHBDF2",4
"427",0.83,"TPX2",4
"3210",0.82,"BASP1",4
"751",0.82,"CD84",4
"1301",0.82,"E2F3",4
"217",0.82,"IL7R",4
"186",0.81,"GPR171",4
"267",0.81,"MEF2C",4
"356",0.81,"RNASET2",4
"407",0.81,"TEX14",4
"3721",0.79,"SLC16A12",4
"4210",0.78,"BRCA1",4
"1013",0.77,"COL20A1",4
"3711",0.77,"SLC14A1",4
"2611",0.76,"LPL",4
"385",0.75,"SOX17",4
"265",0.74,"MAFB",4
"448",0.74,"XPO7",4
"1651",0.71,"FOXK1",4
"2710",0.69,"ATF3",4
"289",0.63,"NAMPT",4
"3412",0.95,"LURAP1L-AS1",5
"516",0.95,"RAMP3",5
"1114",0.94,"CLEC4F",5
"2912",0.94,"IL4I1",5
"3312",0.94,"LCE5A",5
"455",0.94,"PITRM1-AS1",5
"517",0.93,"C3orf80",5
"2112",0.93,"FBXW12",5
"2612",0.93,"HES7",5
"3712",0.93,"MESP2",5
"4112",0.93,"NRTN",5
"615",0.93,"SSUH2",5
"662",0.93,"TTLL9",5
"714",0.92,"CFP",5
"814",0.9,"CHST9",5
"564",0.9,"SCARNA9L",5
"632",0.9,"STPG2-AS1",5
"3512",0.88,"MC2R",5
"494",0.88,"PTCHD1",5
"1102",0.87,"ABI3",5
"1414",0.87,"DEUP1",5
"2312",0.86,"GNLY",5
"544",0.86,"RSPO3",5
"672",0.86,"WFIKKN2",5
"1812",0.85,"EMX2",5
"652",0.83,"TSPEAR-AS2",5
"2412",0.82,"H3C4",5
"622",0.82,"STK17B",5
"2102",0.8,"ACKR1",5
"3012",0.8,"INSM2",5
"1314",0.78,"CYP1B1",5
"1614",0.78,"DNM3-IT1",5
"3812",0.78,"MS4A7",5
"616",0.77,"CBLN1",5
"3612",0.76,"MESP1",5
"4312",0.76,"OVOL3",5
"534",0.75,"RBP7",5
"3112",0.73,"KIF4A",5
"504",0.73,"RALYL",5
"1713",0.72,"DYNC1I1",5
"554",0.71,"SCARNA10",5
"2712",0.7,"HS3ST1",5
"3102",0.68,"APOD",5
"1014",0.67,"CLCN5",5
"1514",0.67,"DNAJC12",5
"2512",0.67,"HELLS",5
"4012",0.67,"NPAS4",5
"474",0.66,"PLTP",5
"2812",0.65,"HTATSF1",5
"3912",0.64,"NELL1",5
"642",0.64,"TNNT2",5
"2012",0.63,"FAM24B",5
"456",0.62,"ATAD2",5
"593",0.61,"SPDL1",5
"584",0.6,"SGK1",5
"1912",0.59,"FAM111B",5
"2212",0.59,"FHL2",5
"3212",0.59,"KLF6",5
"484",0.57,"POU1F1",5
"524",0.57,"RBM38",5
"574",0.55,"SGCG",5
"4212",0.54,"OLFML3",5
"464",0.48,"PLIN2",5
"4412",0.46,"PDE4B",5
"914",0.45,"CKS2",5
"1214",0.45,"CSRP2",5
"603",0.24,"SPINT2",5
"1913",0.99,"FCGR3A",6
"2613",0.99,"HBZ",6
"465",0.99,"MYF6",6
"518",0.98,"B4GALT1-AS1",6
"1813",0.98,"FCGR1CP",6
"457",0.98,"MT1H",6
"505",0.98,"PCOLCE-AS1",6
"682",0.98,"TFF3",6
"722",0.98,"TSPO2",6
"458",0.97,"APOA2",6
"815",0.97,"CCR2",6
"1415",0.97,"CTSE",6
"1615",0.97,"ERFE",6
"2113",0.97,"FGF18",6
"2413",0.97,"GSTA1",6
"2713",0.97,"HLA-DQA1",6
"3213",0.97,"ISM2",6
"3413",0.97,"KLRC1",6
"3513",0.97,"KRTAP4-9",6
"3613",0.97,"LINC01053",6
"3713",0.97,"LINC01208",6
"3813",0.97,"LINC01285",6
"485",0.97,"PCK1",6
"519",0.97,"PDE6H",6
"555",0.97,"RNASE2",6
"585",0.97,"SLA2",6
"653",0.97,"TERT",6
"673",0.97,"TFAP2D",6
"752",0.97,"UNC5B-AS1",6
"4313",0.96,"MMP19",6
"604",0.96,"SMIM24",6
"715",0.96,"TNFRSF4",6
"2313",0.93,"GRAP",6
"2013",0.92,"FEZF1-AS1",6
"716",0.91,"CA4",6
"1714",0.91,"F3",6
"1315",0.9,"CLIC2",6
"617",0.9,"SOX18",6
"2813",0.89,"HLA-DRB5",6
"3013",0.88,"IL1R2",6
"594",0.88,"SLC1A7",6
"4113",0.86,"MGARP",6
"475",0.86,"NPL",6
"535",0.84,"PTPRCAP",6
"2103",0.83,"ANGPTL4",6
"692",0.83,"TK1",6
"732",0.82,"TTC4",6
"1115",0.81,"CETP",6
"1015",0.8,"CEACAM1",6
"3103",0.79,"ANKRD9",6
"623",0.78,"STRC",6
"633",0.78,"TACC3",6
"782",0.78,"ZNF324B",6
"3113",0.77,"ISL1",6
"2513",0.76,"HBE1",6
"3913",0.76,"LINC02076",6
"4013",0.76,"LRRC26",6
"772",0.76,"VTRNA1-3",6
"495",0.75,"PCOLCE",6
"663",0.75,"TFAP2B",6
"762",0.75,"VSNL1",6
"575",0.74,"SERPINA1",6
"618",0.7,"CA1",6
"915",0.69,"CCRL2",6
