"","pearson","gene","cluster"
"1081",0.97,"TYROBP",2
"1010",0.95,"C1orf162",2
"1110",0.95,"C1QA",2
"521",0.95,"HLA-DMB",2
"271",0.94,"COL4A1",2
"601",0.94,"IRF8",2
"221",0.93,"CD86",2
"291",0.93,"COL6A3",2
"910",0.92,"BGN",2
"161",0.92,"CD163",2
"671",0.92,"LYZ",2
"810",0.91,"BCL2A1",2
"201",0.91,"CD53",2
"451",0.91,"FUOM",2
"491",0.91,"GNAS",2
"901",0.91,"RGS10",2
"1061",0.91,"TMEM52B",2
"510",0.9,"ARHGAP19",2
"501",0.89,"HCLS1",2
"541",0.89,"HLA-DQB1",2
"331",0.87,"CSF3R",2
"731",0.87,"MS4A4A",2
"931",0.87,"SERPINA5",2
"231",0.85,"CDHR3",2
"441",0.85,"FRZB",2
"531",0.85,"HLA-DPB1",2
"591",0.85,"IFITM3",2
"261",0.84,"COL1A2",2
"711",0.84,"MNDA",2
"801",0.84,"NPL",2
"961",0.84,"SLIT2",2
"171",0.83,"CD209",2
"401",0.83,"DCN",2
"431",0.83,"FN1",2
"481",0.83,"GNAI2",2
"391",0.82,"CYBB",2
"421",0.82,"FCER1G",2
"461",0.82,"GAREM1",2
"701",0.82,"MITF",2
"211",0.81,"CD68",2
"281",0.81,"COL5A2",2
"371",0.81,"CXCL8",2
"381",0.81,"CXCR4",2
"471",0.81,"GH2",2
"721",0.81,"MRC1",2
"751",0.81,"MYO1F",2
"241",0.8,"CEMIP",2
"321",0.8,"CSF1R",2
"911",0.8,"RILPL2",2
"1021",0.8,"TGFBI",2
"610",0.79,"ARHGDIB",2
"621",0.78,"KLF4",2
"781",0.78,"NFKBIZ",2
"135",0.77,"ADM",2
"410",0.77,"APOC1",2
"151",0.77,"CD14",2
"311",0.77,"CSF1",2
"631",0.77,"LAPTM5",2
"351",0.76,"CTSS",2
"641",0.76,"LPAR6",2
"1210",0.75,"C1QC",2
"181",0.75,"CD28",2
"561",0.75,"IER3",2
"841",0.75,"PADI2",2
"921",0.75,"RNASE1",2
"941",0.75,"SERPING1",2
"136",0.74,"CACNA1B",2
"341",0.74,"CTSC",2
"310",0.73,"ANXA3",2
"361",0.72,"CXCL14",2
"951",0.72,"SLCO2B1",2
"1031",0.72,"TGM2",2
"1071",0.72,"TNFAIP2",2
"710",0.71,"ARPC1B",2
"511",0.7,"HES6",2
"681",0.7,"MEF2C",2
"191",0.69,"CD4",2
"691",0.69,"METRNL",2
"1011",0.69,"TACSTD2",2
"210",0.68,"ALDH1A2",2
"1041",0.68,"TIMP3",2
"571",0.67,"IER5",2
"821",0.67,"NRN1L",2
"251",0.66,"CHMP4B",2
"301",0.66,"CPED1",2
"581",0.65,"IFITM2",2
"551",0.64,"HMGB2",2
"651",0.64,"LPCAT2",2
"141",0.63,"CCDC88A",2
"891",0.63,"PTTG1",2
"991",0.63,"STX11",2
"771",0.62,"NFIB",2
"1051",0.62,"TMCC2",2
"791",0.61,"NKG7",2
"741",0.6,"MSR1",2
"871",0.6,"PLAT",2
"981",0.6,"SOX3",2
"881",0.58,"PLIN2",2
"661",0.55,"LY86",2
"1001",0.55,"SULT1E1",2
"811",0.54,"NR2F1",2
"831",0.54,"OLFML3",2
"861",0.54,"PDGFRB",2
"611",0.51,"ITGAX",2
"411",0.49,"DLK1",2
"851",0.48,"PCDH7",2
"971",0.47,"SMIM1",2
"802",0.96,"TPD52L1",3
"812",0.94,"CAPG",3
"912",0.94,"CD55",3
"322",0.94,"HHATL",3
"137",0.93,"CGB3",3
"242",0.92,"ESM1",3
"402",0.92,"LGALS3",3
"212",0.91,"ANXA2",3
"213",0.91,"DNAJC12",3
"652",0.91,"SDF2L1",3
"142",0.9,"CGB7",3
"342",0.89,"HSPB3",3
"362",0.89,"ISG20",3
"502",0.89,"NPTX2",3
"642",0.89,"SCG2",3
"302",0.87,"GNG8",3
"152",0.86,"CGB8",3
"822",0.86,"VSTM2A",3
"442",0.85,"MCFD2",3
"412",0.84,"APOD",3
"282",0.84,"GEM",3
"332",0.84,"HPGD",3
"772",0.84,"TIMP1",3
"792",0.84,"TNFRSF12A",3
"1111",0.83,"CDKN1A",3
"252",0.83,"FABP3",3
"552",0.83,"PCSK1",3
"1211",0.8,"CGA",3
"672",0.8,"SLAMF8",3
"752",0.8,"TAGLN2",3
"612",0.79,"RASGRF1",3
"813",0.78,"VGF",3
"622",0.77,"RPGR",3
"138",0.76,"A2M",3
"222",0.76,"DUSP2",3
"352",0.76,"IL6R",3
"413",0.76,"LHB",3
"382",0.75,"KLHL41",3
"632",0.75,"S100A6",3
"262",0.74,"FKBP11",3
"582",0.74,"PRDX4",3
"712",0.73,"CALHM6",3
"472",0.73,"NEFM",3
"172",0.72,"CRELD2",3
"562",0.72,"PDLIM3",3
"182",0.71,"CYTOR",3
"462",0.71,"MT2A",3
"432",0.7,"MC2R",3
"613",0.69,"CALB2",3
"512",0.69,"NTS",3
"592",0.68,"PTPRN",3
"713",0.68,"SPACA6",3
"452",0.67,"MFGE8",3
"572",0.67,"PLD3",3
"372",0.66,"KLF2",3
"232",0.64,"EGFL7",3
"312",0.63,"APBB2",3
"272",0.62,"FKBP2",3
"422",0.62,"LY6E",3
"602",0.61,"QPCT",3
"313",0.6,"HCST",3
"662",0.6,"SERPINI1",3
"1012",0.58,"CD9",3
"542",0.58,"PCAT19",3
"513",0.57,"ARHGAP36",3
"782",0.57,"TMED3",3
"722",0.56,"SPARC",3
"292",0.55,"GMDS",3
"162",0.54,"CHGB",3
"762",0.54,"TGFBR3L",3
"192",0.53,"DEPP1",3
"682",0.53,"SLPI",3
"392",0.51,"KRT18",3
"202",0.5,"DIRAS3",3
"482",0.49,"NENF",3
"522",0.48,"NUCB2",3
"492",0.44,"NPNT",3
"532",0.44,"PARP14",3
"742",0.44,"SSR4",3
"732",0.41,"SPINT2",3
"702",0.4,"SNCA",3
"692",0.35,"SMIM22",3
"153",0.99,"CA4",4
"203",0.99,"CDCA5",4
"373",0.98,"ERFE",4
"433",0.98,"FNDC1",4
"503",0.98,"GHRH",4
"603",0.98,"IFI27",4
"673",0.98,"KRTAP4-9",4
"723",0.98,"LINC01208",4
"823",0.98,"NKPD1",4
"832",0.98,"OSMR-AS1",4
"1281",0.98,"ZNF804A",4
"693",0.97,"LAIR2",4
"913",0.97,"PON1",4
"942",0.97,"PPP1R17",4
"1013",0.97,"RHAG",4
"423",0.96,"FEZF1-AS1",4
"583",0.96,"HBZ",4
"643",0.96,"IL1R2",4
"1082",0.96,"SLCO1C1",4
"1181",0.96,"TM4SF18",4
"1201",0.96,"TNNI2",4
"414",0.95,"AMPD1",4
"1112",0.95,"BIRC3",4
"473",0.95,"GATA1",4
"593",0.95,"HES5",4
"932",0.95,"PPP1R16B",4
"614",0.94,"APOA2",4
"139",0.94,"BST1",4
"663",0.94,"KLF1",4
"143",0.93,"CA1",4
"852",0.93,"PCDH17",4
"952",0.93,"PRAP1",4
"814",0.9,"ARID3A",4
"862",0.9,"PDE4B",4
"323",0.89,"DPH3P1",4
"463",0.87,"FXYD3",4
"743",0.86,"LPL",4
"1141",0.86,"SSTR2",4
"1231",0.85,"TSPO2",4
"483",0.84,"GFI1B",4
"783",0.84,"MACC1",4
"1113",0.84,"SPAG5",4
"1212",0.84,"TRH",4
"173",0.83,"CAPSL",4
"1002",0.83,"RFX8",4
"1101",0.83,"SOX11",4
"214",0.82,"AHSP",4
"453",0.82,"FSTL5",4
"815",0.82,"NEUROD1",4
"1241",0.81,"TUBB6",4
"293",0.8,"CRNDE",4
"753",0.8,"LRP5",4
"1014",0.79,"BDNF",4
"633",0.79,"IL10RA",4
"842",0.79,"PANX2",4
"1213",0.78,"BMP8A",4
"763",0.78,"LTC4S",4
"793",0.78,"MYL4",4
"1221",0.78,"TSC22D1-AS1",4
"314",0.77,"ALAS2",4
"922",0.77,"PPP1R14A",4
"914",0.76,"B4GALT1-AS1",4
"363",0.76,"ERBB4",4
"1121",0.76,"SPINK2",4
"982",0.75,"RAMP2",4
"514",0.74,"ANGPT1",4
"1271",0.74,"ZNF324B",4
"303",0.73,"CYB5D2",4
"563",0.73,"GYPC",4
"573",0.73,"GYPE",4
"733",0.73,"LINC01607",4
"1032",0.73,"SELENBP1",4
"493",0.72,"GFRA1",4
"215",0.71,"CDH26",4
"393",0.71,"FABP4",4
"403",0.71,"FAM111B",4
"333",0.7,"ENO3",4
"273",0.69,"CNTN2",4
"243",0.68,"CETP",4
"1062",0.68,"SLC25A37",4
"283",0.67,"COL15A1",4
"623",0.67,"IGSF1",4
"872",0.67,"PLEK2",4
"714",0.66,"ARHGAP18",4
"715",0.66,"LHX3",4
"140",0.65,"ACOT7",4
"653",0.65,"KDELR3",4
"892",0.65,"POLA2",4
"1251",0.65,"UCHL1",4
"183",0.64,"CCDC170",4
"193",0.64,"CD160",4
"263",0.64,"CLSPN",4
"515",0.64,"GIMAP4",4
"553",0.64,"GYPB",4
"1091",0.64,"SLCO2A1",4
"1052",0.63,"SGCG",4
"223",0.62,"CENPE",4
"962",0.62,"PYY2",4
"1151",0.62,"STC1",4
"1191",0.62,"TMEM190",4
"253",0.61,"CFAP65",4
"1042",0.61,"SERPINB1",4
"543",0.6,"GUCY1A1",4
"773",0.6,"LXN",4
"803",0.6,"NEURL2",4
"533",0.59,"GPC4",4
"1171",0.56,"THBD",4
"233",0.55,"CENPF",4
"343",0.55,"EPB41",4
"615",0.55,"IGFBP5",4
"1072",0.53,"SLC25A39",4
"1161",0.53,"TBX19",4
"523",0.52,"GPC3",4
"1131",0.51,"SRSF8",4
"683",0.5,"KRTCAP2",4
"972",0.5,"RAB3B",4
"1261",0.5,"VSTM1",4
"1022",0.49,"SEC11C",4
"443",0.48,"FRMD3",4
"383",0.46,"ESR1",4
"882",0.46,"PLVAP",4
"902",0.46,"POLR1F",4
"315",0.45,"DNAJC18",4
"415",0.44,"FECH",4
"163",0.42,"CALY",4
"353",0.42,"EPCAM",4
"703",0.41,"LARP1B",4
"992",0.39,"RBBP8",4
"144",0.97,"ACKR1",5
"274",0.97,"CTSW",5
"524",0.97,"GRP",5
"674",0.97,"IGLL1",5
"794",0.97,"LINC00861",5
"863",0.97,"MIP",5
"1114",0.96,"CD244",5
"154",0.96,"CD40LG",5
"284",0.96,"CYP2B7P",5
"304",0.96,"DDC",5
"454",0.96,"GBP6",5
"564",0.96,"GZMK",5
"574",0.96,"H2BC13",5
"664",0.96,"IFNG",5
"684",0.96,"IL2RA",5
"816",0.96,"LINC01285",5
"1023",0.96,"SGCA",5
"1053",0.96,"SLC6A3",5
"1083",0.96,"TMEM225",5
"817",0.95,"CABP5",5
"344",0.95,"E2F2",5
"734",0.95,"KIR2DL4",5
"1152",0.95,"ZNF833P",5
"145",0.94,"CD3G",5
"384",0.94,"FAM81A",5
"534",0.94,"GSC",5
"923",0.94,"PCAT18",5
"234",0.93,"CRISP3",5
"554",0.93,"GZMH",5
"804",0.93,"LINC00911",5
"704",0.92,"IL7R",5
"416",0.91,"ADIRF",5
"316",0.91,"DLEU7-AS1",5
"1310",0.9,"CD3D",5
"915",0.9,"ODF3B",5
"1115",0.9,"TRIM55",5
"616",0.89,"ARHGAP11B",5
"953",0.88,"PRSS12",5
"216",0.87,"ADGRF3",5
"694",0.87,"IL33",5
"824",0.86,"LINC02076",5
"1214",0.84,"CD300E",5
"317",0.83,"ADH1A",5
"744",0.83,"KLRF1",5
"833",0.82,"LTB",5
"853",0.8,"MAP3K19",5
"993",0.8,"SCNN1G",5
"504",0.79,"GPR171",5
"634",0.78,"HES7",5
"873",0.78,"MIR9-1HG",5
"244",0.77,"CRPPA",5
"764",0.77,"LINC00184",5
"843",0.77,"LTF",5
"174",0.76,"CD69",5
"217",0.76,"CHI3L2",5
"394",0.76,"FANCB",5
"716",0.76,"ISM2",5
"963",0.76,"PVRIG",5
"1033",0.76,"SLC22A4",5
"474",0.74,"GHRHR",5
"494",0.74,"GNLY",5
"516",0.73,"AQP4",5
"294",0.73,"CYTIP",5
"354",0.72,"ERICH6B",5
"517",0.71,"GRIK1",5
"1122",0.71,"TSHB",5
"1132",0.71,"TSSK3",5
"1043",0.7,"SLC4A1",5
"1102",0.7,"TRAT1",5
"334",0.69,"DTX1",5
"624",0.69,"HEMGN",5
"943",0.69,"PRR7-AS1",5
"194",0.68,"CEP55",5
"324",0.68,"DOK2",5
"404",0.68,"FCGR2A",5
"434",0.67,"GABRB2",5
"484",0.67,"GNG12-AS1",5
"364",0.66,"EZR",5
"774",0.66,"LINC00269",5
"1073",0.66,"TAGAP",5
"717",0.65,"ATXN3",5
"224",0.65,"CLEC12A",5
"604",0.64,"HBB",5
"784",0.64,"LINC00473",5
"1015",0.64,"SEZ6L",5
"1063",0.64,"SPARCL1",5
"164",0.63,"CD52",5
"903",0.63,"OBSCN",5
"983",0.63,"SCGB2A1",5
"1092",0.63,"TNFRSF1B",5
"973",0.62,"RASD1",5
"916",0.61,"CCDC39",5
"544",0.6,"GYPA",5
"184",0.57,"CD84",5
"444",0.56,"GADD45B",5
"584",0.55,"HBA1",5
"254",0.54,"CST3",5
"264",0.54,"CTSD",5
"424",0.53,"FOLR1",5
"644",0.53,"HMGA2",5
"654",0.53,"IFIT3",5
"417",0.52,"FGR",5
"594",0.52,"HBA2",5
"724",0.52,"KCNJ8",5
"617",0.5,"HBG2",5
"883",0.5,"NFE2",5
"1003",0.5,"SERPINE2",5
"1142",0.5,"ZNF331",5
"933",0.49,"PRLHR",5
"1016",0.46,"CCN3",5
"754",0.46,"KRT8",5
"893",0.45,"NR4A2",5
"374",0.42,"FAM107A",5
"204",0.41,"CHGA",5
"464",0.39,"GH1",5
"235",0.99,"CSNK1A1L",6
"685",0.99,"RNASE2",6
"146",0.98,"AATBC",6
"218",0.98,"ADAMTS8",6
"318",0.98,"AGAP1-IT1",6
"818",0.98,"ATXN8OS",6
"1116",0.98,"BPIFC",6
"225",0.98,"CSHL1",6
"255",0.98,"CXCR3",6
"265",0.98,"DHRS7C",6
"275",0.98,"DRC7",6
"295",0.98,"FCRLA",6
"365",0.98,"GNAT1",6
"418",0.98,"IFIT1B",6
"445",0.98,"ISM1",6
"495",0.98,"LINC00337",6
"505",0.98,"LRRC26",6
"545",0.98,"MYO18B",6
"565",0.98,"NIBAN3",6
"575",0.98,"NOX3",6
"595",0.98,"PADI4",6
"625",0.98,"PDCD1LG2",6
"635",0.98,"PMFBP1",6
"645",0.98,"POF1B",6
"695",0.98,"SCARNA10",6
"718",0.98,"SELENOV",6
"725",0.98,"SERPIND1",6
"745",0.98,"SOX21",6
"755",0.98,"SPIB",6
"765",0.98,"TDRD12",6
"785",0.98,"TNFRSF8",6
"285",0.96,"FAM178B",6
"455",0.96,"KRT1",6
"795",0.96,"WFDC1",6
"375",0.95,"GPR84",6
"425",0.95,"IGLL5",6
"655",0.92,"PRELP",6
"1311",0.91,"CARNMT1",6
"195",0.9,"COL28A1",6
"205",0.9,"CRTAM",6
"165",0.88,"CD19",6
"395",0.88,"HCAR3",6
"555",0.88,"NGF",6
"335",0.85,"FPR3",6
"705",0.85,"SCNN1B",6
"917",0.84,"BACH2",6
"1215",0.84,"CACNA2D3",6
"585",0.83,"OLIG1",6
"618",0.82,"ASGR2",6
"185",0.82,"CD80",6
"465",0.82,"KRTDAP",6
"305",0.81,"FEV",6
"319",0.81,"FGF1",6
"485",0.81,"LDLRAD2",6
"665",0.81,"PRL",6
"535",0.8,"MS4A2",6
"675",0.78,"PRR15",6
"518",0.77,"ARPP21",6
"219",0.77,"CRYBB1",6
"355",0.77,"GBP4",6
"147",0.76,"CCL22",6
"525",0.76,"MICAL2",6
"345",0.74,"GAD2",6
"155",0.71,"CCR7",6
"175",0.71,"CD1E",6
"385",0.71,"H1-1",6
"775",0.69,"THEMIS2",6
"1017",0.65,"BEND3",6
"719",0.64,"ATAD5",6
"435",0.64,"IL4I1",6
"475",0.63,"LCP2",6
"735",0.63,"SLC5A9",6
"605",0.62,"PCK1",6
"245",0.57,"CX3CR1",6
"325",0.57,"FNDC9",6
"519",0.53,"LY6H",6
"619",0.51,"PCSK1N",6
"405",0.5,"IFI6",6
"419",0.48,"AGR2",6
"148",0.99,"ALKAL1",7
"720",0.99,"CALCA",7
"1018",0.99,"CD177",7
"149",0.99,"CLDN10",7
"166",0.99,"CRH",7
"186",0.99,"DLX6",7
"276",0.99,"GABRA1",7
"3110",0.99,"HEPACAM",7
"366",0.99,"LINC00491",7
"376",0.99,"LINC00607",7
"386",0.99,"LINC00616",7
"406",0.99,"LINC00853",7
"4110",0.99,"LINC01126",7
"426",0.99,"LINC01324",7
"476",0.99,"NOD2",7
"486",0.99,"NXPE2",7
"506",0.99,"OTOA",7
"546",0.99,"PLAAT2",7
"646",0.99,"SIAH3",7
"656",0.99,"SIRPB1",7
"686",0.99,"SLFN14",7
"776",0.99,"TSSK6",7
"819",0.99,"VNN1",7
"834",0.99,"VWF",7
"884",0.99,"ZNF341-AS1",7
"156",0.98,"COL19A1",7
"466",0.98,"MZB1",7
"756",0.98,"TNFAIP6",7
"825",0.98,"VNN2",7
"256",0.96,"FFAR3",7
"874",0.96,"ZNF205-AS1",7
"805",0.95,"USP44",7
"7110",0.94,"TAMALIN",7
"786",0.94,"TTLL9",7
"676",0.93,"SLC18A3",7
"436",0.92,"MEI4",7
"666",0.91,"SLC14A1",7
"220",0.9,"ANXA2R",7
"696",0.9,"SMOC1",7
"356",0.88,"LHX2",7
"5110",0.87,"PANTR1",7
"6110",0.85,"RGCC",7
"176",0.84,"CYP2S1",7
"306",0.84,"GPR55",7
"326",0.84,"HSPH1",7
"566",0.81,"PRSS57",7
"586",0.81,"RBM38",7
"596",0.8,"RCSD1",7
"626",0.8,"S100A12",7
"1117",0.79,"CDC42EP2",7
"420",0.78,"BAG3",7
"736",0.78,"TMPRSS13",7
"918",0.77,"CCL20",7
"456",0.77,"MYH15",7
"526",0.77,"PDZRN4",7
"894",0.77,"ZNF704",7
"196",0.76,"DNAJA4",7
"854",0.75,"ZFAND2A",7
"396",0.74,"LINC00668",7
"556",0.74,"PPP1R1A",7
"706",0.74,"SMR3B",7
"766",0.74,"TREM1",7
"844",0.74,"WIF1",7
"336",0.72,"INHBB",7
"520",0.69,"BFSP1",7
"620",0.68,"C8orf34",7
"266",0.68,"FOSB",7
"726",0.68,"THSD4",7
"536",0.67,"PELATON",7
"820",0.66,"CARTPT",7
"2110",0.66,"ELF3",7
"746",0.66,"TNFAIP3",7
"606",0.65,"RDH12",7
"320",0.64,"ATF3",7
"446",0.64,"MYBPHL",7
"226",0.63,"EPB42",7
"286",0.63,"GAS2L3",7
"1312",0.62,"CKS2",7
"246",0.62,"FBXO5",7
"206",0.61,"DNAJB1",7
"636",0.61,"SH3BP1",7
"346",0.58,"KLHL11",7
"496",0.56,"OSR2",7
"296",0.55,"GLRX",7
"864",0.55,"ZFP36",7
"1216",0.52,"CDC42EP3",7
"236",0.48,"EVI2A",7
"796",0.45,"TUBA1B",7
"576",0.41,"RAMP1",7
"737",0.98,"PAPPA2",8
"227",0.97,"ALDH3A1",8
"357",0.97,"GLIS3-AS1",8
"367",0.97,"GPIHBP1",8
"447",0.97,"IFI44L",8
"507",0.97,"KCNH7",8
"787",0.97,"POLR2M",8
"177",0.96,"CPA5",8
"607",0.96,"LILRA2",8
"237",0.95,"DOCK9-DT",8
"287",0.95,"FGF13-AS1",8
"797",0.95,"PRKCQ-AS1",8
"954",0.95,"TSPAN32",8
"845",0.94,"SELE",8
"964",0.94,"TSPEAR-AS2",8
"207",0.93,"CYP26A1",8
"527",0.92,"KIF21B",8
"427",0.91,"APOBEC3A",8
"377",0.91,"HAVCR2",8
"707",0.91,"ONECUT2",8
"826",0.89,"BATF",8
"467",0.88,"IL13RA2",8
"2111",0.87,"DEUP1",8
"327",0.87,"GAP43",8
"397",0.87,"HSD17B2",8
"919",0.86,"C1QTNF3",8
"627",0.85,"ATAD2",8
"307",0.84,"FOXP1-AS1",8
"537",0.84,"KIF4A",8
"4111",0.83,"HSPA7",8
"567",0.83,"LCN2",8
"677",0.83,"MYC",8
"806",0.83,"RGS16",8
"150",0.82,"ADRA2C",8
"297",0.82,"FHL2",8
"347",0.82,"GK",8
"895",0.82,"STX2",8
"984",0.82,"ZNF385C",8
"1019",0.81,"C3AR1",8
"904",0.81,"STXBP6",8
"647",0.8,"MESP2",8
"727",0.8,"PALMD",8
"865",0.8,"SLC26A2",8
"167",0.79,"COL11A1",8
"497",0.77,"ITGB8",8
"9110",0.77,"TACC3",8
"974",0.77,"VASH2",8
"157",0.76,"CLCN5",8
"547",0.76,"KLF6",8
"697",0.76,"NOSTRIN",8
"457",0.75,"IL10",8
"637",0.75,"MELK",8
"885",0.75,"STMN2",8
"247",0.74,"ESAM",8
"747",0.74,"PIP5K1B",8
"767",0.74,"PLXNA1",8
"5111",0.73,"KDR",8
"855",0.73,"SERPINE1",8
"757",0.72,"PLTP",8
"777",0.72,"PNOC",8
"827",0.72,"ROBO4",8
"597",0.71,"LGMN",8
"437",0.7,"HYAL2",8
"628",0.7,"LSP1",8
"277",0.68,"FBLN5",8
"328",0.67,"APBB1IP",8
"197",0.67,"CYB561",8
"557",0.67,"KLHDC4",8
"587",0.67,"LGI1",8
"667",0.65,"MX1",8
"1217",0.64,"CD48",8
"1118",0.63,"C3orf80",8
"934",0.63,"THSD7A",8
"1410",0.62,"CENPN",8
"228",0.62,"DHRS2",8
"257",0.62,"FAM181B",8
"267",0.62,"FAM20C",8
"528",0.61,"ARFIP2",8
"187",0.58,"CTSB",8
"875",0.58,"SOSTDC1",8
"3111",0.57,"FXYD5",8
"944",0.57,"TPM2",8
"728",0.56,"BASP1",8
"657",0.54,"MS4A7",8
"7111",0.54,"P2RY2",8
"6111",0.53,"LINC00632",8
"337",0.52,"GGH",8
"687",0.52,"NFIX",8
"835",0.52,"S100A10",8
"577",0.5,"LEF1-AS1",8
"8110",0.5,"RGS2",8
"477",0.48,"IL23A",8
"487",0.48,"ITGB3BP",8
"387",0.46,"HBG1",8
"924",0.46,"TBX3",8
"428",0.45,"HTATSF1",8
"407",0.44,"HSPA1A",8
"1313",0.42,"CDKN2D",8
"158",0.98,"ACY3",9
"920",0.98,"CBLN2",9
"188",0.98,"CLEC4F",9
"828",0.98,"PRLH",9
"1024",0.98,"STMND1",9
"429",0.97,"BBOX1",9
"629",0.97,"BUB1B",9
"238",0.97,"COX4I2",9
"358",0.97,"FBXW12",9
"198",0.96,"CLEC5A",9
"4210",0.96,"GAPDHS",9
"945",0.96,"SCARA5",9
"6112",0.95,"LINC01506",9
"935",0.95,"S1PR4",9
"768",0.94,"PCP2",9
"1153",0.94,"ZNF852",9
"788",0.93,"PLXDC1",9
"1103",0.93,"TTC4",9
"1133",0.93,"VGLL1",9
"668",0.92,"MKI67",9
"3112",0.91,"ECSCR",9
"688",0.91,"MUC16",9
"994",0.91,"SPC25",9
"338",0.9,"ENTPD1-AS1",9
"468",0.89,"GPR135",9
"7112",0.89,"NID2",9
"876",0.89,"RHBDF2",9
"278",0.88,"CRYGD",9
"778",0.88,"PDE4C",9
"248",0.87,"CP",9
"8111",0.86,"PRKCB",9
"1411",0.84,"CHAMP1",9
"1074",0.84,"TIAM1",9
"298",0.81,"DCX",9
"1123",0.81,"USP27X",9
"1034",0.79,"STRC",9
"229",0.78,"CORO1A",9
"588",0.78,"ITGA4",9
"905",0.78,"RPA4",9
"448",0.77,"GNG3",9
