"","pearson","gene","cluster"
"100",0.87,"LRRC58",2
"126",0.87,"NPTX2",2
"601",0.86,"GH2",2
"87",0.86,"KCNK3",2
"91",0.86,"LAMP3",2
"161",0.86,"SLC11A1",2
"179",0.86,"THSD7A",2
"186",0.86,"USP27X",2
"1210",0.85,"BCL6",2
"501",0.85,"ERICH6B",2
"93",0.85,"LHB",2
"115",0.85,"NAMA",2
"135",0.85,"PDZRN4",2
"661",0.84,"GOLGA8IP",2
"152",0.84,"S100A9",2
"155",0.84,"SCN3A",2
"156",0.84,"SCNN1G",2
"421",0.83,"DCX",2
"571",0.83,"GABBR2",2
"751",0.82,"HES5",2
"116",0.82,"NCAN",2
"128",0.82,"ONECUT2",2
"241",0.81,"CD33",2
"341",0.81,"CLEC1B",2
"621",0.81,"GJB7",2
"123",0.81,"NKPD1",2
"160",0.81,"SIRT7",2
"1710",0.8,"CAD",2
"441",0.8,"DEFB1",2
"521",0.8,"FAM81A",2
"105",0.8,"MIAT",2
"111",0.8,"MSR1",2
"761",0.79,"HES6",2
"1010",0.78,"BATF3",2
"166",0.78,"SLPI",2
"182",0.78,"TXNDC2",2
"410",0.77,"ALOX12B",2
"381",0.77,"CRYBG3",2
"114",0.77,"MYB",2
"120",0.77,"NELL1",2
"167",0.77,"SOX18",2
"176",0.77,"TGFBR3L",2
"201",0.76,"CCK",2
"451",0.76,"DNER",2
"641",0.76,"GNG8",2
"103",0.76,"MEF2C",2
"125",0.76,"NPFFR2",2
"172",0.76,"SULT1B1",2
"211",0.75,"CCL5",2
"331",0.75,"CLCN5",2
"113",0.75,"MT2A",2
"194",0.74,"CCDC17",2
"127",0.74,"NSG2",2
"144",0.74,"PTPN6",2
"163",0.74,"SLC2A1",2
"1510",0.73,"C1QTNF3",2
"481",0.73,"EMC3-AS1",2
"721",0.73,"HAPLN3",2
"165",0.73,"SLCO2B1",2
"810",0.72,"AQP1",2
"431",0.72,"DEFA4",2
"138",0.72,"PLEKHA4",2
"145",0.72,"PTPRN",2
"184",0.72,"UNC5B-AS1",2
"251",0.71,"CD5L",2
"137",0.71,"PKIB",2
"140",0.71,"PPP1R27",2
"491",0.7,"EREG",2
"581",0.7,"GAD2",2
"681",0.7,"GSC",2
"821",0.7,"IL13RA2",2
"861",0.7,"KCNA1",2
"97",0.7,"LINC00958",2
"136",0.7,"PEX5",2
"162",0.7,"SLC26A2",2
"631",0.69,"GNAS",2
"731",0.69,"HAVCR2",2
"99",0.69,"LRRC26",2
"151",0.69,"S100A8",2
"158",0.69,"SEMA3C",2
"175",0.69,"TEX14",2
"101",0.68,"LYN",2
"118",0.68,"NEAT1",2
"130",0.68,"P2RY12",2
"168",0.68,"SPACA6",2
"190",0.68,"VSTM2A",2
"221",0.67,"CD163L1",2
"401",0.67,"CYP11A1",2
"801",0.67,"IFITM2",2
"88",0.67,"KHDC1L",2
"133",0.67,"PCDH19",2
"157",0.67,"SELL",2
"301",0.66,"CGA",2
"691",0.66,"GSN-AS1",2
"711",0.66,"H1-2",2
"811",0.66,"IFITM3",2
"90",0.66,"LAIR1",2
"129",0.66,"OSMR-AS1",2
"141",0.66,"PRR15",2
"171",0.66,"STX11",2
"261",0.65,"CD68",2
"143",0.65,"PTAFR",2
"146",0.65,"RAC2",2
"191",0.65,"WFDC2",2
"106",0.64,"MIP",2
"611",0.63,"GJA1",2
"185",0.63,"UPK3A",2
"89",0.62,"KRT42P",2
"149",0.62,"RBM38",2
"174",0.62,"TESPA1",2
"181",0.62,"TNFSF13B",2
"361",0.61,"COL4A1",2
"771",0.61,"HILPDA",2
"791",0.61,"IFITM1",2
"147",0.61,"RACGAP1",2
"910",0.6,"B3GNT2",2
"1310",0.6,"BPI",2
"231",0.6,"CD1D",2
"671",0.6,"GPR171",2
"119",0.6,"NEFM",2
"139",0.6,"POSTN",2
"170",0.6,"STMN2",2
"134",0.59,"PDGFB",2
"121",0.58,"NENF",2
"150",0.58,"RGCC",2
"195",0.57,"A2M",2
"371",0.57,"COL6A3",2
"391",0.57,"CSF3R",2
"511",0.57,"F3",2
"96",0.57,"LINC00632",2
"164",0.57,"SLC7A5P2",2
"177",0.57,"THBS2",2
"183",0.57,"UCP2",2
"411",0.56,"CYTOR",2
"541",0.55,"FBXO32",2
"104",0.55,"MEG3",2
"112",0.55,"MT1F",2
"1110",0.54,"BCAN",2
"781",0.54,"HMGA1",2
"148",0.53,"RAPGEF5",2
"131",0.52,"PASK",2
"1810",0.51,"CALHM6",2
"351",0.51,"CLIC4",2
"102",0.49,"LYZ",2
"169",0.49,"STC1",2
"610",0.48,"ANKRD50",2
"741",0.47,"HBQ1",2
"310",0.41,"ADPRH",2
"841",0.4,"ITGA4",2
"551",0.37,"FOXC1",2
"510",0.35,"ANGPT2",2
"812",0.96,"BRDTP1",3
"196",0.95,"ABCB1",3
"412",0.95,"AMPD1",3
"612",0.95,"APOA2",3
"232",0.95,"DLX6",3
"302",0.95,"GLOD5",3
"312",0.95,"GSTA1",3
"332",0.95,"HBD",3
"402",0.95,"LIN28B-AS1",3
"432",0.95,"LINC00977",3
"522",0.95,"PF4",3
"682",0.95,"SERPINB2",3
"702",0.95,"SLAMF9",3
"712",0.95,"SLC35G3",3
"732",0.95,"SLC6A3",3
"792",0.95,"TMPRSS12",3
"1111",0.94,"CD19",3
"292",0.94,"GABRA1",3
"352",0.94,"HTN3",3
"632",0.94,"RDH12",3
"852",0.93,"ZNF729",3
"313",0.92,"ADGRL4",3
"1711",0.92,"CEBPA",3
"1311",0.91,"CD70",3
"622",0.91,"RASGRF1",3
"272",0.9,"ERBB4",3
"372",0.89,"IL1RN",3
"512",0.89,"P2RY2",3
"713",0.88,"BFSP1",3
"442",0.88,"LMX1A",3
"552",0.88,"PPBP",3
"772",0.87,"SSUH2",3
"832",0.87,"VNN1",3
"782",0.86,"STPG2-AS1",3
"212",0.85,"CXCL13",3
"602",0.85,"PRSS21",3
"662",0.85,"SAA1",3
"452",0.84,"MFAP5",3
"842",0.83,"VWF",3
"1811",0.82,"CFP",3
"213",0.81,"ABCC12",3
"502",0.81,"OTOA",3
"592",0.81,"PROC",3
"802",0.81,"TNF",3
"513",0.8,"ANKRD1",3
"382",0.77,"KCNQ4",3
"413",0.77,"LINC00336",3
"482",0.77,"NMRK2",3
"582",0.77,"PRKCQ-AS1",3
"762",0.77,"SNORA14B",3
"1211",0.76,"CD34",3
"282",0.76,"FABP6",3
"642",0.76,"RHBDL1",3
"322",0.75,"H3C8",3
"542",0.73,"PON3",3
"252",0.72,"DNAH8",3
"262",0.71,"EDN2",3
"462",0.71,"MUC16",3
"562",0.7,"PPP1R1C",3
"222",0.69,"DLGAP4-AS1",3
"342",0.68,"HCAR3",3
"472",0.67,"MX2",3
"722",0.67,"SLC47A1",3
"652",0.65,"ROBO4",3
"422",0.64,"LINC00911",3
"572",0.64,"PRECSIT",3
"752",0.63,"SNCG",3
"1411",0.62,"CD86",3
"822",0.62,"TUBB6",3
"492",0.61,"NUPR2",3
"1611",0.6,"CDH5",3
"242",0.6,"DLX6-AS1",3
"911",0.59,"CARD16",3
"613",0.59,"RAMP1",3
"813",0.59,"TTC9",3
"362",0.58,"IGFBP3",3
"672",0.57,"SAMSN1",3
"392",0.56,"KLHL31",3
"1011",0.55,"CD160",3
"1511",0.54,"CDC25C",3
"532",0.52,"PLVAP",3
"197",0.51,"CLDN7",3
"202",0.48,"CRELD2",3
"742",0.46,"SMIM1",3
"692",0.38,"SGK1",3
"1612",0.9,"FST",4
"263",0.9,"LINC00842",4
"714",0.89,"C9orf92",4
"333",0.87,"NCAPH",4
"553",0.87,"SLFN14",4
"1412",0.86,"DNASE2B",4
"593",0.84,"TRH",4
"603",0.84,"TSPAN32",4
"912",0.83,"CCR7",4
"353",0.82,"NHLH2",4
"1812",0.8,"GABRA3",4
"433",0.8,"POC1A",4
"383",0.79,"PCSK9",4
"473",0.79,"RELN",4
"343",0.78,"NCR3",4
"463",0.78,"RBP7",4
"443",0.76,"PTGDS",4
"323",0.75,"MPPED2",4
"493",0.75,"RHBDF2",4
"614",0.73,"C8orf34",4
"223",0.73,"IRX2",4
"393",0.73,"PENK",4
"403",0.73,"PITRM1-AS1",4
"1312",0.72,"CYP2B7P",4
"198",0.71,"GAS2L3",4
"203",0.7,"GPR6",4
"314",0.69,"ALPK1",4
"514",0.69,"ARHGAP11B",4
"615",0.69,"VIM",4
"199",0.68,"ADAMTS8",4
"315",0.68,"MCFD2",4
"1012",0.66,"CD84",4
"243",0.66,"KLHDC4",4
"414",0.66,"PLAU",4
"523",0.66,"SH3BP1",4
"533",0.66,"SLAMF8",4
"415",0.64,"ANXA2R",4
"283",0.64,"LRRTM3",4
"293",0.64,"LSP1",4
"214",0.63,"ADAP2",4
"1212",0.62,"CORO1A",4
"273",0.6,"LRG1",4
"483",0.58,"RGS10",4
"563",0.58,"SSH1",4
"814",0.57,"CAV1",4
"215",0.57,"GYPC",4
"363",0.57,"NOSTRIN",4
"253",0.55,"L1TD1",4
"543",0.54,"SLC40A1",4
"1512",0.53,"FBLN1",4
"1712",0.52,"FYB2",4
"453",0.5,"RAB42P1",4
"503",0.49,"RILPL2",4
"373",0.48,"OBSCN",4
"583",0.46,"TGFBI",4
"233",0.43,"KDELR3",4
"573",0.43,"TBX3",4
"423",0.42,"PLXNA1",4
"1112",0.4,"CLEC14A",4
"303",0.36,"MCAM",4
"515",0.35,"RNASE1",4
"354",0.93,"IGLL1",5
"494",0.93,"MST1R",5
"815",0.92,"ATXN8OS",5
"216",0.92,"DNM3-IT1",5
"244",0.92,"FAM178B",5
"584",0.92,"PRSS57",5
"616",0.92,"SGCA",5
"454",0.91,"LINC02872",5
"763",0.9,"TSLP",5
"1813",0.88,"CYB561",5
"217",0.87,"ACP5",5
"364",0.87,"IL21R",5
"673",0.87,"SPIB",5
"416",0.86,"ANK1",5
"284",0.86,"FSHB",5
"683",0.86,"STK31",5
"693",0.86,"STRC",5
"444",0.85,"LINC00930",5
"617",0.81,"ARHGAP15",5
"1513",0.81,"CIDEA",5
"324",0.81,"GUCY1A1",5
"384",0.81,"IL6",5
"554",0.81,"PLTP",5
"1100",0.8,"ACKR1",5
"1413",0.79,"CDKN2C",5
"913",0.77,"AVPR2",5
"524",0.76,"PCP2",5
"254",0.75,"FAM87B",5
"294",0.75,"GDF3",5
"484",0.75,"MITF",5
"516",0.75,"NPW",5
"574",0.75,"PRL",5
"753",0.75,"TSHB",5
"1713",0.74,"CRYBA2",5
"773",0.72,"TSSC2",5
"1213",0.71,"CACNA1C-IT3",5
"564",0.71,"PRELP",5
"1113",0.7,"BSN-DT",5
"204",0.7,"DMAC2L",5
"504",0.7,"NGFR",5
"653",0.69,"SNCA-AS1",5
"703",0.69,"SULF1",5
"234",0.68,"EDN1",5
"643",0.68,"SLCO1C1",5
"604",0.67,"SERPINB1",5
"1910",0.66,"DIO2",5
"1613",0.65,"CPZ",5
"334",0.63,"IFI16",5
"344",0.63,"IGFBP7",5
"1313",0.62,"CCDC170",5
"316",0.61,"ALDH1A2",5
"424",0.61,"LCK",5
"264",0.6,"FNDC9",5
"224",0.59,"DZANK1",5
"534",0.59,"PCSK1N",5
"623",0.59,"SH2D6",5
"304",0.58,"GEM",5
"417",0.58,"LARP1B",5
"594",0.58,"SELENOV",5
"633",0.58,"SLC22A4",5
"715",0.58,"TAGLN",5
"394",0.57,"ISG15",5
"716",0.56,"ASB4",5
"374",0.56,"IL2RB",5
"474",0.56,"METAP1D",5
"404",0.52,"KLF6",5
"434",0.51,"LGALS3",5
"723",0.5,"TFPI2",5
"733",0.5,"TMED3",5
"743",0.5,"TPM2",5
"1013",0.49,"BGN",5
"464",0.48,"LY6E",5
"544",0.47,"PDGFRB",5
"517",0.43,"ARFIP2",5
"274",0.43,"FRZB",5
"317",0.34,"GH1",5
"663",0.33,"SPARC",5
"418",0.95,"ANKRD34C",6
"816",0.95,"BNIP5",6
"1114",0.95,"C5orf66-AS2",6
"1214",0.95,"CATSPER1",6
"218",0.95,"CEP295NL",6
"465",0.95,"JCHAIN",6
"495",0.95,"KRTAP12-1",6
"518",0.95,"LINC00399",6
"555",0.95,"LINC01474",6
"754",0.95,"SLC18A3",6
"774",0.95,"SRGAP2-AS1",6
"1514",0.94,"CCL20",6
"405",0.94,"GNAT1",6
"245",0.91,"CPA5",6
"325",0.9,"DHRS7C",6
"545",0.89,"LINC01229",6
"734",0.89,"S100A12",6
"335",0.87,"DNAJA4",6
"365",0.87,"FAM3D",6
"717",0.86,"BAG3",6
"803",0.86,"TNFAIP3",6
"1614",0.85,"CCL8",6
"435",0.85,"HSPH1",6
"618",0.84,"ATF3",6
"235",0.83,"CNTN2",6
"265",0.83,"CRISP3",6
"425",0.83,"HBEGF",6
"525",0.83,"LINC00607",6
"395",0.82,"GBP6",6
"585",0.82,"LYPD1",6
"1314",0.81,"CCDC141",6
"225",0.81,"CLEC4E",6
"345",0.81,"EGR2",6
"355",0.81,"EGR4",6
"375",0.81,"FCGR1CP",6
"485",0.81,"KLF4",6
"817",0.81,"TRIM55",6
"1911",0.8,"CDKN2A",6
"455",0.78,"IRF1",6
"644",0.78,"PDCD1LG2",6
"565",0.77,"LINC01506",6
"305",0.76,"CYSRT1",6
"1101",0.75,"ADIRF",6
"575",0.75,"LINC01508",6
"744",0.75,"SIRPB1",6
"823",0.75,"VSIG1",6
"318",0.74,"AGRP",6
"319",0.74,"DBF4",6
"664",0.74,"PHLDA2",6
"694",0.74,"PMAIP1",6
"205",0.73,"CDX1",6
"255",0.73,"CRH",6
"833",0.73,"ZFP36",6
"275",0.72,"CXCL2",6
"295",0.72,"CYP2S1",6
"634",0.72,"PCSK2",6
"654",0.7,"PGLYRP1",6
"385",0.69,"FOSB",6
"1814",0.68,"CDKN1A",6
"605",0.66,"MT1H",6
"619",0.66,"NR4A3",6
"718",0.65,"PTGS2",6
"783",0.64,"SYT10",6
"519",0.63,"ARHGEF15",6
"285",0.63,"CXCL8",6
"419",0.63,"GNG11",6
"505",0.63,"LHX3",6
"595",0.63,"MAFF",6
"704",0.63,"PPIF",6
"535",0.62,"LINC00668",6
"914",0.61,"BPGM",6
"684",0.61,"PLAUR",6
"445",0.6,"ICAM1",6
"475",0.6,"KLF2",6
"793",0.59,"TFRC",6
"1414",0.56,"CCDC69",6
"674",0.55,"PILRA",6
"219",0.54,"AGR2",6
"724",0.54,"RASD1",6
"1714",0.53,"CD37",6
"1014",0.52,"BRCA2",6
"624",0.51,"PCSK1",6
"764",0.42,"SOD2",6
"1051",0.97,"NUSAP1",7
"366",0.95,"CKS1B",7
"645",0.95,"GTSE1",7
"1151",0.95,"PRC1",7
"1361",0.95,"TOP2A",7
"1421",0.95,"UBE2C",7
"1912",0.94,"CCNB2",7
"1081",0.94,"PBK",7
"246",0.93,"CDK1",7
"286",0.93,"CENPF",7
"336",0.93,"CKAP2",7
"834",0.93,"KIF20A",7
"915",0.93,"MAD2L1",7
"1102",0.93,"PIMREG",7
"1115",0.92,"BUB1",7
"306",0.92,"CENPK",7
"1201",0.92,"RRM2",7
"456",0.91,"DEPDC1",7
"576",0.91,"FBXO5",7
"745",0.91,"HMMR",7
"1315",0.91,"TACC3",7
"1103",0.9,"ANLN",7
"420",0.9,"ASF1B",7
"1015",0.9,"BIRC5",7
"853",0.9,"KIF2C",7
"921",0.9,"MELK",7
"1331",0.9,"TK1",7
"1471",0.9,"ZWINT",7
"220",0.89,"APOLD1",7
"206",0.89,"CDC20",7
"346",0.89,"CKAP2L",7
"506",0.89,"ECT2",7
"556",0.89,"FAM83D",7
"1241",0.89,"SMC2",7
"1271",0.89,"SPAG5",7
"276",0.88,"CENPE",7
"719",0.88,"HMGB2",7
"862",0.88,"KIF4A",7
"818",0.87,"AURKB",7
"1815",0.87,"CCNB1",7
"941",0.87,"MKI67",7
"1091",0.87,"PCLAF",7
"1191",0.87,"RAD51AP1",7
"356",0.86,"CKAP5",7
"466",0.86,"DIAPH3",7
"486",0.86,"DTYMK",7
"1041",0.86,"NUF2",7
"1401",0.86,"TUBA1B",7
"226",0.85,"CDCA3",7
"775",0.85,"ITGB3BP",7
"1281",0.85,"SPC25",7
"1215",0.84,"BUB1B",7
"655",0.84,"H1-1",7
"824",0.84,"KIF18A",7
"1001",0.84,"NDC80",7
"236",0.83,"CDCA8",7
"296",0.83,"CENPJ",7
"606",0.83,"GMNN",7
"1181",0.83,"PTTG1",7
"596",0.82,"GINS2",7
"843",0.82,"KIF23",7
"2110",0.81,"CDCA2",7
"804",0.81,"KIF14",7
"1071",0.81,"PARPBP",7
"1381",0.81,"TROAP",7
"520",0.8,"ASPM",7
"794",0.8,"KIF11",7
"871",0.8,"KNL1",7
"1431",0.8,"UBE2T",7
"620",0.79,"ATAD5",7
"931",0.79,"MIR924HG",7
"1021",0.79,"NMU",7
"3110",0.78,"CENPU",7
"536",0.78,"ESPL1",7
"951",0.78,"MND1",7
"1116",0.78,"PLK1",7
"1341",0.78,"TM4SF18",7
"1351",0.78,"TMSB15A",7
"720",0.77,"AURKA",7
"765",0.77,"HYAL2",7
"819",0.77,"KIF15",7
"1371",0.77,"TPX2",7
"396",0.76,"CLSPN",7
"4110",0.76,"COTL1",7
"436",0.76,"CYB5D2",7
"586",0.76,"GABRB2",7
"1321",0.76,"TIAM1",7
"320",0.75,"ARHGAP11A",7
"326",0.75,"CENPW",7
"1016",0.75,"NFIB",7
"1216",0.75,"SGO2",7
"1161",0.74,"PRR11",7
"426",0.73,"CRNDE",7
"881",0.73,"KPNA2",7
"1251",0.73,"SMC4",7
"1615",0.72,"CCDC88A",7
"1715",0.72,"CCNA2",7
"266",0.72,"CENPA",7
"1031",0.72,"NNAT",7
"1291",0.72,"SPDL1",7
"5110",0.71,"EFNA2",7
"991",0.71,"NCAPG",7
"1441",0.71,"UROD",7
"916",0.7,"BEND3",7
"755",0.7,"HTR2C",7
"1221",0.7,"SHCBP1",7
"406",0.69,"COL13A1",7
"496",0.69,"E2F7",7
"981",0.69,"NCAPD2",7
"1461",0.69,"ZNF98",7
"526",0.68,"ESCO2",7
"546",0.68,"FAM111B",7
"961",0.68,"MNS1",7
"386",0.67,"CLDN10",7
"675",0.67,"H2BC9",7
"891",0.67,"KRT8",7
"1261",0.67,"SNCA",7
"695",0.66,"HJURP",7
"784",0.66,"JPT1",7
"1171",0.66,"PTHLH",7
"1515",0.65,"CCDC34",7
"1391",0.65,"TTK",7
"446",0.64,"CYTL1",7
"256",0.63,"CDKN3",7
"566",0.63,"FANCD2",7
"6110",0.62,"GPR135",7
"735",0.62,"HMGN5",7
"1451",0.62,"VAMP8",7
"635",0.61,"GRIA4",7
"665",0.61,"H1-3",7
"685",0.6,"H4C3",7
"1415",0.6,"TUBA1C",7
"376",0.59,"CKS2",7
"705",0.59,"HMBS",7
"1121",0.59,"POLA2",7
"901",0.58,"LXN",7
"971",0.58,"MXD3",7
"1231",0.58,"SLC25A39",7
"1141",0.57,"PRAP1",7
"1301",0.57,"SRSF8",7
"1316",0.56,"CAVIN2",7
"1061",0.55,"OPCML",7
"1131",0.54,"POLR1F",7
"476",0.53,"DKK1",7
"725",0.48,"HMGB3",7
"625",0.46,"GPX8",7
"1416",0.45,"CAVIN3",7
"6111",0.98,"HTR1F",8
"1117",0.97,"C3orf85",8
"587",0.97,"HEPACAM",8
"917",0.97,"POF1B",8
"952",0.97,"PSG4",8
"972",0.97,"PURPL",8
"1092",0.97,"SLC5A9",8
"527",0.96,"GP5",8
"327",0.95,"DNASE1L3",8
"447",0.95,"FFAR2",8
"537",0.95,"GPIHBP1",8
"1017",0.95,"RRAD",8
"328",0.94,"AKR1C6P",8
"337",0.94,"DOCK8-AS1",8
"387",0.94,"ERFE",8
"397",0.94,"ESR1",8
"795",0.94,"MAP3K19",8
"7110",0.93,"LINC00337",8
"1118",0.93,"SP2-AS1",8
"247",0.92,"CR1L",8
"626",0.92,"IBSP",8
"746",0.92,"LINC02587",8
"497",0.91,"GBP2",8
"863",0.91,"NXPE2",8
"1182",0.91,"TMEM233",8
"597",0.9,"HIPK4",8
"557",0.89,"GYPA",8
"962",0.89,"PTPRZ1",8
"1232",0.88,"ZNF385B",8
"820",0.87,"BOLL",8
"1018",0.87,"C17orf99",8
"207",0.86,"CDHR3",8
"357",0.86,"EGLN3",8
"766",0.86,"LYL1",8
"776",0.86,"MAF",8
"1142",0.86,"TAL1",8
"1217",0.86,"WASIR2",8
"636",0.85,"IGLL5",8
"646",0.85,"INHBB",8
"1062",0.85,"SH3BP5",8
"1218",0.84,"CA4",8
"8110",0.84,"MYO1G",8
"1222",0.84,"ZG16",8
"407",0.83,"FBXO47",8
"1104",0.81,"ADAMDEC1",8
"277",0.81,"CRYGA",8
"457",0.81,"FGF18",8
"706",0.81,"LILRB3",8
"1052",0.81,"SH2D3A",8
"528",0.8,"ANKS4B",8
"427",0.8,"FCGR1A",8
"872",0.8,"ODF3B",8
"1417",0.79,"CACNA1B",8
"726",0.79,"LINC00473",8
"736",0.79,"LINC00491",8
"1105",0.79,"SOX17",8
"2111",0.78,"CLEC3B",8
"854",0.78,"NLRP14",8
"892",0.78,"PDE4C",8
"902",0.78,"PELATON",8
"1082",0.77,"SLC4A1",8
"1152",0.77,"TASL",8
"805",0.76,"MGAT4EP",8
"627",0.75,"APOBEC3A",8
"237",0.75,"CNMD",8
"467",0.74,"FILIP1L",8
"4111",0.73,"FCER1A",8
"437",0.73,"FCGR2A",8
"1913",0.72,"CD79B",8
"835",0.72,"NFKBIA",8
"666",0.71,"KEL",8
"1122",0.71,"SPTA1",8
"547",0.7,"GPR17",8
"825",0.7,"NFE2",8
"844",0.7,"NIBAN3",8
"922",0.7,"POM121L8P",8
"1202",0.7,"TRIM10",8
"477",0.69,"FLT1",8
"932",0.69,"POU3F2",8
"1317",0.68,"CABP5",8
"1716",0.68,"CD300LF",8
"785",0.68,"MAFB",8
"882",0.68,"OLIG1",8
"918",0.67,"BST2",8
"1816",0.67,"CD55",8
"3111",0.67,"CYTH4",8
"1042",0.67,"SERPINE1",8
"1192",0.67,"TNFAIP6",8
"1002",0.66,"RPL13P5",8
"257",0.65,"CRTC3-AS1",8
"607",0.65,"HLA-B",8
"1022",0.65,"S100A10",8
"1072",0.65,"SLC25A45",8
"428",0.64,"ALAS2",8
"287",0.64,"CSNK1A1L",8
"696",0.64,"LILRA2",8
"982",0.64,"RGS16",8
"1132",0.63,"SRGN",8
"1172",0.63,"TIMP3",8
"267",0.62,"CRYBB1",8
"347",0.62,"EDNRB",8
"367",0.61,"EPB42",8
"307",0.6,"CTXN2",8
"1516",0.59,"CALB2",8
"297",0.59,"CTSV",8
"5111",0.59,"GJA4",8
"567",0.59,"HBG1",8
"686",0.59,"KTN1-AS1",8
"227",0.58,"CLIC2",8
"228",0.57,"ADM",8
"992",0.55,"RHCE",8
"756",0.54,"LMOD1",8
"1616",0.53,"CCRL2",8
"577",0.53,"HELLS",8
"676",0.53,"KRT18",8
"656",0.52,"KDR",8
"942",0.52,"PRSS12",8
"377",0.51,"EPHA5",8
"487",0.5,"G0S2",8
"507",0.47,"GBP4",8
"727",0.45,"ARG2",8
"1162",0.44,"TGM2",8
"1032",0.42,"SELENOM",8
"488",0.97,"DCLK1",9
"1691",0.97,"SCGB2A1",9
"757",0.96,"GNLY",9
"1003",0.96,"JAKMIP2-AS1",9
"1517",0.95,"ARX",9
"248",0.95,"C1orf94",9
"3112",0.95,"CD247",9
"687",0.95,"GAPDHS",9
"1083",0.95,"KRT35",9
"1372",0.95,"PALMD",9
"1661",0.95,"SCAMP5",9
"1106",0.94,"AARD",9
"2112",0.94,"C11orf16",9
"4112",0.94,"CHI3L2",9
