"","pearson","gene","cluster"
"913",0.65,"HLA-DQA1",4
"1042",0.65,"ITGAX",4
"138",0.65,"PDLIM3",4
"892",0.63,"HCAR3",4
"283",0.62,"CD68",4
"932",0.61,"HLA-E",4
"193",0.61,"VIM",4
"815",0.6,"GPR183",4
"1131",0.6,"LY6E",4
"188",0.6,"TMEM86B",4
"1910",0.59,"C1orf162",4
"1141",0.59,"LYL1",4
"1241",0.59,"NEAT1",4
"1161",0.58,"MAFF",4
"153",0.58,"RASD1",4
"185",0.58,"THY1",4
"195",0.58,"VSNL1",4
"198",0.58,"ZFP36",4
"453",0.57,"CTSE",4
"832",0.57,"GYPB",4
"1231",0.57,"MYL4",4
"383",0.56,"COL3A1",4
"914",0.55,"ANGPTL1",4
"147",0.55,"POSTN",4
"158",0.55,"RGS10",4
"533",0.54,"DLK1",4
"842",0.54,"GYPE",4
"922",0.54,"HLA-DRB1",4
"149",0.54,"PTPN6",4
"1410",0.53,"ARHGAP18",4
"263",0.5,"CCL4",4
"753",0.49,"FREM2",4
"1811",0.49,"TAGLN2",4
"615",0.48,"AHSP",4
"473",0.48,"CXCL8",4
"177",0.47,"SPARCL1",4
"573",0.46,"DOCK8",4
"715",0.43,"ALAS2",4
"224",0.98,"H2BC13",5
"274",0.98,"IFI27",5
"254",0.97,"HORMAD2",5
"304",0.97,"IL2RB",5
"374",0.97,"LINC00298",5
"474",0.97,"PDE6H",5
"544",0.97,"RCVRN",5
"564",0.97,"RHO",5
"674",0.97,"SRGAP2-AS1",5
"684",0.97,"SYNGR1",5
"744",0.97,"TRIM55",5
"204",0.96,"H1-3",5
"694",0.94,"TCHH",5
"1015",0.92,"EMC3-AS1",5
"624",0.92,"SIRT7",5
"774",0.91,"WNT4",5
"794",0.89,"ZNF808",5
"316",0.88,"ASF1B",5
"915",0.88,"DPH3P1",5
"1212",0.88,"ESCO2",5
"1412",0.87,"FCN2",5
"394",0.87,"MELK",5
"364",0.86,"LILRB3",5
"616",0.84,"CST7",5
"344",0.84,"LCK",5
"534",0.84,"RAB42P1",5
"554",0.84,"RFC3",5
"1114",0.83,"EREG",5
"1312",0.83,"FAM178B",5
"334",0.83,"KLRF1",5
"1712",0.82,"GFI1B",5
"584",0.82,"S100A4",5
"1612",0.81,"GALNT14",5
"424",0.81,"MYB",5
"716",0.8,"DHFR",5
"244",0.8,"HMGN5",5
"294",0.79,"IL13RA2",5
"384",0.79,"LINC00607",5
"464",0.79,"NMU",5
"594",0.79,"S100A6",5
"324",0.78,"KLRC3",5
"354",0.78,"LGALS9",5
"734",0.78,"TRDN",5
"216",0.77,"H2AC20",5
"634",0.77,"SLAMF7",5
"217",0.76,"AQP1",5
"1512",0.74,"FSTL5",5
"644",0.74,"SLC25A45",5
"434",0.73,"MYO1G",5
"574",0.73,"RNASEH2A",5
"664",0.73,"SPTA1",5
"264",0.71,"ICAM4",5
"454",0.71,"NKG7",5
"484",0.71,"PDZK1IP1",5
"764",0.71,"WDR76",5
"1102",0.69,"APBB1IP",5
"404",0.69,"MIR924HG",5
"317",0.68,"KLRB1",5
"494",0.68,"PLAAT4",5
"617",0.68,"SELPLG",5
"444",0.67,"NCF2",5
"516",0.67,"PTPN7",5
"724",0.67,"TNNT2",5
"517",0.66,"CSF1",5
"284",0.66,"IFIT2",5
"816",0.63,"DMRT2",5
"416",0.62,"CNRIP1",5
"417",0.62,"MND1",5
"504",0.62,"PLD4",5
"524",0.62,"PYY2",5
"654",0.61,"SMC2",5
"234",0.6,"HBBP1",5
"1812",0.59,"GINS2",5
"1912",0.59,"GLRX",5
"784",0.51,"XPO7",5
"717",0.48,"TMEM273",5
"754",0.48,"TSPAN32",5
"704",0.45,"TESMIN",5
"604",0.41,"SAMSN1",5
"285",0.97,"FCER2",6
"425",0.97,"MESP2",6
"665",0.97,"TSPEAR-AS2",6
"1313",0.95,"CD37",6
"1913",0.95,"CORO1A",6
"235",0.94,"DRC7",6
"1513",0.93,"CGB3",6
"1213",0.91,"CD1C",6
"655",0.91,"TIGD5",6
"1713",0.9,"CLEC9A",6
"545",0.9,"PYCARD",6
"1103",0.89,"ABCC12",6
"565",0.87,"SCN4B",6
"555",0.86,"ROBO4",6
"435",0.84,"MGP",6
"685",0.83,"ZNF833P",6
"455",0.82,"NFIX",6
"817",0.81,"ATP5MGL",6
"385",0.81,"IDO1",6
"355",0.8,"HCK",6
"365",0.8,"HCLS1",6
"1613",0.79,"CHMP4B",6
"405",0.78,"LILRB2",6
"305",0.77,"FPR3",6
"518",0.75,"APOD",6
"495",0.75,"NTS",6
"245",0.73,"EMX2",6
"375",0.71,"HCST",6
"485",0.7,"NPW",6
"505",0.69,"OAS1",6
"645",0.69,"THEM5",6
"1016",0.68,"C3AR1",6
"205",0.65,"CRPPA",6
"318",0.65,"FYB2",6
"575",0.63,"SELENBP1",6
"519",0.62,"OTUD3",6
"525",0.62,"PHOSPHO1",6
"625",0.62,"SLC40A1",6
"275",0.61,"FABP3",6
"418",0.6,"ANXA2R",6
"1413",0.6,"CD86",6
"618",0.59,"ARHGAP6",6
"718",0.59,"ARPC1B",6
"916",0.59,"BPGM",6
"445",0.58,"MYO1F",6
"465",0.58,"NID2",6
"595",0.58,"SLAMF8",6
"675",0.58,"WARS1",6
"619",0.56,"SLC25A39",6
"635",0.55,"SNCA",6
"475",0.54,"NPL",6
"265",0.53,"EPB42",6
"535",0.52,"PLTP",6
"295",0.51,"FMN1",6
"319",0.5,"ANKRD9",6
"1813",0.46,"COL15A1",6
"1115",0.45,"CCRL2",6
"225",0.45,"DKK2",6
"255",0.43,"EPB41",6
"395",0.43,"KRT1",6
"419",0.42,"LINC01607",6
"335",0.39,"HBA2",6
"345",0.39,"HBG1",6
"585",0.38,"SERPINI1",6
"325",0.36,"HBA1",6
"218",0.33,"ABCC13",6
"219",0.31,"CTSB",6
"605",0.28,"SLC25A37",6
"818",0.97,"ATXN8OS",7
"1116",0.97,"C9orf92",7
"206",0.97,"CEACAM4",7
"246",0.97,"CLEC4F",7
"296",0.97,"FGF13-AS1",7
"426",0.97,"IGLL1",7
"446",0.97,"IL21R",7
"506",0.97,"KRTAP4-6",7
"566",0.97,"LINC00668",7
"626",0.97,"MYBPHL",7
"775",0.97,"PSCA",7
"973",0.97,"TNFSF14",7
"983",0.97,"UNC5B-AS1",7
"993",0.97,"UNC5CL",7
"546",0.95,"LILRB5",7
"336",0.94,"GAGE10",7
"526",0.94,"LBX2",7
"556",0.93,"LINC00184",7
"1314",0.92,"CAV1",7
"1017",0.91,"C1QTNF3",7
"933",0.91,"TM4SF1",7
"376",0.9,"HCAR2",7
"276",0.89,"ECSCR",7
"719",0.89,"PF4",7
"819",0.89,"S100A12",7
"1814",0.88,"CDH5",7
"735",0.88,"POF1B",7
"520",0.86,"ANXA2",7
"496",0.86,"KRT17",7
"804",0.86,"RGS4",7
"1514",0.85,"CCDC17",7
"236",0.85,"CLEC4E",7
"636",0.85,"MYOZ2",7
"903",0.85,"TFPI2",7
"1043",0.85,"ZG16B",7
"720",0.84,"ATF3",7
"943",0.84,"TM4SF18",7
"326",0.83,"FXYD5",7
"576",0.83,"MESP1",7
"306",0.82,"FILIP1L",7
"3110",0.82,"FOSB",7
"6110",0.81,"MS4A7",7
"963",0.81,"TNFSF10",7
"456",0.8,"IRF1",7
"596",0.8,"MMP9",7
"853",0.8,"SERPINE1",7
"2110",0.79,"CEACAM6",7
"883",0.79,"SOX17",7
"1614",0.78,"CCL20",7
"320",0.76,"ACY3",7
"266",0.76,"DNAJB1",7
"686",0.76,"P2RX1",7
"824",0.76,"S100P",7
"1104",0.75,"ABHD17C",7
"476",0.75,"KLF2",7
"486",0.75,"KLF4",7
"953",0.75,"TNFAIP3",7
"420",0.74,"ALDH1A2",7
"705",0.74,"PDLIM2",7
"863",0.74,"SFRP4",7
"917",0.74,"THBD",7
"918",0.73,"BEND3",7
"1914",0.73,"CDKN2A",7
"646",0.73,"NAMPT",7
"676",0.72,"NUPR1",7
"606",0.71,"MS4A2",7
"656",0.71,"NR4A3",7
"843",0.71,"SECTM1",7
"356",0.7,"HAPLN1",7
"220",0.69,"ACTA1",7
"755",0.69,"PPP1R27",7
"725",0.68,"PLAU",7
"1214",0.66,"CACNA1B",7
"226",0.66,"CLEC4A",7
"406",0.66,"HSPH1",7
"620",0.65,"ASCL1",7
"386",0.65,"HOPX",7
"795",0.65,"RCAN1",7
"396",0.64,"HPGD",7
"5110",0.64,"LARP1B",7
"666",0.64,"NRN1L",7
"785",0.63,"PTGS2",7
"1018",0.63,"VSIG1",7
"1023",0.63,"WDFY4",7
"436",0.62,"IL1B",7
"893",0.62,"SRSF8",7
"1003",0.62,"VMO1",7
"346",0.61,"GMFG",7
"695",0.61,"PARP14",7
"873",0.59,"SLC14A1",7
"1414",0.58,"CBLN1",7
"1714",0.58,"CCN2",7
"4110",0.58,"IGFBP7",7
"765",0.58,"PRSS12",7
"536",0.56,"LGALS1",7
"745",0.54,"PPIF",7
"256",0.53,"CSF3R",7
"586",0.53,"MFGE8",7
"833",0.53,"SCARA5",7
"923",0.53,"TLR4",7
"286",0.51,"ENOX2",7
"1033",0.51,"ZFAND2A",7
"466",0.5,"KDR",7
"366",0.37,"HBB",7
"1105",0.99,"AGAP1-IT1",8
"227",0.99,"AGRP",8
"726",0.99,"AVPR2",8
"1019",0.99,"BTNL8",8
"1215",0.99,"C10orf99",8
"1615",0.99,"CCL8",8
"207",0.99,"CD80",8
"287",0.99,"CHST5",8
"337",0.99,"CSF3",8
"347",0.99,"CYSRT1",8
"377",0.99,"DKK4",8
"537",0.99,"H4C6",8
"567",0.99,"HTR1F",8
"587",0.99,"IL17RE",8
"647",0.99,"LRRC26",8
"677",0.99,"LURAP1L-AS1",8
"696",0.99,"MGAT4EP",8
"786",0.99,"PON1",8
"854",0.99,"SCARNA10",8
"864",0.99,"SH2D6",8
"884",0.99,"SLC7A11",8
"934",0.99,"THSD4-AS2",8
"954",0.99,"TSLP",8
"3111",0.98,"COL6A6",8
"944",0.98,"TMEM233",8
"387",0.97,"E2F7",8
"1415",0.96,"CA4",8
"357",0.96,"DEFB1",8
"487",0.95,"GSN-AS1",8
"7110",0.95,"MT2A",8
"557",0.94,"HJURP",8
"607",0.94,"KIF11",8
"919",0.93,"BRCA2",8
"5111",0.93,"H2AC12",8
"327",0.92,"ANLN",8
"447",0.92,"FGF18",8
"1315",0.91,"CA2",8
"437",0.91,"FBXO5",8
"776",0.91,"PIF1",8
"237",0.9,"CDC25C",8
"727",0.9,"NCAPH",8
"924",0.9,"THBS2",8
"267",0.89,"CENPK",8
"627",0.89,"LINC00269",8
"687",0.89,"MCEMP1",8
"706",0.89,"MT1G",8
"1117",0.88,"BUB1B",8
"457",0.87,"GALNT6",8
"507",0.87,"H1-5",8
"547",0.87,"HES6",8
"407",0.86,"ESPL1",8
"427",0.86,"FANCD2",8
"984",0.86,"VWF",8
"1515",0.85,"CCDC39",8
"247",0.85,"CDCA5",8
"766",0.85,"PCK1",8
"805",0.85,"RAC2",8
"597",0.84,"IQGAP2",8
"1815",0.83,"CD44",8
"228",0.83,"CDA",8
"904",0.82,"TFF3",8
"477",0.81,"GPIHBP1",8
"746",0.8,"NOSTRIN",8
"667",0.79,"LTB",8
"527",0.78,"ARHGAP11B",8
"628",0.77,"ATAD5",8
"328",0.77,"CRISP2",8
"994",0.77,"ZNF205-AS1",8
"825",0.76,"RHAG",8
"9110",0.74,"TFRC",8
"367",0.73,"DIAPH3",8
"844",0.72,"RHOV",8
"1715",0.7,"CD36",8
"497",0.7,"GYPA",8
"834",0.69,"RHCE",8
"874",0.69,"SLC2A1",8
"277",0.68,"CFH",8
"297",0.67,"CLSPN",8
"894",0.67,"STX2",8
"467",0.66,"GNG12-AS1",8
"964",0.66,"TSPO2",8
"637",0.65,"LMOD1",8
"307",0.64,"COL19A1",8
"736",0.64,"NDUFA4L2",8
"796",0.64,"PPP1R15A",8
"397",0.61,"EGLN3",8
"2111",0.59,"CD82",8
"577",0.59,"IKZF1",8
"428",0.57,"ARG2",8
"4111",0.57,"FAM122B",8
"974",0.56,"UCP2",8
"657",0.54,"LRRC58",8
"257",0.53,"CENPJ",8
"6111",0.53,"KLF1",8
"8110",0.52,"RGCC",8
"1915",0.49,"CD55",8
"756",0.49,"NPTX2",8
"820",0.48,"BLVRB",8
"528",0.47,"H2BC12",8
"826",0.97,"CLPSL2",9
"1416",0.96,"CSNK1A1L",9
"648",0.96,"UBD",9
"658",0.96,"VPREB3",9
"678",0.96,"WASIR2",9
"920",0.95,"CPA5",9
"378",0.95,"MUC5B",9
