"","pearson","gene","cluster"
"1074",0.95,"RAMP3",8
"696",0.94,"ITIH5",8
"766",0.94,"LINC00269",8
"9110",0.94,"NUPR1",8
"277",0.93,"CDX1",8
"297",0.93,"CLIC2",8
"487",0.93,"FCGR1CP",8
"6111",0.93,"ICAM4",8
"975",0.93,"PLAUR",8
"1318",0.93,"TNFAIP6",8
"1402",0.93,"ZNF347",8
"886",0.92,"MYF6",8
"1119",0.91,"ROBO4",8
"1224",0.91,"SOX18",8
"1293",0.91,"TNFAIP2",8
"1416",0.9,"BAG3",8
"257",0.9,"CDC42EP3",8
"387",0.9,"DNAJA4",8
"676",0.9,"IL1B",8
"876",0.9,"MPO",8
"935",0.9,"OLIG1",8
"607",0.89,"ICAM1",8
"1194",0.89,"SLC25A53",8
"187",0.88,"BST1",8
"428",0.88,"EGR2",8
"666",0.88,"IL1A",8
"895",0.88,"NFIX",8
"1044",0.88,"PTGS1",8
"347",0.87,"DEFB1",8
"796",0.87,"LINC01224",8
"180",0.86,"ACKR1",8
"1319",0.86,"B3GNT2",8
"786",0.86,"LINC00853",8
"1343",0.86,"VGLL1",8
"1219",0.85,"ATF3",8
"637",0.85,"IGFBP7",8
"905",0.85,"NSG2",8
"1084",0.85,"RARRES1",8
"307",0.84,"CRH",8
"846",0.84,"LYPD1",8
"856",0.83,"LYZ",8
"920",0.82,"APOBEC3D",8
"547",0.82,"GNRHR",8
"3111",0.8,"CRTC3-AS1",8
"328",0.8,"CTSE",8
"7111",0.8,"KIAA1107",8
"826",0.79,"LMO7",8
"836",0.79,"LRRC32",8
"1164",0.79,"SELPLG",8
"12110",0.79,"SNCG",8
"1392",0.79,"ZFAND2A",8
"477",0.77,"FCER2",8
"207",0.76,"CACNA1B",8
"1104",0.76,"RHBDL2",8
"1154",0.75,"SCARNA21",8
"726",0.74,"KLF4",8
"806",0.74,"LINC02587",8
"925",0.73,"OASL",8
"1303",0.73,"TNFAIP3",8
"357",0.72,"DHRS7C",8
"567",0.72,"H1-1",8
"597",0.72,"HTN3",8
"866",0.72,"METRNL",8
"985",0.72,"PLP1",8
"1054",0.72,"PTGS2",8
"820",0.71,"ANKRD19P",8
"557",0.71,"GZMA",8
"955",0.71,"PEX5",8
"1234",0.71,"STMND1",8
"227",0.7,"ACOT7",8
"1120",0.69,"ARL4C",8
"1516",0.67,"BCL2A1",8
"587",0.67,"HSPH1",8
"1362",0.67,"VSIG4",8
"1204",0.66,"SMIM1",8
"197",0.65,"C1QTNF3",8
"995",0.65,"PPIF",8
"1174",0.65,"SKAP2",8
"1333",0.65,"USP27X",8
"647",0.64,"IKZF1",8
"467",0.63,"FANCB",8
"1144",0.63,"SBNO2",8
"965",0.62,"PILRA",8
"1005",0.62,"PPP1R15A",8
"945",0.6,"OTUD3",8
"1094",0.59,"RBBP8",8
"267",0.57,"CDKN2D",8
"287",0.56,"CKS2",8
"228",0.55,"CCL3",8
"1244",0.52,"TAGLN3",8
"776",0.35,"LINC00643",8
"529",0.97,"MXD3",9
"3112",0.96,"HAVCR2",9
"926",0.95,"CCR5",9
"747",0.95,"SRSF8",9
"757",0.95,"STX11",9
"530",0.94,"ANLN",9
"1220",0.93,"CDCA2",9
"4112",0.93,"ITGB2",9
"827",0.92,"ART3",9
"238",0.92,"GADD45G",9
"558",0.92,"NOSTRIN",9
"707",0.92,"SELE",9
"188",0.91,"A2M",9
"538",0.91,"MYC",9
"578",0.91,"PCOLCE",9
"677",0.91,"RPGR",9
"229",0.89,"FOXK1",9
"288",0.89,"GMNN",9
"737",0.89,"SPARCL1",9
"268",0.88,"GMDS",9
"358",0.86,"HLA-DRB1",9
"1320",0.85,"CDCA8",9
"767",0.85,"THEMIS2",9
"208",0.84,"EMC3-AS1",9
"2112",0.84,"FAM155A",9
"657",0.84,"RARRES2",9
"278",0.83,"GMFG",9
"338",0.83,"HLA-DPA1",9
"388",0.83,"HSD17B2",9
"5112",0.83,"MPEG1",9
"1711",0.82,"CXCL3",9
"248",0.82,"GJA1",9
"598",0.82,"PLIN2",9
"230",0.81,"ABHD6",9
"1616",0.81,"CTSD",9
"478",0.81,"LGALS13",9
"568",0.8,"OLFML3",9
"777",0.8,"TSPAN1",9
"468",0.79,"LGALS1",9
"1517",0.78,"CENPM",9
"408",0.78,"IRF8",9
"6112",0.78,"POSTN",9
"398",0.77,"IER3",9
"458",0.77,"KRT18",9
"508",0.77,"LST1",9
"1417",0.76,"CENPK",9
"189",0.76,"CYBB",9
"329",0.76,"HELLS",9
"638",0.76,"PTPN6",9
"429",0.75,"ANGPTL4",9
"588",0.74,"PECAM1",9
"608",0.74,"PMAIP1",9
"629",0.73,"ARID3A",9
"198",0.73,"DCN",9
"548",0.73,"NFKBIA",9
"787",0.73,"WARS1",9
"6210",0.72,"PSMB9",9
"667",0.71,"RNASEH2A",9
"498",0.69,"LPAR6",9
"1026",0.68,"CD69",9
"1125",0.67,"CD74",9
"348",0.67,"HLA-DRA",9
"488",0.67,"LGMN",9
"330",0.65,"AGR2",9
"438",0.65,"KLF2",9
"368",0.63,"HMBS",9
"4210",0.59,"KIF4A",9
"697",0.58,"SDF2L1",9
"378",0.57,"HMGB2",9
"687",0.57,"SCGB2A1",9
"448",0.56,"KLF6",9
"258",0.55,"GLRX",9
"308",0.54,"H2AZ1",9
"298",0.51,"GNB3",9
"7112",0.5,"SFRP2",9
"648",0.47,"RAC2",9
"727",0.45,"SNCA",9
"728",0.42,"ARL6IP1",9
"2113",0.99,"CD3G",10
"3113",0.99,"CXCR2P1",10
"409",0.99,"FFAR3",10
"469",0.99,"GAGE10",10
"539",0.99,"GSN-AS1",10
"7113",0.99,"KIF21B",10
"738",0.99,"KLRF1",10
"758",0.99,"KRTAP5-7",10
"828",0.99,"MIR9-1HG",10
"927",0.99,"PRF1",10
"1065",0.99,"SIAH3",10
"1105",0.99,"SLC4A1",10
"1165",0.99,"TAC1",10
"1175",0.99,"TESPA1",10
"12111",0.99,"USP2-AS1",10
"1712",0.98,"CD160",10
"1810",0.98,"CD2",10
"807",0.98,"MACC1",10
"936",0.98,"RAB42P1",10
"956",0.98,"RASGRF1",10
"1145",0.98,"SSH1",10
"339",0.97,"ANXA2R",10
"299",0.97,"CP",10
"509",0.97,"GK",10
"797",0.97,"LYN",10
"887",0.97,"P2RY13",10
"10111",0.97,"SCN4B",10
"1135",0.97,"SPECC1",10
"1518",0.96,"CCR7",10
"499",0.96,"GHRH",10
"5210",0.96,"GPC5-AS1",10
"837",0.96,"MNX1",10
"369",0.95,"EPB42",10
"289",0.94,"CLEC2B",10
"439",0.94,"FOXP1-AS1",10
"847",0.94,"MPPED1",10
"729",0.93,"BIN2",10
"249",0.93,"CDKN2C",10
"877",0.93,"OLR1",10
"1195",0.93,"TMCC2",10
"199",0.92,"CD300LF",10
"399",0.92,"FCN2",10
"1075",0.92,"SIRT7",10
"896",0.91,"PARP14",10
"966",0.91,"RCSD1",10
"976",0.91,"RGS4",10
"279",0.9,"CLEC12A",10
"1006",0.9,"SCAMP5",10
"1225",0.9,"ZNF205-AS1",10
"3210",0.89,"DBF4",10
"609",0.89,"HBB",10
"209",0.88,"CD3D",10
"4211",0.88,"FNDC9",10
"1036",0.88,"SECTM1",10
"928",0.87,"CACNA2D3",10
"389",0.87,"FAIM2",10
"748",0.87,"KNSTRN",10
"778",0.87,"LRP5",10
"479",0.86,"GALNT6",10
"489",0.86,"GATA1",10
"857",0.86,"NCF4",10
"1205",0.86,"TNFSF13B",10
"867",0.85,"NPNT",10
"8112",0.84,"MCAM",10
"1027",0.84,"SCRG1",10
"430",0.83,"ARHGAP6",10
"449",0.83,"FSHB",10
"9111",0.83,"POLR1F",10
"379",0.82,"FABP7",10
"668",0.82,"IL2RG",10
"1045",0.82,"SERPINI1",10
"190",0.81,"AHSP",10
"630",0.81,"ATXN3",10
"359",0.81,"ENO3",10
"4113",0.81,"FGR",10
"7210",0.81,"KLHDC4",10
"1126",0.8,"SMR3B",10
"589",0.79,"HBA1",10
"986",0.79,"RHAG",10
"1418",0.78,"CCN3",10
"658",0.78,"IFIT1",10
"6113",0.76,"HBG2",10
"2210",0.75,"CD44",10
"459",0.75,"GABRB2",10
"1185",0.75,"THY1",10
"1617",0.74,"CCRL2",10
"698",0.74,"KCNMB2-AS1",10
"1085",0.74,"SLC25A45",10
"269",0.73,"CHGA",10
"599",0.73,"HBA2",10
"549",0.72,"GYPA",10
"906",0.71,"PDE4C",10
"349",0.7,"EGLN3",10
"1055",0.7,"SGCG",10
"239",0.69,"ALAS2",10
"2310",0.69,"CD84",10
"259",0.69,"CENPW",10
"3310",0.69,"DEUP1",10
"768",0.69,"LINC02076",10
"309",0.68,"CTXN2",10
"559",0.68,"GYPB",10
"579",0.68,"H4C3",10
"649",0.68,"HSPB9",10
"788",0.68,"LRRC58",10
"688",0.67,"ITGB2-AS1",10
"996",0.67,"RUNX3",10
"1095",0.67,"SLC40A1",10
"1028",0.66,"CALB1",10
"708",0.66,"KCTD12",10
"829",0.65,"C9orf135",10
"569",0.65,"H1-2",10
"1155",0.65,"STRC",10
"639",0.64,"HCAR3",10
"678",0.64,"ISL1",10
"5113",0.63,"GOLPH3L",10
"1324",0.62,"CCL5",10
"1226",0.6,"CARD16",10
"6211",0.6,"HBZ",10
"540",0.54,"ARPC1B",10
"11110",0.54,"SMIM22",10
"946",0.52,"RASD1",10
"1127",0.48,"CAPG",10
"4610",0.98,"H1-3",11
"2010",0.96,"CRNDE",11
"5810",0.96,"LINC00842",11
"7114",0.96,"PRAP1",11
"3910",0.95,"GFRA1",11
"907",0.95,"TBX3",11
"2410",0.94,"DCX",11
"4010",0.94,"GIMAP8",11
"699",0.93,"PNMT",11
"739",0.93,"PTPRE",11
"3211",0.92,"FABP4",11
"5211",0.92,"IL23A",11
"798",0.92,"SOSTDC1",11
"550",0.91,"BMP3",11
"2510",0.91,"DEPDC1",11
"2610",0.91,"DIAPH3",11
"4510",0.91,"GRIK1",11
"5310",0.91,"IQGAP2",11
"440",0.9,"AURKB",11
"789",0.9,"SORCS2",11
"340",0.89,"APLNR",11
"640",0.89,"CA12",11
"2910",0.89,"EDNRB",11
"3311",0.89,"FAM181B",11
"4212",0.89,"GOLGA8IP",11
"838",0.89,"SPRR1A",11
"848",0.89,"STARD9",11
"929",0.89,"TIGD5",11
"730",0.88,"CBLN2",11
"2710",0.88,"DLK1",11
"888",0.88,"TAC4",11
"1618",0.87,"CLIC4",11
"1713",0.87,"COL13A1",11
"3710",0.87,"FRZB",11
"6010",0.87,"MAP1B",11
"878",0.87,"SYT10",11
"1100",0.86,"AARD",11
"1910",0.86,"CRABP1",11
"858",0.86,"SULF1",11
"930",0.85,"CDCA3",11
"1519",0.85,"CKAP2L",11
"4810",0.85,"HPGD",11
"5010",0.85,"IGFBP3",11
"6310",0.85,"NEK2",11
"679",0.85,"P2RX1",11
"8210",0.85,"SPDL1",11
"5114",0.84,"IGSF1",11
"7211",0.84,"PSRC1",11
"967",0.84,"TWIST1",11
"947",0.83,"TNNT1",11
"2311",0.82,"CYTL1",11
"3810",0.82,"FST",11
"4310",0.82,"GPX8",11
"6410",0.82,"NEUROD1",11
"659",0.82,"NFIB",11
"3114",0.81,"ENTPD1-AS1",11
"3610",0.81,"FRMD3",11
"5510",0.81,"KIF2C",11
"5910",0.79,"MAF",11
"1029",0.77,"CDH5",11
"3410",0.76,"FAM81A",11
"6212",0.76,"MIS18BP1",11
"897",0.76,"TACSTD2",11
"4410",0.75,"GRIA4",11
"709",0.75,"PPP1R3C",11
"769",0.75,"SLC39A8",11
"957",0.75,"TTK",11
"4710",0.74,"HMGN5",11
"1227",0.73,"CENPJ",11
"4910",0.73,"HYAL2",11
"2114",0.72,"CRYGC",11
"5610",0.72,"KLHL31",11
"689",0.72,"PDPN",11
"808",0.72,"SOX11",11
"937",0.72,"TMEM88",11
"1128",0.7,"CDR1",11
"1811",0.7,"COL25A1",11
"6114",0.69,"MELK",11
"987",0.69,"UROD",11
"3010",0.68,"ENOX1",11
"749",0.68,"RRM2",11
"779",0.68,"SLIT2",11
"240",0.67,"ANXA1",11
"997",0.66,"WFDC2",11
"977",0.65,"UBE2T",11
"5410",0.64,"KIF15",11
"2810",0.63,"DNAJC18",11
"2211",0.62,"CSRP2",11
"8113",0.62,"SOX2-OT",11
"1419",0.61,"CKAP2",11
"3510",0.61,"FOXC1",11
"669",0.6,"NUDT1",11
"5710",0.59,"LINC00632",11
"1325",0.58,"CHST9",11
"4114",0.57,"GNG3",11
"830",0.56,"CCNB1",11
"868",0.54,"SYNGR1",11
"759",0.52,"SERPINF1",11
"9112",0.47,"TIAM1",11
"1812",0.99,"CDCA5",12
"4711",0.99,"FFAR2",12
"5115",0.99,"GNG12-AS1",12
"5511",0.99,"H2AC12",12
"879",0.99,"NCAN",12
"908",0.99,"NLRP14",12
"968",0.99,"OMD",12
"1007",0.99,"OVOL3",12
"1076",0.99,"PTHLH",12
"1176",0.99,"SERPINB2",12
"1441",0.99,"WASIR2",12
"1106",0.98,"ADAMDEC1",12
"450",0.98,"APOA2",12
"839",0.98,"BFSP1",12
"2212",0.98,"CGB8",12
"2312",0.98,"CHI3L2",12
"3811",0.98,"DPP4",12
"4011",0.98,"EDN2",12
"4311",0.98,"ESR1",12
"4511",0.98,"FABP1",12
"5011",0.98,"GLOD5",12
"5212",0.98,"GPIHBP1",12
"5411",0.98,"GRAP",12
"6213",0.98,"KHDC1L",12
"6710",0.98,"LDLRAD2",12
"7010",0.98,"LINC00911",12
"7115",0.98,"LINC00958",12
"7310",0.98,"LINC01508",12
"7410",0.98,"LMNTD2",12
"8211",0.98,"MIP",12
"898",0.98,"NHLH2",12
"9113",0.98,"NMRK2",12
"938",0.98,"NPFFR2",12
"988",0.98,"OR13C5",12
"998",0.98,"OR7D2",12
"10210",0.98,"PDYN",12
"1056",0.98,"PLA2G7",12
"1107",0.98,"RDH12",12
"1136",0.98,"S1PR1",12
"1166",0.98,"SERPINA5",12
"1255",0.98,"STK31",12
"1373",0.98,"UNC5CL",12
"14110",0.98,"VPREB3",12
"1461",0.98,"XCL1",12
"250",0.97,"ADAMTS8",12
"1420",0.97,"CATSPER3",12
"1911",0.97,"CDH26",12
"2911",0.97,"CRPPA",12
"4115",0.97,"EPHA5",12
"5611",0.97,"H3C8",12
"809",0.97,"MFAP5",12
"1294",0.97,"TDGF1",12
"1353",0.97,"TSSC2",12
"560",0.96,"ASF1B",12
"10112",0.96,"PCSK2",12
"1129",0.96,"RTP4",12
"1228",0.95,"C8orf37-AS1",12
"3511",0.95,"DEPDC7",12
"6610",0.95,"LAMP3",12
"799",0.95,"MC2R",12
"8114",0.94,"MGARP",12
"869",0.94,"MUC5B",12
"12112",0.94,"SH2D3A",12
"1229",0.94,"SLCO2A1",12
"650",0.93,"ASPN",12
"1156",0.93,"SEMA3C",12
"1245",0.93,"SSUH2",12
"1326",0.92,"CALB2",12
"4911",0.92,"GJA4",12
"7212",0.92,"LINC01497",12
"1130",0.91,"C1QTNF2",12
"1619",0.91,"CCL8",12
"1046",0.91,"PLA2G1B",12
"1714",0.9,"CD34",12
"3411",0.9,"DEFA6",12
"6510",0.9,"LAD1",12
"6910",0.9,"LIN28B-AS1",12
"978",0.9,"OR10G3",12
"1146",0.9,"SCT",12
"3611",0.89,"DKK1",12
"1327",0.89,"TK1",12
"5711",0.88,"HAPLN3",12
"8310",0.88,"MIR924HG",12
"9210",0.88,"NMU",12
"1096",0.88,"PUS1",12
"1235",0.88,"SSTR2",12
"13110",0.88,"THSD7A",12
"4213",0.87,"ESCO2",12
"1520",0.86,"CCL21",12
"3212",0.86,"CYP1B1",12
"4411",0.86,"F3",12
"1186",0.86,"SERPINF2",12
"6411",0.85,"KTN1-AS1",12
"958",0.85,"OGN",12
"1304",0.85,"THSD4",12
"1334",0.85,"TPM2",12
"1431",0.85,"VSTM1",12
"11111",0.84,"RTN4RL1",12
"2711",0.83,"CORO2A",12
"7510",0.83,"LRRC8C-DT",12
"7810",0.83,"LYL1",12
"3711",0.82,"DKK4",12
"350",0.81,"ADPRH",12
"6115",0.8,"IFI27",12
"889",0.8,"NGF",12
"1086",0.8,"PTPN7",12
"1274",0.8,"TAGLN",12
"1066",0.79,"POC1A",12
"1383",0.79,"VASH2",12
"2115",0.78,"CGB7",12
"2411",0.78,"CHST5",12
"2611",0.78,"CLSPN",12
"1206",0.77,"SGO2",12
"1344",0.77,"TROAP",12
"6311",0.76,"KRT1",12
"2511",0.75,"CLDN7",12
"5811",0.75,"HBD",12
"859",0.75,"MS4A7",12
"1196",0.75,"SFRP4",12
"2811",0.74,"CPLX3",12
"7610",0.74,"LTC4S",12
"1037",0.74,"PELATON",12
"1491",0.74,"ZWINT",12
"1363",0.73,"TSSK6",12
"1471",0.72,"ZEB2",12
"2011",0.7,"CDK1",12
"1264",0.7,"SV2C",12
"1451",0.7,"WFDC21P",12
"3115",0.69,"CXCL1",12
"948",0.68,"NTS",12
"5911",0.67,"HS3ST1",12
"6810",0.67,"LHB",12
"3011",0.66,"CTSC",12
"5311",0.65,"GPR6",12
"740",0.64,"ATXN8OS",12
"1393",0.64,"VCAM1",12
"1481",0.64,"ZG16B",12
"3312",0.63,"CYP3A4",12
"4811",0.62,"FMN2",12
"6011",0.62,"HSPA7",12
"1403",0.62,"VMO1",12
"4611",0.61,"FAM24B",12
"1421",0.59,"VSIG1",12
"3911",0.55,"DPYSL3",12
"1030",0.54,"BSN",12
"939",0.53,"BHLHE41",12
"849",0.53,"MPPED2",12
"1284",0.53,"TBX19",12
"7710",0.49,"LY6H",12
"5312",0.96,"PKIB",13
"3213",0.95,"GH2",13
"3912",0.95,"LINC00473",13
"5512",0.93,"POLR2M",13
"5812",0.93,"RNASET2",13
"840",0.91,"C9orf24",13
"4812",0.91,"NENF",13
"6214",0.91,"SEC11C",13
"2612",0.9,"F13A1",13
"3512",0.9,"IBSP",13
"1620",0.89,"CLDN25",13
"3012",0.88,"FXYD5",13
"1715",0.87,"CLEC4A",13
"4012",0.87,"LY96",13
"5912",0.87,"S100A6",13
"6511",0.87,"SSR4",13
"2512",0.86,"DNER",13
"4612",0.86,"MT2A",13
"6711",0.85,"THEM5",13
"4912",0.84,"NPTX2",13
"1813",0.83,"CLU",13
"5213",0.83,"PCSK1N",13
"3412",0.82,"H2AC20",13
"5012",0.82,"NRN1L",13
"6012",0.82,"SCG5",13
"460",0.81,"ARG2",13
"2812",0.81,"FOLR2",13
"7011",0.81,"VGF",13
"1230",0.8,"CD55",13
"5712",0.8,"RCAN1",13
"6811",0.8,"TMEM176B",13
"2116",0.79,"CPA5",13
"4312",0.79,"MS4A6A",13
"6412",0.79,"SMCR5",13
"1137",0.78,"CAVIN3",13
"3116",0.78,"FYB2",13
"3612",0.78,"IL1RN",13
"6116",0.78,"SCN3A",13
"1328",0.77,"CD79B",13
"5612",0.77,"PTGER4",13
"2912",0.76,"FOSB",13
"1422",0.74,"CD86",13
"1912",0.72,"COL11A1",13
"2012",0.72,"COX7A1",13
"2213",0.71,"CTSW",13
"940",0.7,"CALY",13
"2412",0.69,"DNAJC12",13
"1521",0.68,"CDKN1A",13
"750",0.67,"BST2",13
"4214",0.67,"MESP1",13
"3313",0.66,"GNAS",13
"660",0.64,"BCL6",13
"2313",0.64,"DAPL1",13
"6312",0.63,"SELENOM",13
"4116",0.62,"MAFB",13
"6611",0.62,"TFRC",13
"260",0.61,"ANXA2",13
"3712",0.61,"KPNA2",13
"1108",0.6,"AIM2",13
"4512",0.6,"MT1F",13
"360",0.59,"APBB2",13
"5116",0.59,"PCAT18",13
"570",0.58,"B2M",13
"5412",0.57,"PLD4",13
"7116",0.56,"ZNF331",13
"2712",0.55,"FAM122B",13
"4412",0.52,"MT1E",13
"4712",0.49,"NAMPT",13
"3812",0.48,"LAP3",13
"6911",0.46,"UCHL1",13
"1038",0.39,"CAPSL",13
"1138",0.99,"BACE2",14
"580",0.98,"AGXT",14
"760",0.98,"AQP1",14
"850",0.98,"AQP4",14
"1039",0.98,"B4GALT1-AS1",14
"1814",0.98,"CCDC141",14
"2314",0.98,"CCL20",14
"4413",0.98,"FCER1A",14
"6215",0.98,"IGLL5",14
"6413",0.98,"INSM2",14
"7411",0.98,"LILRB5",14
"7511",0.98,"LRRC26",14
"7711",0.98,"MMP19",14
"899",0.98,"PCP2",14
"9211",0.98,"PMFBP1",14
"969",0.98,"PROC",14
"10310",0.98,"SLC38A11",14
"1057",0.98,"SNCA-AS1",14
"11210",0.98,"TNIP3",14
"1197",0.98,"WIF1",14
"12113",0.98,"ZNF732",14
"2214",0.97,"CCK",14
"3413",0.97,"COX6A2",14
"4613",0.97,"FILIP1L",14
"10211",0.97,"SERPINE1",14
"1187",0.97,"UNC93B1",14
"1109",0.96,"ACY3",14
"2613",0.96,"CD209",14
"2813",0.96,"CDC42EP2",14
"3613",0.96,"CRISP2",14
"2413",0.95,"CCNB2",14
"4513",0.95,"FGF18",14
"9310",0.95,"PNOC",14
"1008",0.95,"RPL13P5",14
"1716",0.94,"CA1",14
"5813",0.94,"HMMR",14
"7611",0.94,"MAP7D2",14
"8610",0.94,"ONECUT2",14
"5214",0.93,"GPR65",14
"6117",0.93,"IFIT3",14
"6712",0.93,"JPT1",14
"3013",0.92,"CEMIP",14
"5013",0.92,"GAS2L3",14
"6912",0.91,"KIF18A",14
"8010",0.91,"NCAPG",14
"4013",0.9,"ECT2",14
"7012",0.9,"KIF20A",14
"2013",0.89,"CCDC62",14
"5413",0.89,"GZMB",14
"8410",0.89,"NTRK2",14
"4713",0.88,"FLT1",14
"6013",0.88,"IFIT2",14
"7910",0.88,"MYBPHL",14
"1177",0.88,"TTC29",14
"370",0.87,"ADH1A",14
"2513",0.87,"CD163L1",14
"2913",0.87,"CDKN2A",14
"7213",0.87,"LGR5",14
"8510",0.87,"NUF2",14
"6512",0.86,"IRF1",14
"6612",0.86,"ITGA4",14
"8212",0.86,"NFE2",14
"959",0.86,"PRC1",14
"1157",0.86,"TRH",14
"8311",0.85,"NKPD1",14
"3117",0.84,"CGB3",14
"4913",0.84,"FYB1",14
"6812",0.84,"KIF11",14
"1077",0.84,"TACC3",14
"1913",0.83,"CCDC34",14
"3314",0.83,"CORO1A",14
"5613",0.83,"HLA-E",14
"7311",0.83,"LILRB3",14
"979",0.83,"RAD51AP1",14
"1067",0.83,"SP2-AS1",14
"1139",0.83,"TNNT2",14
"949",0.82,"ATP6V1B1",14
"1329",0.81,"BIRC3",14
"3214",0.79,"CLIC3",14
"4215",0.78,"FAM111B",14
"4813",0.78,"FOXG1",14
"5117",0.78,"GBP4",14
"11010",0.78,"TEX15",14
"270",0.76,"ADGRE5",14
"1167",0.74,"TSPO2",14
"4117",0.73,"EFNA1",14
"4313",0.73,"FBXO32",14
"5513",0.72,"HEPACAM2",14
"6313",0.72,"IL7R",14
"7811",0.72,"MT3",14
"8810",0.72,"PBK",14
"3713",0.71,"CRYBG3",14
"3813",0.71,"DHFR",14
"11112",0.71,"TNF",14
"3913",0.7,"DZANK1",14
"8115",0.7,"NCAPH",14
"1621",0.69,"BRCA2",14
"9410",0.69,"PPP1R27",14
"8710",0.68,"PANTR1",14
"470",0.67,"ADM",14
"1522",0.67,"BMP8A",14
"9114",0.67,"PGAM2",14
"2117",0.66,"CCDC88A",14
"989",0.65,"RGCC",14
"1236",0.64,"BEND3",14
"5713",0.64,"HMGB3",14
"670",0.63,"APOD",14
"999",0.63,"RNASE1",14
"5313",0.6,"GUCY1A1",14
"909",0.59,"PDLIM2",14
"5913",0.58,"IER5",14
"1047",0.58,"SMIM4",14
"1097",0.58,"TDRD9",14
"1147",0.57,"TPX2",14
"7117",0.56,"KRT17",14
"1423",0.54,"BLVRB",14
"2713",0.54,"CD83",14
"1087",0.51,"TAL1",14
"1207",0.49,"ZMYND10",14
"10113",0.46,"S100B",14
"3513",0.4,"CRELD2",14
"1523",0.99,"CA2",15
"1622",0.98,"CAVIN2",15
"8511",0.97,"PPP1R14A",15
"1914",0.96,"CENPA",15
"5714",0.96,"HMGA2",15
"6216",0.96,"KIF23",15
"6314",0.96,"KNL1",15
"1198",0.96,"VIM",15
"3014",0.95,"CPZ",15
"4118",0.95,"FANCD2",15
"5614",0.95,"HILPDA",15
"9311",0.95,"SERPING1",15
"3514",0.94,"CYP2S1",15
"3614",0.94,"DOCK8",15
"9810",0.94,"SOX3",15
"1188",0.93,"VCAN",15
"770",0.92,"APOLD1",15
"1140",0.92,"ATAD2",15
"1815",0.92,"CDC20",15
"3414",0.92,"CYP26A1",15
"1058",0.92,"TCF21",15
"1088",0.92,"TFPI",15
"4814",0.91,"GNG11",15
"1098",0.91,"TGM2",15
"11310",0.91,"TOP2A",15
"1148",0.9,"ABCC8",15
"2714",0.9,"COL3A1",15
"3814",0.9,"ESAM",15
"4314",0.9,"FHL2",15
"7412",0.9,"NCF2",15
"1040",0.89,"ARHGAP36",15
"4514",0.89,"FOXP2",15
"7512",0.89,"NDC80",15
"590",0.88,"ANGPT1",15
"2814",0.88,"COL5A2",15
"6913",0.88,"METAP1D",15
"7118",0.88,"MGST1",15
"9115",0.88,"S100A11",15
"1237",0.87,"BIRC5",15
"4014",0.87,"FAM107A",15
"10311",0.87,"SULT1E1",15
"280",0.86,"ADAP2",15
"4216",0.86,"FBLN5",15
"5914",0.86,"IRX2",15
"6813",0.86,"MADCAM1",15
"8312",0.86,"PLK1",15
"9411",0.86,"SEZ6L",15
"8411",0.85,"PLXND1",15
"3315",0.84,"CXCL12",15
"7214",0.84,"MYOM2",15
"7712",0.84,"NR2F1",15
"9610",0.84,"SMC2",15
"5014",0.83,"GTSE1",15
"1158",0.83,"UBE2C",15
"1330",0.82,"BPGM",15
"2614",0.82,"COL1A2",15
"6014",0.82,"ITM2A",15
"7312",0.82,"NCAPD2",15
"7612",0.82,"NELL1",15
"7812",0.82,"NUSAP1",15
"2215",0.81,"CKS1B",15
"5514",0.81,"HHIP",15
"3215",0.8,"CSF3R",15
"3914",0.8,"EZR",15
"6513",0.8,"LAIR1",15
"7013",0.8,"MFGE8",15
"8011",0.8,"PCDH9",15
"1424",0.79,"BRCA1",15
"2914",0.79,"COTL1",15
"9910",0.79,"SPARC",15
"1009",0.79,"SPON1",15
"2414",0.78,"CMYA5",15
"4414",0.78,"FN1",15
"5814",0.78,"IGFBP5",15
"7911",0.78,"PAPPA2",15
"2514",0.77,"COL14A1",15
"8611",0.77,"PRR15L",15
"8910",0.77,"RALYL",15
"10212",0.77,"STKLD1",15
"11113",0.77,"TMIGD3",15
"2315",0.76,"CLDN4",15
"6118",0.75,"ITPR2",15
"860",0.74,"ARFIP2",15
"2014",0.74,"CENPE",15
"8116",0.74,"PHACTR3",15
"480",0.73,"AKAP12",15
"680",0.73,"ANXA3",15
"5215",0.73,"H2BC9",15
"8711",0.73,"PYCARD",15
"5414",0.72,"HEMGN",15
"1068",0.72,"TCIM",15
"11011",0.72,"TM4SF18",15
"8213",0.71,"PLAC9",15
"10114",0.71,"STK17B",15
"1048",0.71,"TAGAP",15
"950",0.69,"ARHGAP18",15
"9710",0.69,"SMC4",15
"1717",0.67,"CD93",15
"9212",0.67,"SERPINE2",15
"4914",0.66,"GPC3",15
"11211",0.66,"TMSB15A",15
"1149",0.66,"TUBA1B",15
"1168",0.66,"UCP2",15
"2118",0.65,"CEP55",15
"4614",0.65,"FSTL5",15
"5314",0.64,"HBQ1",15
"6713",0.64,"LARP1B",15
"6414",0.61,"KRT8",15
"1178",0.6,"VAMP8",15
"380",0.59,"AGR3",15
"1078",0.59,"TESMIN",15
"8811",0.57,"RACGAP1",15
"3118",0.55,"CRYM",15
"3714",0.55,"EPCAM",15
"6613",0.53,"LAIR2",15
"9010",0.53,"RAMP2",15
"4714",0.49,"FUOM",15
